path,origin,note
data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_ief_1s2019_ciclo.pdf,V96 source backfill round3 payload 20260828_170012,DOWNLOAD_OK revalidated; bytes=902373.0; sha256=de9aca43185b3778dcbdf138bbebf0b85f21ed1b8516198605ec6c4c41532b49; source=https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/ief0119.pdf
data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_ief_2s2023_ciclo.pdf,V96 source backfill round3 payload 20260828_170012,DOWNLOAD_OK revalidated; bytes=1144797.0; sha256=8d69b6fb4e37719fe5e707598f6a3704fcf543da5e9500800cd0d3d8106c4f39; source=https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/ief0223.pdf
data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_iif_1s2024_ahorro_ph.pdf,V96 source backfill round3 payload 20260828_170012,DOWNLOAD_OK revalidated; bytes=2122951.0; sha256=d86e20fd424bdd1790fda2d9b262258846bb9a6d3ba2555cd74d46d8916a7798; source=https://www.bcra.gob.ar/archivos/pdfs/PublicacionesEstadisticas/Informe-inclusion-%20financiera-octubre-24.pdf
data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_iif_1s2025_mora.pdf,V96 source backfill round3 payload 20260828_170012,DOWNLOAD_OK revalidated; bytes=2404631.0; sha256=07a210eecaa7d45c3afa34042718be4a1489d418598ba6a996da0f64070bc50b; source=https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/Informe-inclusion-financiera-octubre-25.pdf
data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_iif_2s2024_ahorro_ph.pdf,V96 source backfill round3 payload 20260828_170012,DOWNLOAD_OK revalidated; bytes=2319050.0; sha256=1a93f4c386a1be093656ae21a2949224569ef73cc40631a6e71ca85f7eb5e5ad; source=https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/Informe-inclusion-financiera-abril-25.pdf
data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_iif_2s2025_ahorro_ph.pdf,V96 source backfill round3 payload 20260828_170012,DOWNLOAD_OK revalidated; bytes=1877423.0; sha256=791835603eaf4d31bf637cccc72f8d5ee1e18e8545ddf66cd248bb2ddd12d311; source=https://www.bcra.gob.ar/archivos/Pdfs/publicacionesestadisticas/informes/informe-inclusion-financiera-2026-04.pdf
data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_imm_dic2024_mora.pdf,V96 source backfill round3 payload 20260828_170012,DOWNLOAD_OK revalidated; bytes=2284708.0; sha256=488847eb4333927f21d5c655eb840d0b4d34419d4fb08a828fb2e2001b600824; source=https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/informe-monetario-mensual-dic-24.pdf
data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_imm_jun2014_a5590.pdf,V96 source backfill round3 payload 20260828_170012,DOWNLOAD_OK revalidated; bytes=486976.0; sha256=70bf8ab9521f1a52c3e434d78a892a716d0bd7b5d83b824f7558d103cacd0b0b; source=https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/bol0614.pdf
data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_abr2018_ciclo.pdf,V96 source backfill round3 payload 20260828_170012,DOWNLOAD_OK revalidated; bytes=464279.0; sha256=42a3a46d04209f3f8d3308fa785ba5b7ef84b4fc794fc6101aed6faa0d87f956; source=https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0418.pdf
data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_dic2013_buffers.pdf,V96 source backfill round3 payload 20260828_170012,DOWNLOAD_OK revalidated; bytes=337144.0; sha256=0e5e2b620756eeaf62e95e0503c187322313fd77b3b14557a545aa2d65ef8d3f; source=https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc1213.pdf
data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_dic2018_ciclo.pdf,V96 source backfill round3 payload 20260828_170012,DOWNLOAD_OK revalidated; bytes=483849.0; sha256=9236c7861d8428a8039fddfaa7928b7d06d28cac7aff8a9c624e83e27ad478cc; source=https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc1218.pdf
data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_dic2024_mora.pdf,V96 source backfill round3 payload 20260828_170012,DOWNLOAD_OK revalidated; bytes=267538.0; sha256=6648c0f03fa4f8da4c00e7a282fd7d8d65e044cd86b420099cbecdfd874650eb; source=https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc1224.pdf
data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_ene2014_ciclo.pdf,V96 source backfill round3 payload 20260828_170012,DOWNLOAD_OK revalidated; bytes=321457.0; sha256=7182bbaf319403ba595c73bfea1a2386cbcace91935e0d1e99711c0a3c2bf9ab; source=https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0114.pdf
data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_feb2014_ciclo.pdf,V96 source backfill round3 payload 20260828_170012,DOWNLOAD_OK revalidated; bytes=339417.0; sha256=91f96235481601d1a75dbf09f6c89d4efc70c37ba8b282cc78fc081deaa9a2c9; source=https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0214.pdf
data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_feb2024_ciclo.pdf,V96 source backfill round3 payload 20260828_170012,DOWNLOAD_OK revalidated; bytes=286695.0; sha256=f5c9a1544aa7ce997f0af66900b3feacd4dc4b848f34874467d413ab040cf8d0; source=https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0224.pdf
data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_jul2018_ciclo.pdf,V96 source backfill round3 payload 20260828_170012,DOWNLOAD_OK revalidated; bytes=532098.0; sha256=6b86c4ff96fd2bd1d071c21aa73ad84555bbd6faecb2c9d01b040655c0637653; source=https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0718.pdf
data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_jun2026_mora.pdf,V96 source backfill round3 payload 20260828_170012,DOWNLOAD_OK revalidated; bytes=464020.0; sha256=dc5ddc66aba9f1d5be05a4e48e6b8416df406dcb28accad88a76e41ad085fcd0; source=https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/informes/informe-bancos-2026-06.pdf
data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_mar2024_ciclo.pdf,V96 source backfill round3 payload 20260828_170012,DOWNLOAD_OK revalidated; bytes=567293.0; sha256=7a2d930f849a27a806bff6ea8b17c23d644725bcc7232868fe4220aa5bf8ccfa; source=https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0324.pdf
data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_may2018_ciclo.pdf,V96 source backfill round3 payload 20260828_170012,DOWNLOAD_OK revalidated; bytes=495085.0; sha256=36a3f5017e52cf2d67a1c256357eea6560e4ef8c061d17d3333bda7c7e152216; source=https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0518.pdf
data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_nov2023_ciclo.pdf,V96 source backfill round3 payload 20260828_170012,DOWNLOAD_OK revalidated; bytes=370652.0; sha256=fe04e9e4e6ee69b8de20e854a142a458a61f4a2b9fbb4b9fa43828507784bdfb; source=https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc1123.pdf
data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_nov2025_mora.pdf,V96 source backfill round3 payload 20260828_170012,DOWNLOAD_OK revalidated; bytes=336116.0; sha256=6467a819b99d16acb97718caacab2258ca1d94cf9bf789ca142ff86b2e389f00; source=https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/informes/InfBanc1125.pdf
data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_oct2018_ciclo.pdf,V96 source backfill round3 payload 20260828_170012,DOWNLOAD_OK revalidated; bytes=539293.0; sha256=a037e75db4621be5206ca9bafc970884b24391b77b90bb940ade031f2b14b99c; source=https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc1018.pdf
data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_sep2018_ciclo.pdf,V96 source backfill round3 payload 20260828_170012,DOWNLOAD_OK revalidated; bytes=496615.0; sha256=ee5a5188ccf94e93a2079973ba4c4bda8cc886c64c35ec37f0abc988cacf8b38; source=https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0918.pdf
data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_sep2024_ciclo.pdf,V96 source backfill round3 payload 20260828_170012,DOWNLOAD_OK revalidated; bytes=473410.0; sha256=f90abc735a9846e8de5ff5a27c87081e96f2d2468f30e0572c7a05731bb8fb67; source=https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0924.pdf
data/fuentes/ciclo_ajuste/recovered_loose/Infbanc0624.xlsx,Recovered loose Downloads archaeology batch4,PRESERVED_AS_SOURCE_RECOVERED_LOOSE
data/fuentes/FUENTES.csv,generated/updated V161 source sync,V161 promotes preserved snapshots and 30 CNV attachments; 577/577 local hash-valid sources.
data/fuentes/FUENTES_POR_TEMA.md,generated/updated V97,Human source index regenerated for V97
data/fuentes/hogares/indec/indec_estrategias_manutencion_2025.pdf,SOURCE_BACKFILL_PAYLOAD_V96_20260828_160057.zip,gap 47 P2; indec_estrategias_manutencion_2025; SHA-256 verified 76d22a3aaca2cbbb4a1e2de81e578926d9791f9b7f322487edd79fbf00475ae6; source https://www.indec.gob.ar/ftp/cuadros/publicaciones/dosier_estrategias_manutencion_2025.pdf
data/fuentes/manual_recovery_v96_final/bcra_boldat202505_tipo_titular.pdf,V96 final manual source recovery,PDF oficial · recuperación manual; sha256=0b466df43189cfef6e96083b5fbe47c28570f933fa108aaae7099fb1a1a73b52; Recuperación manual 2026-08-28 del Boletín Estadístico mayo 2025; el host legacy www7 no resolvía durante el backfill automático. Binario validado localmente por firma PDF y SHA-256.
data/fuentes/manual_recovery_v96_final/bcra_pases_esquema_20231218_web_snapshot.pdf,V96 final manual source recovery,PDF snapshot de publicación web oficial · recuperación manual; sha256=5a5fcb71b6d3ccdb48cbd7b237ddf98320cc9282bc03248eb9d399f4828f116e; La fuente primaria es una publicación web nativa del BCRA; se preserva snapshot PDF manual de la página oficial. No se presupone la existencia de un PDF original separado.
data/fuentes/manual_recovery_v96_final/bcra_prestamos_activos_sector_mapping.xls,V96 final manual source recovery,"XLS oficial · recuperación manual; sha256=484bd080a2d35c635daed23e7f9c087b01eebeac0bf0ab6a49515f31f6de7a3a; Workbook BCRA recuperado manualmente. Inspección de cadenas BIFF identifica Estadísticas Monetarias del BCRA y series de préstamos/activos por sector. El archivo adjunto con nombre AUH + Tarjeta Alimentar resultó byte-idéntico a este workbook y se registra como alias duplicado, no como segunda fuente."
data/fuentes/manual_recovery_v96_final/capital_humano_auh_alimentar_cba_2024_web_snapshot.pdf,V96 final manual source recovery,PDF snapshot de publicación web oficial · recuperación manual; sha256=cdc86d5c3b1283ad4705ed3ebd731cfda3493cf1455c632aba79fd828373b4dc; La fuente primaria es una publicación web oficial de Argentina.gob.ar; se preserva snapshot PDF manual de la página. El XLS adjunto con nombre similar no corresponde a Capital Humano: es byte-idéntico al workbook BCRA de préstamos y no se usa para esta fuente.
data/fuentes/manual_recovery_v96_final/indec_archivo_historico_y_discontinuidades_bundle.zip,V96 final manual source recovery,"ZIP bundle de descargas oficiales · recuperación manual; sha256=08bc2123a58f0562c7eefa88b1731711e35eb04ce8963f3c5ff4c0dcc09a1c0c; Bundle manual asociado a la landing oficial de Archivo histórico/discontinuidades de INDEC. Conserva materiales descargados de archivo (incluye metodologías/series históricas IPC); no reemplaza la serie específica de supermercados, que se preserva por separado. Se usa como preservación de la landing/archivo general consultado para advertencias de discontinuidad."
data/fuentes/manual_recovery_v96_final/indec_encuesta_supermercados_download_bundle.zip,V96 final manual source recovery,"ZIP bundle de descargas oficiales · recuperación manual; sha256=d221978a04bfd3590901a9568418b41813ca684d1003ae3c4bbbcee8eab29d43; Bundle manual de la página temática oficial Encuesta de supermercados de INDEC; contiene cuestionario, metodologías y series descargables oficiales, incluido serie_supermercados.xlsx."
data/fuentes/manual_recovery_v96_final/santander_9m2023_comision_fiscalizadora.pdf,V96 final manual source recovery,PDF oficial CNV · adjunto suplementario; sha256=4cfe775561c3733562ec1975925e73f8727780274e4f8e8715e89da1d92b783a; Informe de Comisión Fiscalizadora correspondiente a EECC condensados separados intermedios 30/09/2023. Se preserva como adjunto suplementario; no agrega un nuevo gap del catálogo maestro.
data/fuentes/originacion/bcra/bcra_ecc_1t2024.pdf,SOURCE_BACKFILL_PAYLOAD_V96_20260828_160057.zip,gap 43 P2; bcra_ecc_1t2024; SHA-256 verified 0716e4eeaf4cd90b5edd1f0983c0fdca92a1a19e38eb6497b7635fe576d52e3f; source https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/0124-ECC_%20Resultados.pdf
data/fuentes/originacion/bcra/bcra_ecc_2t2024.pdf,SOURCE_BACKFILL_PAYLOAD_V96_20260828_160057.zip,gap 44 P2; bcra_ecc_2t2024; SHA-256 verified 6bcd7101f7e692f48d483be291e23d950e55ed4e3ea4836b776f8b42d2ef30fc; source https://www.bcra.gob.ar/Pdfs/PublicacionesEstadisticas/0624-ECC_%20Resultados.pdf
data/fuentes/originacion/bcra/bcra_ecc_3t2024.pdf,SOURCE_BACKFILL_PAYLOAD_V96_20260828_160057.zip,gap 45 P2; bcra_ecc_3t2024; SHA-256 verified a31a138dda3aedc869aab60bbc1d400ea77aa4b45360ef3a48102b776da33e1b; source https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/0924-ECC_Resultados.pdf
