"gap_id","priority","entity_or_id","role","url","expected_extension","status","method","tls_validation","warning","http_status","content_type","effective_url","local_filename","bytes","sha256","magic_ok","retrieved_utc","error"
"2011","P2","bcra_isb_abr2018_ciclo","Informe sobre Bancos · abril 2018","https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0418.pdf",".pdf","DOWNLOAD_OK","curl.exe","SCHANNEL_DEFAULT_SSL_NO_REVOKE","","200","application/pdf","https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0418.pdf","2011_P2_bcra_isb_abr2018_ciclo.pdf","464279","42a3a46d04209f3f8d3308fa785ba5b7ef84b4fc794fc6101aed6faa0d87f956","True","2026-08-28T20:00:32.6045246Z",""
"2012","P2","bcra_isb_dic2013_buffers","Informe sobre Bancos · diciembre 2013","https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc1213.pdf",".pdf","DOWNLOAD_OK","curl.exe","SCHANNEL_DEFAULT_SSL_NO_REVOKE","","200","application/pdf","https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc1213.pdf","2012_P2_bcra_isb_dic2013_buffers.pdf","337144","0e5e2b620756eeaf62e95e0503c187322313fd77b3b14557a545aa2d65ef8d3f","True","2026-08-28T20:00:33.4304650Z",""
"2013","P2","bcra_isb_dic2018_ciclo","Informe sobre Bancos · diciembre 2018","https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc1218.pdf",".pdf","DOWNLOAD_OK","Invoke-WebRequest","WINDOWS_DEFAULT","","","","https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc1218.pdf","2013_P2_bcra_isb_dic2018_ciclo.pdf","483849","9236c7861d8428a8039fddfaa7928b7d06d28cac7aff8a9c624e83e27ad478cc","True","2026-08-28T20:00:34.1841878Z",""
"2014","P2","bcra_isb_dic2024_mora","Informe sobre Bancos diciembre 2024","https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc1224.pdf",".pdf","DOWNLOAD_OK","Invoke-WebRequest","WINDOWS_DEFAULT","","","","https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc1224.pdf","2014_P2_bcra_isb_dic2024_mora.pdf","267538","6648c0f03fa4f8da4c00e7a282fd7d8d65e044cd86b420099cbecdfd874650eb","True","2026-08-28T20:00:34.7616184Z",""
"2015","P2","bcra_isb_ene2014_ciclo","Informe sobre Bancos · enero 2014","https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0114.pdf",".pdf","DOWNLOAD_OK","curl.exe","SCHANNEL_DEFAULT_SSL_NO_REVOKE","","200","application/pdf","https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0114.pdf","2015_P2_bcra_isb_ene2014_ciclo.pdf","321457","7182bbaf319403ba595c73bfea1a2386cbcace91935e0d1e99711c0a3c2bf9ab","True","2026-08-28T20:00:35.3579401Z",""
"2016","P2","bcra_isb_feb2014_ciclo","Informe sobre Bancos · febrero 2014","https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0214.pdf",".pdf","DOWNLOAD_OK","curl.exe","SCHANNEL_DEFAULT_SSL_NO_REVOKE","","200","application/pdf","https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0214.pdf","2016_P2_bcra_isb_feb2014_ciclo.pdf","339417","91f96235481601d1a75dbf09f6c89d4efc70c37ba8b282cc78fc081deaa9a2c9","True","2026-08-28T20:00:36.0604705Z",""
"2017","P2","bcra_isb_feb2024_ciclo","Informe sobre Bancos · febrero 2024","https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0224.pdf",".pdf","DOWNLOAD_OK","Invoke-WebRequest","WINDOWS_DEFAULT","","","","https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0224.pdf","2017_P2_bcra_isb_feb2024_ciclo.pdf","286695","f5c9a1544aa7ce997f0af66900b3feacd4dc4b848f34874467d413ab040cf8d0","True","2026-08-28T20:00:36.5826131Z",""
"2018","P2","bcra_isb_jul2018_ciclo","Informe sobre Bancos · julio 2018","https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0718.pdf",".pdf","DOWNLOAD_OK","Invoke-WebRequest","WINDOWS_DEFAULT","","","","https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0718.pdf","2018_P2_bcra_isb_jul2018_ciclo.pdf","532098","6b86c4ff96fd2bd1d071c21aa73ad84555bbd6faecb2c9d01b040655c0637653","True","2026-08-28T20:00:37.7921932Z",""
"2019","P2","bcra_isb_jun2026_mora","Informe sobre Bancos junio 2026","https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/informes/informe-bancos-2026-06.pdf",".pdf","DOWNLOAD_OK","curl.exe","SCHANNEL_DEFAULT_SSL_NO_REVOKE","","200","application/pdf","https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/informes/informe-bancos-2026-06.pdf","2019_P2_bcra_isb_jun2026_mora.pdf","464020","dc5ddc66aba9f1d5be05a4e48e6b8416df406dcb28accad88a76e41ad085fcd0","True","2026-08-28T20:00:38.2877997Z",""
"2020","P2","bcra_isb_mar2024_ciclo","Informe sobre Bancos · marzo 2024","https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0324.pdf",".pdf","DOWNLOAD_OK","Invoke-WebRequest","WINDOWS_DEFAULT","","","","https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0324.pdf","2020_P2_bcra_isb_mar2024_ciclo.pdf","567293","7a2d930f849a27a806bff6ea8b17c23d644725bcc7232868fe4220aa5bf8ccfa","True","2026-08-28T20:00:39.0165594Z",""
"2021","P2","bcra_isb_may2018_ciclo","Informe sobre Bancos · mayo 2018","https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0518.pdf",".pdf","DOWNLOAD_OK","curl.exe","SCHANNEL_DEFAULT_SSL_NO_REVOKE","","200","application/pdf","https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0518.pdf","2021_P2_bcra_isb_may2018_ciclo.pdf","495085","36a3f5017e52cf2d67a1c256357eea6560e4ef8c061d17d3333bda7c7e152216","True","2026-08-28T20:00:39.6224194Z",""
"2022","P2","bcra_isb_nov2023_ciclo","Informe sobre Bancos · noviembre 2023","https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc1123.pdf",".pdf","DOWNLOAD_OK","Invoke-WebRequest","WINDOWS_DEFAULT","","","","https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc1123.pdf","2022_P2_bcra_isb_nov2023_ciclo.pdf","370652","fe04e9e4e6ee69b8de20e854a142a458a61f4a2b9fbb4b9fa43828507784bdfb","True","2026-08-28T20:00:40.1130258Z",""
"2023","P2","bcra_isb_nov2025_mora","Informe sobre Bancos noviembre 2025","https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/informes/InfBanc1125.pdf",".pdf","DOWNLOAD_OK","Invoke-WebRequest","WINDOWS_DEFAULT","","","","https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/informes/InfBanc1125.pdf","2023_P2_bcra_isb_nov2025_mora.pdf","336116","6467a819b99d16acb97718caacab2258ca1d94cf9bf789ca142ff86b2e389f00","True","2026-08-28T20:00:40.5976486Z",""
"2024","P2","bcra_isb_oct2018_ciclo","Informe sobre Bancos · octubre 2018","https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc1018.pdf",".pdf","DOWNLOAD_OK","Invoke-WebRequest","WINDOWS_DEFAULT","","","","https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc1018.pdf","2024_P2_bcra_isb_oct2018_ciclo.pdf","539293","a037e75db4621be5206ca9bafc970884b24391b77b90bb940ade031f2b14b99c","True","2026-08-28T20:00:41.2112096Z",""
"2025","P2","bcra_isb_sep2018_ciclo","Informe sobre Bancos · septiembre 2018","https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0918.pdf",".pdf","DOWNLOAD_OK","curl.exe","SCHANNEL_DEFAULT_SSL_NO_REVOKE","","200","application/pdf","https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0918.pdf","2025_P2_bcra_isb_sep2018_ciclo.pdf","496615","ee5a5188ccf94e93a2079973ba4c4bda8cc886c64c35ec37f0abc988cacf8b38","True","2026-08-28T20:00:41.7663964Z",""
"2026","P2","bcra_isb_sep2024_ciclo","Informe sobre Bancos · septiembre 2024","https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0924.pdf",".pdf","DOWNLOAD_OK","curl.exe","SCHANNEL_DEFAULT_SSL_NO_REVOKE","","200","application/pdf","https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0924.pdf","2026_P2_bcra_isb_sep2024_ciclo.pdf","473410","f90abc735a9846e8de5ff5a27c87081e96f2d2468f30e0572c7a05731bb8fb67","True","2026-08-28T20:00:42.5274946Z",""
