"collection","year","target","query_url","attempts","curl_exit","http_status","classification","valid_capture_rows","response"
"CC-MAIN-2017-26","2017","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2017-26-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2017-26","2017","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2017-26-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: www.sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2017-30","2017","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2017-30-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2017-30","2017","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2017-30-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: www.sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2017-34","2017","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2017-34-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2017-34","2017","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2017-34-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: www.sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2017-39","2017","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2017-39-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2017-39","2017","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2017-39-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: www.sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2017-43","2017","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2017-43-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2017-43","2017","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2017-43-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: www.sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2017-47","2017","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2017-47-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2017-47","2017","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2017-47-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: www.sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2017-51","2017","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2017-51-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2017-51","2017","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2017-51-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: www.sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2018-05","2018","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2018-05-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2018-05","2018","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2018-05-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: www.sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2018-09","2018","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2018-09-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2018-09","2018","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2018-09-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: www.sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2018-13","2018","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2018-13-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2018-13","2018","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2018-13-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: www.sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2018-17","2018","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2018-17-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2018-17","2018","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2018-17-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: www.sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2018-22","2018","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2018-22-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2018-22","2018","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2018-22-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: www.sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2018-26","2018","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2018-26-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2018-26","2018","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2018-26-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: www.sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2018-30","2018","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2018-30-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2018-30","2018","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2018-30-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: www.sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2018-34","2018","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2018-34-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2018-34","2018","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2018-34-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: www.sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2018-39","2018","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2018-39-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2018-39","2018","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2018-39-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: www.sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2018-43","2018","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2018-43-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2018-43","2018","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2018-43-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: www.sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2018-47","2018","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2018-47-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2018-47","2018","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2018-47-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: www.sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2018-51","2018","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2018-51-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2018-51","2018","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2018-51-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: www.sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2019-04","2019","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2019-04-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2019-04","2019","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2019-04-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: www.sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2019-09","2019","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2019-09-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2019-09","2019","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2019-09-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: www.sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2019-13","2019","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2019-13-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2019-13","2019","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2019-13-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: www.sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2019-18","2019","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2019-18-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2019-18","2019","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2019-18-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: www.sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2019-22","2019","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2019-22-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2019-22","2019","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2019-22-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: www.sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2019-26","2019","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2019-26-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2019-26","2019","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2019-26-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: www.sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2019-30","2019","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2019-30-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2019-30","2019","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2019-30-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: www.sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2019-35","2019","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2019-35-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2019-35","2019","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2019-35-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: www.sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2019-39","2019","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2019-39-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2019-39","2019","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2019-39-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: www.sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2019-43","2019","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2019-43-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2019-43","2019","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2019-43-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: www.sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2019-47","2019","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2019-47-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2019-47","2019","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2019-47-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: www.sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2019-51","2019","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2019-51-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2019-51","2019","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2019-51-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: www.sigen.gov.ar/documentacion/plananualpdfs/""}"
