scope,id,tema,titulo,url,declared_local_path,url_extension,audit_state,local_matches,versions,reference_files,registry_statuses,period_or_role,already_in_master_catalog
data/fuentes/FUENTES.csv,bcra_isb_feb2014_ciclo,ciclo_ajuste_bancos,Informe sobre Bancos · febrero 2014,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-febrero-de-2014/,,,reference_only_web_or_nonbinary,,,,,,
data/fuentes/FUENTES.csv,bcra_isb_feb2024_ciclo,ciclo_ajuste_bancos,Informe sobre Bancos · febrero 2024,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-febrero-de-2024/,,,reference_only_web_or_nonbinary,,,,,,
data/fuentes/FUENTES.csv,bcra_isb_jul2014_ciclo,ciclo_ajuste_bancos,Informe sobre Bancos · julio 2014,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-julio-de-2014/,,,reference_only_web_or_nonbinary,,,,,,
data/fuentes/FUENTES.csv,bcra_isb_jul2018_ciclo,ciclo_ajuste_bancos,Informe sobre Bancos · julio 2018,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-julio-de-2018/,,,reference_only_web_or_nonbinary,,,,,,
data/fuentes/FUENTES.csv,bcra_isb_jun2014_ciclo,ciclo_ajuste_bancos,Informe sobre Bancos · junio 2014,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-junio-de-2014/,,,reference_only_web_or_nonbinary,,,,,,
data/fuentes/FUENTES.csv,bcra_isb_jun2018_ciclo,ciclo_ajuste_bancos,Informe sobre Bancos · junio 2018,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-junio-de-2018/,,,reference_only_web_or_nonbinary,,,,,,
data/fuentes/FUENTES.csv,bcra_isb_mar2024_ciclo,ciclo_ajuste_bancos,Informe sobre Bancos · marzo 2024,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-marzo-de-2024/,,,reference_only_web_or_nonbinary,,,,,,
data/fuentes/FUENTES.csv,bcra_isb_may2018_ciclo,ciclo_ajuste_bancos,Informe sobre Bancos · mayo 2018,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-mayo-de-2018/,,,reference_only_web_or_nonbinary,,,,,,
data/fuentes/FUENTES.csv,bcra_isb_nov2018_ciclo,ciclo_ajuste_bancos,Informe sobre Bancos · noviembre 2018,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-noviembre-de-2018/,,,reference_only_web_or_nonbinary,,,,,,
data/fuentes/FUENTES.csv,bcra_isb_nov2023_ciclo,ciclo_ajuste_bancos,Informe sobre Bancos · noviembre 2023,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-noviembre-2023/,,,reference_only_web_or_nonbinary,,,,,,
data/fuentes/FUENTES.csv,bcra_isb_oct2018_ciclo,ciclo_ajuste_bancos,Informe sobre Bancos · octubre 2018,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-octubre-de-2018/,,,reference_only_web_or_nonbinary,,,,,,
data/fuentes/FUENTES.csv,bcra_isb_sep2018_ciclo,ciclo_ajuste_bancos,Informe sobre Bancos · septiembre 2018,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-septiembre-de-2018/,,,reference_only_web_or_nonbinary,,,,,,
data/fuentes/FUENTES.csv,bcra_isb_sep2024_ciclo,ciclo_ajuste_bancos,Informe sobre Bancos · septiembre 2024,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-septiembre-de-2024/,,,reference_only_web_or_nonbinary,,,,,,
data/fuentes/FUENTES.csv,wid_argentina_wealth_2026,concentracion_patrimonial,World Inequality Report 2026 · Argentina country sheet,https://wir2026.wid.world/www-site/uploads/2025/11/WIR26_Country_Sheets.pdf,/data/fuentes/grandes_fortunas/wid/wid_contexto_argentina_2026.txt,,binary_preserved_sha256_verified,/data/fuentes/grandes_fortunas/wid/wid_contexto_argentina_2026.txt,,,,,yes
data/fuentes/FUENTES.csv,audit_cftea_ref,credito_cftea,Auditoría CFTEA de referencia y carga del crédito,,/data/fuentes/tasas/metodologia/AUDITORIA_CFTEA_REFERENCIA_Y_CARGA_CREDITO.md,,binary_preserved_sha256_verified,/data/fuentes/tasas/metodologia/AUDITORIA_CFTEA_REFERENCIA_Y_CARGA_CREDITO.md,,,,,yes
data/fuentes/FUENTES.csv,deriv_cftea_brecha,credito_cftea,Brecha costo crédito vs CFTEA referencia,,/data/derivados/tasas/brecha_costo_credito_vs_cftea_referencia_2019_2026.csv,,binary_preserved_sha256_verified,/data/derivados/tasas/brecha_costo_credito_vs_cftea_referencia_2019_2026.csv,,,,,yes
data/fuentes/FUENTES.csv,emae_indec_informe_202606,emae,Estimador mensual de actividad económica. Junio de 2026,https://www.indec.gob.ar/uploads/informesdeprensa/emae_08_26AADBE275B1.pdf,/data/fuentes/emae/indec/emae_08_26.pdf,,binary_preserved_sha256_verified,/data/fuentes/emae/indec/emae_08_26.pdf,,,,,yes
data/fuentes/FUENTES.csv,emae_indec_metodologia,emae,Metodología del EMAE,https://www.indec.gob.ar/ftp/cuadros/economia/metodologia_emae_ago_16.pdf,/data/fuentes/emae/metodologia/metodologia_emae_ago_16.pdf,,binary_preserved_sha256_verified,/data/fuentes/emae/metodologia/metodologia_emae_ago_16.pdf,,,,,yes
data/fuentes/FUENTES.csv,emae_indec_xls,emae,EMAE mensual base 2004,https://www.indec.gob.ar/ftp/cuadros/economia/sh_emae_mensual_base2004.xls,/data/fuentes/emae/indec/sh_emae_mensual_base2004.xls,,binary_preserved_sha256_verified,/data/fuentes/emae/indec/sh_emae_mensual_base2004.xls,,,,,yes
data/fuentes/FUENTES.csv,emae_datos_argentina_csv,emae,EMAE mensual base 2004,https://infra.datos.gob.ar/catalog/sspm/dataset/143/distribution/143.3/download/emae-valores-anuales-indice-base-2004-mensual.csv,/data/fuentes/emae/indec/datos_argentina_emae_mensual.csv,,binary_preserved_sha256_verified,/data/fuentes/emae/indec/datos_argentina_emae_mensual.csv,,,,,yes
data/fuentes/FUENTES.csv,pnfc_anexo,fintech,Anexo estadístico PNFC junio 2026,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/informes/anexo-estadistico-proveedores-no-financieros-credito-junio-2026.xlsx,/data/fuentes/tasas/pnfc/anexo-estadistico-proveedores-no-financieros-credito-junio-2026.xlsx,,binary_preserved_sha256_verified,/data/fuentes/tasas/pnfc/anexo-estadistico-proveedores-no-financieros-credito-junio-2026.xlsx,,,,,yes
data/fuentes/FUENTES.csv,pnfc_informe,fintech,Informe de Proveedores No Financieros de Crédito,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/informes/informe-proveedores-no-financieros-credito-junio-2026.pdf,/data/fuentes/tasas/pnfc/informe-proveedores-no-financieros-credito-junio-2026.pdf,,binary_preserved_sha256_verified,/data/fuentes/tasas/pnfc/informe-proveedores-no-financieros-credito-junio-2026.pdf,,,,,yes
data/fuentes/FUENTES.csv,pnfc_pagina,fintech,Página de publicación PNFC junio 2026,https://www.bcra.gob.ar/publicaciones/informe-de-proveedores-no-financieros-de-credito-junio-de-2026/,/data/fuentes/tasas/pnfc/informe_pnfc_junio_2026.html,,binary_preserved_sha256_verified,/data/fuentes/tasas/pnfc/informe_pnfc_junio_2026.html,,,,,yes
data/fuentes/FUENTES.csv,pnfc_series,fintech,Series del informe PNFC junio 2026,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/informes/series-informe-proveedores-no-financieros-credito-junio-2026.xlsx,/data/fuentes/tasas/pnfc/series-informe-proveedores-no-financieros-credito-junio-2026.xlsx,,binary_preserved_sha256_verified,/data/fuentes/tasas/pnfc/series-informe-proveedores-no-financieros-credito-junio-2026.xlsx,,,,,yes
data/fuentes/FUENTES.csv,arca_bienes_personales_pagina,grandes_fortunas,Bienes Personales · declaración jurada,https://www.arca.gob.ar/gananciasYBienes/bienes-personales/declaracion-jurada/,/data/fuentes/grandes_fortunas/arca/bienes_personales_declaracion_2026-08-20.html,,binary_preserved_sha256_verified,/data/fuentes/grandes_fortunas/arca/bienes_personales_declaracion_2026-08-20.html,,,,,yes
data/fuentes/FUENTES.csv,arca_bp_tramos_2022,grandes_fortunas,Bienes Personales 2022: presentaciones y bienes por tramo,https://contenidos.afip.gob.ar/institucional/estudios/archivos/estadisticasTributarias/Estadisticas-Tributarias-2023.zip,/data/fuentes/grandes_fortunas/arca/bienes_personales_tramos_2022.xls,,binary_preserved_sha256_verified,/data/fuentes/grandes_fortunas/arca/bienes_personales_tramos_2022.xls,,,,,yes
data/fuentes/FUENTES.csv,arca_estadisticas_tributarias_2023_zip,grandes_fortunas,Anuario de Estadísticas Tributarias 2023 · paquete completo,https://contenidos.afip.gob.ar/institucional/estudios/archivos/estadisticasTributarias/Estadisticas-Tributarias-2023.zip,/data/fuentes/grandes_fortunas/arca/Estadisticas-Tributarias-2023.zip,,binary_preserved_sha256_verified,/data/fuentes/grandes_fortunas/arca/Estadisticas-Tributarias-2023.zip,,,,,yes
data/fuentes/FUENTES.csv,indec_ipc,ipc,IPC nacional: nivel general y divisiones,https://www.indec.gob.ar/ftp/cuadros/economia/serie_ipc_divisiones.csv,/data/fuentes/tasas/indec/serie_ipc_divisiones.csv,,binary_preserved_sha256_verified,/data/fuentes/tasas/indec/serie_ipc_divisiones.csv,,,,,yes
data/fuentes/FUENTES.csv,indec_ipc_metadatos,ipc,Metadatos de las series del IPC,https://www.indec.gob.ar/ftp/cuadros/economia/serie_ipc_metadatos.txt,/data/fuentes/tasas/indec/serie_ipc_metadatos.txt,,binary_preserved_sha256_verified,/data/fuentes/tasas/indec/serie_ipc_metadatos.txt,,,,,yes
data/fuentes/FUENTES.csv,bcra_catalogo_series,metodologia,Catálogo de códigos de series,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/es_series.txt,/data/fuentes/tasas/metodologia/es_series.txt,,binary_preserved_sha256_verified,/data/fuentes/tasas/metodologia/es_series.txt,,,,,yes
data/fuentes/FUENTES.csv,bcra_info_tasas,metodologia,Información de series históricas de tasas,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/es_info_series_tashis.txt,/data/fuentes/tasas/metodologia/es_info_series_tashis.txt,,binary_preserved_sha256_verified,/data/fuentes/tasas/metodologia/es_info_series_tashis.txt,,,,,yes
data/fuentes/FUENTES.csv,bcra_metodologia_series,metodologia,Metodología de las series estadísticas,https://www.bcra.gob.ar/Pdfs/PublicacionesEstadisticas/Metodologia_Series.pdf,/data/fuentes/tasas/metodologia/Metodologia_Series.pdf,,binary_preserved_sha256_verified,/data/fuentes/tasas/metodologia/Metodologia_Series.pdf,,,,,yes
data/fuentes/FUENTES.csv,gf_metodo_cola,metodologia,Desagregación por tramos y cola abierta,,/data/fuentes/grandes_fortunas/metodologia/metodo_distribucion_y_cola.txt,,binary_preserved_sha256_verified,/data/fuentes/grandes_fortunas/metodologia/metodo_distribucion_y_cola.txt,,,,,yes
data/fuentes/FUENTES.csv,refs_ahorro_stock_hogares_2026,metodologia_causal,"Referencias de ahorro, desahorro y stock financiero de hogares",,/data/fuentes/hogares/REFERENCIAS_AHORRO_STOCK_2018_2025.md,,binary_preserved_sha256_verified,/data/fuentes/hogares/REFERENCIAS_AHORRO_STOCK_2018_2025.md,,,,,yes
data/fuentes/FUENTES.csv,refs_ciclo_ajuste_v51,metodologia_causal,Referencias del ciclo de ajuste y mecanismos bancarios V51,,/data/fuentes/ciclo_ajuste/REFERENCIAS_CICLO_AJUSTE_V51.md,,binary_preserved_sha256_verified,/data/fuentes/ciclo_ajuste/REFERENCIAS_CICLO_AJUSTE_V51.md,,,,,yes
data/fuentes/FUENTES.csv,todosobrelamora_cruce,mora_causal,Todo sobre la mora,https://todosobrelamora.vercel.app/,,,reference_only_web_or_nonbinary,,,,,,
data/fuentes/FUENTES.csv,bcra_iif_1s2025_mora,mora_causal,Informe de Inclusión Financiera primer semestre 2025,https://www.bcra.gob.ar/publicaciones/informe-de-inclusion-financiera-primer-semestre-2025/,,,reference_only_web_or_nonbinary,,,,,,
data/fuentes/FUENTES.csv,bcra_imm_dic2024_mora,mora_causal,Informe Monetario Mensual diciembre 2024,https://www.bcra.gob.ar/publicaciones/informe-monetario-mensual-diciembre-2024/,,,reference_only_web_or_nonbinary,,,,,,
data/fuentes/FUENTES.csv,bcra_isb_dic2024_mora,mora_causal,Informe sobre Bancos diciembre 2024,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-diciembre-2024/,,,reference_only_web_or_nonbinary,,,,,,
data/fuentes/FUENTES.csv,bcra_isb_jun2026_mora,mora_causal,Informe sobre Bancos junio 2026,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-junio-de-2026/,,,reference_only_web_or_nonbinary,,,,,,
data/fuentes/FUENTES.csv,bcra_isb_nov2025_mora,mora_causal,Informe sobre Bancos noviembre 2025,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-noviembre-2025/,,,reference_only_web_or_nonbinary,,,,,,
data/fuentes/FUENTES.csv,audit_causas_mora,mora_causal,Auditoría causal de mora,,/data/fuentes/morosidad/metodologia/AUDITORIA_CAUSAS_MORA_POBREZA_DESEMPLEO.md,,binary_preserved_sha256_verified,/data/fuentes/morosidad/metodologia/AUDITORIA_CAUSAS_MORA_POBREZA_DESEMPLEO.md,,,,,yes
data/fuentes/FUENTES.csv,morosidad_bcra_catalogo_series,morosidad,Catálogo de series estadísticas,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/Series_estadisticas.xlsx,/data/fuentes/morosidad/bcra/Series_estadisticas.xlsx,,binary_preserved_sha256_verified,/data/fuentes/morosidad/bcra/Series_estadisticas.xlsx,,,,,yes
data/fuentes/FUENTES.csv,morosidad_bcra_inf_bancos_pdf,morosidad,Informe sobre Bancos · mayo 2026,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/informes/InfBanc0526.pdf,/data/fuentes/morosidad/bcra/InfBanc0526.pdf,,binary_preserved_sha256_verified,/data/fuentes/morosidad/bcra/InfBanc0526.pdf,,,,,yes
data/fuentes/FUENTES.csv,morosidad_bcra_inf_bancos_xlsx,morosidad,Informe sobre Bancos · series mayo 2026,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/informes/InfBanc0526.xlsx,/data/fuentes/morosidad/bcra/InfBanc0526.xlsx,,binary_preserved_sha256_verified,/data/fuentes/morosidad/bcra/InfBanc0526.xlsx,,,,,yes
data/fuentes/FUENTES.csv,morosidad_inclusion_pdf_202604,morosidad,Informe de Inclusión Financiera · segundo semestre 2025,https://www.bcra.gob.ar/archivos/Pdfs/publicacionesestadisticas/informes/informe-inclusion-financiera-2026-04.pdf,/data/fuentes/morosidad/central_deudores/informe-inclusion-financiera-2026-04.pdf,,binary_preserved_sha256_verified,/data/fuentes/morosidad/central_deudores/informe-inclusion-financiera-2026-04.pdf,,,,,yes
data/fuentes/FUENTES.csv,morosidad_inclusion_xlsx_202604,morosidad,Anexo estadístico · Informe de Inclusión Financiera abril 2026,https://www.bcra.gob.ar/archivos/Pdfs/publicacionesestadisticas/informes/anexo-estadistico-informe-inclusion-financiera-2026-04.xlsx,/data/fuentes/morosidad/central_deudores/anexo-estadistico-informe-inclusion-financiera-2026-04.xlsx,,binary_preserved_sha256_verified,/data/fuentes/morosidad/central_deudores/anexo-estadistico-informe-inclusion-financiera-2026-04.xlsx,,,,,yes
data/fuentes/FUENTES.csv,morosidad_pnfc_pdf_202606,morosidad,Informe de Proveedores No Financieros de Crédito · junio 2026,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/informes/informe-proveedores-no-financieros-credito-junio-2026.pdf,/data/fuentes/morosidad/pnfc/informe-proveedores-no-financieros-credito-junio-2026.pdf,,binary_preserved_sha256_verified,/data/fuentes/morosidad/pnfc/informe-proveedores-no-financieros-credito-junio-2026.pdf,,,,,yes
data/fuentes/FUENTES.csv,morosidad_pnfc_series_202606,morosidad,Informe PNFC junio 2026 · series,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/informes/series-informe-proveedores-no-financieros-credito-junio-2026.xlsx,/data/fuentes/morosidad/pnfc/series-informe-proveedores-no-financieros-credito-junio-2026.xlsx,,binary_preserved_sha256_verified,/data/fuentes/morosidad/pnfc/series-informe-proveedores-no-financieros-credito-junio-2026.xlsx,,,,,yes
data/fuentes/FUENTES.csv,bcra_ecc_1t2024,originacion,ECC primer trimestre 2024,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/0124-ECC_%20Resultados.pdf,/data/fuentes/originacion/bcra/bcra_ecc_1t2024.pdf,.pdf,binary_preserved_sha256_verified,/data/fuentes/originacion/bcra/bcra_ecc_1t2024.pdf,,,,,yes
data/fuentes/FUENTES.csv,bcra_ecc_2t2024,originacion,ECC segundo trimestre 2024,https://www.bcra.gob.ar/Pdfs/PublicacionesEstadisticas/0624-ECC_%20Resultados.pdf,/data/fuentes/originacion/bcra/bcra_ecc_2t2024.pdf,.pdf,binary_preserved_sha256_verified,/data/fuentes/originacion/bcra/bcra_ecc_2t2024.pdf,,,,,yes
data/fuentes/FUENTES.csv,bcra_ecc_3t2024,originacion,ECC tercer trimestre 2024,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/0924-ECC_Resultados.pdf,/data/fuentes/originacion/bcra/bcra_ecc_3t2024.pdf,.pdf,binary_preserved_sha256_verified,/data/fuentes/originacion/bcra/bcra_ecc_3t2024.pdf,,,,,yes
data/fuentes/FUENTES.csv,indec_cgi_historical_private_1993_2007,pendulo_distributivo,Generación del ingreso del sector privado · 1993-2007,https://www.indec.gob.ar/ftp/nuevaweb/cuadros/17/cgi_apendice4.xls,/data/fuentes/pendulo_distributivo/indec/cgi_apendice4_privado_1993_2007.xls,,binary_preserved_sha256_verified,/data/fuentes/pendulo_distributivo/indec/cgi_apendice4_privado_1993_2007.xls,,,,,yes
data/fuentes/FUENTES.csv,indec_cgi_historical_total_1993_2007,pendulo_distributivo,Generación del ingreso total de la economía · 1993-2007,https://www.indec.gob.ar/ftp/nuevaweb/cuadros/17/cgi_cuadro1.xls,/data/fuentes/pendulo_distributivo/indec/cgi_cuadro1_total_1993_2007.xls,,binary_preserved_sha256_verified,/data/fuentes/pendulo_distributivo/indec/cgi_cuadro1_total_1993_2007.xls,,,,,yes
data/fuentes/FUENTES.csv,indec_cgi_methodology_24,pendulo_distributivo,Metodología de las cuentas nacionales,https://www.indec.gob.ar/ftp/cuadros/economia/metodologia_24_cuentas_nacionales.pdf,/data/fuentes/pendulo_distributivo/metodologia/metodologia_24_cuentas_nacionales.pdf,,binary_preserved_sha256_verified,/data/fuentes/pendulo_distributivo/metodologia/metodologia_24_cuentas_nacionales.pdf,,,,,yes
data/fuentes/FUENTES.csv,indec_cgi_modern_2016_2026q1,pendulo_distributivo,Cuenta de generación del ingreso e insumo de mano de obra · serie 2016-T1/2026-T1,https://www.indec.gob.ar/ftp/cuadros/economia/serie_cgi_07_26.xls,/data/fuentes/pendulo_distributivo/indec/serie_cgi_07_26.xls,,binary_preserved_sha256_verified,/data/fuentes/pendulo_distributivo/indec/serie_cgi_07_26.xls,,,,,yes
data/fuentes/FUENTES.csv,indec_cgi_report_2026q1,pendulo_distributivo,Cuenta de generación del ingreso · primer trimestre de 2026,https://www.indec.gob.ar/uploads/informesdeprensa/cgi_07_26D31D16C00B.pdf,/data/fuentes/pendulo_distributivo/indec/cgi_07_26.pdf,,binary_preserved_sha256_verified,/data/fuentes/pendulo_distributivo/indec/cgi_07_26.pdf,,,,,yes
data/fuentes/FUENTES.csv,bcra_cer_daily_202608,pendulo_poder_economico,Tasas y coeficientes de ajuste · CER diario,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/tas5_ser.txt,/data/fuentes/tasas/bcra/tas5_ser.txt,,binary_preserved_sha256_verified,/data/fuentes/tasas/bcra/tas5_ser.txt,,,,,yes
data/fuentes/FUENTES.csv,bcra_iif_2023_cft_pdf,pendulo_poder_economico,Informe de Inclusión Financiera · primer semestre de 2023,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/IIF-primer-semestre-2023.pdf,/data/fuentes/pendulo_poder_economico/bcra/IIF-primer-semestre-2023.pdf,,binary_preserved_sha256_verified,/data/fuentes/pendulo_poder_economico/bcra/IIF-primer-semestre-2023.pdf,,,,,yes
data/fuentes/FUENTES.csv,bcra_informe_bancos_202605_pdf,pendulo_poder_economico,Informe sobre Bancos · mayo de 2026,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/informes/InfBanc0526.pdf,/data/fuentes/pendulo_poder_economico/bcra/InfBanc0526.pdf,,binary_preserved_sha256_verified,/data/fuentes/pendulo_poder_economico/bcra/InfBanc0526.pdf,,,,,yes
data/fuentes/FUENTES.csv,bcra_informe_bancos_202605_xlsx,pendulo_poder_economico,Datos del Informe sobre Bancos · mayo de 2026,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/informes/InfBanc0526.xlsx,/data/fuentes/pendulo_poder_economico/bcra/InfBanc0526.xlsx,,binary_preserved_sha256_verified,/data/fuentes/pendulo_poder_economico/bcra/InfBanc0526.xlsx,,,,,yes
data/fuentes/FUENTES.csv,bcra_series_catalog_202608,pendulo_poder_economico,Catálogo de series estadísticas,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/es_series.txt,/data/fuentes/tasas/bcra/es_series.txt,,binary_preserved_sha256_verified,/data/fuentes/tasas/bcra/es_series.txt,,,,,yes
data/fuentes/FUENTES.csv,bcra_pf_historico,plazo_fijo_30_59,Tasas y montos de depósitos a plazo fijo,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/pashis.xls,/data/fuentes/tasas/bcra/pashis.xls,,binary_preserved_sha256_verified,/data/fuentes/tasas/bcra/pashis.xls,,,,,yes
data/fuentes/FUENTES.csv,bcra_pf_txt,plazo_fijo_30_59,Series históricas de tasas y montos de depósitos,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/tas1_ser.txt,/data/fuentes/tasas/bcra/tas1_ser.txt,,binary_preserved_sha256_verified,/data/fuentes/tasas/bcra/tas1_ser.txt,,,,,yes
