path,bytes,mib,over_25_mib,over_50_mib,over_100_mib
data/derivados/__pycache__/build_unified_1843_account.cpython-314.pyc,30775,0.029349,FALSE,FALSE,FALSE
data/derivados/add_household_signs_return_scenarios_v130.py,29100,0.027752,FALSE,FALSE,FALSE
data/derivados/add_rates_timeline_checkbox_v132.py,6076,0.005795,FALSE,FALSE,FALSE
data/derivados/add_svg_pattern_v129.py,3283,0.003131,FALSE,FALSE,FALSE
data/derivados/add_who_benefits_notes_v131.py,15235,0.014529,FALSE,FALSE,FALSE
data/derivados/audit_claude_feedback_consistency.py,7170,0.006838,FALSE,FALSE,FALSE
data/derivados/audit_financial_pincer.py,59590,0.056829,FALSE,FALSE,FALSE
data/derivados/build_fintech_layout_and_milei.py,8193,0.007813,FALSE,FALSE,FALSE
data/derivados/build_milei_shock_bridge.py,11604,0.011066,FALSE,FALSE,FALSE
data/derivados/build_public_rates_reading.py,10152,0.009682,FALSE,FALSE,FALSE
data/derivados/build_rates_volume.py,57978,0.055292,FALSE,FALSE,FALSE
data/derivados/build_salary_june_2026.py,19945,0.019021,FALSE,FALSE,FALSE
data/derivados/build_unified_1843_account.py,30159,0.028762,FALSE,FALSE,FALSE
data/derivados/emae/AUDITORIA_EMAE.md,4493,0.004285,FALSE,FALSE,FALSE
data/derivados/emae/build_emae_tab.py,59894,0.057119,FALSE,FALSE,FALSE
data/derivados/emae/emae_drawdowns.csv,789,0.000752,FALSE,FALSE,FALSE
data/derivados/emae/emae_mandatos.csv,1509,0.001439,FALSE,FALSE,FALSE
data/derivados/emae/emae_mensual_limpio.csv,85108,0.081165,FALSE,FALSE,FALSE
data/derivados/emae/emae_per_capita.csv,50397,0.048062,FALSE,FALSE,FALSE
data/derivados/emae/emae_ventana_espejo.csv,5457,0.005204,FALSE,FALSE,FALSE
data/derivados/emae/manifest_emae.json,5445,0.005193,FALSE,FALSE,FALSE
data/derivados/fintech_saldos_mensuales.csv,357,0.000340,FALSE,FALSE,FALSE
data/derivados/grandes_fortunas/AUDITORIA_APORTE.md,3195,0.003047,FALSE,FALSE,FALSE
data/derivados/grandes_fortunas/build_aporte_grandes_fortunas.py,61240,0.058403,FALSE,FALSE,FALSE
data/derivados/grandes_fortunas/distribucion_patrimonial.csv,11683,0.011142,FALSE,FALSE,FALSE
data/derivados/grandes_fortunas/sensibilidad_aporte.csv,66031,0.062972,FALSE,FALSE,FALSE
data/derivados/grandes_fortunas/simulacion_aporte_voluntario.csv,1368,0.001305,FALSE,FALSE,FALSE
data/derivados/lo_que_te_robo_reconciliacion.csv,1159,0.001105,FALSE,FALSE,FALSE
data/derivados/morosidad/AUDITORIA_MOROSIDAD.md,4558,0.004347,FALSE,FALSE,FALSE
data/derivados/morosidad/TESTS_MOROSIDAD.json,557,0.000531,FALSE,FALSE,FALSE
data/derivados/morosidad/build_morosidad.py,58551,0.055839,FALSE,FALSE,FALSE
data/derivados/morosidad/correlacion_tasa_real_mora.csv,745,0.000710,FALSE,FALSE,FALSE
data/derivados/morosidad/morosidad_hogares.csv,26081,0.024873,FALSE,FALSE,FALSE
data/derivados/morosidad/morosidad_pnfc.csv,5353,0.005105,FALSE,FALSE,FALSE
data/derivados/morosidad/morosidad_pnfc_severidad_saldo.csv,9951,0.009490,FALSE,FALSE,FALSE
data/derivados/morosidad/morosidad_por_producto.csv,89389,0.085248,FALSE,FALSE,FALSE
data/derivados/morosidad/morosidad_saldo_acumulado.csv,12230,0.011663,FALSE,FALSE,FALSE
data/derivados/morosidad/morosidad_ventana_espejo.csv,1269,0.001210,FALSE,FALSE,FALSE
data/derivados/morosidad/situacion_deudores_personas.csv,365,0.000348,FALSE,FALSE,FALSE
data/derivados/pendulo_distributivo/AUDITORIA_PENDULO_DISTRIBUTIVO.md,2900,0.002766,FALSE,FALSE,FALSE
data/derivados/pendulo_distributivo/TESTS_PENDULO.json,666,0.000635,FALSE,FALSE,FALSE
data/derivados/pendulo_distributivo/__pycache__/build_pendulo_poder_v141.cpython-314.pyc,58595,0.055881,FALSE,FALSE,FALSE
data/derivados/pendulo_distributivo/build_pendulo_poder_v141.py,55840,0.053253,FALSE,FALSE,FALSE
data/derivados/pendulo_distributivo/build_pendulo_poder_v142.py,25486,0.024305,FALSE,FALSE,FALSE
data/derivados/pendulo_distributivo/build_pendulo_poder_v143.py,19559,0.018653,FALSE,FALSE,FALSE
data/derivados/pendulo_distributivo/build_pendulo_poder_v144.py,30096,0.028702,FALSE,FALSE,FALSE
data/derivados/pendulo_distributivo/build_pendulo_poder_v145.py,32106,0.030619,FALSE,FALSE,FALSE
data/derivados/pendulo_distributivo/build_pendulo_poder_v146.py,31808,0.030334,FALSE,FALSE,FALSE
data/derivados/pendulo_distributivo/build_pendulo_poder_v147.py,11429,0.010900,FALSE,FALSE,FALSE
data/derivados/pendulo_distributivo/build_pendulo_tab.py,53772,0.051281,FALSE,FALSE,FALSE
data/derivados/pendulo_distributivo/build_pendulo_tab_v137.py,64747,0.061748,FALSE,FALSE,FALSE
data/derivados/pendulo_distributivo/build_pendulo_tab_v138.py,70950,0.067663,FALSE,FALSE,FALSE
data/derivados/pendulo_distributivo/cgi_mandatos.csv,2364,0.002254,FALSE,FALSE,FALSE
data/derivados/pendulo_distributivo/cgi_pendulo.csv,43424,0.041412,FALSE,FALSE,FALSE
data/derivados/pendulo_distributivo/cgi_raw.json,28352,0.027039,FALSE,FALSE,FALSE
data/derivados/pendulo_distributivo/extract_cgi_xls.ps1,4323,0.004123,FALSE,FALSE,FALSE
data/derivados/pendulo_poder_economico/AUDITORIA_BOTONERAS_HORIZONTALES_V147.md,1686,0.001608,FALSE,FALSE,FALSE
data/derivados/pendulo_poder_economico/AUDITORIA_CAPA_ACTIVOS_V145.md,2498,0.002382,FALSE,FALSE,FALSE
data/derivados/pendulo_poder_economico/AUDITORIA_CAPA_FINANCIERA_V142.md,1881,0.001794,FALSE,FALSE,FALSE
data/derivados/pendulo_poder_economico/AUDITORIA_CAPA_FISCAL_V144.md,2547,0.002429,FALSE,FALSE,FALSE
data/derivados/pendulo_poder_economico/AUDITORIA_CAPA_VIVIENDA_V143.md,1666,0.001589,FALSE,FALSE,FALSE
data/derivados/pendulo_poder_economico/AUDITORIA_CFT_RENTABILIDAD_V146.md,2218,0.002115,FALSE,FALSE,FALSE
data/derivados/pendulo_poder_economico/AUDITORIA_PENDULO_PODER_ECONOMICO.md,2285,0.002179,FALSE,FALSE,FALSE
data/derivados/pendulo_poder_economico/TESTS_BOTONERAS_HORIZONTALES_V147.json,504,0.000481,FALSE,FALSE,FALSE
data/derivados/pendulo_poder_economico/TESTS_CAPA_ACTIVOS_V145.json,635,0.000606,FALSE,FALSE,FALSE
data/derivados/pendulo_poder_economico/TESTS_CAPA_FINANCIERA_V142.json,458,0.000437,FALSE,FALSE,FALSE
data/derivados/pendulo_poder_economico/TESTS_CAPA_FISCAL_V144.json,581,0.000554,FALSE,FALSE,FALSE
data/derivados/pendulo_poder_economico/TESTS_CAPA_VIVIENDA_V143.json,572,0.000546,FALSE,FALSE,FALSE
data/derivados/pendulo_poder_economico/TESTS_CFT_RENTABILIDAD_V146.json,619,0.000590,FALSE,FALSE,FALSE
data/derivados/pendulo_poder_economico/TESTS_PENDULO_PODER_ECONOMICO.json,323,0.000308,FALSE,FALSE,FALSE
data/derivados/pendulo_poder_economico/asset_returns_dec2023.csv,3659,0.003489,FALSE,FALSE,FALSE
data/derivados/pendulo_poder_economico/asset_returns_with_cer_dec2023.csv,5156,0.004917,FALSE,FALSE,FALSE
data/derivados/pendulo_poder_economico/bank_roa_snapshot_may2026.csv,585,0.000558,FALSE,FALSE,FALSE
data/derivados/pendulo_poder_economico/cer_month_end_2023_2026.csv,1182,0.001127,FALSE,FALSE,FALSE
data/derivados/pendulo_poder_economico/cft_snapshot_jun2023.csv,257,0.000245,FALSE,FALSE,FALSE
data/derivados/pendulo_poder_economico/double_count_matrix.csv,4037,0.003850,FALSE,FALSE,FALSE
data/derivados/pendulo_poder_economico/financial_real_monthly_2019_2026.csv,7623,0.007270,FALSE,FALSE,FALSE
data/derivados/pendulo_poder_economico/fiscal_components_audit_v144.csv,1645,0.001569,FALSE,FALSE,FALSE
data/derivados/pendulo_poder_economico/fiscal_result_2002_2026.csv,1693,0.001615,FALSE,FALSE,FALSE
data/derivados/pendulo_poder_economico/housing_tenure_2016_2025.csv,964,0.000919,FALSE,FALSE,FALSE
data/derivados/pendulo_poder_economico/metric_registry.json,15968,0.015228,FALSE,FALSE,FALSE
data/derivados/plazo_fijo_30_59_monto_mensual.csv,12794,0.012201,FALSE,FALSE,FALSE
data/derivados/prestamos_personales_monto_operado_mensual.csv,13202,0.012590,FALSE,FALSE,FALSE
data/derivados/rutas_publico_privado/AUDITORIA_RUTAS_PUBLICO_PRIVADO.md,3083,0.002940,FALSE,FALSE,FALSE
data/derivados/rutas_publico_privado/TESTS_RUTAS_PUBLICO_PRIVADO.json,363,0.000346,FALSE,FALSE,FALSE
data/derivados/rutas_publico_privado/build_rutas_tab.py,56682,0.054056,FALSE,FALSE,FALSE
data/derivados/rutas_publico_privado/rutas_publico_privado_corredores.csv,5267,0.005023,FALSE,FALSE,FALSE
data/derivados/rutas_publico_privado/rutas_publico_privado_data.json,17752,0.016930,FALSE,FALSE,FALSE
data/derivados/snapshots_chatgpt_2026-08-25/index_credito_cftea_referencia.html,8002223,7.631515,FALSE,FALSE,FALSE
data/derivados/snapshots_chatgpt_2026-08-25/index_matchup_credito_mora_auditoria_causal.html,7946673,7.578538,FALSE,FALSE,FALSE
data/derivados/snapshots_chatgpt_2026-08-25/index_supermercados_historico.html,8033965,7.661786,FALSE,FALSE,FALSE
data/derivados/supermercados/supermercados_estructura_2020_2026.csv,861,0.000821,FALSE,FALSE,FALSE
data/derivados/supermercados/supermercados_medios_pago_2020_2026.csv,390,0.000372,FALSE,FALSE,FALSE
data/derivados/supermercados/supermercados_moderno_2017_2026.csv,6172,0.005886,FALSE,FALSE,FALSE
data/derivados/supermercados/supermercados_rubros_composicion_2023_2026.csv,287,0.000274,FALSE,FALSE,FALSE
data/derivados/supermercados/supermercados_territorio_1S2026_referencias.csv,1029,0.000981,FALSE,FALSE,FALSE
data/derivados/tasas/brecha_costo_credito_vs_cftea_referencia_2019_2026.csv,27903,0.026610,FALSE,FALSE,FALSE
data/derivados/tasas_impacto_financiero_post_shock.csv,10247,0.009772,FALSE,FALSE,FALSE
data/derivados/tasas_impacto_financiero_ventana_espejo.csv,9978,0.009516,FALSE,FALSE,FALSE
data/derivados/tasas_pinza_hogar_auditada.csv,30328,0.028923,FALSE,FALSE,FALSE
data/derivados/tasas_resumen_auditado.json,1698,0.001619,FALSE,FALSE,FALSE
data/derivados/vacaciones_turismo/AUDITORIA_VACACIONES_TURISMO.md,2852,0.002720,FALSE,FALSE,FALSE
data/derivados/vacaciones_turismo/TESTS_VACACIONES_TURISMO.json,430,0.000410,FALSE,FALSE,FALSE
data/derivados/vacaciones_turismo/build_vacaciones_tab.py,59627,0.056865,FALSE,FALSE,FALSE
data/derivados/vacaciones_turismo/vacaciones_turismo_data.json,17231,0.016433,FALSE,FALSE,FALSE
data/derivados/vacaciones_turismo/vacaciones_turismo_flujos.csv,4175,0.003982,FALSE,FALSE,FALSE
data/fuentes/FUENTES.csv,89025,0.084901,FALSE,FALSE,FALSE
data/fuentes/FUENTES_CAMBIOS_2026-08-27.md,1980,0.001888,FALSE,FALSE,FALSE
data/fuentes/FUENTES_CAMBIOS_V70_2026-08-27.md,1010,0.000963,FALSE,FALSE,FALSE
data/fuentes/FUENTES_NUEVAS_2026-08-25.csv,5970,0.005693,FALSE,FALSE,FALSE
data/fuentes/FUENTES_NUEVAS_2026-08-27.csv,10913,0.010407,FALSE,FALSE,FALSE
data/fuentes/FUENTES_NUEVAS_2026-08-27_V70.csv,10993,0.010484,FALSE,FALSE,FALSE
data/fuentes/FUENTES_POR_TEMA.md,26205,0.024991,FALSE,FALSE,FALSE
data/fuentes/FUENTES_VALIDACION_2026-08-27.csv,13475,0.012851,FALSE,FALSE,FALSE
data/fuentes/README.md,2147,0.002048,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/AUDITORIA_CICLO_AJUSTE_V70.md,2726,0.002600,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/REFERENCIAS_CICLO_AJUSTE_V51.md,6970,0.006647,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/REFERENCIAS_CICLO_AJUSTE_V70.md,9495,0.009055,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/VEREDICTO_CICLO_AJUSTE_V70.md,2064,0.001968,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/agn/agn_bna_informe210_9m2023_attachments.zip,2091864,1.994957,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96/bcra_ief_1s2024_ciclo.pdf,896512,0.854980,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96/bcra_ief_2s2024_ciclo.pdf,934551,0.891257,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96/bna_balance_condensado_sep2023_control.pdf,20060,0.019131,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96/bna_memoria_fy2023_aq.pdf,4014890,3.828897,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96/ciudad_eeff_9m2023_consol_control.pdf,1020190,0.972929,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96/icbc_eeff_9m2023_aq.pdf,4775965,4.554715,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96/icbc_eeff_fy2023_aq.pdf,7357993,7.017129,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96/macro_eeff_9m2023_aq.pdf,1193091,1.137820,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96/macro_eeff_fy2023_aq.pdf,1845158,1.759680,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96/santander_eeff_9m2023_sep_mirror.pdf,1327535,1.266036,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96/santander_eeff_fy2023_aq_mirror.pdf,2027764,1.933826,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96/supervielle_eeff_9m2023_sep.pdf,2166044,2.065701,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96/supervielle_eeff_fy2023_aq.pdf,4178726,3.985144,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96/valo_eeff_9m2023_aq_mirror.pdf,833979,0.795344,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96/valo_eeff_fy2023_aq.pdf,3459222,3.298971,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96_round2/bapro_disciplina_sep2023_control.pdf,954250,0.910044,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96_round2/bapro_eeff_fy2023_aq.pdf,3328448,3.174255,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96_round2/bcra_bolmetes_prestamos_titular.pdf,1457023,1.389525,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96_round2/bcra_isb_abr2014_ciclo.pdf,290541,0.277081,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96_round2/bcra_isb_dic2023_ciclo.pdf,323633,0.308640,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96_round2/bcra_isb_jul2014_ciclo.pdf,332533,0.317128,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96_round2/bcra_isb_jun2014_ciclo.pdf,356496,0.339981,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96_round2/bcra_isb_jun2018_ciclo.pdf,512087,0.488364,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96_round2/bcra_isb_nov2018_ciclo.pdf,503833,0.480493,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96_round2/credicoop_eeff_fy2023_aq.pdf,1990053,1.897862,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96_round2/hist_bcra_baldethis.xls,1577472,1.504395,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96_round2/hist_bcra_bef_1s2015.pdf,2473201,2.358628,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96_round2/hist_bcra_bef_2s2016.pdf,1679546,1.601740,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96_round2/hist_bcra_depuva_mensual.xls,308224,0.293945,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96_round2/hist_bcra_din3_ser.txt,22896971,21.836253,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96_round2/hist_bcra_din4_ser.txt.zip,13825733,13.185246,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96_round2/hist_bcra_entidades_jun2023.pdf,6341673,6.047891,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96_round2/hist_bcra_finuva_mensual.xls,641536,0.611816,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96_round2/hist_bcra_ief_1s2025.pdf,1224146,1.167437,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96_round2/hist_bcra_infbanc_dic2018_series.xls,2259968,2.155273,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96_round2/hist_bcra_infbanc_dic2023_xlsx.xlsx,176637,0.168454,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96_round2/hist_bcra_infbanc_jun2023_xlsx.xlsx,141381,0.134831,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96_round2/hist_bcra_informe_bancos_anexo.xlsx,2651613,2.528775,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96_round2/hist_bcra_informe_congreso_2024.pdf,8086930,7.712297,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96_round2/hist_bcra_perser_priv.xls,1047040,0.998535,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96_round2/hist_bcra_perser_pub.xls,2678784,2.554688,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96_round2/hist_bcra_t_cladeu.pdf,2334724,2.226566,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96_round2/hist_bcra_t_prevmi.pdf,1124725,1.072621,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96_round2/hist_bcra_t_so_s12.pdf,3352716,3.197399,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96_round2/hist_bcra_titpubser.xls,922112,0.879395,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96_round2/hist_bna_memoria_2023_es.pdf,6634939,6.327571,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96_round2/hist_indec_ipc_dic2023.pdf,2516416,2.399841,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96_round2/hist_indec_pib_1t2024.pdf,1222904,1.166252,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/backfill_v96_round2/hist_indec_pib_1t2026.pdf,2635028,2.512959,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/recovered_loose/Infbanc0624.xlsx,138416,0.132004,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/v70/BNA_9M_BINARY_RECOVERY_V70.csv,1486,0.001417,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/v70/CLOSED_NETWORK_COVERAGE_V70.csv,3457,0.003297,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/v70/EVIDENCE_LEDGER_CICLO_AJUSTE_V70.csv,10506,0.010019,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/v70/FOUR_LEG_PASS_PANEL_V70.csv,4537,0.004327,FALSE,FALSE,FALSE
data/fuentes/ciclo_ajuste/v70/HOUSEHOLD_SECTOR_MAPPING_V70.csv,2015,0.001922,FALSE,FALSE,FALSE
data/fuentes/emae/indec/contenido_emae_indec.html,8322,0.007936,FALSE,FALSE,FALSE
data/fuentes/emae/indec/datos_argentina_emae_mensual.csv,35226,0.033594,FALSE,FALSE,FALSE
data/fuentes/emae/indec/emae_08_26.pdf,1434288,1.367844,FALSE,FALSE,FALSE
data/fuentes/emae/indec/indec_nivel4.js,1942,0.001852,FALSE,FALSE,FALSE
data/fuentes/emae/indec/indec_single-page.js,15363,0.014651,FALSE,FALSE,FALSE
data/fuentes/emae/indec/pagina_emae_indec.html,37470,0.035734,FALSE,FALSE,FALSE
data/fuentes/emae/indec/sh_emae_mensual_base2004.xls,71680,0.068359,FALSE,FALSE,FALSE
data/fuentes/emae/metodologia/metodologia_emae_ago_16.pdf,603164,0.575222,FALSE,FALSE,FALSE
data/fuentes/emae/poblacion/contenido_proyecciones_indec.html,11631,0.011092,FALSE,FALSE,FALSE
data/fuentes/emae/poblacion/metadatos_base_proyecciones_nacionales_2022_2040.pdf,71725,0.068402,FALSE,FALSE,FALSE
data/fuentes/emae/poblacion/pagina_proyecciones_indec.html,37471,0.035735,FALSE,FALSE,FALSE
data/fuentes/emae/poblacion/proyecciones_nacionales_2022_2040.pdf,4123488,3.932465,FALSE,FALSE,FALSE
data/fuentes/emae/poblacion/proyecciones_nacionales_2022_2040_base.csv,67815,0.064673,FALSE,FALSE,FALSE
data/fuentes/emae/poblacion/proyecciones_nacionales_2022_2040_c1_c2.xlsx,76030,0.072508,FALSE,FALSE,FALSE
data/fuentes/emae/poblacion/world_bank_SP_POP_TOTL_ARG.json,13160,0.012550,FALSE,FALSE,FALSE
data/fuentes/grandes_fortunas/aporte_solidario/afip_informe_recaudacion_4t_2021.pdf,443248,0.422714,FALSE,FALSE,FALSE
data/fuentes/grandes_fortunas/aporte_solidario/aporte_solidario_final_2021-12-20.pdf,198710,0.189505,FALSE,FALSE,FALSE
data/fuentes/grandes_fortunas/arca/Estadisticas-Tributarias-2023.zip,11631586,11.092745,FALSE,FALSE,FALSE
data/fuentes/grandes_fortunas/arca/Estadisticas-Tributarias-2023/Estad#Ufffdsticas Tributarias 2023/1.1.1.1.xls,1647616,1.571289,FALSE,FALSE,FALSE
data/fuentes/grandes_fortunas/arca/Estadisticas-Tributarias-2023/Estad#Ufffdsticas Tributarias 2023/1.1.1.2.xls,60928,0.058105,FALSE,FALSE,FALSE
data/fuentes/grandes_fortunas/arca/Estadisticas-Tributarias-2023/Estad#Ufffdsticas Tributarias 2023/1.1.1.3.xls,61952,0.059082,FALSE,FALSE,FALSE
data/fuentes/grandes_fortunas/arca/Estadisticas-Tributarias-2023/Estad#Ufffdsticas Tributarias 2023/1.1.1.4.xls,80896,0.077148,FALSE,FALSE,FALSE
data/fuentes/grandes_fortunas/arca/Estadisticas-Tributarias-2023/Estad#Ufffdsticas Tributarias 2023/1.1.2.1.xls,63488,0.060547,FALSE,FALSE,FALSE
data/fuentes/grandes_fortunas/arca/Estadisticas-Tributarias-2023/Estad#Ufffdsticas Tributarias 2023/1.1.2.2.xls,61952,0.059082,FALSE,FALSE,FALSE
data/fuentes/grandes_fortunas/arca/Estadisticas-Tributarias-2023/Estad#Ufffdsticas Tributarias 2023/1.1.2.3.xls,57344,0.054688,FALSE,FALSE,FALSE
data/fuentes/grandes_fortunas/arca/Estadisticas-Tributarias-2023/Estad#Ufffdsticas Tributarias 2023/1.1.2.4.xls,61952,0.059082,FALSE,FALSE,FALSE
data/fuentes/grandes_fortunas/arca/Estadisticas-Tributarias-2023/Estad#Ufffdsticas Tributarias 2023/1.10.1.xls,44032,0.041992,FALSE,FALSE,FALSE
