trace_id,request_id,institution,gap_id,requested_record,period_or_date,identifiers,minimum_usable_fields,confidentiality_fallback,status
TR133_050,REQ133_ECON,Ministerio de Economía / Tesoro,CL133_STRIP_2009,Archivo TSA o sistema equivalente del strip,2009-06-17/2009-06-18,ARARGE03G415; 0306/40000,lote; fecha; nominal; aceptación; referencia,agregado por especie,DRAFT_NOT_SENT
TR133_051,REQ133_BCRA,BCRA / CRyL,CL133_SETTLEMENT_2008,Archivos CG1 y CG2,2008-09/2008-10,prematching; rechazadas; cuatro ISIN,cuentas; especie; modalidad; nominal; importe; fechas,disociar terceros,DRAFT_NOT_SENT
TR133_052,REQ133_BCRA,BCRA / CRyL,CL133_SETTLEMENT_2008,Archivo CG3 de operaciones liquidadas,2008-09/2008-10,CG3; cuatro T+3,cuentas; especie; nominal; importe; mercado; fechas,agregado por evento,DRAFT_NOT_SENT
TR133_053,REQ133_BCRA,BCRA / CRyL,CL133_SETTLEMENT_2008,Archivo CG4 de operaciones para liquidar,2008-09/2008-10,CG4; cuatro T+3,cuentas; especie; nominal; importe; fecha,sin contraparte,DRAFT_NOT_SENT
TR133_054,REQ133_BCRA,BCRA / CRyL,CL133_STRIP_2009,CG1-CG7 del strip,2009-06-17/2009-06-18,ARARGE03G415; 0306/40000,código archivo; cuenta; especie; nominal; importe; estado,agregado/testado,DRAFT_NOT_SENT
TR133_055,REQ133_BCRA,BCRA / CRyL,CL133_SETTLEMENT_2008,Formularios 4359 4359B o 4359C,2008-2009,DVP; FTC; FT,instrucción; operación; cuentas; fechas; nominal; importe,testar firmas y terceros,DRAFT_NOT_SENT
TR133_056,REQ133_BCRA,BCRA / CRyL,CL133_CUSTODY_HOLDINGS,Extractos CG7 o informes diarios/mensuales,2008-2013,cuenta; especie,fecha; fórmula; origen/destino; débitos; créditos; saldo,mayor agregación compatible,DRAFT_NOT_SENT
TR133_057,REQ133_BNA,Banco de la Nación Argentina,CL133_BNA_FIRST_STAGE,Constancia de derivación y búsqueda por mesa/sistema,2008-2026,primera etapa; 11-22/08/2008,área consultada; sistema; claves; resultado,sin datos de clientes,DRAFT_NOT_SENT
TR133_058,REQ133_AGN,Auditoría General de la Nación,CL133_AGN_REPLY,Registro de derivación interna y búsqueda técnica,2018-2026,UUID; nid; vid,área; repositorio; claves; fechas; resultado,testar identidad,DRAFT_NOT_SENT
TR133_059,REQ133_CNV,Comisión Nacional de Valores,CL133_CUSTODY_HOLDINGS,Registro de derivación a área supervisora/archivo,2014-2026,nota Caja 19/11/2014,área; sistema; expediente; búsqueda; resultado,metadatos/testado,DRAFT_NOT_SENT
TR133_060,REQ133_CAJA,Caja de Valores S.A.,CL133_CAJA_ROUTE,Acuse TSA o copia certificada 4359B,2008-2009,TSA; FTC; 0306/40000,lote o formulario; fecha; especie; nominal; aceptación/rechazo,certificación agregada,DRAFT_NOT_SENT
TR133_061,REQ133_BCRA,BCRA / CRyL,CL133_SETTLEMENT_2008,Archivo de entrada CGA,2008-09-01/2008-10-07,CGAEEEEE.NN; cuatro ISIN,lote; registro; fechas; cuentas; especie; VNR,testar terceros,DRAFT_NOT_SENT
TR133_062,REQ133_BCRA,BCRA / CRyL,CL133_SETTLEMENT_2008,Archivo de respuesta CGA,2008-09-01/2008-10-07,CGAEEEEE.INN; cuatro ISIN,fecha/hora; lote; registro; referencia; observación,testar terceros,DRAFT_NOT_SENT
TR133_063,REQ133_BCRA,BCRA / CRyL,CL133_SETTLEMENT_2008,Resultado de segunda etapa CGA,2008-09-01/2008-10-07,X-400; saldo; amortización; rechazo,lote; operación; resultado; causa; sello temporal,agregado por estado,DRAFT_NOT_SENT
TR133_064,REQ133_BCRA,BCRA / CRyL,CL133_STRIP_2009,CGA/CG3 o fórmula en papel del strip,2009-06-17/2009-06-18,ARARGE03G415; 0306/40000,modalidad; lote/fórmula; operación; estado,testar terceros,DRAFT_NOT_SENT
TR133_065,REQ133_ECON,Ministerio de Economía / Tesoro,CL133_SETTLEMENT_2008,Equivalencia de modalidad diferida con registro técnico,2008-2009,modalidad diferida; Caja; BCRA; CGA,sistema; modalidad; instrucción; lote/fórmula; expediente,metadatos o agregado,DRAFT_NOT_SENT
TR133_066,REQ133_CAJA,Caja de Valores S.A.,CL133_CAJA_ROUTE,Archivo o acuse CGA del lado Caja,2008-2009,CGA; 1001/04; 0306/40000,lote; fecha/hora; especie; VNR; estado,certificación agregada,DRAFT_NOT_SENT
TR133_067,REQ133_CAJA,Caja de Valores S.A.,CL133_CAJA_ROUTE,Confirmación T+3 remitida a Secretaría de Finanzas,2008-2009,modalidad diferida; cuatro rondas; strip,fecha; especie; VNR recibido; estado; identificador,sin datos de participantes,DRAFT_NOT_SENT
TR133_068,REQ133_ECON,Ministerio de Economía / Tesoro,CL133_SECURITY_CODE,Tabla o registro interno que corrobore los cinco códigos públicos,2008-2009,cinco ISIN; 5426; 5427; 45698; 45701; 5326,ISIN; código; denominación; vigencia; sistema,certificación por especie,DRAFT_NOT_SENT
TR133_069,REQ133_CAJA,Caja de Valores S.A.,CL133_SECURITY_CODE,Tabla histórica ISIN-Código Caja y vigencia de las cinco especies,2008-2009,cinco ISIN; 5426; 5427; 45698; 45701; 5326,ISIN; Código Caja; subespecie; alta/baja; vigencia,confirmación institucional sin tenedores,DRAFT_NOT_SENT
TR133_070,REQ133_CAJA,Caja de Valores S.A.,CL133_DEFERRED_MODALITY,Revisión efectiva en 2008 del formulario o procedimiento de entrega/recepción diferida,2008-2009,SLIQ/SCG; edición marzo 2000; F-33914.01; F-33915.01; modalidad diferida,código documental; revisión; vigencia; campos; matching; reemplazo,"registro maestro, control de cambios o tabla de equivalencias",DRAFT_NOT_SENT
TR133_071,REQ133_CAJA,Caja de Valores S.A.,CL133_CAJA_ROUTE,Instrucciones diferidas emparejadas y estado de ejecución,fechas T+2 2008-2009,0306/40000; cinco ISIN; códigos 5426/5427/45698/45701/5326,fecha ejecución; límite matching; emisor/receptor; código; cantidad; estado,agregado por fecha/especie/estado,DRAFT_NOT_SENT
TR133_072,REQ133_BCRA,BCRA / CRyL,CL133_SECURITY_CODE,"Diccionario histórico entre ISIN, código de custodia/Caja y código CRyL",2008-2009,cinco ISIN; 5426; 5427; 45698; 45701; 5326,identificador; tipo; especie; vigencia; sistema,tabla testada sin cuentas,DRAFT_NOT_SENT
TR133_073,REQ133_BCRA,BCRA / CRyL,CL133_DEFERRED_MODALITY,"Equivalencia histórica entre modalidad diferida, TSA/CGA y fórmula CRyL",2008-2009,diferida; TSA; CGA; FT; FTC; DVP,canal; modalidad; formulario/archivo; estado; vigencia,manual o diccionario de códigos,DRAFT_NOT_SENT
TR133_074,REQ133_CAJA,Caja de Valores S.A.,CL133_DEFERRED_MODALITY,Registro maestro y control de cambios del manual Sistema de Transferencias Electrónicas SLIQ/SCG,"2000-2009, con corte en cada fecha T/T+2/T+3 de 2008",edición marzo 2000; SCG; SLIQ; MU-32002 como esquema paralelo,código documental; revisión; fecha de aprobación; vigencia desde/hasta; cambio; reemplazo,certificación de la revisión efectiva por fecha sin contenido reservado,DRAFT_NOT_SENT
TR133_075,REQ133_ECON,Ministerio de Economía / Secretaría de Finanzas,CL133_CAJA_ROUTE,Informes T+3 de Caja prometidos por las comunicaciones preservadas,02/09/2008; 09/09/2008; 16/09/2008; 18/06/2009,Comunicados 4857; 4861; 4873; 5152,ronda; oferta; especie; cantidad; transferencias efectuadas; transferencias pendientes; fecha; constancia de transmisión/recepción,certificación agregada por ronda y especie,DRAFT_NOT_SENT
TR133_076,REQ133_CAJA,Caja de Valores S.A.,CL133_CAJA_ROUTE,Detalle ONCP por oferta adjudicada e instrucciones de recepción ingresadas por Caja,28/08/2008-18/06/2009,Comunicados 4857; 4861; 4873; 5152; Cuenta 306/40000; Subcuenta emisora 3,oferta; emisor; receptor; especie/código; cantidad; modalidad; matching; estado; fecha y hora,extracto testado o certificación por ronda/especie/estado,DRAFT_NOT_SENT
TR133_077,REQ133_CAJA,Caja de Valores S.A.,CL133_DEFERRED_MODALITY,Comunicación e instrucciones equivalentes para la licitación del 02/10/2008,recepción esperada 03/10/2008-06/10/2008; informe 07/10/2008,licitación 02/10/2008; Cuenta 306/40000; Subcuenta 3; modalidad diferida,número/fecha de comunicación; ventana; cuenta; modalidad; matching; fecha y contenido de informe,certificación de inexistencia o búsqueda documentada en archivo/correspondencia,DRAFT_NOT_SENT
TR133_078,REQ133_ECON,Ministerio de Economía / Secretaría de Finanzas,CL133_DEBT_ACCOUNTING,Detalle y conciliación de las filas de recompras de A.5.1/A.5.4 de Deuda Pública 2008,2008Q3-2008Q4; referencia 2006,Discount en Pesos; ARARGE03E121; VNO 2748.50m; efectivo 1415.50m; baja 4723.53619m ARS,fecha; operación; especie/ISIN; VNO; precio/efectivo; asiento; expediente; estado; vínculo Caja/BCRA,,DRAFT_NOT_SENT
TR133_079,REQ133_CAJA,Caja de Valores S.A.,CL133_DEBT_ACCOUNTING,Movimientos o bajas agregadas del Discount en Pesos vinculables a la recompra por exceso de crecimiento referencia 2006,30/09/2008-31/12/2008,ARARGE03E121; VNO ARS 2748.50m; baja contable ARS 4723.53619m,fecha; especie/código; nominal; cuenta origen/destino testada; estado; asiento o evento,"certificación agregada por especie, fecha y estado",DRAFT_NOT_SENT
TR133_080,REQ133_BCRA,Banco Central / CRyL,CL133_DEBT_ACCOUNTING,"Orden, débito o conciliación del valor efectivo de la recompra Discount en Pesos referencia 2006",2008Q4 o fecha de registración efectiva,ARARGE03E121; efectivo ARS 1415.50m; VNO ARS 2748.50m,fecha; monto; moneda; ordenante; sistema; estado; referencia contable/expediente,"certificación de existencia, fecha, monto agregado y estado sin datos de terceros",DRAFT_NOT_SENT
TR133_081,REQ133_ECON,Ministerio de Economía / Secretaría de Finanzas,CL133_DEBT_ACCOUNTING,Papeles de trabajo que vinculan el tramo de exceso de crecimiento referencia 2006 con la baja Q4 del Discount en Pesos,referencia 2006; reconocimiento 2008Q4,ARARGE03E121; 2748.50m VNO; 1415.50m efectivo; 4723.53619m actualizado,criterio de valuación; fecha; operación; VNO; efectivo; asiento; expediente; conciliación,papel de trabajo agregado por especie con metadatos,DRAFT_NOT_SENT
TR133_082,REQ133_ECON,Ministerio de Economía / ONCP / Dirección de Administración de la Deuda,CL133_DEBT_ACCOUNTING,Ledger o papel de trabajo de recompra y baja por especie para la referencia 2006,cálculo 2007-11-01; ejecución 2008,ARARGE03E147 VNO ARS43824.10m efectivo ARS1858.10m;ARARGE03E154 VNO USD260.90m efectivo ARS28.00m;ARARGE03E121 VNO ARS2748.50m efectivo ARS1415.50m,fecha; modalidad; especie; VNO; precio/efectivo; expediente; orden; asiento de baja/cancelación; estado,certificación agregada por especie y fecha con datos de terceros testados,DRAFT_NOT_SENT
TR133_083,REQ133_BCRA,BCRA / CRyL,CL133_DEBT_ACCOUNTING,Asientos de movimiento y cancelación de las tres especies del tramo referencia 2006,2008-01-01/2008-12-31,ARARGE03E147;ARARGE03E154;ARARGE03E121; cantidades VNO exactas,fecha; ISIN/especie; nominal; cuenta o participante testado; tipo de movimiento; estado; referencia de asiento/orden,"certificación agregada por fecha, ISIN, nominal y estado",DRAFT_NOT_SENT
TR133_084,REQ133_CAJA,Caja de Valores S.A. / enlace CRyL,CL133_DEBT_ACCOUNTING,Movimientos por la cuenta de Caja en CRyL o puente documental hacia el registro final,2008-01-01/2008-12-31,códigos 45698 y 45701; ARARGE03E147;ARARGE03E154;ARARGE03E121,fecha; código/ISIN; nominal; origen/destino testado; tipo de evento; estado; referencia correlativa CRyL,"certificación de existencia o inexistencia por especie, fecha y nominal",DRAFT_NOT_SENT
TR133_085,REQ133_ECON,Ministerio de Economía / ONCP,CL133_DEBT_ACCOUNTING,Documento que vincule cálculo de Excess GDP referencia 2006 con modalidad y compras ejecutadas en 2008,2007-11-01/2008-12-31,cinco por ciento de Excess GDP; referencia 2006; total efectivo ARS3301.60m; expediente o actuación,cálculo; fecha; norma; modalidad; instrumentos; adjudicación/compra; cancelación; expediente,índice y metadatos de expediente más cuadro agregado por especie,DRAFT_NOT_SENT
TR133_086,REQ133_ECON,Ministerio de Economía / ONCP,CL133_DEBT_ACCOUNTING,Asignación operación por operación entre compras directas y licitaciones del tramo referencia 2006,2008-01-01/2008-12-31,ARARGE03E147;ARARGE03E154;ARARGE03E121;MA129,fecha; modalidad; ISIN; VNO; precio; efectivo; expediente; orden,cuadro agregado por fecha/modalidad/ISIN con vendedores testados,DRAFT_NOT_SENT
TR133_087,REQ133_BNA,Banco de la Nación Argentina,CL133_BNA_TRADE_BLOTTER,Blotter de intervenciones directas elegibles imputadas al Excess GDP,2008-08-11/2008-12-31,ARARGE03E147;ARS1769.09431490m residual central;VNO ARS42778.75795m residual central,fecha; especie; nominal; precio; efectivo; contraparte testada; orden Tesoro,totales diarios por especie con banda de redondeo,DRAFT_NOT_SENT
TR133_088,REQ133_CAJA,Caja de Valores S.A.,CL133_DEBT_ACCOUNTING,Transferencias de las seis adjudicaciones GDP y enlace a cancelación,2008-09-01/2008-10-07,six tender IDs;depositante 0306;comitente 40000;two ISIN,fecha; ISIN; nominal; cuenta testada; estado; referencia CRyL,certificación agregada por fecha/ISIN/nominal,DRAFT_NOT_SENT
TR133_089,REQ133_ECON,Ministerio de Economía / ONCP / DADP,CL133_DEBT_ACCOUNTING,Listado de preadjudicación por participante de las diez filas GDP y documentación conservada en el expediente,2008-08-28/2008-10-07,S01:0342455/2008;ten award IDs;four participants;two ISIN,fecha;participante;ISIN;VNO;precio;efectivo;orden;expediente;estado,cuadro por participante/fecha/ISIN con terceros subyacentes testados,DRAFT_NOT_SENT
TR133_090,REQ133_CAJA,Caja de Valores S.A.,CL133_DEBT_ACCOUNTING,Transferencias T+2 e informe T+3 de las diez filas GDP por participante,2008-09-02;2008-09-09;2008-09-16;2008-10-07,Citibank;HSBC Bank;Standard Bank;MERVAL;ARARGE03E147;ARARGE03E154;0306/40000,fecha;depositante origen testado;participante;ISIN;nominal;estado;lote;informe T+3,certificación agregada por fecha/participante/ISIN/nominal,DRAFT_NOT_SENT
TR133_091,REQ133_BCRA,BCRA / Cuentas Corrientes / CRyL,CL133_DEBT_ACCOUNTING,"Débitos y créditos asociados a la recompra, usando cuentas contemporáneas candidatas",2008-09-02/2008-10-07,016;150;015;80016;80150;80015;MERVAL routing open;two ISIN,fecha;orden;cuenta debitada;cuenta acreditada testada;moneda;importe;estado;referencia CRyL,"certificación de existencia/inexistencia por fecha, cuenta, moneda e importe",DRAFT_NOT_SENT
TR133_092,REQ133_CNV,CNV / Caja / mercados,CL133_CUSTODIAN_HOLDINGS,Identificación del agente y cuenta de liquidación detrás de la etiqueta MERVAL en el resultado del 02/10/2008,2008-10-02/2008-10-07,MERVAL;ARARGE03E147;VNO5000000;effectiveARS415000,agente;cuenta depositante;cuenta BCRA o entidad pagadora;orden;fecha;estado,certificación del tipo de participante y entidad de cobro con datos personales testados,DRAFT_NOT_SENT
TR133_093,REQ133_AGN,Auditoría General de la Nación,CL133_AGN_REPLY,"Equivalencia documental, expediente, informe final y papeles de trabajo del proyecto 48 0237/09",2009,48 0237/09;Resolución 202/2009;Actuación 41/2009;Nota 203/09 GCDP,código proyecto;actuación;resolución;índice;fuentes;papeles de trabajo;respuesta auditado,índice y cuadros agregados con terceros testados,DRAFT_NOT_SENT
TR133_094,REQ133_ECON,Ministerio de Economía / ONCP / DADP,CL133_DEBT_ACCOUNTING,"Índice y cuerpo del expediente productor, incluido listado ONCP de preadjudicación",2008-08-27/2008-10-07,S01:0342455/2008;ten awards;ARARGE03E147;ARARGE03E154,foja;fecha;tipo;participante;ISIN;VNO;precio;efectivo;estado,índice completo y cuadro por participante con titulares testados,DRAFT_NOT_SENT
TR133_095,REQ133_ECON,Ministerio de Economía / DADP / CGN,CL133_DEBT_ACCOUNTING,Submayor y comprobantes de servicios/comisiones por claves SIGADE/SIDIF 2008,2008,83006000;83008000;83095000;83020000;83106000;71597-152677-2876,fecha;proveedor;concepto;expediente;SIDIF;SIGADE;importe;orden;programa,totales mensuales por clave y vínculo de expediente,DRAFT_NOT_SENT
