gap_id,priority,entity_or_id,role,url,web_probe_status,sandbox_raw_byte_status,local_downloader_status,note
10,P0,Banco de San Juan S.A.,official 2024/2023 comparative Annex Q; FY2023 comparator,https://contenido.sanjuan.gob.ar/media/k2/attachments/%2803%29_%28MARZO%29_14-03-2025_ANEXO_BANCO_SAN_JUAN.pdf,web_reader_ok,UNAVAILABLE_FROM_WEB_LAYER,QUEUED,157-page official 2024/2023 comparative annex; role corrected to FY2023 comparator
11,P0,Banco de Santa Cruz S.A.,FY-2023,https://assets.ctfassets.net/h7wmg0jhythh/4g79KmIvc3oFO0cOoxTWKs/431c9d8d065184e2c23525856a1d55ca/122023_-_BSC_-_Estados_Financieros.pdf,web_reader_ok,UNAVAILABLE_FROM_WEB_LAYER,QUEUED,124-page PDF readable in web layer; raw bytes not exportable to sandbox in this mode
12,P0,Banco de Santa Cruz S.A.,30/09/2023,https://assets.ctfassets.net/h7wmg0jhythh/67xmHobIaNPVJS8GHGQzkg/ef170bd735ee3a4dbe86a1f35d407799/092023_-_BSC_-_Estados_Financieros_NIIF.pdf,web_reader_ok,UNAVAILABLE_FROM_WEB_LAYER,QUEUED,77-page PDF readable in web layer; raw bytes not exportable to sandbox in this mode
13,P0,Banco de Servicios y Transacciones S.A.,9M2023 official issuer financial statements,https://bst.com.ar/wp-content/uploads/2025/01/EEFF-BST-092023.pdf,web_reader_ok,UNAVAILABLE_FROM_WEB_LAYER,QUEUED,108-page PDF readable in web layer; raw bytes not exportable to sandbox in this mode
14,P0,Banco de Servicios y Transacciones S.A.,FY2023 official issuer financial statements / Annex Q,https://bst.com.ar/wp-content/uploads/2025/01/EEFF-BST-12-2023-1.pdf,web_reader_ok,UNAVAILABLE_FROM_WEB_LAYER,QUEUED,218-page PDF readable in web layer; raw bytes not exportable to sandbox in this mode
15,P0,Nuevo Banco de Entre Ríos S.A.,FY-2023,https://assets.ctfassets.net/h7wmg0jhythh/2fLFeDK6jUhhYgrHlc1WNH/59c7096b296c83d4d6420a3bc3f28243/NBERSA_12.2023_-_EEFF_sin_pdu.pdf,web_reader_ok,UNAVAILABLE_FROM_WEB_LAYER,QUEUED,119-page PDF readable in web layer; raw bytes not exportable to sandbox in this mode
16,P0,Nuevo Banco de Entre Ríos S.A.,30/09/2023,https://assets.ctfassets.net/h7wmg0jhythh/4298svWaPcM3FgQ8pspEtP/e19201d5d304fe5ff78ac1bbefcad978/NBERSA_09.2023_-_EEFF_.pdf,web_reader_ok,UNAVAILABLE_FROM_WEB_LAYER,QUEUED,74-page PDF readable in web layer; raw bytes not exportable to sandbox in this mode
17,P0,Nuevo Banco de Santa Fe Sociedad Anonima,30/09/2023,https://assets.ctfassets.net/h7wmg0jhythh/3KykEMuhRA2DZjWCd12wv/10e5d5dd2278b7501d23c2fe0815962b/092023_-_NBSF_-_EEFF_Separados.pdf,web_reader_internal_error,UNAVAILABLE_FROM_WEB_LAYER,QUEUED,Direct web PDF fetch errored; queued for local downloader
18,P0,Nuevo Banco de Santa Fe Sociedad Anonima,FY-2023,https://assets.ctfassets.net/h7wmg0jhythh/n0pbb6IBTuXKan3xDHFJI/0f0fbd42c71be085d2712976d1890ef9/122023_-_NBSF_-_EEFF_Separados.pdf,web_reader_ok,UNAVAILABLE_FROM_WEB_LAYER,QUEUED,102-page PDF readable in web layer; raw bytes not exportable to sandbox in this mode
19,P0,Nuevo Banco del Chaco,FY2023 separated official publication,https://chaco.gov.ar/uploads/boletines/25-03-24-11076-660183ddcbb40676491772.pdf,web_reader_internal_error,UNAVAILABLE_FROM_WEB_LAYER,QUEUED,Direct web PDF fetch errored; queued for local downloader
20,P1,Banco CMF S.A.,historical annual archive candidate,https://www.bancocmf.com.ar/wp-content/uploads/Historico-Balance-e-Informes-Anual-1.zip,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,QUEUED,Queued in complete local downloader request
21,P1,Banco CMF S.A.,historical quarterly archive candidate,https://www.bancocmf.com.ar/wp-content/uploads/Historico-Trimestral-Balances-e-Informes-1.zip,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,QUEUED,Queued in complete local downloader request
22,P1,Banco Provincia del Neuquén S.A.,FY2024 comparator,https://apiapp.bpn.com.ar/Resources/Files/82d95330e8d6472b90d506e198bd6549.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,QUEUED,Queued in complete local downloader request
23,P1,bcra_ief_1s2024_ciclo,IEF · primer semestre 2024,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/ief0124.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,QUEUED,Queued in complete local downloader request
24,P1,bcra_ief_2s2024_ciclo,IEF · segundo semestre 2024,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/IEF0224.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,QUEUED,Queued in complete local downloader request
25,P1,bna_balance_condensado_sep2023_control,Balance Condensado · septiembre 2023,https://www.bna.com.ar/Downloads/Institucional_MemoriayBalances_BALANCE%20CONDENSADO%20SEPT%202023.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,QUEUED,Queued in complete local downloader request
26,P1,bna_memoria_fy2023_aq,Memoria y Estados Financieros 2023 · Schedule Q individual/consolidado,https://www.bna.com.ar/Downloads/Institucional_MemoriayBalances_Memoria%202023%20Ingles.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,QUEUED,Queued in complete local downloader request
27,P1,ciudad_eeff_9m2023_consol_control,Estados financieros consolidados 30/09/2023,https://www.bancociudad.com.ar/cms/recursos/institucional/carpetarecurso/Balances%20Trimestrales/EstadosFinancieros/2023.09_-_EEFF_consolidados.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,QUEUED,Queued in complete local downloader request
28,P1,icbc_eeff_9m2023_aq,Estados financieros 30/09/2023 · Anexo Q,https://www.icbc.com.ar/wcm/connect/4de3ed09-cb4e-4064-b6a5-0aa3f0bca5fd/Estados%2BFinancieros%2BICBC%2B202309_ESPA%C3%91OL%2BLEGALIZADO.pdf?CVID=oNG1sHj&MOD=AJPERES,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,QUEUED,Queued in complete local downloader request
29,P1,icbc_eeff_fy2023_aq,Estados financieros 31/12/2023 · Anexo Q,https://www.icbc.com.ar/wcm/connect/09254af5-2d9a-4742-bec0-bbd0018305d5/Estados%2BFinancieros%2BICBC%2B202312_ESPA%C3%91OL%2BLEGALIZADO.pdf?CVID=oUU1Wae&MOD=AJPERES,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,QUEUED,Queued in complete local downloader request
30,P1,macro_eeff_9m2023_aq,Estados financieros 30/09/2023 · bloque separado / Anexo Q,https://www.macro.com.ar/relaciones-inversores/documento/1580934703038/banco_macro_sa_eeff_30-09-2023.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,QUEUED,Queued in complete local downloader request
31,P1,macro_eeff_fy2023_aq,Estados financieros 31/12/2023 · bloque separado / Anexo Q,https://www.macro.com.ar/relaciones-inversores/documento/1580935557769/eeff_bm_31-12-2023.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,QUEUED,Queued in complete local downloader request
32,P1,santander_eeff_9m2023_sep_mirror,Estados separados intermedios 30/09/2023,https://cdn.financialreports.eu/financialreports/media/filings/68743/2023/RNS/68743_rns_2023-11-24_514c3f88-1bff-43e7-9afe-b8e793c5e3e1.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,QUEUED,Queued in complete local downloader request
33,P1,santander_eeff_fy2023_aq_mirror,Estados separados FY 2023 · Anexo Q,https://cdn.financialreports.eu/financialreports/media/filings/68743/2024/RNS/68743_rns_2024-03-06_8a497326-fbc5-4ac4-bb14-21ece6df12e5.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,QUEUED,Queued in complete local downloader request
34,P1,supervielle_eeff_9m2023_sep,Estados financieros condensados 30/09/2023 · separados,https://content-us-7.content-cms.com/8ba19f21-9a97-4525-8886-f54d823a5cea/dxdam/02/025e5bb4-d630-480e-a03d-397a022080ff/EECC%20Banco%20Supervielle%2030.09.23.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,QUEUED,Queued in complete local downloader request
35,P1,supervielle_eeff_fy2023_aq,Estados financieros FY 2023 · Anexo Q separado,https://content-us-7.content-cms.com/8ba19f21-9a97-4525-8886-f54d823a5cea/dxdam/08/08afb7e5-b4c1-4396-925e-b66a2f5c13b1/EECC%20Banco%20Supervielle%2031.12.2023.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,QUEUED,Queued in complete local downloader request
36,P1,valo_eeff_9m2023_aq_mirror,Estados separados 30/09/2023 · Anexo Q,https://cdn.financialreports.eu/financialreports/media/filings/68513/2023/RNS/68513_rns_2023-11-23_b356ffca-3ad3-4121-b2bc-c9ff8ad7aa0e.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,QUEUED,Queued in complete local downloader request
37,P1,valo_eeff_fy2023_aq,Estados financieros FY 2023 · bloque separado / Anexo Q,https://www.valo.ar/wp-content/uploads/BVSA-2023-Estados-Financieros-con-PDU-e-ICF-Consolidado-Legalizado.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,QUEUED,Queued in complete local downloader request
38,P2,bcra_boldat202505_tipo_titular,Boletín Estadístico mayo 2025 · tipo de titular/destino,https://www7.bcra.gob.ar/Pdfs/PublicacionesEstadisticas/BoletinEstadistico/boldat202505.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,QUEUED,Queued in complete local downloader request
39,P2,bcra_bolmetes_prestamos_titular,Notas metodológicas del Boletín Estadístico,https://web2.bcra.gob.ar/Pdfs/PublicacionesEstadisticas/bolmetes.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,QUEUED,Queued in complete local downloader request
40,P2,bcra_com_a5590,Comunicación A 5590 · regulación de tasas de interés,https://www.bcra.gob.ar/Pdfs/comytexord/A5590.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,QUEUED,Queued in complete local downloader request
41,P2,bcra_com_a5853,Comunicación A 5853 · tasas concertadas libremente,https://www.bcra.gob.ar/Pdfs/comytexord/A5853.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,QUEUED,Queued in complete local downloader request
42,P2,bcra_com_a5928,Comunicación A 5928 · protección de usuarios y cargos,https://www.bcra.gob.ar/Pdfs/comytexord/A5928.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,QUEUED,Queued in complete local downloader request
43,P2,bcra_ecc_1t2024,ECC primer trimestre 2024,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/0124-ECC_%20Resultados.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,QUEUED,Queued in complete local downloader request
44,P2,bcra_ecc_2t2024,ECC segundo trimestre 2024,https://www.bcra.gob.ar/Pdfs/PublicacionesEstadisticas/0624-ECC_%20Resultados.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,QUEUED,Queued in complete local downloader request
45,P2,bcra_ecc_3t2024,ECC tercer trimestre 2024,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/0924-ECC_Resultados.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,QUEUED,Queued in complete local downloader request
46,P2,bcra_proteccion_usuarios_2015_resumen,"Protección de usuarios · resumen A 5460, A 5590 y A 5853",https://www.bcra.gob.ar/Pdfs/Informacion_usuario/pta_27_201512.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,QUEUED,Queued in complete local downloader request
47,P2,indec_estrategias_manutencion_2025,Estrategias de manutención: ¿cómo organizan su economía los hogares argentinos?,https://www.indec.gob.ar/ftp/cuadros/publicaciones/dosier_estrategias_manutencion_2025.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,QUEUED,Queued in complete local downloader request
48,P2,indec_supermercados_serie,Serie de supermercados desde 2017,https://www.indec.gob.ar/ftp/cuadros/economia/serie_supermercados.xlsx,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,QUEUED,Queued in complete local downloader request
