"trace_id","request_id","institution","gap_id","requested_record","period_or_date","identifiers","minimum_usable_fields","confidentiality_fallback","status"
"TR120_014","REQ120_BCRA","BCRA / CRyL","CL120_CUSTODY_HOLDINGS","Comunicaciones con DMO AGN CNV Caja","2009-2014","pedido de tenencias/conciliaciones","fecha; remitente; destinatario; asunto; expediente","copia testada","DRAFT_NOT_SENT"
"TR120_015","REQ120_BCRA","BCRA / CRyL","CL120_CUSTODY_HOLDINGS","Tabla de conservación o expurgo","2008-2014","registros CRyL y pagos","regla; acto; fecha; destino","N/A","DRAFT_NOT_SENT"
"TR120_016","REQ120_BNA","Banco de la Nación Argentina","CL120_BNA_FIRST_STAGE","Mandato convenio o instrucción","2008-08-11","primera etapa","acto; fecha; alcance; anexos","copia testada","DRAFT_NOT_SENT"
"TR120_017","REQ120_BNA","Banco de la Nación Argentina","CL120_BNA_FIRST_STAGE","Blotter libro de órdenes tickets","2008-08-11/2008-08-22","BODEN; BONAR V; PRE8; GDP ARS","fecha; especie; nominal; precio; efectivo; estado","sin cuenta ni contraparte","DRAFT_NOT_SENT"
"TR120_018","REQ120_BNA","Banco de la Nación Argentina","CL120_BNA_FIRST_STAGE","Confirmaciones y liquidaciones","2008-08-11/2008-08-22","órdenes ejecutadas","fecha; mercado; estado; importe","agregado por especie y fecha","DRAFT_NOT_SENT"
"TR120_019","REQ120_BNA","Banco de la Nación Argentina","CL120_BNA_FIRST_STAGE","Órdenes canceladas parciales o fallidas","2008-08-11/2008-08-22","primera etapa","fecha; especie; estado; motivo general","sin contraparte","DRAFT_NOT_SENT"
"TR120_020","REQ120_BNA","Banco de la Nación Argentina","CL120_BNA_FIRST_STAGE","Rendición final al Tesoro","2008","aprox USD 380m","composición por especie; importes; conciliación","versión testada","DRAFT_NOT_SENT"
"TR120_021","REQ120_BNA","Banco de la Nación Argentina","CL120_BNA_FIRST_STAGE","Tabla de conservación o expurgo","2008","registros de mesa","regla; acto; fecha; destino","N/A","DRAFT_NOT_SENT"
"TR120_022","REQ120_AGN","Auditoría General de la Nación","CL120_AGN_REPLY","Respuesta individual y adjuntos","2018-09-11","UUID 2074c3d9-a535-497e-a97d-d74340ff49fb","contenido; adjuntos; fecha; identificadores","testar datos del solicitante","DRAFT_NOT_SENT"
"TR120_023","REQ120_AGN","Auditoría General de la Nación","CL120_AGN_REPLY","Expediente e índice","2018-08-14/2018-09-11","nid 18814; vid 18821","número; índice; metadatos de envío","testar identidad","DRAFT_NOT_SENT"
"TR120_024","REQ120_AGN","Auditoría General de la Nación","CL120_AGN_REPLY","Índice de informes identificados","2006-2011","BODEN 2006/2012/2013","número; título; actuación; fecha; URL","N/A","DRAFT_NOT_SENT"
"TR120_025","REQ120_AGN","Auditoría General de la Nación","CL120_AGN_REPLY","Metadatos de migración o baja","2018-2026","nodo y adjuntos","ubicación; transferencia; retención; acto","N/A","DRAFT_NOT_SENT"
"TR120_026","REQ120_CNV","Comisión Nacional de Valores","CL120_CUSTODY_HOLDINGS","Nota Caja y actuación AGN/CNV","2014-11-19","nota sin número citada por AGN","copia; ingreso; expediente; anexos","copia testada","DRAFT_NOT_SENT"
"TR120_027","REQ120_CNV","Comisión Nacional de Valores","CL120_CUSTODY_HOLDINGS","Pedido y respuesta a AGN","2014","Resolución AGN 41/2016","fecha; expediente; contenido; derivaciones","copia testada","DRAFT_NOT_SENT"
"TR120_028","REQ120_CNV","Comisión Nacional de Valores","CL120_CUSTODY_HOLDINGS","Requerimientos CNV a Caja y respuestas","2009-2014","tenencias sector público","corte; especie; sector; estado","agregado sin subcuentas","DRAFT_NOT_SENT"
"TR120_029","REQ120_CNV","Comisión Nacional de Valores","CL120_SETTLEMENT_2008","Reportes de liquidación Caja existentes","2008","0306/40000; cuatro T+3","fecha; especie; nominal; estado","agregado/testado","DRAFT_NOT_SENT"
"TR120_030","REQ120_CNV","Comisión Nacional de Valores","CL120_STRIP_2009","Reporte de liquidación strip existente","2009-06-17/2009-06-18","ARARGE03G415","fecha; nominal; efectivo; estado","agregado/testado","DRAFT_NOT_SENT"
"TR120_031","REQ120_CAJA","Caja de Valores S.A.","CL120_CAJA_ROUTE","Constancias de recepción 0306/40000","2008-2009","cinco eventos","fecha; especie; nominal; estado","certificación agregada","DRAFT_NOT_SENT"
"TR120_032","REQ120_CAJA","Caja de Valores S.A.","CL120_CAJA_ROUTE","Transferencias rechazadas parciales o tardías","2008-2009","0306/40000","fecha; especie; estado","agregado sin depositante","DRAFT_NOT_SENT"
"TR120_033","REQ120_CAJA","Caja de Valores S.A.","CL120_CAJA_ROUTE","Identificadores de informes a organismos","2008-2014","Tesoro; BCRA; MAE; CNV; AGN","fecha; destinatario; número; área","metadatos","DRAFT_NOT_SENT"
"TR120_034","REQ120_CAJA","Caja de Valores S.A.","CL120_CAJA_ROUTE","Retención destino o ruta competente","2008-2014","registros históricos","regla; destino; área; requisitos","N/A","DRAFT_NOT_SENT"
"TR120_035","REQ120_ECON","Ministerio de Economía / Tesoro","CL120_SETTLEMENT_2008","Identificadores heredados y traza de migración","2008-2009","COMDOC; papel; GDE/GEDO/RUDO","número original; área; origen; destino; repositorio","metadatos sin contenido exceptuado","DRAFT_NOT_SENT"
"TR120_036","REQ120_ECON","Ministerio de Economía / Tesoro","CL120_STRIP_2009","Inventario y acto concreto de disposición","2009-2026","serie expedientes de recompra","serie; regla; remito; acto; fecha; alcance","N/A","DRAFT_NOT_SENT"
"TR120_037","REQ120_BCRA","BCRA / CRyL","CL120_SETTLEMENT_2008","Sistemas operativos y referencias de migración","2008-2009","CRyL; mensajería; liquidación","sistema; transacción; expediente; origen; destino","metadatos disociados","DRAFT_NOT_SENT"
"TR120_038","REQ120_BCRA","BCRA / CRyL","CL120_CUSTODY_HOLDINGS","Custodia archivística y disposición concreta","2008-2026","registros CRyL","área; serie; regla; inventario; acto; fecha","N/A","DRAFT_NOT_SENT"
"TR120_039","REQ120_BNA","Banco de la Nación Argentina","CL120_BNA_FIRST_STAGE","Reproducciones autenticadas y registro de soporte","2008-2026","blotter; órdenes; tickets","soporte; acta apertura/cierre; asiento; copia","sin cuentas ni contrapartes","DRAFT_NOT_SENT"
"TR120_040","REQ120_BNA","Banco de la Nación Argentina","CL120_BNA_FIRST_STAGE","Sistema heredado migración y disposición","2008-2026","registros anteriores a GDE","sistema; área; origen; destino; acto; fecha","N/A","DRAFT_NOT_SENT"
"TR120_041","REQ120_AGN","Auditoría General de la Nación","CL120_AGN_REPLY","Búsqueda multirrepositorio de respuesta y adjuntos","2018-2026","UUID; nid 18814; vid 18821","base; clave; adjunto; correo; backup; migración","testar identidad","DRAFT_NOT_SENT"
"TR120_042","REQ120_AGN","Auditoría General de la Nación","CL120_AGN_REPLY","Regla de serie y acto concreto de disposición","2018-2026","respuesta individual AIP","serie; regla; acto; fecha; alcance","N/A","DRAFT_NOT_SENT"
"TR120_043","REQ120_CNV","Comisión Nacional de Valores","CL120_CUSTODY_HOLDINGS","Identificador original y referencia de migración","2014-2026","nota Caja 19/11/2014; actuación AGN","sistema; número; índice; origen; destino","metadatos/testado","DRAFT_NOT_SENT"
"TR120_044","REQ120_CNV","Comisión Nacional de Valores","CL120_CUSTODY_HOLDINGS","Regla histórica y disposición concreta","2008-2026","series de supervisión y custodia","serie; regla histórica; inventario; acto; fecha","N/A","DRAFT_NOT_SENT"
"TR120_045","REQ120_CAJA","Caja de Valores S.A.","CL120_CAJA_ROUTE","Sistema soporte migración o reproducción","2008-2026","0306/40000; cinco eventos","sistema; libro; soporte; área; origen; destino","certificación agregada","DRAFT_NOT_SENT"
"TR120_046","REQ120_CAJA","Caja de Valores S.A.","CL120_CAJA_ROUTE","Regla histórica y disposición concreta","2008-2026","registros de depósito colectivo","serie; regla; inventario; acto; fecha; destino","N/A","DRAFT_NOT_SENT"
"TR120_047","REQ120_ECON","Ministerio de Economía / Tesoro","CL120_SETTLEMENT_2008","Asientos COMDOC III o sistema heredado equivalente","2008-2009","fechas; cuenta; ISIN","número; fecha; asunto; área; cruce","metadatos sin contenido exceptuado","DRAFT_NOT_SENT"
"TR120_048","REQ120_ECON","Ministerio de Economía / Tesoro","CL120_SETTLEMENT_2008","Código y asiento SIGADE","2008-2009","cuatro rondas; strip","código; fecha; especie; nominal; importe; estado","agregado por evento","DRAFT_NOT_SENT"
"TR120_049","REQ120_ECON","Ministerio de Economía / Tesoro","CL120_SETTLEMENT_2008","Archivo TSA y constancia Caja","2008-09/2008-10","TSA; VPN; 0306/40000","lote; emisor; receptor; fecha; aceptación/rechazo","sin datos nominativos","DRAFT_NOT_SENT"
"TR120_050","REQ120_ECON","Ministerio de Economía / Tesoro","CL120_STRIP_2009","Archivo TSA o sistema equivalente del strip","2009-06-17/2009-06-18","ARARGE03G415; 0306/40000","lote; fecha; nominal; aceptación; referencia","agregado por especie","DRAFT_NOT_SENT"
"TR120_051","REQ120_BCRA","BCRA / CRyL","CL120_SETTLEMENT_2008","Archivos CG1 y CG2","2008-09/2008-10","prematching; rechazadas; cuatro ISIN","cuentas; especie; modalidad; nominal; importe; fechas","disociar terceros","DRAFT_NOT_SENT"
"TR120_052","REQ120_BCRA","BCRA / CRyL","CL120_SETTLEMENT_2008","Archivo CG3 de operaciones liquidadas","2008-09/2008-10","CG3; cuatro T+3","cuentas; especie; nominal; importe; mercado; fechas","agregado por evento","DRAFT_NOT_SENT"
"TR120_053","REQ120_BCRA","BCRA / CRyL","CL120_SETTLEMENT_2008","Archivo CG4 de operaciones para liquidar","2008-09/2008-10","CG4; cuatro T+3","cuentas; especie; nominal; importe; fecha","sin contraparte","DRAFT_NOT_SENT"
"TR120_054","REQ120_BCRA","BCRA / CRyL","CL120_STRIP_2009","CG1-CG7 del strip","2009-06-17/2009-06-18","ARARGE03G415; 0306/40000","código archivo; cuenta; especie; nominal; importe; estado","agregado/testado","DRAFT_NOT_SENT"
"TR120_055","REQ120_BCRA","BCRA / CRyL","CL120_SETTLEMENT_2008","Formularios 4359 4359B o 4359C","2008-2009","DVP; FTC; FT","instrucción; operación; cuentas; fechas; nominal; importe","testar firmas y terceros","DRAFT_NOT_SENT"
"TR120_056","REQ120_BCRA","BCRA / CRyL","CL120_CUSTODY_HOLDINGS","Extractos CG7 o informes diarios/mensuales","2008-2013","cuenta; especie","fecha; fórmula; origen/destino; débitos; créditos; saldo","mayor agregación compatible","DRAFT_NOT_SENT"
"TR120_057","REQ120_BNA","Banco de la Nación Argentina","CL120_BNA_FIRST_STAGE","Constancia de derivación y búsqueda por mesa/sistema","2008-2026","primera etapa; 11-22/08/2008","área consultada; sistema; claves; resultado","sin datos de clientes","DRAFT_NOT_SENT"
"TR120_058","REQ120_AGN","Auditoría General de la Nación","CL120_AGN_REPLY","Registro de derivación interna y búsqueda técnica","2018-2026","UUID; nid; vid","área; repositorio; claves; fechas; resultado","testar identidad","DRAFT_NOT_SENT"
"TR120_059","REQ120_CNV","Comisión Nacional de Valores","CL120_CUSTODY_HOLDINGS","Registro de derivación a área supervisora/archivo","2014-2026","nota Caja 19/11/2014","área; sistema; expediente; búsqueda; resultado","metadatos/testado","DRAFT_NOT_SENT"
"TR120_060","REQ120_CAJA","Caja de Valores S.A.","CL120_CAJA_ROUTE","Acuse TSA o copia certificada 4359B","2008-2009","TSA; FTC; 0306/40000","lote o formulario; fecha; especie; nominal; aceptación/rechazo","certificación agregada","DRAFT_NOT_SENT"
