date,population,sa,tc,pc_sa_raw,pc_tc_raw,pc_sa_raw_nov2023_100,pc_tc_raw_nov2023_100,running_peak_pc,drawdown_pc_pct
2008-06,41038029.51300177,133.42956186626603,134.0834201204926,3.25136375819391e-06,3.2672967418674905e-06,102.72993854978945,104.18035978796634,3.3140074136293316e-06,-1.8902690192481364
2008-07,41071956.846140526,135.2705449851025,133.45100930890266,3.293501341848378e-06,3.2492001734619775e-06,104.06131568916702,103.60333628616578,3.3140074136293316e-06,-0.6187696411486421
2008-08,41109121.584412254,135.69670899087814,132.57920516140484,3.3008905021782705e-06,3.225055658004529e-06,104.29478325634136,102.83346917399605,3.3140074136293316e-06,-0.39580211550269695
2008-09,41146286.32268399,135.88745052008764,131.5062394155676,3.3025447170228034e-06,3.1960658219370838e-06,104.34704975186919,101.90910515373434,3.3140074136293316e-06,-0.3458862692758635
2008-10,41182252.19843082,132.51868206161774,130.28874097407365,3.217859028765482e-06,3.163710919604297e-06,101.67132467226327,100.87744331453219,3.3140074136293316e-06,-2.901272473574601
2008-11,41219416.93670256,130.34293540775275,128.9977459211868,3.1621731963824288e-06,3.129538346437034e-06,99.91187769424114,99.78782359256864,3.3140074136293316e-06,-4.5815895469172085
2008-12,41255382.81244939,125.16364109091062,127.71129410035056,3.033874189458272e-06,3.0956274162074163e-06,95.85814822023143,98.7065465641323,3.3140074136293316e-06,-8.453005355961828
2009-01,41292547.550721124,124.28562247687007,126.51485952450585,3.009880228973656e-06,3.0638666546088756e-06,95.1000361572736,97.69382937561501,3.3140074136293316e-06,-9.177021855923096
2009-02,41329712.28899285,126.25309492017813,125.48951494382725,3.0547779775810955e-06,3.0363026499279134e-06,96.51862334052629,96.81492912512276,3.3140074136293316e-06,-7.8222346450438796
2009-03,41363280.4396899,123.44938283928373,124.70383014653524,2.984516255166952e-06,3.0148438136661037e-06,94.29863721691372,96.13069703388375,3.3140074136293316e-06,-9.942378436068056
2009-04,41400445.177961625,121.7610204389685,124.20786246308982,2.941055824776121e-06,3.000157653599542e-06,92.9254634733897,95.66241711916638,3.3140074136293316e-06,-11.25379464509927
2009-05,41436411.053708464,121.10714093030056,124.02965360309867,2.9227227419219685e-06,2.9932528046971938e-06,92.34621223756935,95.44225051057207,3.3140074136293316e-06,-11.806994459280585
2009-06,41473575.79198019,122.54862483482249,124.17620579445102,2.9548603537223793e-06,2.99410415965298e-06,93.36163072990904,95.46939664164262,3.3140074136293316e-06,-10.837243707721
2009-07,41509541.66772703,124.74316928764071,124.63140592081291,3.0051685534419286e-06,3.0024760793182097e-06,94.9511662756367,95.73634197037974,3.3140074136293316e-06,-9.319196418126852
2009-08,41546980.816337004,126.78125955623318,125.3618782008654,3.051515587057545e-06,3.01735230184454e-06,96.41554500080957,96.21068217805647,3.3140074136293316e-06,-7.920677108091279
2009-09,41584419.96494697,128.17307879087852,126.32385763359277,3.082237984776998e-06,3.0377688985460364e-06,97.38624845466573,96.86168163052493,3.3140074136293316e-06,-6.993630367245052
2009-10,41620651.39908565,129.21401722044254,127.46687640464464,3.104564990621007e-06,3.062587252237117e-06,98.09169149608967,97.65303461164532,3.3140074136293316e-06,-6.319914136189386
2009-11,41658090.54769562,129.7416424240264,128.73826941693198,3.1144404536612455e-06,3.0903545439639295e-06,98.40371616841914,98.53841683156065,3.3140074136293316e-06,-6.02192255658024
2009-12,41694321.9818343,128.07380760963594,130.0874857820044,3.0717325890426067e-06,3.1200288096465966e-06,97.05432045813951,99.48460443541353,3.3140074136293316e-06,-7.310630132881868
2010-01,41731761.13044427,131.71647160425476,131.46818184920983,3.1562643903893285e-06,3.1503147312252006e-06,99.72518333405334,100.45029517483677,3.3140074136293316e-06,-4.759887458044365
2010-02,41769200.27905424,133.16629136348354,132.8405494728619,3.1881455827216704e-06,3.1803469682295235e-06,100.7325000087692,101.40789697948935,3.3140074136293316e-06,-3.797874150493341
2010-03,41803016.28425034,133.95266697786073,134.17457305011104,3.204378030212346e-06,3.209686404869844e-06,101.24537966704406,102.34340829255662,3.3140074136293316e-06,-3.308060898298504
2010-04,41840455.432860315,136.86731155889026,135.44667360302103,3.2711716481794924e-06,3.2372179557262902e-06,103.3557877233529,103.22127372699703,3.3140074136293316e-06,-1.292566977179077
2010-05,41876686.86699899,139.20469756629134,136.6390329223582,3.324157376833741e-06,3.2628902414445036e-06,105.02992234915386,104.03985501116108,3.324157376833741e-06,0.0
2010-06,41914126.01560897,140.59473651662628,137.74117752397282,3.354352097530754e-06,3.2862710169043615e-06,105.98395334427553,104.78536966500836,3.354352097530754e-06,0.0
2010-07,41950357.449747644,139.40059135418525,138.75008074265216,3.3229893576276027e-06,3.307482681377887e-06,104.9930176684736,105.46172048684721,3.354352097530754e-06,-0.9349865187449624
2010-08,41988495.82696477,139.99014904662806,139.6702141642531,3.3340120023239125e-06,3.3263924180527014e-06,105.3412886392176,106.064672506795,3.354352097530754e-06,-0.6063792534425461
2010-09,42026634.204181895,139.36471514824964,140.51486958521636,3.3161046033608383e-06,3.343471877917702e-06,104.77548729188233,106.60926469241414,3.354352097530754e-06,-1.1402349263832767
2010-10,42063542.31116621,140.2011543727623,141.29891264089952,3.3330800657638483e-06,3.3591776839819365e-06,105.31184321487636,107.11005683215618,3.354352097530754e-06,-0.6341621615263526
2010-11,42101680.68838333,142.22429590175696,142.03634549443612,3.378114449977276e-06,3.373650247972801e-06,106.73474753040055,107.57152606582021,3.378114449977276e-06,0.0
2010-12,42138588.79536765,141.95062770209205,142.73994616078647,3.3686611668802934e-06,3.3873926546035175e-06,106.43606203598321,108.00971365031316,3.378114449977276e-06,-0.27983904148203287
2011-01,42176727.17258478,145.79775066424423,143.42185880926928,3.4568294042268405e-06,3.400497583001051e-06,109.22182157513897,108.42757473343909,3.4568294042268405e-06,0.0
2011-02,42214865.5498019,143.90134391739392,144.08510316307877,3.408783660524277e-06,3.4131366116302818e-06,107.70377048482203,108.83058023125349,3.4568294042268405e-06,-1.389878934835942
2011-03,42249313.116320595,144.8183961926174,144.72275189144895,3.427710074100001e-06,3.425446266854067e-06,108.3017685706105,109.22308339561155,3.4568294042268405e-06,-0.8423710493562053
2011-04,42287451.493537724,144.9241341042757,145.3160670518996,3.427119133117367e-06,3.4363874369233743e-06,108.28309722672304,109.57195132049745,3.4568294042268405e-06,-0.8594659335269816
2011-05,42324359.60052204,147.20668283056813,145.8378186729356,3.478060488569151e-06,3.44571825892758e-06,109.89263793160919,109.86947201430502,3.478060488569151e-06,0.0
2011-06,42362497.97773916,146.82617716647448,146.25757499492636,3.465947103582734e-06,3.4525248032300277e-06,109.5099039812327,110.08650410240865,3.478060488569151e-06,-0.3482798826020539
2011-07,42399406.08472348,147.20452435835605,146.54658760330233,3.471853451536763e-06,3.4563358578766298e-06,109.69652067733197,110.20802261622069,3.478060488569151e-06,-0.17846259582856572
2011-08,42436501.80946002,146.94451858893322,146.6822711064609,3.4626916056538872e-06,3.4565118436261447e-06,109.40704341961865,110.21363406205818,3.478060488569151e-06,-0.44188084036418385
2011-09,42473597.53419656,148.23910793840312,146.6557706425408,3.4901472101357106e-06,3.4528690564641846e-06,110.27452942580818,110.09748089105875,3.4901472101357106e-06,0.0
2011-10,42509496.62265128,147.30842063741903,146.47440987825942,3.4653061631156887e-06,3.4456867645007635e-06,109.48965285595405,109.86846778941322,3.4901472101357106e-06,-0.7117478296583379
2011-11,42546592.34738782,147.2226227408559,146.1626137484821,3.4602682522445246e-06,3.4353541772530666e-06,109.33047525765865,109.53900501267432,3.4901472101357106e-06,-0.8560944880609767
2011-12,42582491.43584254,147.8235965706477,145.75751121871667,3.471464247068964e-06,3.4229446494065317e-06,109.6842233910134,109.14331733016776,3.4901472101357106e-06,-0.5353058751358608
2012-01,42619587.16057908,147.72034962344037,145.30901815706332,3.466020190830804e-06,3.4094421799436546e-06,109.5122132425339,108.712780333438,3.4901472101357106e-06,-0.691289445752874
2012-02,42656682.88531562,144.77043972585201,144.87333417866736,3.3938513248926023e-06,3.3962634780619425e-06,107.23196910056261,108.29256692399103,3.4901472101357106e-06,-2.7590780401312576
2012-03,42691385.33748851,145.35685071868917,144.5042287348506,3.404828622205596e-06,3.384856864974053e-06,107.57880727748596,107.92885797762236,3.4901472101357106e-06,-2.444555567236295
2012-04,42728481.06222505,141.92249611031556,144.2442246022837,3.3214964019815094e-06,3.375833191735094e-06,104.94584631110264,107.64113096691119,3.4901472101357106e-06,-4.832197555003514
2012-05,42764380.15067977,140.26898568942326,144.1263170230722,3.280042530610457e-06,3.3702421621743353e-06,103.63607171333058,107.46285653479089,3.4901472101357106e-06,-6.019937466107161
2012-06,42801475.87541631,140.77015680137492,144.16693608297186,3.2889089434934288e-06,3.3682702087797954e-06,103.91621448367712,107.39997922967936,3.4901472101357106e-06,-5.765896236636303
2012-07,42837374.963871025,144.80384994208052,144.36477390123167,3.3803156721019406e-06,3.3700658367369312e-06,106.80429724258866,107.45723425773438,3.4901472101357106e-06,-3.146902735644186
2012-08,42873681.177471325,145.02160191120578,144.7035464785658,3.38253207861726e-06,3.3751136479179365e-06,106.87432672007986,107.61818773901454,3.4901472101357106e-06,-3.0833980642972936
2012-09,42909987.391071625,146.22331100475628,145.1541505170672,3.4076754596106286e-06,3.3827591044053704e-06,107.6687558201377,107.86196921052817,3.4901472101357106e-06,-2.362987735462174
2012-10,42945122.43649127,147.10778660952417,145.67732272292085,3.4254829946537523e-06,3.3921738828048166e-06,108.23140187168856,108.16216692088906,3.4901472101357106e-06,-1.8527646998432457
2012-11,42981428.65009157,146.95167056051343,146.23301462509656,3.4189573305446733e-06,3.4022371805173817e-06,108.0252172910698,108.48304318624757,3.4901472101357106e-06,-2.0397385928105027
2012-12,43016563.695511214,149.2530751098041,146.78448288401242,3.4696652239885605e-06,3.412278208064523e-06,109.62738154117923,108.8032093496381,3.4901472101357106e-06,-0.5868516401734691
2013-01,43052869.909111515,145.83140704285728,147.3021553597139,3.3872633195120443e-06,3.421424766123188e-06,107.02381478802074,109.09485464073234,3.4901472101357106e-06,-2.9478381406056964
2013-02,43089176.122711815,148.71460318690657,147.7605637325897,3.451321574666191e-06,3.429180528116591e-06,109.04779644771905,109.34215329118817,3.4901472101357106e-06,-1.112435468531714
2013-03,43121968.83177015,148.72416763279338,148.13874050639018,3.448918768366177e-06,3.4353426923598355e-06,108.97187749127335,109.53863880770322,3.4901472101357106e-06,-1.1812808826459298
2013-04,43158275.04537045,148.5158173026556,148.42256691313085,3.441189833155455e-06,3.439029172437975e-06,108.72767441271844,109.65618516214674,3.4901472101357106e-06,-1.4027310033822848
2013-05,43193410.09079009,148.40461061124805,148.60458826128718,3.4358160260861552e-06,3.440445844607517e-06,108.55788385372105,109.70135688298657,3.4901472101357106e-06,-1.5567017887317958
2013-06,43229716.30439039,149.16976623304328,148.67957953981866,3.4506302373743233e-06,3.439291123099941e-06,109.02595298670003,109.6645376677091,3.4901472101357106e-06,-1.13224372446602
2013-07,43264851.34981004,148.1571809182873,148.64353827158004,3.424423667156268e-06,3.4356650637661947e-06,108.19793140919526,109.54891787683995,3.4901472101357106e-06,-1.8831166430050672
2013-08,43302959.52463145,150.1393239585333,148.49767508169478,3.467183897052846e-06,3.4292731192478155e-06,109.54898165036866,109.34510563317798,3.4901472101357106e-06,-0.6579468343391626
2013-09,43341067.699452855,150.20867647660958,148.24818079947482,3.4657354894490948e-06,3.4205013551465033e-06,109.50321783087801,109.06541094602582,3.4901472101357106e-06,-0.6994467343876432
2013-10,43377946.578312285,148.89274574913006,147.90417371392104,3.4324526053884744e-06,3.4096628674412366e-06,108.45161336930691,108.71981713012812,3.4901472101357106e-06,-1.6530708097264646
2013-11,43416054.75313369,148.05577237352784,147.47713700133818,3.410161821827937e-06,3.39683413981077e-06,107.74731480547206,108.31076292851924,3.4901472101357106e-06,-2.29174826997236
2013-12,43452933.63199312,147.21323907051627,146.9845397326708,3.3878780272300756e-06,3.3826148765350654e-06,107.04323706457785,107.85737038997192,3.4901472101357106e-06,-2.9302254818546314
2014-01,43491041.80681453,145.49024577343866,146.45008927645372,3.3452922654670016e-06,3.367362178330406e-06,105.6976993104612,107.37102595533987,3.4901472101357106e-06,-4.1503964144560035
2014-02,43529149.981635936,146.65085547526382,145.89980519806326,3.369026400403703e-06,3.351772438920021e-06,106.44760193745428,106.87393469333033,3.4901472101357106e-06,-3.4703639256321805
2014-03,43563570.2685714,145.4966392969553,145.36351172943864,3.3398694918704292e-06,3.3368135539228296e-06,105.5263616073385,106.39695872691001,3.4901472101357106e-06,-4.30577019298386
2014-04,43601678.44339281,144.96837261957455,144.8742503122984,3.3248346805681824e-06,3.322675995154309e-06,105.05132240654314,105.9461714016712,3.4901472101357106e-06,-4.736548907949933
2014-05,43638557.32225224,145.3118039943377,144.46435505047734,3.3298947745057583e-06,3.3104750458102763e-06,105.21120089997633,105.55713441089895,3.4901472101357106e-06,-4.591566658408119
2014-06,43676665.49707364,144.61057488365566,144.16113373425677,3.310934414014381e-06,3.3006442248645476e-06,104.61213022901485,105.24367085247368,3.4901472101357106e-06,-5.134820548568242
2014-07,43713544.37593307,144.0186377461199,143.98903867052812,3.294599872926589e-06,3.2939227584071794e-06,104.09602482617922,105.029351539245,3.4901472101357106e-06,-5.60283923386481
2014-08,43752629.81398737,143.62297988405217,143.9659579506929,3.282613650760189e-06,3.290452678222056e-06,103.71730870636789,104.91870526780392,3.4901472101357106e-06,-5.946269509000213
2014-09,43791715.25204165,143.527686653086,144.10027779726656,3.2775077620736596e-06,3.2905830924388905e-06,103.55598328417008,104.92286362901339,3.4901472101357106e-06,-6.092563873653423
2014-10,43829539.86951355,143.84908137106828,144.39085570296888,3.282012126965658e-06,3.2943730674070484e-06,103.69830298844637,105.04371000048329,3.4901472101357106e-06,-5.9635044208338535
2014-11,43868625.307567835,144.81236473825567,144.82197606929125,3.3010463337512857e-06,3.301265427259874e-06,104.299706903497,105.26347838578307,3.4901472101357106e-06,-5.418134680258135
2014-12,43906449.92503973,144.89257679679147,145.367421324985,3.3000294272063117e-06,3.3108443423043036e-06,104.26757677145231,105.56890972384289,3.4901472101357106e-06,-5.447271174616342
2015-01,43945535.36309402,144.22067730244422,145.99228010040554,3.281804991356698e-06,3.3221185928027535e-06,103.69175834134981,105.92839818358924,3.4901472101357106e-06,-5.969439288233103
2015-02,43984620.80114831,148.08709344244303,146.65298339662098,3.3667925457840235e-06,3.334187739383496e-06,106.37702117046675,106.31323253824195,3.4901472101357106e-06,-3.534368521575648
2015-03,44019923.77745541,147.61645939564093,147.3027179653548,3.353401067705664e-06,3.3462738079704524e-06,105.95390465001783,106.69860646454514,3.4901472101357106e-06,-3.9180623107507584
2015-04,44059009.2155097,149.55848567884146,147.8972063512932,3.3945040603907572e-06,3.356798279958376e-06,107.25259290109732,107.03418763910769,3.4901472101357106e-06,-2.7403758061321004
2015-05,44096833.832981594,149.8710034239255,148.39251755933097,3.3986794605609897e-06,3.36515129683399e-06,107.3845186512776,107.30053023733737,3.4901472101357106e-06,-2.6207418789984005
2015-06,44135919.27103588,150.67685018751834,148.75194320363033,3.413927990538078e-06,3.3703148288393878e-06,107.8663104974139,107.46517356930225,3.4901472101357106e-06,-2.1838396780595737
2015-07,44173743.888507776,150.52108488494423,148.95099849194955,3.4074785525277546e-06,3.3719351220918493e-06,107.66253435307709,107.51683791060323,3.4901472101357106e-06,-2.3686295342465358
2015-08,44210171.81257584,150.3255201279086,148.98096048098034,3.400247363099992e-06,3.3698344605528508e-06,107.4340580272019,107.4498566437592,3.4901472101357106e-06,-2.5758181997206697
2015-09,44246599.736643896,149.03145093375412,148.84304759375658,3.3682012136704396e-06,3.3639431838756323e-06,106.42152937569105,107.26200859311284,3.4901472101357106e-06,-3.4940072473484407
2015-10,44281852.566387184,149.28462544833593,148.5518712917724,3.3712371275463012e-06,3.3546896230021993e-06,106.51745196974831,106.96695143201669,3.4901472101357106e-06,-3.407021980164149
2015-11,44318280.49045524,148.57533910280844,148.13415147723566,3.3524617259193277e-06,3.3425067452501703e-06,105.92422525049065,106.5784906683538,3.4901472101357106e-06,-3.944976412929846
2015-12,44353533.32019853,146.9303532943375,147.62358567346106,3.3127090965586195e-06,3.328338795642996e-06,104.66820301639692,106.126734307011,3.4901472101357106e-06,-5.083972190679931
2016-01,44389961.244266585,147.90228794480254,147.05884131449477,3.3318859444578955e-06,3.3128851026759776e-06,105.27411381346063,105.63398099424133,3.4901472101357106e-06,-4.534515484567803
2016-02,44426389.16833465,146.86931898530125,146.48052100056762,3.305902679346802e-06,3.2971511694444227e-06,104.45314777376156,105.13229199735936,3.4901472101357106e-06,-5.278990245851101
2016-03,44460466.903753154,145.9774983388357,145.93166785307798,3.2833100618318723e-06,3.2822792475163836e-06,103.73931247829869,104.65808891768557,3.4901472101357106e-06,-5.926315878687416
2016-04,44496894.82782122,144.70807119513321,145.44994793136155,3.252093696764117e-06,3.2687662474915104e-06,102.75300165500907,104.22721614559649,3.4901472101357106e-06,-6.8207298729481725
2016-05,44532147.6575645,144.6247889392503,145.0638187966789,3.2476490927713758e-06,3.2575078101367402e-06,102.6125701533348,103.86823190053529,3.4901472101357106e-06,-6.948077051308832
2016-06,44568575.58163256,144.40593395794969,144.795120666016,3.2400841192120515e-06,3.2488164312275763e-06,102.37354759951513,103.59110035928059,3.4901472101357106e-06,-7.164829328615497
2016-07,44603828.41137584,144.56971196835462,144.65413849762604,3.2411951421524904e-06,3.2430879511843245e-06,102.40865142882708,103.4084432090142,3.4901472101357106e-06,-7.132996203146968
2016-08,44637360.06032035,145.62439225744868,144.6438070847106,3.2623880995798203e-06,3.2404202867115645e-06,103.0782631290594,103.32338260187544,3.4901472101357106e-06,-6.525773752306396
2016-09,44670891.70926486,145.01346587648703,144.76293538516143,3.2462630658973585e-06,3.2406547047982305e-06,102.56877731248846,103.33085720933816,3.4901472101357106e-06,-6.987789613288797
2016-10,44703341.69211438,145.13693619452528,145.0032415400751,3.246668609119377e-06,3.2436779008324897e-06,102.58159083732777,103.42725422358016,3.4901472101357106e-06,-6.976169953784439
2016-11,44736873.34105889,145.78761585131699,145.34973845890553,3.258779726063581e-06,3.248991885302488e-06,102.96425312674766,103.59669485224975,3.4901472101357106e-06,-6.629161182663501
2016-12,44769323.32390841,146.9513325721173,145.7898359883429,3.282411295540848e-06,3.256467267408662e-06,103.71091510024006,103.8350533666125,3.4901472101357106e-06,-5.952067408262273
2017-01,44802854.97285292,147.10315056347034,146.30916445024215,3.283343230082179e-06,3.2656214551258896e-06,103.74036046079749,104.12694193544883,3.4901472101357106e-06,-5.9253655391083075
