id,local_path,url,retrieved_at,bytes,sha256,tipo
capital_humano_autoridades_2026,sources/active_roster/capital_humano_autoridades_2026-09-01.html,https://www.argentina.gob.ar/capital-humano/transparencia-ministerio-de-capital-humano/organigrama-autoridades-y-personal,2026-09-01,42854,1b4986b2bb53c4867eb6ab9c4f0d25eec343fe63e90e168a84d015be4eee1c3f,primaria
desregulacion_autoridad_2026,sources/active_roster/desregulacion_autoridad_2026-09-01.html,https://www.argentina.gob.ar/desregulacion,2026-09-01,55039,bdd4d6d334235ef1244a25246e85a8dea81e24b6b17b016186d9bc023465eff8,primaria
salud_ddjj_obligados_2026,sources/active_roster/salud_ddjj_obligados_2026-09-01.html,https://www.argentina.gob.ar/salud/transparencia/declaraciones-juradas,2026-09-01,39029,4a360d71652f9a3e41940830f0505337357a963c877728effd6e42bd490070ff,primaria
ba_diputados_vigentes_2026,sources/subnational_roster/buenos_aires_diputados_vigentes_2026-09-01.html,https://www.hcdiputados-ba.gov.ar/index.php?page=diputados&search=seccionBloques,2026-09-01,1121851,081e3a7f72d10723a98a68bad81d5a0cd40c4f7f3deefc94532baf5e6f24955b,primaria
ba_senadores_vigentes_2026,sources/subnational_roster/buenos_aires_senadores_vigentes_2026-09-01.html,https://senado-ba.gov.ar/Senadores.aspx,2026-09-01,215591,cda07a73c2edb3f602572a4929409aa72b871b10f5a20922f18d2b2f3e327c3a,primaria
caba_legisladores_home_2026,sources/subnational_roster/caba_legisladores_vigentes_2026-09-01.html,https://www.legislatura.gob.ar/legisladores,2026-09-01,156507,414da64eca63e785b1ba95ab03cf16006787b3d239edce1ccc8c7f0d85175889,primaria
caba_composicion_actual_2026,sources/subnational_roster/caba_composicion_actual_2026-09-01.html,https://www.legislatura.gob.ar/seccion/composicion-actual.html,2026-09-01,93703,77cc6aabc0ed9cd766da969470a60760e5bc7ee890256cda134591f0938cfb54,primaria
caba_legisladores_xml_2026,sources/subnational_roster/caba_legisladores_vigentes_2026-09-01.xml,https://parlamentaria.legislatura.gob.ar/webservices/Json.asmx/GetDiputadosActivosNuevo,2026-09-01,105455,07257b2e0e5a9fe9be53b035a549e1232c029528c67eddc7b371a832ce472f8d,primaria
caba_ddjj_listado_2026,sources/subnational_roster/caba_ddjj_listado_2026-09-01.html,https://www.legislatura.gob.ar/seccion/listado-diputados-djpi.html,2026-09-01,95006,0e076198f061ed840c6b131719a50664433d44f8e132db22a1b53e157ded9889,primaria
cordoba_composicion_portal_2026,sources/subnational_roster/cordoba_composicion_portal_2026-09-01.html,https://legislaturacba.gob.ar/composicion-de-la-camara/,2026-09-01,258079,8a1cf813216e716caa614020564001a66d4dd49bc50e6b54e41726312ac7b4a4,primaria
cordoba_legisladores_json_2026,sources/subnational_roster/cordoba_legisladores_vigentes_2026-09-01.json,https://legislaturacba.gob.ar/wp-content/uploads/2026/01/COMPOSICI%C3%93N-DE-LA-C%C3%81MARA-2026-.json,2026-09-01,46697,e62294ea8ed6a79f92ce21419559d849948ab8241e05b2e737a8e947cbaf2d88,primaria
cordoba_ddjj_2026,sources/subnational_roster/cordoba_ddjj_2026-09-01.html,https://legislaturacba.gob.ar/declaraciones-juradas/,2026-09-01,372281,f59308a5c477b9741fbbf6129b859aee74bec8f62bb73b292ac410145af3f6a4,primaria
santa_fe_diputados_p1_2026,sources/subnational_roster/santa_fe_diputados_vigentes_2026-09-01.html,https://diputadossantafe.gov.ar/web/camara/diputados,2026-09-01,48789,df1f9fc1c65d8cf2f8de1fb3ab80dc32c26002baa91dc6d9b4e17d1cede43aed,primaria
santa_fe_diputados_p2_2026,sources/subnational_roster/santa_fe_diputados_vigentes_p2_2026-09-01.html,https://diputadossantafe.gov.ar/web/camara/diputados?page=2,2026-09-01,49070,61de6d799130a65573db9752fc81f7067eac2bb4395a049b96f36f3a8950765a,primaria
santa_fe_diputados_p3_2026,sources/subnational_roster/santa_fe_diputados_vigentes_p3_2026-09-01.html,https://diputadossantafe.gov.ar/web/camara/diputados?page=3,2026-09-01,49534,e54cebc1e644aeba69ce8300fea4e40cb501b44beb605874da18f0ab7cc94c4b,primaria
santa_fe_diputados_p4_2026,sources/subnational_roster/santa_fe_diputados_vigentes_p4_2026-09-01.html,https://diputadossantafe.gov.ar/web/camara/diputados?page=4,2026-09-01,48320,64e3330859fc53ad4784e59afe3ee1706748a5a18a21a66b0b6361c455c347d7,primaria
santa_fe_diputados_p5_2026,sources/subnational_roster/santa_fe_diputados_vigentes_p5_2026-09-01.html,https://diputadossantafe.gov.ar/web/camara/diputados?page=5,2026-09-01,34106,083178f5c9706863236f75bfa739804f3830613070cbc9d739a146eda2794ed0,primaria
santa_fe_senadores_2026,sources/subnational_roster/santa_fe_senadores_vigentes_2026-09-01.html,https://www.senadosantafe.gob.ar/,2026-09-01,160117,7541fa0f1155e9390f3a8fa476a0a171b75406e45b9c28ab4eaa17c139dce960,primaria
rio_negro_legisladores_snapshot_2026,sources/subnational_roster/rio_negro_legisladores_vigentes_2026-09-01.csv,https://web.legisrn.gov.ar/institucional/legisladores,2026-09-01,5537,d5e1f34ecf30874e579a9a52ed84e7c0bd8cb8dc06e8e98ea18ce6e4544dc68b,primaria estructurada
rio_negro_acta_proclamacion_2023,sources/subnational_roster/rio_negro_acta_proclamacion_2023.pdf,https://www.electoral.gob.ar/nuevo/paginas/pdf/BEP%204-2023.pdf,2026-09-01,1624366,f3f38abb1777078a6c84d28fb80b0efeae5bf978e1af63002cb6e941de83f1f4,primaria
misiones_diputados_2026,sources/subnational_roster/misiones_diputados_vigentes_2026-09-01.html,https://www.diputadosmisiones.gov.ar/nuevo/diputados,2026-09-01,45621,c7babd8de2f52f7153f5acfcd090b00ad04cd9702373cfb2c8053bd4a1f9c028,primaria
misiones_bloques_2026,sources/subnational_roster/misiones_bloques_2026-09-01.html,https://www.diputadosmisiones.gov.ar/nuevo/bloques,2026-09-01,32100,2947cc372453b17aab92b5631af238b931832f8a7fbb17ec4f2438e9d46ee932,primaria
hcdn_opciones_viajes_2025,sources/identity_crosswalk/hcdn_opciones_viajes_nacionales_2025.pdf,https://www3.hcdn.gob.ar/archivos/transparencia/Opciones2025.pdf,2026-09-01,183427,919d11ca21d669c81c0952ce89542be5be93d7eba52d28b9b1b81fe8121af9ed,primaria
senado_ba_roxana_alejandra_lopez_2026,sources/identity_crosswalk/senado_ba_roxana_alejandra_lopez_2026.html,https://www.senado-ba.gov.ar/Prensa_Noticia_Individual.aspx?IdNoticia=18479,2026-09-01,72270,9d86eb06117e8ecf0ad6345baa2785990ad15972be419afdfee7fba3febba0a7,primaria
santa_fe_marcelo_omar_gonzalez_2026,sources/identity_crosswalk/santa_fe_marcelo_omar_gonzalez_2026.html,https://www.santafe.gov.ar/noticias/noticia/imprimir/286178/,2026-09-01,9764,8ea9e52e0af05e21fc34d4d1b39322b4502983bfbe0023dfa7cbd6fc02bd579b,primaria
santa_fe_sergio_javier_rojas_2024,sources/identity_crosswalk/santa_fe_sergio_javier_rojas_2024.pdf,https://expedientes.diputadossantafe.gov.ar/datos/datos/tramitefinal/01-PROYECTOS/02-Con%20Tramite%20Parlamentario/Ley/dl5423624.pdf,2026-09-01,1059336,7a721524617d8b1c63c0b7b0d33aee42cee56d8d58ecf3559cf14ce04b13eb98,primaria
caba_legislatura_laura_alonso_2026,sources/identity_crosswalk/caba_legislatura_laura_alonso_2026.html,https://www.legislatura.gob.ar/legislador/alonsolaura,2026-09-01,111569,a225fed8b488695c333da4c7eb33057a1791609f66fd215a0d3a56ec1320a208,primaria
jusbaires_laura_alonso_cv,sources/identity_crosswalk/jusbaires_laura_alonso_cv.html,https://consejo.jusbaires.gob.ar/2congreso-internacional-de-contrataciones-publicas/expositores/laura-alonso/,2026-09-01,67529,bae5d4cc3b817b9517fbea083eb4989393b1bd9d1f0275533447573ecbf36637,primaria
decreto_252_2015_laura_alonso_oa,sources/identity_crosswalk/decreto_252_2015_laura_alonso_oa.html,https://www.argentina.gob.ar/normativa/nacional/norma-257350/texto,2026-09-01,35412,821335e9704d03fa5487c8ea1a256d7cabd3c130e0804dc0d012f9d6fb9a7149,primaria
san_luis_registro_candidatos_jorge_fernandez,sources/identity_crosswalk/san_luis_registro_candidatos_jorge_fernandez.html,https://electoral.justiciasanluis.gov.ar/?p=5338,2026-09-01,48550,f3b37871597ca8617cef6ecc39f43101cebb46c9b1f681216fa3048148e7e54d,primaria
santa_fe_educacion_marcelo_omar_gonzalez_2014,sources/identity_crosswalk/santa_fe_educacion_marcelo_omar_gonzalez_2014.pdf,https://archivoseducacion.santafe.gob.ar/licencias/rosario/nominas/16449-23-09-14-RAM-%20INDEFINIDO.pdf,2026-09-01,601839,18130f3ed6ee1da2179184c22ff75759524f7b64af4ece7fa781bc5320c6b21e,primaria
misiones_candidatos_oficializados_2025,sources/identity_crosswalk/misiones_candidatos_oficializados_2025.pdf,https://www.electoralmisiones.gov.ar/wp-content/uploads/2025/05/8-Lista-de-Candidatos-a-Cargos-Provinciales-Habilitadas.pdf,2026-09-01,426469,05184341b5ce515a72e9a8784cbb2d7b52b3442fdde738d40e413755e683c46f,primaria
hcdn_alvaro_garcia_profile_2026,sources/identity_crosswalk/hcdn_alvaro_garcia_profile_2026.html,https://www.hcdn.gob.ar/diputados/algarcia/,2026-09-01,25872,35e54348e823c3476ded0d45011d4bac1db1d7972c7b16eb14a427244384af88,primaria
boletin_oficial_alvaro_garcia_2023,sources/identity_crosswalk/boletin_oficial_alvaro_garcia_2023.pdf,https://otslist.boletinoficial.gob.ar/ots/download/f411488ef77dcbba85e5b190c542b6b24641bcf563eaa57b33157cc10c0fe90a/0/,2026-09-01,1742719,f411488ef77dcbba85e5b190c542b6b24641bcf563eaa57b33157cc10c0fe90a,primaria
ba_maria_laura_fernandez_profile_2026,sources/identity_crosswalk/buenos_aires_maria_laura_fernandez_profile_2026.html,https://www.hcdiputados-ba.gov.ar/index.php?page=diputados&search=seccionBloques,2026-09-01,27696,76d519cccb3c2d4e51c6ecfccd11881a181936a69822a354d2ed7d986fc29ea2,primaria
ba_diputados_ddjj_2018,sources/identity_crosswalk/buenos_aires_diputados_ddjj_2018.pdf,https://intranet.hcdiputados-ba.gov.ar/transparencia/web/Declaraciones%20Juradas%202018.pdf,2026-09-01,22990,28ed0f84e1619dce3f2814bf06641b312b7ad6f3c11a8f4e5c278c563dfe14aa,primaria
decreto_586_2024_sturzenegger,sources/identity_crosswalk/decreto_586_2024_sturzenegger.html,https://www.argentina.gob.ar/normativa/nacional/norma-401217/texto,2026-09-01,32829,99044c562fc0c405230fd53cb5ba62d43500d30cf81f4023fef379fcf80bda9f,primaria
decreto_6_2023_patricia_bullrich,sources/identity_crosswalk/decreto_6_2023_patricia_bullrich.html,https://www.argentina.gob.ar/normativa/nacional/decreto-6-2023-394974/texto,2026-09-01,32626,79363ea46df6d9c97659da2de031c6aed807bbf2e8c2ffa358db168696bec2d3,primaria
decreto_225_2021_martin_soria,sources/identity_crosswalk/decreto_225_2021_martin_soria.html,https://www.argentina.gob.ar/normativa/nacional/decreto-225-2021-348277/texto,2026-09-01,33343,2bc4c37695069c9af4bd668f322e9a2f8da95e1a6551d00f1f5ce6e90ca042b5,primaria
decreto_380_2024_adriana_serquis,sources/identity_crosswalk/decreto_380_2024_adriana_serquis.html,https://www.argentina.gob.ar/normativa/nacional/decreto-380-2024-398809/texto,2026-09-01,37202,75ea36ff02db0f25acc403cf37823374ed5e7f0c5d7cd05007f69c9230103cf1,primaria
decreto_145_2024_sebastian_pareja,sources/identity_crosswalk/decreto_145_2024_sebastian_pareja.html,https://www.argentina.gob.ar/normativa/nacional/decreto-145-2024-396662/texto,2026-09-01,33298,a79fd2623fceba79c67c87196b56c551d7a16cfc129d85d9d9a7df67bb9707d7,primaria
oa_f1245_manual_2025,sources/oa/instructivo_f1245_2025_2026-09-02.pdf,https://www.argentina.gob.ar/sites/default/files/instructivo_-arca-_presentacion_ddjj_anuales_f.1245.pdf,2026-09-02,2113726,006fa2e6fc62e67857701c4966f9b628ed492b29348984bb29c3272588ed6378,primaria
arca_valuaciones_2025,sources/arca/valuaciones_bienes_personales_2025_2026-09-02.html,https://www.arca.gob.ar/gananciasYBienes/bienes-personales/valuaciones/periodo-fiscal-2025.asp,2026-09-02,33902,2acd4a6b291ec067c78581b9d1685f95d9b54abcda15dd42405ad9f33ee972bd,primaria
cronista_karina_revaluacion_2025,sources/descubrimiento/cronista_karina_revaluacion_2025_2026-09-02.html,https://www.cronista.com/economia-politica/cuanto-crecieron-los-patrimonios-de-javier-y-karina-milei-en-el-ultimo-ano-bienes-dolares-y-deudas/,2026-09-02,420358,8add8e097dc145595eb99bd556c6b39903c57eee33853a4c62b99c525065e9e5,secundaria
lanacion_milei_karina_2025,sources/descubrimiento/lanacion_milei_karina_2025_2026-09-02.html,https://www.lanacion.com.ar/politica/javier-milei-declaro-bienes-y-depositos-por-295-millones-y-registro-una-suba-con-respecto-a-2024-nid31082026/,2026-09-02,353969,fdaa0c134df58dd0401a362380942cafc106f46bf67523211cd7da8f95b798d0,secundaria
oa_javier_milei_ddjj_2024_mirror,sources/oa/javier_milei_ddjj_anual_2024_copia_espejo_2026-09-02.pdf,https://ikona.telesurtv.net/content/uploads/2025/07/declaracion-jurada-14-dac2f10c7a.pdf,2026-09-02,194219,69310569a968c601d20504747e8a353a936f0a45775766e3b3efe1f2a254e9b2,primaria_copia_espejo
oa_javier_milei_ddjj_2023_mirror,sources/oa/javier_milei_ddjj_anual_2023_copia_espejo_2026-09-02.pdf,https://portada.com.ar/tools/redirect.php?i=40417&s=784dc69555d5fdc5e3363e3e2adaae1f&t=3,2026-09-02,189691,96c4e4c7cd7f7ef467da34436746a6376f29a52e221635ef1d921d01a0d17392,primaria_copia_espejo
hcdn_ddjj_2024,sources/active_roster/hcdn_ddjj_ejercicio_2024_2026-09-03.html,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/listado/4407dd25-ea1a-11ef-b33c-00505689ffd4,2026-09-03,65876,9578ab18725376ac075d1af5775c3dac8174e04349b3694168a002c7216a0cea,primaria
decreto_127_1996_nuda_propiedad,sources/legal/decreto_127_1996_bienes_personales_usufructo_2026-09-03.html,https://www.argentina.gob.ar/normativa/nacional/decreto-127-1996-33500/actualizacion,2026-09-03,79152,5f6ebd037b466e560bb66b56fb5647c630e431a1c368792eb76a5bca7ef8fcc1,primaria
