trace_id,request_id,institution,gap_id,requested_record,period_or_date,identifiers,minimum_usable_fields,confidentiality_fallback,status
TR125_011,REQ125_BCRA,BCRA / CRyL,CL125_SETTLEMENT_2008,Operaciones fallidas reversadas o tardías,2008,R1-R4,fecha; especie; estado; motivo general,sin contraparte,DRAFT_NOT_SENT
TR125_012,REQ125_BCRA,BCRA / CRyL,CL125_STRIP_2009,Registro CRyL y pago strip,2009-06-17/2009-06-18,ARARGE03G415,fecha; nominal; efectivo; estado,agregado sin cuentas,DRAFT_NOT_SENT
TR125_013,REQ125_BCRA,BCRA / CRyL,CL125_CUSTODY_HOLDINGS,Agregados existentes de tenencias públicas,2008-2013,CRyL; especies de deuda pública,corte; especie; sector institucional; monto,mayor agregación compatible con secreto,DRAFT_NOT_SENT
TR125_014,REQ125_BCRA,BCRA / CRyL,CL125_CUSTODY_HOLDINGS,Comunicaciones con DMO AGN CNV Caja,2009-2014,pedido de tenencias/conciliaciones,fecha; remitente; destinatario; asunto; expediente,copia testada,DRAFT_NOT_SENT
TR125_015,REQ125_BCRA,BCRA / CRyL,CL125_CUSTODY_HOLDINGS,Tabla de conservación o expurgo,2008-2014,registros CRyL y pagos,regla; acto; fecha; destino,N/A,DRAFT_NOT_SENT
TR125_016,REQ125_BNA,Banco de la Nación Argentina,CL125_BNA_FIRST_STAGE,Mandato convenio o instrucción,2008-08-11,primera etapa,acto; fecha; alcance; anexos,copia testada,DRAFT_NOT_SENT
TR125_017,REQ125_BNA,Banco de la Nación Argentina,CL125_BNA_FIRST_STAGE,Blotter libro de órdenes tickets,2008-08-11/2008-08-22,BODEN; BONAR V; PRE8; GDP ARS,fecha; especie; nominal; precio; efectivo; estado,sin cuenta ni contraparte,DRAFT_NOT_SENT
TR125_018,REQ125_BNA,Banco de la Nación Argentina,CL125_BNA_FIRST_STAGE,Confirmaciones y liquidaciones,2008-08-11/2008-08-22,órdenes ejecutadas,fecha; mercado; estado; importe,agregado por especie y fecha,DRAFT_NOT_SENT
TR125_019,REQ125_BNA,Banco de la Nación Argentina,CL125_BNA_FIRST_STAGE,Órdenes canceladas parciales o fallidas,2008-08-11/2008-08-22,primera etapa,fecha; especie; estado; motivo general,sin contraparte,DRAFT_NOT_SENT
TR125_020,REQ125_BNA,Banco de la Nación Argentina,CL125_BNA_FIRST_STAGE,Rendición final al Tesoro,2008,aprox USD 380m,composición por especie; importes; conciliación,versión testada,DRAFT_NOT_SENT
TR125_021,REQ125_BNA,Banco de la Nación Argentina,CL125_BNA_FIRST_STAGE,Tabla de conservación o expurgo,2008,registros de mesa,regla; acto; fecha; destino,N/A,DRAFT_NOT_SENT
TR125_022,REQ125_AGN,Auditoría General de la Nación,CL125_AGN_REPLY,Respuesta individual y adjuntos,2018-09-11,UUID 2074c3d9-a535-497e-a97d-d74340ff49fb,contenido; adjuntos; fecha; identificadores,testar datos del solicitante,DRAFT_NOT_SENT
TR125_023,REQ125_AGN,Auditoría General de la Nación,CL125_AGN_REPLY,Expediente e índice,2018-08-14/2018-09-11,nid 18814; vid 18821,número; índice; metadatos de envío,testar identidad,DRAFT_NOT_SENT
TR125_024,REQ125_AGN,Auditoría General de la Nación,CL125_AGN_REPLY,Índice de informes identificados,2006-2011,BODEN 2006/2012/2013,número; título; actuación; fecha; URL,N/A,DRAFT_NOT_SENT
TR125_025,REQ125_AGN,Auditoría General de la Nación,CL125_AGN_REPLY,Metadatos de migración o baja,2018-2026,nodo y adjuntos,ubicación; transferencia; retención; acto,N/A,DRAFT_NOT_SENT
TR125_026,REQ125_CNV,Comisión Nacional de Valores,CL125_CUSTODY_HOLDINGS,Nota Caja y actuación AGN/CNV,2014-11-19,nota sin número citada por AGN,copia; ingreso; expediente; anexos,copia testada,DRAFT_NOT_SENT
TR125_027,REQ125_CNV,Comisión Nacional de Valores,CL125_CUSTODY_HOLDINGS,Pedido y respuesta a AGN,2014,Resolución AGN 41/2016,fecha; expediente; contenido; derivaciones,copia testada,DRAFT_NOT_SENT
TR125_028,REQ125_CNV,Comisión Nacional de Valores,CL125_CUSTODY_HOLDINGS,Requerimientos CNV a Caja y respuestas,2009-2014,tenencias sector público,corte; especie; sector; estado,agregado sin subcuentas,DRAFT_NOT_SENT
TR125_029,REQ125_CNV,Comisión Nacional de Valores,CL125_SETTLEMENT_2008,Reportes de liquidación Caja existentes,2008,0306/40000; cuatro T+3,fecha; especie; nominal; estado,agregado/testado,DRAFT_NOT_SENT
TR125_030,REQ125_CNV,Comisión Nacional de Valores,CL125_STRIP_2009,Reporte de liquidación strip existente,2009-06-17/2009-06-18,ARARGE03G415,fecha; nominal; efectivo; estado,agregado/testado,DRAFT_NOT_SENT
TR125_031,REQ125_CAJA,Caja de Valores S.A.,CL125_CAJA_ROUTE,Constancias de recepción 0306/40000,2008-2009,cinco eventos,fecha; especie; nominal; estado,certificación agregada,DRAFT_NOT_SENT
TR125_032,REQ125_CAJA,Caja de Valores S.A.,CL125_CAJA_ROUTE,Transferencias rechazadas parciales o tardías,2008-2009,0306/40000,fecha; especie; estado,agregado sin depositante,DRAFT_NOT_SENT
TR125_033,REQ125_CAJA,Caja de Valores S.A.,CL125_CAJA_ROUTE,Identificadores de informes a organismos,2008-2014,Tesoro; BCRA; MAE; CNV; AGN,fecha; destinatario; número; área,metadatos,DRAFT_NOT_SENT
TR125_034,REQ125_CAJA,Caja de Valores S.A.,CL125_CAJA_ROUTE,Retención destino o ruta competente,2008-2014,registros históricos,regla; destino; área; requisitos,N/A,DRAFT_NOT_SENT
TR125_035,REQ125_ECON,Ministerio de Economía / Tesoro,CL125_SETTLEMENT_2008,Identificadores heredados y traza de migración,2008-2009,COMDOC; papel; GDE/GEDO/RUDO,número original; área; origen; destino; repositorio,metadatos sin contenido exceptuado,DRAFT_NOT_SENT
TR125_036,REQ125_ECON,Ministerio de Economía / Tesoro,CL125_STRIP_2009,Inventario y acto concreto de disposición,2009-2026,serie expedientes de recompra,serie; regla; remito; acto; fecha; alcance,N/A,DRAFT_NOT_SENT
TR125_037,REQ125_BCRA,BCRA / CRyL,CL125_SETTLEMENT_2008,Sistemas operativos y referencias de migración,2008-2009,CRyL; mensajería; liquidación,sistema; transacción; expediente; origen; destino,metadatos disociados,DRAFT_NOT_SENT
TR125_038,REQ125_BCRA,BCRA / CRyL,CL125_CUSTODY_HOLDINGS,Custodia archivística y disposición concreta,2008-2026,registros CRyL,área; serie; regla; inventario; acto; fecha,N/A,DRAFT_NOT_SENT
TR125_039,REQ125_BNA,Banco de la Nación Argentina,CL125_BNA_FIRST_STAGE,Reproducciones autenticadas y registro de soporte,2008-2026,blotter; órdenes; tickets,soporte; acta apertura/cierre; asiento; copia,sin cuentas ni contrapartes,DRAFT_NOT_SENT
TR125_040,REQ125_BNA,Banco de la Nación Argentina,CL125_BNA_FIRST_STAGE,Sistema heredado migración y disposición,2008-2026,registros anteriores a GDE,sistema; área; origen; destino; acto; fecha,N/A,DRAFT_NOT_SENT
TR125_041,REQ125_AGN,Auditoría General de la Nación,CL125_AGN_REPLY,Búsqueda multirrepositorio de respuesta y adjuntos,2018-2026,UUID; nid 18814; vid 18821,base; clave; adjunto; correo; backup; migración,testar identidad,DRAFT_NOT_SENT
TR125_042,REQ125_AGN,Auditoría General de la Nación,CL125_AGN_REPLY,Regla de serie y acto concreto de disposición,2018-2026,respuesta individual AIP,serie; regla; acto; fecha; alcance,N/A,DRAFT_NOT_SENT
TR125_043,REQ125_CNV,Comisión Nacional de Valores,CL125_CUSTODY_HOLDINGS,Identificador original y referencia de migración,2014-2026,nota Caja 19/11/2014; actuación AGN,sistema; número; índice; origen; destino,metadatos/testado,DRAFT_NOT_SENT
TR125_044,REQ125_CNV,Comisión Nacional de Valores,CL125_CUSTODY_HOLDINGS,Regla histórica y disposición concreta,2008-2026,series de supervisión y custodia,serie; regla histórica; inventario; acto; fecha,N/A,DRAFT_NOT_SENT
TR125_045,REQ125_CAJA,Caja de Valores S.A.,CL125_CAJA_ROUTE,Sistema soporte migración o reproducción,2008-2026,0306/40000; cinco eventos,sistema; libro; soporte; área; origen; destino,certificación agregada,DRAFT_NOT_SENT
TR125_046,REQ125_CAJA,Caja de Valores S.A.,CL125_CAJA_ROUTE,Regla histórica y disposición concreta,2008-2026,registros de depósito colectivo,serie; regla; inventario; acto; fecha; destino,N/A,DRAFT_NOT_SENT
TR125_047,REQ125_ECON,Ministerio de Economía / Tesoro,CL125_SETTLEMENT_2008,Asientos COMDOC III o sistema heredado equivalente,2008-2009,fechas; cuenta; ISIN,número; fecha; asunto; área; cruce,metadatos sin contenido exceptuado,DRAFT_NOT_SENT
TR125_048,REQ125_ECON,Ministerio de Economía / Tesoro,CL125_SETTLEMENT_2008,Código y asiento SIGADE,2008-2009,cuatro rondas; strip,código; fecha; especie; nominal; importe; estado,agregado por evento,DRAFT_NOT_SENT
TR125_049,REQ125_ECON,Ministerio de Economía / Tesoro,CL125_SETTLEMENT_2008,Archivo TSA y constancia Caja,2008-09/2008-10,TSA; VPN; 0306/40000,lote; emisor; receptor; fecha; aceptación/rechazo,sin datos nominativos,DRAFT_NOT_SENT
TR125_050,REQ125_ECON,Ministerio de Economía / Tesoro,CL125_STRIP_2009,Archivo TSA o sistema equivalente del strip,2009-06-17/2009-06-18,ARARGE03G415; 0306/40000,lote; fecha; nominal; aceptación; referencia,agregado por especie,DRAFT_NOT_SENT
TR125_051,REQ125_BCRA,BCRA / CRyL,CL125_SETTLEMENT_2008,Archivos CG1 y CG2,2008-09/2008-10,prematching; rechazadas; cuatro ISIN,cuentas; especie; modalidad; nominal; importe; fechas,disociar terceros,DRAFT_NOT_SENT
TR125_052,REQ125_BCRA,BCRA / CRyL,CL125_SETTLEMENT_2008,Archivo CG3 de operaciones liquidadas,2008-09/2008-10,CG3; cuatro T+3,cuentas; especie; nominal; importe; mercado; fechas,agregado por evento,DRAFT_NOT_SENT
TR125_053,REQ125_BCRA,BCRA / CRyL,CL125_SETTLEMENT_2008,Archivo CG4 de operaciones para liquidar,2008-09/2008-10,CG4; cuatro T+3,cuentas; especie; nominal; importe; fecha,sin contraparte,DRAFT_NOT_SENT
TR125_054,REQ125_BCRA,BCRA / CRyL,CL125_STRIP_2009,CG1-CG7 del strip,2009-06-17/2009-06-18,ARARGE03G415; 0306/40000,código archivo; cuenta; especie; nominal; importe; estado,agregado/testado,DRAFT_NOT_SENT
TR125_055,REQ125_BCRA,BCRA / CRyL,CL125_SETTLEMENT_2008,Formularios 4359 4359B o 4359C,2008-2009,DVP; FTC; FT,instrucción; operación; cuentas; fechas; nominal; importe,testar firmas y terceros,DRAFT_NOT_SENT
TR125_056,REQ125_BCRA,BCRA / CRyL,CL125_CUSTODY_HOLDINGS,Extractos CG7 o informes diarios/mensuales,2008-2013,cuenta; especie,fecha; fórmula; origen/destino; débitos; créditos; saldo,mayor agregación compatible,DRAFT_NOT_SENT
TR125_057,REQ125_BNA,Banco de la Nación Argentina,CL125_BNA_FIRST_STAGE,Constancia de derivación y búsqueda por mesa/sistema,2008-2026,primera etapa; 11-22/08/2008,área consultada; sistema; claves; resultado,sin datos de clientes,DRAFT_NOT_SENT
TR125_058,REQ125_AGN,Auditoría General de la Nación,CL125_AGN_REPLY,Registro de derivación interna y búsqueda técnica,2018-2026,UUID; nid; vid,área; repositorio; claves; fechas; resultado,testar identidad,DRAFT_NOT_SENT
TR125_059,REQ125_CNV,Comisión Nacional de Valores,CL125_CUSTODY_HOLDINGS,Registro de derivación a área supervisora/archivo,2014-2026,nota Caja 19/11/2014,área; sistema; expediente; búsqueda; resultado,metadatos/testado,DRAFT_NOT_SENT
TR125_060,REQ125_CAJA,Caja de Valores S.A.,CL125_CAJA_ROUTE,Acuse TSA o copia certificada 4359B,2008-2009,TSA; FTC; 0306/40000,lote o formulario; fecha; especie; nominal; aceptación/rechazo,certificación agregada,DRAFT_NOT_SENT
TR125_061,REQ125_BCRA,BCRA / CRyL,CL125_SETTLEMENT_2008,Archivo de entrada CGA,2008-09-01/2008-10-07,CGAEEEEE.NN; cuatro ISIN,lote; registro; fechas; cuentas; especie; VNR,testar terceros,DRAFT_NOT_SENT
TR125_062,REQ125_BCRA,BCRA / CRyL,CL125_SETTLEMENT_2008,Archivo de respuesta CGA,2008-09-01/2008-10-07,CGAEEEEE.INN; cuatro ISIN,fecha/hora; lote; registro; referencia; observación,testar terceros,DRAFT_NOT_SENT
TR125_063,REQ125_BCRA,BCRA / CRyL,CL125_SETTLEMENT_2008,Resultado de segunda etapa CGA,2008-09-01/2008-10-07,X-400; saldo; amortización; rechazo,lote; operación; resultado; causa; sello temporal,agregado por estado,DRAFT_NOT_SENT
TR125_064,REQ125_BCRA,BCRA / CRyL,CL125_STRIP_2009,CGA/CG3 o fórmula en papel del strip,2009-06-17/2009-06-18,ARARGE03G415; 0306/40000,modalidad; lote/fórmula; operación; estado,testar terceros,DRAFT_NOT_SENT
TR125_065,REQ125_ECON,Ministerio de Economía / Tesoro,CL125_SETTLEMENT_2008,Equivalencia de modalidad diferida con registro técnico,2008-2009,modalidad diferida; Caja; BCRA; CGA,sistema; modalidad; instrucción; lote/fórmula; expediente,metadatos o agregado,DRAFT_NOT_SENT
TR125_066,REQ125_CAJA,Caja de Valores S.A.,CL125_CAJA_ROUTE,Archivo o acuse CGA del lado Caja,2008-2009,CGA; 1001/04; 0306/40000,lote; fecha/hora; especie; VNR; estado,certificación agregada,DRAFT_NOT_SENT
TR125_067,REQ125_CAJA,Caja de Valores S.A.,CL125_CAJA_ROUTE,Confirmación T+3 remitida a Secretaría de Finanzas,2008-2009,modalidad diferida; cuatro rondas; strip,fecha; especie; VNR recibido; estado; identificador,sin datos de participantes,DRAFT_NOT_SENT
TR125_068,REQ125_ECON,Ministerio de Economía / Tesoro,CL125_SECURITY_CODE,Tabla o registro interno que corrobore los cinco códigos públicos,2008-2009,cinco ISIN; 5426; 5427; 45698; 45701; 5326,ISIN; código; denominación; vigencia; sistema,certificación por especie,DRAFT_NOT_SENT
TR125_069,REQ125_CAJA,Caja de Valores S.A.,CL125_SECURITY_CODE,Tabla histórica ISIN-Código Caja y vigencia de las cinco especies,2008-2009,cinco ISIN; 5426; 5427; 45698; 45701; 5326,ISIN; Código Caja; subespecie; alta/baja; vigencia,confirmación institucional sin tenedores,DRAFT_NOT_SENT
TR125_070,REQ125_CAJA,Caja de Valores S.A.,CL125_DEFERRED_MODALITY,Revisión efectiva en 2008 del formulario o procedimiento de entrega/recepción diferida,2008-2009,SLIQ/SCG; edición marzo 2000; F-33914.01; F-33915.01; modalidad diferida,código documental; revisión; vigencia; campos; matching; reemplazo,"registro maestro, control de cambios o tabla de equivalencias",DRAFT_NOT_SENT
TR125_071,REQ125_CAJA,Caja de Valores S.A.,CL125_CAJA_ROUTE,Instrucciones diferidas emparejadas y estado de ejecución,fechas T+2 2008-2009,0306/40000; cinco ISIN; códigos 5426/5427/45698/45701/5326,fecha ejecución; límite matching; emisor/receptor; código; cantidad; estado,agregado por fecha/especie/estado,DRAFT_NOT_SENT
TR125_072,REQ125_BCRA,BCRA / CRyL,CL125_SECURITY_CODE,"Diccionario histórico entre ISIN, código de custodia/Caja y código CRyL",2008-2009,cinco ISIN; 5426; 5427; 45698; 45701; 5326,identificador; tipo; especie; vigencia; sistema,tabla testada sin cuentas,DRAFT_NOT_SENT
TR125_073,REQ125_BCRA,BCRA / CRyL,CL125_DEFERRED_MODALITY,"Equivalencia histórica entre modalidad diferida, TSA/CGA y fórmula CRyL",2008-2009,diferida; TSA; CGA; FT; FTC; DVP,canal; modalidad; formulario/archivo; estado; vigencia,manual o diccionario de códigos,DRAFT_NOT_SENT
TR125_074,REQ125_CAJA,Caja de Valores S.A.,CL125_DEFERRED_MODALITY,Registro maestro y control de cambios del manual Sistema de Transferencias Electrónicas SLIQ/SCG,"2000-2009, con corte en cada fecha T/T+2/T+3 de 2008",edición marzo 2000; SCG; SLIQ; MU-32002 como esquema paralelo,código documental; revisión; fecha de aprobación; vigencia desde/hasta; cambio; reemplazo,certificación de la revisión efectiva por fecha sin contenido reservado,DRAFT_NOT_SENT
TR125_075,REQ125_ECON,Ministerio de Economía / Secretaría de Finanzas,CL125_CAJA_ROUTE,Informes T+3 de Caja prometidos por las comunicaciones preservadas,02/09/2008; 09/09/2008; 16/09/2008; 18/06/2009,Comunicados 4857; 4861; 4873; 5152,ronda; oferta; especie; cantidad; transferencias efectuadas; transferencias pendientes; fecha; constancia de transmisión/recepción,certificación agregada por ronda y especie,DRAFT_NOT_SENT
TR125_076,REQ125_CAJA,Caja de Valores S.A.,CL125_CAJA_ROUTE,Detalle ONCP por oferta adjudicada e instrucciones de recepción ingresadas por Caja,28/08/2008-18/06/2009,Comunicados 4857; 4861; 4873; 5152; Cuenta 306/40000; Subcuenta emisora 3,oferta; emisor; receptor; especie/código; cantidad; modalidad; matching; estado; fecha y hora,extracto testado o certificación por ronda/especie/estado,DRAFT_NOT_SENT
TR125_077,REQ125_CAJA,Caja de Valores S.A.,CL125_DEFERRED_MODALITY,Comunicación e instrucciones equivalentes para la licitación del 02/10/2008,recepción esperada 03/10/2008-06/10/2008; informe 07/10/2008,licitación 02/10/2008; Cuenta 306/40000; Subcuenta 3; modalidad diferida,número/fecha de comunicación; ventana; cuenta; modalidad; matching; fecha y contenido de informe,certificación de inexistencia o búsqueda documentada en archivo/correspondencia,DRAFT_NOT_SENT
