gap_id,entity_or_id,status,source_status,local_path,bytes,sha256,method,tls_validation,url,effective_url,note
2011,bcra_isb_abr2018_ciclo,INGESTED,DOWNLOAD_OK,/data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_abr2018_ciclo.pdf,464279,42a3a46d04209f3f8d3308fa785ba5b7ef84b4fc794fc6101aed6faa0d87f956,curl.exe,SCHANNEL_DEFAULT_SSL_NO_REVOKE,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0418.pdf,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0418.pdf,"Payload manifest, size, PDF magic and SHA-256 revalidated before ingest."
2012,bcra_isb_dic2013_buffers,INGESTED,DOWNLOAD_OK,/data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_dic2013_buffers.pdf,337144,0e5e2b620756eeaf62e95e0503c187322313fd77b3b14557a545aa2d65ef8d3f,curl.exe,SCHANNEL_DEFAULT_SSL_NO_REVOKE,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc1213.pdf,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc1213.pdf,"Payload manifest, size, PDF magic and SHA-256 revalidated before ingest."
2013,bcra_isb_dic2018_ciclo,INGESTED,DOWNLOAD_OK,/data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_dic2018_ciclo.pdf,483849,9236c7861d8428a8039fddfaa7928b7d06d28cac7aff8a9c624e83e27ad478cc,Invoke-WebRequest,WINDOWS_DEFAULT,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc1218.pdf,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc1218.pdf,"Payload manifest, size, PDF magic and SHA-256 revalidated before ingest."
2014,bcra_isb_dic2024_mora,INGESTED,DOWNLOAD_OK,/data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_dic2024_mora.pdf,267538,6648c0f03fa4f8da4c00e7a282fd7d8d65e044cd86b420099cbecdfd874650eb,Invoke-WebRequest,WINDOWS_DEFAULT,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc1224.pdf,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc1224.pdf,"Payload manifest, size, PDF magic and SHA-256 revalidated before ingest."
2015,bcra_isb_ene2014_ciclo,INGESTED,DOWNLOAD_OK,/data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_ene2014_ciclo.pdf,321457,7182bbaf319403ba595c73bfea1a2386cbcace91935e0d1e99711c0a3c2bf9ab,curl.exe,SCHANNEL_DEFAULT_SSL_NO_REVOKE,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0114.pdf,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0114.pdf,"Payload manifest, size, PDF magic and SHA-256 revalidated before ingest."
2016,bcra_isb_feb2014_ciclo,INGESTED,DOWNLOAD_OK,/data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_feb2014_ciclo.pdf,339417,91f96235481601d1a75dbf09f6c89d4efc70c37ba8b282cc78fc081deaa9a2c9,curl.exe,SCHANNEL_DEFAULT_SSL_NO_REVOKE,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0214.pdf,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0214.pdf,"Payload manifest, size, PDF magic and SHA-256 revalidated before ingest."
2017,bcra_isb_feb2024_ciclo,INGESTED,DOWNLOAD_OK,/data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_feb2024_ciclo.pdf,286695,f5c9a1544aa7ce997f0af66900b3feacd4dc4b848f34874467d413ab040cf8d0,Invoke-WebRequest,WINDOWS_DEFAULT,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0224.pdf,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0224.pdf,"Payload manifest, size, PDF magic and SHA-256 revalidated before ingest."
2018,bcra_isb_jul2018_ciclo,INGESTED,DOWNLOAD_OK,/data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_jul2018_ciclo.pdf,532098,6b86c4ff96fd2bd1d071c21aa73ad84555bbd6faecb2c9d01b040655c0637653,Invoke-WebRequest,WINDOWS_DEFAULT,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0718.pdf,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0718.pdf,"Payload manifest, size, PDF magic and SHA-256 revalidated before ingest."
2019,bcra_isb_jun2026_mora,INGESTED,DOWNLOAD_OK,/data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_jun2026_mora.pdf,464020,dc5ddc66aba9f1d5be05a4e48e6b8416df406dcb28accad88a76e41ad085fcd0,curl.exe,SCHANNEL_DEFAULT_SSL_NO_REVOKE,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/informes/informe-bancos-2026-06.pdf,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/informes/informe-bancos-2026-06.pdf,"Payload manifest, size, PDF magic and SHA-256 revalidated before ingest."
2020,bcra_isb_mar2024_ciclo,INGESTED,DOWNLOAD_OK,/data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_mar2024_ciclo.pdf,567293,7a2d930f849a27a806bff6ea8b17c23d644725bcc7232868fe4220aa5bf8ccfa,Invoke-WebRequest,WINDOWS_DEFAULT,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0324.pdf,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0324.pdf,"Payload manifest, size, PDF magic and SHA-256 revalidated before ingest."
2021,bcra_isb_may2018_ciclo,INGESTED,DOWNLOAD_OK,/data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_may2018_ciclo.pdf,495085,36a3f5017e52cf2d67a1c256357eea6560e4ef8c061d17d3333bda7c7e152216,curl.exe,SCHANNEL_DEFAULT_SSL_NO_REVOKE,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0518.pdf,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0518.pdf,"Payload manifest, size, PDF magic and SHA-256 revalidated before ingest."
2022,bcra_isb_nov2023_ciclo,INGESTED,DOWNLOAD_OK,/data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_nov2023_ciclo.pdf,370652,fe04e9e4e6ee69b8de20e854a142a458a61f4a2b9fbb4b9fa43828507784bdfb,Invoke-WebRequest,WINDOWS_DEFAULT,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc1123.pdf,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc1123.pdf,"Payload manifest, size, PDF magic and SHA-256 revalidated before ingest."
2023,bcra_isb_nov2025_mora,INGESTED,DOWNLOAD_OK,/data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_nov2025_mora.pdf,336116,6467a819b99d16acb97718caacab2258ca1d94cf9bf789ca142ff86b2e389f00,Invoke-WebRequest,WINDOWS_DEFAULT,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/informes/InfBanc1125.pdf,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/informes/InfBanc1125.pdf,"Payload manifest, size, PDF magic and SHA-256 revalidated before ingest."
2024,bcra_isb_oct2018_ciclo,INGESTED,DOWNLOAD_OK,/data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_oct2018_ciclo.pdf,539293,a037e75db4621be5206ca9bafc970884b24391b77b90bb940ade031f2b14b99c,Invoke-WebRequest,WINDOWS_DEFAULT,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc1018.pdf,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc1018.pdf,"Payload manifest, size, PDF magic and SHA-256 revalidated before ingest."
2025,bcra_isb_sep2018_ciclo,INGESTED,DOWNLOAD_OK,/data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_sep2018_ciclo.pdf,496615,ee5a5188ccf94e93a2079973ba4c4bda8cc886c64c35ec37f0abc988cacf8b38,curl.exe,SCHANNEL_DEFAULT_SSL_NO_REVOKE,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0918.pdf,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0918.pdf,"Payload manifest, size, PDF magic and SHA-256 revalidated before ingest."
2026,bcra_isb_sep2024_ciclo,INGESTED,DOWNLOAD_OK,/data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_sep2024_ciclo.pdf,473410,f90abc735a9846e8de5ff5a27c87081e96f2d2468f30e0572c7a05731bb8fb67,curl.exe,SCHANNEL_DEFAULT_SSL_NO_REVOKE,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0924.pdf,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0924.pdf,"Payload manifest, size, PDF magic and SHA-256 revalidated before ingest."
