gap_id,priority,entity_or_id,role,url,web_probe_status,sandbox_raw_byte_status,local_downloader_status,note
10,P0,Banco de San Juan S.A.,official 2024/2023 comparative Annex Q; FY2023 comparator,https://contenido.sanjuan.gob.ar/media/k2/attachments/%2803%29_%28MARZO%29_14-03-2025_ANEXO_BANCO_SAN_JUAN.pdf,web_reader_ok,UNAVAILABLE_FROM_WEB_LAYER,DOWNLOAD_OK_INGESTED,157-page official 2024/2023 comparative annex; role corrected to FY2023 comparator | local=/research/ciclo_ajuste/inputs/issuer_retrieval/v89/binaries/010_(03)_(MARZO)_14-03-2025_ANEXO_BANCO_SAN_JUAN.pdf; sha256=18f89f425a3ce9e4cd6150fa9d87080f3ff1c1211313c9f8f94675c765c700e2; 1458519 bytes
11,P0,Banco de Santa Cruz S.A.,FY-2023,https://assets.ctfassets.net/h7wmg0jhythh/4g79KmIvc3oFO0cOoxTWKs/431c9d8d065184e2c23525856a1d55ca/122023_-_BSC_-_Estados_Financieros.pdf,web_reader_ok,UNAVAILABLE_FROM_WEB_LAYER,DOWNLOAD_OK_INGESTED,124-page PDF readable in web layer; raw bytes not exportable to sandbox in this mode | local=/research/ciclo_ajuste/inputs/issuer_retrieval/v89/binaries/011_122023_-_BSC_-_Estados_Financieros.pdf; sha256=3f0460be1194d66e3c0e2468ecc299b944bd11695996c76651920c36da7f3f06; 1461954 bytes
12,P0,Banco de Santa Cruz S.A.,30/09/2023,https://assets.ctfassets.net/h7wmg0jhythh/67xmHobIaNPVJS8GHGQzkg/ef170bd735ee3a4dbe86a1f35d407799/092023_-_BSC_-_Estados_Financieros_NIIF.pdf,web_reader_ok,UNAVAILABLE_FROM_WEB_LAYER,DOWNLOAD_OK_INGESTED,77-page PDF readable in web layer; raw bytes not exportable to sandbox in this mode | local=/research/ciclo_ajuste/inputs/issuer_retrieval/v89/binaries/012_092023_-_BSC_-_Estados_Financieros_NIIF.pdf; sha256=e57a3f6449d365eeae9ba7708ad21f12af2445f67bcc4cd2833238159db0bd30; 945722 bytes
13,P0,Banco de Servicios y Transacciones S.A.,9M2023 official issuer financial statements,https://bst.com.ar/wp-content/uploads/2025/01/EEFF-BST-092023.pdf,web_reader_ok,UNAVAILABLE_FROM_WEB_LAYER,DOWNLOAD_OK_INGESTED,108-page PDF readable in web layer; raw bytes not exportable to sandbox in this mode | local=/research/ciclo_ajuste/inputs/issuer_retrieval/v96/binaries/013_EEFF-BST-092023.pdf; sha256=0b42c96209d30f334774672fe091a5f64dd2d7e8c236ece23045a71d4a2cedb4; 2427047 bytes
14,P0,Banco de Servicios y Transacciones S.A.,FY2023 official issuer financial statements / Annex Q,https://bst.com.ar/wp-content/uploads/2025/01/EEFF-BST-12-2023-1.pdf,web_reader_ok,UNAVAILABLE_FROM_WEB_LAYER,DOWNLOAD_OK_INGESTED,218-page PDF readable in web layer; raw bytes not exportable to sandbox in this mode | local=/research/ciclo_ajuste/inputs/issuer_retrieval/v96/binaries/014_EEFF-BST-12-2023-1.pdf; sha256=1eaa7d6fe04b01f9e290a3ff8c6785e80dfb8b312fa28ed2321c9cd81b0937f3; 5364040 bytes
15,P0,Nuevo Banco de Entre Ríos S.A.,FY-2023,https://assets.ctfassets.net/h7wmg0jhythh/2fLFeDK6jUhhYgrHlc1WNH/59c7096b296c83d4d6420a3bc3f28243/NBERSA_12.2023_-_EEFF_sin_pdu.pdf,web_reader_ok,UNAVAILABLE_FROM_WEB_LAYER,DOWNLOAD_OK_INGESTED,119-page PDF readable in web layer; raw bytes not exportable to sandbox in this mode | local=/research/ciclo_ajuste/inputs/issuer_retrieval/v89/binaries/015_NBERSA_12.2023_-_EEFF_sin_pdu.pdf; sha256=b462146af5e4145156338deea8ac297bdc8aaeac052ab85b691cd5b9b27b8e9e; 583004 bytes
16,P0,Nuevo Banco de Entre Ríos S.A.,30/09/2023,https://assets.ctfassets.net/h7wmg0jhythh/4298svWaPcM3FgQ8pspEtP/e19201d5d304fe5ff78ac1bbefcad978/NBERSA_09.2023_-_EEFF_.pdf,web_reader_ok,UNAVAILABLE_FROM_WEB_LAYER,DOWNLOAD_OK_INGESTED,74-page PDF readable in web layer; raw bytes not exportable to sandbox in this mode | local=/research/ciclo_ajuste/inputs/issuer_retrieval/v89/binaries/016_NBERSA_09.2023_-_EEFF_.pdf; sha256=f20be4cb8104e8224c6bfadf84a6fa6909988d744756f87ab9ff488ef2c9fb61; 349229 bytes
17,P0,Nuevo Banco de Santa Fe Sociedad Anonima,30/09/2023,https://assets.ctfassets.net/h7wmg0jhythh/3KykEMuhRA2DZjWCd12wv/10e5d5dd2278b7501d23c2fe0815962b/092023_-_NBSF_-_EEFF_Separados.pdf,web_reader_internal_error,UNAVAILABLE_FROM_WEB_LAYER,DOWNLOAD_OK_INGESTED,Direct web PDF fetch errored; queued for local downloader | local=/research/ciclo_ajuste/inputs/issuer_retrieval/v89/binaries/017_092023_-_NBSF_-_EEFF_Separados.pdf; sha256=7b0ec6c242c06702796830ce1a2ae172fedef8b12fb4f0134cb949a676d2602b; 1236239 bytes
18,P0,Nuevo Banco de Santa Fe Sociedad Anonima,FY-2023,https://assets.ctfassets.net/h7wmg0jhythh/n0pbb6IBTuXKan3xDHFJI/0f0fbd42c71be085d2712976d1890ef9/122023_-_NBSF_-_EEFF_Separados.pdf,web_reader_ok,UNAVAILABLE_FROM_WEB_LAYER,DOWNLOAD_OK_INGESTED,102-page PDF readable in web layer; raw bytes not exportable to sandbox in this mode | local=/research/ciclo_ajuste/inputs/issuer_retrieval/v89/binaries/018_122023_-_NBSF_-_EEFF_Separados.pdf; sha256=231c456998ac00b4e60093951ce76158cef2b4721314c0f71a208662fc38b80f; 1387125 bytes
19,P0,Nuevo Banco del Chaco,FY2023 separated official publication,https://chaco.gov.ar/uploads/boletines/25-03-24-11076-660183ddcbb40676491772.pdf,web_reader_internal_error,UNAVAILABLE_FROM_WEB_LAYER,DOWNLOAD_OK_INGESTED,Direct web PDF fetch errored; queued for local downloader | local=/research/ciclo_ajuste/inputs/issuer_retrieval/v92/binaries/019_25-03-24-11076-660183ddcbb40676491772.pdf; sha256=cdb1f7723693f0129d743dbcd9e92d372b0f14c3e08954a02287106fc5dae5a4; 30034669 bytes
20,P1,Banco CMF S.A.,historical annual archive candidate,https://www.bancocmf.com.ar/wp-content/uploads/Historico-Balance-e-Informes-Anual-1.zip,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,DOWNLOAD_OK_INGESTED,Queued in complete local downloader request | local=/research/ciclo_ajuste/inputs/issuer_retrieval/v96/binaries/020_Historico-Balance-e-Informes-Anual-1.zip; sha256=5cb285ab72d8d50c83cd1760ba9dbb88795d43161e1c7a0096a8e8b1a7ed0145; 8552914 bytes
21,P1,Banco CMF S.A.,historical quarterly archive candidate,https://www.bancocmf.com.ar/wp-content/uploads/Historico-Trimestral-Balances-e-Informes-1.zip,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,DOWNLOAD_OK_INGESTED,Queued in complete local downloader request | local=/research/ciclo_ajuste/inputs/issuer_retrieval/v96/binaries/021_Historico-Trimestral-Balances-e-Informes-1.zip; sha256=9b373153d40647c0813315d435ac68a72ba5e674b43656ffac6b3c8dd939d65f; 24444266 bytes
22,P1,Banco Provincia del Neuquén S.A.,FY2024 comparator,https://apiapp.bpn.com.ar/Resources/Files/82d95330e8d6472b90d506e198bd6549.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,DOWNLOAD_OK_INGESTED,Queued in complete local downloader request | local=/research/ciclo_ajuste/inputs/issuer_retrieval/v94/binaries/022_82d95330e8d6472b90d506e198bd6549.pdf; sha256=1e239d382b59d015ac5e41f22692e9c98b7aa909964556be4627d57398d0853c; 3931099 bytes
23,P1,bcra_ief_1s2024_ciclo,IEF · primer semestre 2024,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/ief0124.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,DOWNLOAD_OK_INGESTED,Queued in complete local downloader request | local=/data/fuentes/ciclo_ajuste/backfill_v96/bcra_ief_1s2024_ciclo.pdf; sha256=e92721161bd571177a6236699a976197ce7f181b11f409bf4fa88390ac067e1a; 896512 bytes
24,P1,bcra_ief_2s2024_ciclo,IEF · segundo semestre 2024,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/IEF0224.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,DOWNLOAD_OK_INGESTED,Queued in complete local downloader request | local=/data/fuentes/ciclo_ajuste/backfill_v96/bcra_ief_2s2024_ciclo.pdf; sha256=5c6780311123ca5082b8d9ab6411474f6989e44d083cbec7367fc704b1c36aba; 934551 bytes
25,P1,bna_balance_condensado_sep2023_control,Balance Condensado · septiembre 2023,https://www.bna.com.ar/Downloads/Institucional_MemoriayBalances_BALANCE%20CONDENSADO%20SEPT%202023.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,DOWNLOAD_OK_INGESTED,Queued in complete local downloader request | local=/data/fuentes/ciclo_ajuste/backfill_v96/bna_balance_condensado_sep2023_control.pdf; sha256=3b037950f40b32ccbfea6fe696aa3e216e4ae664fa90868921f7529438c2010d; 20060 bytes
26,P1,bna_memoria_fy2023_aq,Memoria y Estados Financieros 2023 · Schedule Q individual/consolidado,https://www.bna.com.ar/Downloads/Institucional_MemoriayBalances_Memoria%202023%20Ingles.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,DOWNLOAD_OK_INGESTED,Queued in complete local downloader request | local=/data/fuentes/ciclo_ajuste/backfill_v96/bna_memoria_fy2023_aq.pdf; sha256=e48df5a1b31b7a5ebb8fa4e2753addefd21cb5abebc03c3a18fa38cffd264d91; 4014890 bytes
27,P1,ciudad_eeff_9m2023_consol_control,Estados financieros consolidados 30/09/2023,https://www.bancociudad.com.ar/cms/recursos/institucional/carpetarecurso/Balances%20Trimestrales/EstadosFinancieros/2023.09_-_EEFF_consolidados.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,DOWNLOAD_OK_INGESTED,Queued in complete local downloader request | local=/data/fuentes/ciclo_ajuste/backfill_v96/ciudad_eeff_9m2023_consol_control.pdf; sha256=1b8445d43ce16aadd6f3205dfe0fb956e6961198c5f9c6bf2648bce6d589cb19; 1020190 bytes
28,P1,icbc_eeff_9m2023_aq,Estados financieros 30/09/2023 · Anexo Q,https://www.icbc.com.ar/wcm/connect/4de3ed09-cb4e-4064-b6a5-0aa3f0bca5fd/Estados%2BFinancieros%2BICBC%2B202309_ESPA%C3%91OL%2BLEGALIZADO.pdf?CVID=oNG1sHj&MOD=AJPERES,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,DOWNLOAD_OK_INGESTED,Queued in complete local downloader request | local=/data/fuentes/ciclo_ajuste/backfill_v96/icbc_eeff_9m2023_aq.pdf; sha256=ccc422947b87a6c5f91ffc12bf1d4880c4d3e9ec83ea2575840a60a4a04dbe2e; 4775965 bytes
29,P1,icbc_eeff_fy2023_aq,Estados financieros 31/12/2023 · Anexo Q,https://www.icbc.com.ar/wcm/connect/09254af5-2d9a-4742-bec0-bbd0018305d5/Estados%2BFinancieros%2BICBC%2B202312_ESPA%C3%91OL%2BLEGALIZADO.pdf?CVID=oUU1Wae&MOD=AJPERES,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,DOWNLOAD_OK_INGESTED,Queued in complete local downloader request | local=/data/fuentes/ciclo_ajuste/backfill_v96/icbc_eeff_fy2023_aq.pdf; sha256=236ea1fda3e545c98a081aca59b2f13357067fd39165861f2ddac9a31dd852b6; 7357993 bytes
30,P1,macro_eeff_9m2023_aq,Estados financieros 30/09/2023 · bloque separado / Anexo Q,https://www.macro.com.ar/relaciones-inversores/documento/1580934703038/banco_macro_sa_eeff_30-09-2023.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,DOWNLOAD_OK_INGESTED,Queued in complete local downloader request | local=/data/fuentes/ciclo_ajuste/backfill_v96/macro_eeff_9m2023_aq.pdf; sha256=829395481a8d0a4da424fbc778d959981de203bd1af6e0f1dbd095387ce6d80e; 1193091 bytes
31,P1,macro_eeff_fy2023_aq,Estados financieros 31/12/2023 · bloque separado / Anexo Q,https://www.macro.com.ar/relaciones-inversores/documento/1580935557769/eeff_bm_31-12-2023.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,DOWNLOAD_OK_INGESTED,Queued in complete local downloader request | local=/data/fuentes/ciclo_ajuste/backfill_v96/macro_eeff_fy2023_aq.pdf; sha256=3ac5e7a8a60645130a6d995a0b3ef20ec5834bcd97359c8c930d39a9689be36a; 1845158 bytes
32,P1,santander_eeff_9m2023_sep_mirror,Estados separados intermedios 30/09/2023,https://cdn.financialreports.eu/financialreports/media/filings/68743/2023/RNS/68743_rns_2023-11-24_514c3f88-1bff-43e7-9afe-b8e793c5e3e1.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,DOWNLOAD_OK_INGESTED,Queued in complete local downloader request | local=/data/fuentes/ciclo_ajuste/backfill_v96/santander_eeff_9m2023_sep_mirror.pdf; sha256=dd043602ac6fe0685e3d683e2d26e39650c5411548a0cb062b3ad8ff542f958a; 1327535 bytes
33,P1,santander_eeff_fy2023_aq_mirror,Estados separados FY 2023 · Anexo Q,https://cdn.financialreports.eu/financialreports/media/filings/68743/2024/RNS/68743_rns_2024-03-06_8a497326-fbc5-4ac4-bb14-21ece6df12e5.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,DOWNLOAD_OK_INGESTED,Queued in complete local downloader request | local=/data/fuentes/ciclo_ajuste/backfill_v96/santander_eeff_fy2023_aq_mirror.pdf; sha256=3f324e4c932b6e33f8da9abba5e967ca8c9ffacc8d253637f9e8f3783d73faec; 2027764 bytes
34,P1,supervielle_eeff_9m2023_sep,Estados financieros condensados 30/09/2023 · separados,https://content-us-7.content-cms.com/8ba19f21-9a97-4525-8886-f54d823a5cea/dxdam/02/025e5bb4-d630-480e-a03d-397a022080ff/EECC%20Banco%20Supervielle%2030.09.23.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,DOWNLOAD_OK_INGESTED,Queued in complete local downloader request | local=/data/fuentes/ciclo_ajuste/backfill_v96/supervielle_eeff_9m2023_sep.pdf; sha256=6a3973b44fd75de3b57716f989a4a76b7c35a093ee07fe4269078d5298cdff0e; 2166044 bytes
35,P1,supervielle_eeff_fy2023_aq,Estados financieros FY 2023 · Anexo Q separado,https://content-us-7.content-cms.com/8ba19f21-9a97-4525-8886-f54d823a5cea/dxdam/08/08afb7e5-b4c1-4396-925e-b66a2f5c13b1/EECC%20Banco%20Supervielle%2031.12.2023.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,DOWNLOAD_OK_INGESTED,Queued in complete local downloader request | local=/data/fuentes/ciclo_ajuste/backfill_v96/supervielle_eeff_fy2023_aq.pdf; sha256=698c6afe9fcbe13f90f08575651d6b6e673845e14f20e4705028ecaae5db7d77; 4178726 bytes
36,P1,valo_eeff_9m2023_aq_mirror,Estados separados 30/09/2023 · Anexo Q,https://cdn.financialreports.eu/financialreports/media/filings/68513/2023/RNS/68513_rns_2023-11-23_b356ffca-3ad3-4121-b2bc-c9ff8ad7aa0e.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,DOWNLOAD_OK_INGESTED,Queued in complete local downloader request | local=/data/fuentes/ciclo_ajuste/backfill_v96/valo_eeff_9m2023_aq_mirror.pdf; sha256=ab482f80e582595b217058504a7548d33e10aaf6b1d7d9e493e74af5f8322231; 833979 bytes
37,P1,valo_eeff_fy2023_aq,Estados financieros FY 2023 · bloque separado / Anexo Q,https://www.valo.ar/wp-content/uploads/BVSA-2023-Estados-Financieros-con-PDU-e-ICF-Consolidado-Legalizado.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,DOWNLOAD_OK_INGESTED,Queued in complete local downloader request | local=/data/fuentes/ciclo_ajuste/backfill_v96/valo_eeff_fy2023_aq.pdf; sha256=fbff4a1065165db438e70c37ef76c29704ea2e8a09fc367f4b06b5dfb18786c5; 3459222 bytes
38,P2,bcra_boldat202505_tipo_titular,Boletín Estadístico mayo 2025 · tipo de titular/destino,https://www7.bcra.gob.ar/Pdfs/PublicacionesEstadisticas/BoletinEstadistico/boldat202505.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,DOWNLOAD_FAILED,"Queued in complete local downloader request | local run failed: curl: curl.exe : curl: (6) Could not resolve host: www7.bcra.gob.ar
En C:\Users\miyur\Downloads\SOURCE_BACKFILL_TOOL_V96_TLS_HOSTNAME_FIX\SOURCE_BACKFILL_TOOL_V96\Download-SourceBackfill.
ps1: 84 Carácter: 17
+         $meta = & $CurlCommand.Source @args 2> $stderr
+                 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : NotSpecified: (curl: (6) Could...ww7.bcra.gob.ar:String) [], RemoteException
    + FullyQualifiedErrorId : NativeCommandError
 
curl: (6) Could not resolve host: www7.bcra.gob.ar
curl: (6) Could not resolve host: www7.bcra.gob.ar
curl: (6) Could not resolve host: www7.bcra.gob.ar
curl: (6) Could not resolve host: www7.bcra.gob.ar | IWR: No se puede resolver el nombre remoto: 'www7.bcra.gob.ar'"
39,P2,bcra_bolmetes_prestamos_titular,Notas metodológicas del Boletín Estadístico,https://web2.bcra.gob.ar/Pdfs/PublicacionesEstadisticas/bolmetes.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,DOWNLOAD_FAILED,"Queued in complete local downloader request | local run failed: curl: curl.exe : curl: (22) The requested URL returned error: 401
En C:\Users\miyur\Downloads\SOURCE_BACKFILL_TOOL_V96_TLS_HOSTNAME_FIX\SOURCE_BACKFILL_TOOL_V96\Download-SourceBackfill.
ps1: 84 Carácter: 17
+         $meta = & $CurlCommand.Source @args 2> $stderr
+                 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : NotSpecified: (curl: (22) The ...rned error: 401:String) [], RemoteException
    + FullyQualifiedErrorId : NativeCommandError | IWR: Error en el servidor remoto: (401) No autorizado."
40,P2,bcra_com_a5590,Comunicación A 5590 · regulación de tasas de interés,https://www.bcra.gob.ar/Pdfs/comytexord/A5590.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,DOWNLOAD_OK_INGESTED,Queued in complete local downloader request | local=/data/fuentes/regulacion_credito/bcra/bcra_com_a5590.pdf; sha256=5d0c3c665020477bc0450d129a25579a88e7e491fc005236968e3808546352a6; 169230 bytes
41,P2,bcra_com_a5853,Comunicación A 5853 · tasas concertadas libremente,https://www.bcra.gob.ar/Pdfs/comytexord/A5853.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,DOWNLOAD_OK_INGESTED,Queued in complete local downloader request | local=/data/fuentes/regulacion_credito/bcra/bcra_com_a5853.pdf; sha256=e04582355eb228d699762a5b130a8679192abfbe431a94f9c8e4c4b9768ab694; 101017 bytes
42,P2,bcra_com_a5928,Comunicación A 5928 · protección de usuarios y cargos,https://www.bcra.gob.ar/Pdfs/comytexord/A5928.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,DOWNLOAD_OK_INGESTED,Queued in complete local downloader request | local=/data/fuentes/regulacion_credito/bcra/bcra_com_a5928.pdf; sha256=ae3cd88916f80eb043658876c91ddbb6658ab5ff6a46b5a00aec1feb91dfc20b; 204533 bytes
43,P2,bcra_ecc_1t2024,ECC primer trimestre 2024,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/0124-ECC_%20Resultados.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,DOWNLOAD_OK_INGESTED,Queued in complete local downloader request | local=/data/fuentes/originacion/bcra/bcra_ecc_1t2024.pdf; sha256=0716e4eeaf4cd90b5edd1f0983c0fdca92a1a19e38eb6497b7635fe576d52e3f; 365148 bytes
44,P2,bcra_ecc_2t2024,ECC segundo trimestre 2024,https://www.bcra.gob.ar/Pdfs/PublicacionesEstadisticas/0624-ECC_%20Resultados.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,DOWNLOAD_OK_INGESTED,Queued in complete local downloader request | local=/data/fuentes/originacion/bcra/bcra_ecc_2t2024.pdf; sha256=6bcd7101f7e692f48d483be291e23d950e55ed4e3ea4836b776f8b42d2ef30fc; 350204 bytes
45,P2,bcra_ecc_3t2024,ECC tercer trimestre 2024,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/0924-ECC_Resultados.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,DOWNLOAD_OK_INGESTED,Queued in complete local downloader request | local=/data/fuentes/originacion/bcra/bcra_ecc_3t2024.pdf; sha256=a31a138dda3aedc869aab60bbc1d400ea77aa4b45360ef3a48102b776da33e1b; 2152215 bytes
46,P2,bcra_proteccion_usuarios_2015_resumen,"Protección de usuarios · resumen A 5460, A 5590 y A 5853",https://www.bcra.gob.ar/Pdfs/Informacion_usuario/pta_27_201512.pdf,not_probed_in_web_layer_this_pass,UNAVAILABLE_FROM_WEB_LAYER,DOWNLOAD_OK_INGESTED,Queued in complete local downloader request | local=/data/fuentes/regulacion_credito/bcra/bcra_proteccion_usuarios_2015_resumen.pdf; sha256=88e63bd5cec6f3d0190614d2cb38e917ceea87b1233055bf0a7fbad97af88eb9; 555990 bytes
