url,extension,basename,catalog_or_registry_id,status,local_path,origin_sources,example_member,note
https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/IEF0224.pdf,.pdf,IEF0224.pdf,bcra_ief_2s2024_ciclo,PRESERVED_IN_MASTER,/data/fuentes/ciclo_ajuste/backfill_v96/bcra_ief_2s2024_ciclo.pdf,FRONTERA_CICLO_AJUSTE_V53_COUNTERPARTY_QUANTIFICATION(2)__FUENTES_V53.md|FRONTERA_CICLO_AJUSTE_V54_MICRODATA_BRIDGE(3)__BASE_V53.zip__FUENTES_V53.md|FRONTERA_CICLO_AJUSTE_V55_SUBACCOUNT_SCHEMA(3)__BASE_V54.zip__BASE_V53.zip__FUENTES_V53.md|FRONTERA_CICLO_AJUSTE_V56_SERIES_ID_BRIDGE(3)__BASE_V55.zip__BASE_V54.zip__BASE_V53.zip__FUENTES_V53.md|FRONTERA_CICLO_AJUSTE_V57_POST2020_HOMOGENEOUS_FLOW_BRIDGE(3)__BASE_V56.zip__BASE_V55.zip__BASE_V54.zip__BASE_V53.zip__FUENTES_V53.md|FRONTERA_CICLO_AJUSTE_V58_IEF_RECONCILIATION_GATE(4)__BASE_V57.zip__BASE_V56.zip__BASE_V55.zip__BASE_V54.zip__BASE_V53.zip__FUENTES_V53.md|FRONTERA_CICLO_AJUSTE_V58_IEF_RECONCILIATION_GATE(4)__FUENTES_V58.md|FRONTERA_CICLO_AJUSTE_V59_POST_NIIF_POSITIVE_MARGIN_BRIDGE(6)__BASE_V58.zip__BASE_V57.zip__BASE_V56.zip__BASE_V55.zip__BASE_V54.zip__BASE_V53.zip__FUENTES_V53.md|FRONTERA_CICLO_AJUSTE_V59_POST_NIIF_POSITIVE_MARGIN_BRIDGE(6)__BASE_V58.zip__FUENTES_V58.md|FRONTERA_CICLO_AJUSTE_V59_POST_NIIF_POSITIVE_MARGIN_BRIDGE(6)__FUENTES_V59.md|FUENTES_V50(1).md|PROMPT_CODEX_FRONTERA_CAUSAL_DOCUMENTAL_V32(2).zip,FRONTERA_CICLO_AJUSTE_V53_COUNTERPARTY_QUANTIFICATION(2)__FUENTES_V53.md,
https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0614.pdf,.pdf,InfBanc0614.pdf,bcra_isb_jun2014_ciclo,MISSING_DIRECT_BINARY,,FUENTES_V50(1).md,FUENTES_V50(1).md,
https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc1223.pdf,.pdf,InfBanc1223.pdf,bcra_isb_dic2023_ciclo,MISSING_DIRECT_BINARY,,FRONTERA_CICLO_AJUSTE_V59_POST_NIIF_POSITIVE_MARGIN_BRIDGE(6)__FUENTES_V59.md,FRONTERA_CICLO_AJUSTE_V59_POST_NIIF_POSITIVE_MARGIN_BRIDGE(6)__FUENTES_V59.md,
https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc_Anexo.xlsx,.xlsx,InfBanc_Anexo.xlsx,bcra_infbanc_anexo_2023_hist,PRESERVED_IN_MASTER,/research/ciclo_ajuste/inputs/bcra/2023-09/InfBanc_Anexo.xlsx,FRONTERA_CICLO_AJUSTE_V57_POST2020_HOMOGENEOUS_FLOW_BRIDGE(3)__FUENTES_V57.md|FRONTERA_CICLO_AJUSTE_V58_IEF_RECONCILIATION_GATE(4)__BASE_V57.zip__FUENTES_V57.md|FRONTERA_CICLO_AJUSTE_V58_IEF_RECONCILIATION_GATE(4)__FUENTES_V58.md|FRONTERA_CICLO_AJUSTE_V59_POST_NIIF_POSITIVE_MARGIN_BRIDGE(6)__BASE_V58.zip__BASE_V57.zip__FUENTES_V57.md|FRONTERA_CICLO_AJUSTE_V59_POST_NIIF_POSITIVE_MARGIN_BRIDGE(6)__BASE_V58.zip__FUENTES_V58.md|PROMPT_CODEX_FRONTERA_CAUSAL_DOCUMENTAL_V32(2).zip,FRONTERA_CICLO_AJUSTE_V57_POST2020_HOMOGENEOUS_FLOW_BRIDGE(3)__FUENTES_V57.md,
https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/Infbanc0623.xlsx,.xlsx,Infbanc0623.xlsx,hist_bcra_infbanc_jun2023_xlsx,MISSING_DIRECT_BINARY,,FRONTERA_CICLO_AJUSTE_V57_POST2020_HOMOGENEOUS_FLOW_BRIDGE(3)__FUENTES_V57.md|FRONTERA_CICLO_AJUSTE_V58_IEF_RECONCILIATION_GATE(4)__BASE_V57.zip__FUENTES_V57.md|FRONTERA_CICLO_AJUSTE_V58_IEF_RECONCILIATION_GATE(4)__FUENTES_V58.md|FRONTERA_CICLO_AJUSTE_V59_POST_NIIF_POSITIVE_MARGIN_BRIDGE(6)__BASE_V58.zip__BASE_V57.zip__FUENTES_V57.md|FRONTERA_CICLO_AJUSTE_V59_POST_NIIF_POSITIVE_MARGIN_BRIDGE(6)__BASE_V58.zip__FUENTES_V58.md,FRONTERA_CICLO_AJUSTE_V57_POST2020_HOMOGENEOUS_FLOW_BRIDGE(3)__FUENTES_V57.md,
https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/Infbanc0923.xlsx,.xlsx,Infbanc0923.xlsx,bcra_infbanc_sep2023_xlsx_hist,PRESERVED_IN_MASTER,/research/ciclo_ajuste/inputs/bcra/2023-09/Infbanc0923.xlsx,FRONTERA_CICLO_AJUSTE_V57_POST2020_HOMOGENEOUS_FLOW_BRIDGE(3)__FUENTES_V57.md|FRONTERA_CICLO_AJUSTE_V58_IEF_RECONCILIATION_GATE(4)__BASE_V57.zip__FUENTES_V57.md|FRONTERA_CICLO_AJUSTE_V58_IEF_RECONCILIATION_GATE(4)__FUENTES_V58.md|FRONTERA_CICLO_AJUSTE_V59_POST_NIIF_POSITIVE_MARGIN_BRIDGE(6)__BASE_V58.zip__BASE_V57.zip__FUENTES_V57.md|FRONTERA_CICLO_AJUSTE_V59_POST_NIIF_POSITIVE_MARGIN_BRIDGE(6)__BASE_V58.zip__FUENTES_V58.md,FRONTERA_CICLO_AJUSTE_V57_POST2020_HOMOGENEOUS_FLOW_BRIDGE(3)__FUENTES_V57.md,
https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/Infbanc1223.xlsx,.xlsx,Infbanc1223.xlsx,hist_bcra_infbanc_dic2023_xlsx,MISSING_DIRECT_BINARY,,FRONTERA_CICLO_AJUSTE_V57_POST2020_HOMOGENEOUS_FLOW_BRIDGE(3)__FUENTES_V57.md|FRONTERA_CICLO_AJUSTE_V58_IEF_RECONCILIATION_GATE(4)__BASE_V57.zip__FUENTES_V57.md|FRONTERA_CICLO_AJUSTE_V58_IEF_RECONCILIATION_GATE(4)__FUENTES_V58.md|FRONTERA_CICLO_AJUSTE_V59_POST_NIIF_POSITIVE_MARGIN_BRIDGE(6)__BASE_V58.zip__BASE_V57.zip__FUENTES_V57.md|FRONTERA_CICLO_AJUSTE_V59_POST_NIIF_POSITIVE_MARGIN_BRIDGE(6)__BASE_V58.zip__FUENTES_V58.md|PROMPT_CODEX_FRONTERA_CAUSAL_DOCUMENTAL_V32(2).zip,FRONTERA_CICLO_AJUSTE_V57_POST2020_HOMOGENEOUS_FLOW_BRIDGE(3)__FUENTES_V57.md,
https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/Informecongreso2024.pdf,.pdf,Informecongreso2024.pdf,hist_bcra_informe_congreso_2024,MISSING_DIRECT_BINARY,,FUENTES_V48(1).md,FUENTES_V48(1).md,
https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/Series_estadisticas.xlsx,.xlsx,Series_estadisticas.xlsx,morosidad_bcra_catalogo_series,PRESERVED_IN_MASTER,/data/fuentes/morosidad/bcra/Series_estadisticas.xlsx,FRONTERA_CICLO_AJUSTE_V56_SERIES_ID_BRIDGE(3)__FUENTES_V56.md|FRONTERA_CICLO_AJUSTE_V57_POST2020_HOMOGENEOUS_FLOW_BRIDGE(3)__BASE_V56.zip__FUENTES_V56.md|FRONTERA_CICLO_AJUSTE_V58_IEF_RECONCILIATION_GATE(4)__BASE_V57.zip__BASE_V56.zip__FUENTES_V56.md|FRONTERA_CICLO_AJUSTE_V59_POST_NIIF_POSITIVE_MARGIN_BRIDGE(6)__BASE_V58.zip__BASE_V57.zip__BASE_V56.zip__FUENTES_V56.md,FRONTERA_CICLO_AJUSTE_V56_SERIES_ID_BRIDGE(3)__FUENTES_V56.md,
https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/bef0115e.pdf,.pdf,bef0115e.pdf,hist_bcra_bef_1s2015,MISSING_DIRECT_BINARY,,FUENTES_V50(1).md,FUENTES_V50(1).md,
https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/bef0216e.pdf,.pdf,bef0216e.pdf,hist_bcra_bef_2s2016,MISSING_DIRECT_BINARY,,PROMPT_CODEX_FRONTERA_CAUSAL_DOCUMENTAL_V32(2).zip,HALLAZGO_V16_DISTRIBUCION_DEL_PUENTE_Y_LIMITE_MICRO.md,
https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/informes/informe-bancos-anexo.xlsx,.xlsx,informe-bancos-anexo.xlsx,hist_bcra_informe_bancos_anexo,MISSING_DIRECT_BINARY,,PROMPT_CODEX_FRONTERA_CAUSAL_DOCUMENTAL_V32(2).zip,PROMPT_CODEX_RECUPERACION_EVENT_STUDY_2002_2026.md,
https://www.bcra.gob.ar/archivos/Pdfs/Texord/t-cladeu.pdf,.pdf,t-cladeu.pdf,hist_bcra_t_cladeu,MISSING_DIRECT_BINARY,,PROMPT_CODEX_FRONTERA_CAUSAL_DOCUMENTAL_V32(2).zip,HALLAZGO_V8_INSTITUCIONES_QUE_CREAN_RELOJES.md,
https://www.bcra.gob.ar/archivos/Pdfs/Texord/t-prevmi.pdf,.pdf,t-prevmi.pdf,hist_bcra_t_prevmi,MISSING_DIRECT_BINARY,,PROMPT_CODEX_FRONTERA_CAUSAL_DOCUMENTAL_V32(2).zip,HALLAZGO_V8_INSTITUCIONES_QUE_CREAN_RELOJES.md,
https://www.bcra.gob.ar/pdfs/publicacionesestadisticas/bolmetes.pdf,.pdf,bolmetes.pdf,bcra_bolmetes_prestamos_titular,MISSING_DIRECT_BINARY,,FRONTERA_CICLO_AJUSTE_V57_POST2020_HOMOGENEOUS_FLOW_BRIDGE(3)__FUENTES_V57.md|FRONTERA_CICLO_AJUSTE_V58_IEF_RECONCILIATION_GATE(4)__BASE_V57.zip__FUENTES_V57.md|FRONTERA_CICLO_AJUSTE_V59_POST_NIIF_POSITIVE_MARGIN_BRIDGE(6)__BASE_V58.zip__BASE_V57.zip__FUENTES_V57.md,FRONTERA_CICLO_AJUSTE_V57_POST2020_HOMOGENEOUS_FLOW_BRIDGE(3)__FUENTES_V57.md,
https://www.bcra.gob.ar/pdfs/texord/t-SO-s12.pdf,.pdf,t-SO-s12.pdf,hist_bcra_t_so_s12,MISSING_DIRECT_BINARY,,FRONTERA_CICLO_AJUSTE_V59_POST_NIIF_POSITIVE_MARGIN_BRIDGE(6)__FUENTES_V59.md,FRONTERA_CICLO_AJUSTE_V59_POST_NIIF_POSITIVE_MARGIN_BRIDGE(6)__FUENTES_V59.md,
https://www.bna.com.ar/Downloads/Institucional_MemoriayBalances_Memoria%202023%20-%20Sin%20Edicion%20Espanol.pdf,.pdf,Institucional_MemoriayBalances_Memoria 2023 - Sin Edicion Espanol.pdf,hist_bna_memoria_2023_es,MISSING_DIRECT_BINARY,,FRONTERA_CICLO_AJUSTE_V59_POST_NIIF_POSITIVE_MARGIN_BRIDGE(6)__FUENTES_V59.md,FRONTERA_CICLO_AJUSTE_V59_POST_NIIF_POSITIVE_MARGIN_BRIDGE(6)__FUENTES_V59.md,
https://www.indec.gob.ar/uploads/informesdeprensa/ipc_01_24DBD5D8158C.pdf,.pdf,ipc_01_24DBD5D8158C.pdf,hist_indec_ipc_dic2023,MISSING_DIRECT_BINARY,,FRONTERA_CICLO_AJUSTE_V57_POST2020_HOMOGENEOUS_FLOW_BRIDGE(3)__FUENTES_V57.md|FRONTERA_CICLO_AJUSTE_V58_IEF_RECONCILIATION_GATE(4)__BASE_V57.zip__FUENTES_V57.md|FRONTERA_CICLO_AJUSTE_V59_POST_NIIF_POSITIVE_MARGIN_BRIDGE(6)__BASE_V58.zip__BASE_V57.zip__FUENTES_V57.md,FRONTERA_CICLO_AJUSTE_V57_POST2020_HOMOGENEOUS_FLOW_BRIDGE(3)__FUENTES_V57.md,
https://www.indec.gob.ar/uploads/informesdeprensa/pib_06_242C4E01A10F.pdf,.pdf,pib_06_242C4E01A10F.pdf,hist_indec_pib_1t2024,MISSING_DIRECT_BINARY,,PROMPT_CODEX_FRONTERA_CAUSAL_DOCUMENTAL_V32(2).zip,HALLAZGO_V15_CONSUMO_CREDITO_PUENTE_Y_RESIDUO.md,
https://www.indec.gob.ar/uploads/informesdeprensa/pib_06_26FAE3FD2BFA.pdf,.pdf,pib_06_26FAE3FD2BFA.pdf,hist_indec_pib_1t2026,MISSING_DIRECT_BINARY,,PROMPT_CODEX_FRONTERA_CAUSAL_DOCUMENTAL_V32(2).zip,HALLAZGO_V15_CONSUMO_CREDITO_PUENTE_Y_RESIDUO.md,
