source_id,institution,artifact,url,local_path,sha256,bytes,period_coverage,variable_families,primary_source,preserved,method_breaks,use_status,caveat
e0_infoleg_decreto_905_2002,Poder Ejecutivo Nacional,Decreto 905/2002,https://servicios.infoleg.gob.ar/infolegInternet/anexos/70000-74999/74773/texact.htm,/research/ciclo_ajuste/inputs/historical_retrieval/v107/binaries/infoleg_decreto_905_2002.html,e5d8e8618050e75dd8fcbb64ce76a0289f6e1704f53f456b895ee92b4512f652,102582,2002-06,"state_bcra;banks;deposits;bonds;compensation",YES,YES,"opciones plazos instrumentos y reglamentación",USABLE_LEGAL,"Beneficiario jurídico e instrumento recibido no equivalen a ganancia económica neta."
e0_infoleg_ley_25796_2003,Congreso de la Nación,Ley 25796,https://servicios.infoleg.gob.ar/infolegInternet/anexos/90000-94999/90252/norma.htm,/research/ciclo_ajuste/inputs/historical_retrieval/v107/binaries/infoleg_ley_25796_2003.html,5a70adc3351dec9827664abca35a0166c15b953ecc7a68f41934af01221d4240,11087,2003-10/2003-11,"state_bcra;banks;compensation",YES,YES,"marco complementario posterior",USABLE_LEGAL,"Conciliar autorización emisión devengamiento valuación y realización antes de sumar montos."
e0_indec_eph_puntual_tasas_1974_2003,INDEC,EPH puntual · tasas totales,https://www.indec.gob.ar/ftp/cuadros/menusuperior/archivo/shempleo1.xls,/research/ciclo_ajuste/inputs/historical_retrieval/v108/binaries/indec_eph_puntual_tasas_total_1974_2003.xls,dfa88feaa443708849f839944af9461f305b9b182d0cbeb601a6cd809f93601c,45056,1974-05/2003-05,"households;employment;unemployment;underemployment",YES,YES,"ondas mayo/octubre; tres aglomerados incorporados en 2002-10; Gran Santa Fe excluido en 2003-05",USABLE_WITH_BREAKS,"Comparable dentro del régimen puntual; no empalmar mecánicamente con EPH continua."
e0_indec_eph_continua_tasas_2003_2007,INDEC,EPH continua · tasas semestrales,https://www.indec.gob.ar/ftp/cuadros/menusuperior/archivo/sh_eph_continuasemestral.xls,/research/ciclo_ajuste/inputs/historical_retrieval/v108/binaries/indec_eph_continua_tasas_2003_2007.xls,15f7bfaa07cc421b61bc434d2338d85068e743686472a55471ecc1bbf2bc8f35,48128,2003-S1/2007-S1,"households;employment;unemployment;underemployment",YES,YES,"EPH continua; primer semestre 2003 sin Gran Santa Fe",USABLE_SEPARATE_REGIME,"No usar 2003-S1 como reemplazo exacto de mayo de 2003."
e0_indec_pobreza_puntual_2001_2003,INDEC,Pobreza e indigencia · EPH puntual,https://www.indec.gob.ar/ftp/cuadros/sociedad/sh-pobreza1.xls,/research/ciclo_ajuste/inputs/historical_retrieval/v108/binaries/indec_pobreza_eph_puntual_desde_2001.xls,b9830e17049fae228cad48932ef56dd910301a50c8efca13d07fdcbde268ceed,27648,2001-05/2003-05,"households;poverty;indigence",YES,YES,"método histórico; ondas mayo/octubre; ampliación de aglomerados en 2002-10",USABLE_WITHIN_HISTORICAL_REGIME,"No retropolar la metodología reanudada en 2016."
e0_indec_pobreza_continua_2003_2007,INDEC,Pobreza e indigencia · EPH continua,https://www.indec.gob.ar/ftp/cuadros/sociedad/sh_pobrezaeindigencia_continua.xls,/research/ciclo_ajuste/inputs/historical_retrieval/v108/binaries/indec_pobreza_eph_continua_desde_2003.xls,c2b8bf54b548cdb5083db9ed95f8d99a8ac4ab53ac3d11d3894d3d610c592a32,116224,2003-S1/2007-S1,"households;poverty;indigence",YES,YES,"EPH continua y método histórico de su vintage",USABLE_SEPARATE_REGIME,"Separar del archivo puntual y de la metodología 2016+."
e0_indec_pobreza_metodo_historico,INDEC,Método histórico de pobreza por ingresos,https://www.indec.gob.ar/ftp/cuadros/sociedad/pobreza2.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v108/binaries/indec_pobreza_metodo_historico.pdf,9bfc6ea00e61c5d2c9568f65dc86e64dc0668210c18dd81da6f5379db796b16b,139709,2003,"households;poverty;indigence;methodology",YES,YES,"CBA histórica e inversa del coeficiente de Engel",USABLE_METHOD_DOCUMENT,"Describe el régimen contemporáneo de los datos 2001-2003."
e0_indec_pobreza_metodologia_22_2016,INDEC,Metodología INDEC 22 · pobreza e indigencia,https://www.indec.gob.ar/ftp/cuadros/sociedad/EPH_metodologia_22_pobreza.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v108/binaries/indec_pobreza_metodologia_22_2016.pdf,9881625ced5f3ddeee5b54d0cb31c21838fb855287548c4878b67d5bcfc36a10,2047228,2016,"households;poverty;indigence;methodology",YES,YES,"nuevas pautas de consumo canastas regionales precios medios y coeficientes de Engel regionales",USABLE_BREAK_DOCUMENT,"Prueba que 2001-2003 y 2016+ no son una serie metodológicamente idéntica."
e0_indec_cgi_mano_obra_privada_1993_2007,INDEC,CGI apéndice 3 · mano de obra e ingreso privado,https://www.indec.gob.ar/ftp/nuevaweb/cuadros/17/cgi_apendice3.xls,/research/ciclo_ajuste/inputs/historical_retrieval/v108/binaries/indec_cgi_apendice3_mano_obra_privada_1993_2007.xls,50f5f28855d86f2f323b8346ad443c8dc24d44b5cb4464c17a09a10b0b6dfc38,23040,1993-2007,"households;labor_income;registered;nonregistered",YES,YES,"cuentas nacionales anuales; puestos y masa de remuneraciones",USABLE_AGGREGATE_CONTEXT,"No es un índice mensual de salario real ni una medición directa de bienestar del hogar."
e0_argentina_ripte_page_2026_08_29,Secretaría de Trabajo Empleo y Seguridad Social,RIPTE · definición oficial,https://www.argentina.gob.ar/trabajo/seguridadsocial/ripte,/research/ciclo_ajuste/inputs/historical_retrieval/v108/binaries/argentina_ripte_page_2026-08-29.html,12aef104eba6df754dab6d234463c3856e59bd1c5085fc1ed82a571a08573a4a,38849,1994-07/2026-06,"households;registered_wages;methodology",YES,YES,"trabajadores registrados estables con continuidad de 13 meses; remuneración imponible y topes",USABLE_SCOPE_DOCUMENT,"No cubre empleo no registrado desempleados ni todos los ingresos del hogar."
e0_argentina_ripte_serie_junio_2026,Secretaría de Trabajo Empleo y Seguridad Social,RIPTE · serie histórica a junio de 2026,https://www.argentina.gob.ar/sites/default/files/ripte_junio_2026-mdch.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v108/binaries/argentina_ripte_junio_2026.pdf,0b25fb27c557b7a66c2304ea7db4759bbf7997fe69432ecf932c1833e164228b,344863,1994-07/2026-06,"households;registered_wages",YES,YES,"monto nominal mensual; población estable y remuneración imponible",USABLE_WITH_SCOPE_LIMIT,"Se deflacta con IPC-GBA solo como reloj de salario registrado estable."
e0_indec_ipc_gba_empalme_1943_2008,INDEC,IPC-GBA · empalme histórico abril 2008=100,https://www.indec.gob.ar/ftp/nuevaweb/cuadros/10/sh_ipc_2008.xls,/research/ciclo_ajuste/inputs/historical_retrieval/v108/binaries/indec_ipc_gba_empalme_1943_2008.xls,e2b933b4ccd93ae82c11341373896cea4dddb7a11f3d6123daea3b9e7654872d,160768,1943-01/2008-04,"households;prices;deflator",YES,YES,"empalme de bases 1943 1960 1974 1988 1999 con abril 2008=100",USABLE_WITH_GEOGRAPHIC_LIMIT,"Es IPC Gran Buenos Aires; no rotular como IPC nacional."
e0_bcra_informe_bancos_oct_2004_risk,BCRA,Informe sobre Bancos · octubre 2004 · riesgo y situación patrimonial,https://www.bcra.gob.ar/Pdfs/PublicacionesEstadisticas/InfBanc1004.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v109/binaries/bcra_informe_bancos_octubre_2004.pdf,2a92bfc1de9fa86bc60c94d7ef867cf904e7d8713707a993eaf75d91c5c9f1cf,448224,1999-2004,"risk;provisions;chargeoffs;capital;liquidity;results",YES,YES,"balance mensual no consolidado agregado; última información repetida para entidades faltantes; datos históricos pueden ser rectificados",USABLE_DOCUMENTARY_QUANT_WITH_VINTAGE,"Cartera irregular=situaciones 3 a 6; liquidez=activos líquidos/depósitos; PN/activo neteado es proxy contable y no integración regulatoria de capital."
e0_cgn_cuenta_inversion_2002_tomo_i,Contaduría General de la Nación,Cuenta de Inversión 2002 · Tomo I,https://www.economia.gob.ar/hacienda/cgn/cuenta/2002/archivos/tomoi.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v110/binaries/cgn_cuenta_inversion_2002_tomo_i.pdf,f94a50a6681f367453a0b17c2846fae791b945a7fd311273aac85bddb8704529,4215238,2002,"state_bcra;fiscal;debt;accounting",YES,YES,"valor nominal versus actualizado; stock versus flujo; registración extrapresupuestaria y compatibilización contable",USABLE_WITH_PHASE_BREAKS,"El stock emitido/colocado y las transferencias otorgadas no son una misma medida ni prueban efectivo pagado."
e0_cgn_cuenta_inversion_2003_tomo_i,Contaduría General de la Nación,Cuenta de Inversión 2003 · Tomo I,https://www.economia.gob.ar/hacienda/cgn/cuenta/2003/archivos/tomoi.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v110/binaries/cgn_cuenta_inversion_2003_tomo_i.pdf,be739fa0f13a017c1a38c9f97f03fd3a724fdf300f9c1a3d07b46dafb7717f98,1967195,2003,"state_bcra;fiscal;accounting",YES,YES,"compatibilización presupuestaria-contable; pagarés nominados; posible solapamiento con stocks previos",USABLE_ACCOUNTING_RECOGNITION,"Las líneas de transferencias otorgadas son registraciones contables y no evidencia autónoma de caja."
e0_onp_boletin_fiscal_2003q4_cuadro37_boden,Secretaría de Finanzas · ONP,Cuadro 37 · BODEN emitidos y colocados al 31-12-2003,https://www.economia.gob.ar/onp/documentos/boletin/4totrim03/pdf/fisc37.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v110/binaries/onp_boletin_fiscal_2003q4_cuadro37_boden.pdf,f75dc6555d8d5f5ace56e150d7cece3be8110049b727c296b94fa30b700a01eb,12714,2003-12-31,"state_bcra;fiscal;debt;valuation",YES,YES,"moneda de origen versus valores actualizados; propósitos no aditivos fuera del cuadro; redondeo de ARS 0.001m",USABLE_STOCK_BY_PURPOSE,"Separa compensatorios cobertura ahorristas cuasimonedas y restitución del 13%; el total BODEN no es compensación bancaria."
