"gap_id","priority","entity_or_id","role","url","expected_extension","status","method","tls_validation","warning","http_status","content_type","effective_url","local_filename","bytes","sha256","magic_ok","retrieved_utc","error"
"10","P0","Banco de San Juan S.A.","official 2024/2023 comparative Annex Q; FY2023 comparator","https://contenido.sanjuan.gob.ar/media/k2/attachments/%2803%29_%28MARZO%29_14-03-2025_ANEXO_BANCO_SAN_JUAN.pdf",".pdf","DOWNLOAD_OK","curl.exe","SCHANNEL_DEFAULT_SSL_NO_REVOKE","","200","application/pdf","https://contenido.sanjuan.gob.ar/media/k2/attachments/%2803%29_%28MARZO%29_14-03-2025_ANEXO_BANCO_SAN_JUAN.pdf","010_P0_Banco_de_San_Juan_S_A.pdf","1458519","18f89f425a3ce9e4cd6150fa9d87080f3ff1c1211313c9f8f94675c765c700e2","True","2026-08-28T19:01:23.9173802Z",""
"11","P0","Banco de Santa Cruz S.A.","FY-2023","https://assets.ctfassets.net/h7wmg0jhythh/4g79KmIvc3oFO0cOoxTWKs/431c9d8d065184e2c23525856a1d55ca/122023_-_BSC_-_Estados_Financieros.pdf",".pdf","DOWNLOAD_OK","curl.exe","SCHANNEL_DEFAULT_SSL_NO_REVOKE","","200","application/pdf","https://assets.ctfassets.net/h7wmg0jhythh/4g79KmIvc3oFO0cOoxTWKs/431c9d8d065184e2c23525856a1d55ca/122023_-_BSC_-_Estados_Financieros.pdf","011_P0_Banco_de_Santa_Cruz_S_A.pdf","1461954","3f0460be1194d66e3c0e2468ecc299b944bd11695996c76651920c36da7f3f06","True","2026-08-28T19:01:24.3275413Z",""
"12","P0","Banco de Santa Cruz S.A.","30/09/2023","https://assets.ctfassets.net/h7wmg0jhythh/67xmHobIaNPVJS8GHGQzkg/ef170bd735ee3a4dbe86a1f35d407799/092023_-_BSC_-_Estados_Financieros_NIIF.pdf",".pdf","DOWNLOAD_OK","curl.exe","SCHANNEL_DEFAULT_SSL_NO_REVOKE","","200","application/pdf","https://assets.ctfassets.net/h7wmg0jhythh/67xmHobIaNPVJS8GHGQzkg/ef170bd735ee3a4dbe86a1f35d407799/092023_-_BSC_-_Estados_Financieros_NIIF.pdf","012_P0_Banco_de_Santa_Cruz_S_A.pdf","945722","e57a3f6449d365eeae9ba7708ad21f12af2445f67bcc4cd2833238159db0bd30","True","2026-08-28T19:01:24.7380136Z",""
"13","P0","Banco de Servicios y Transacciones S.A.","9M2023 official issuer financial statements","https://bst.com.ar/wp-content/uploads/2025/01/EEFF-BST-092023.pdf",".pdf","DOWNLOAD_OK","curl.exe","SCHANNEL_DEFAULT_SSL_NO_REVOKE","","200","application/pdf","https://bst.com.ar/wp-content/uploads/2025/01/EEFF-BST-092023.pdf","013_P0_Banco_de_Servicios_y_Transacciones_S_A.pdf","2427047","0b42c96209d30f334774672fe091a5f64dd2d7e8c236ece23045a71d4a2cedb4","True","2026-08-28T19:01:26.7573521Z",""
"14","P0","Banco de Servicios y Transacciones S.A.","FY2023 official issuer financial statements / Annex Q","https://bst.com.ar/wp-content/uploads/2025/01/EEFF-BST-12-2023-1.pdf",".pdf","DOWNLOAD_OK","curl.exe","SCHANNEL_DEFAULT_SSL_NO_REVOKE","","200","application/pdf","https://bst.com.ar/wp-content/uploads/2025/01/EEFF-BST-12-2023-1.pdf","014_P0_Banco_de_Servicios_y_Transacciones_S_A.pdf","5364040","1eaa7d6fe04b01f9e290a3ff8c6785e80dfb8b312fa28ed2321c9cd81b0937f3","True","2026-08-28T19:01:29.0272803Z",""
"15","P0","Nuevo Banco de Entre Ríos S.A.","FY-2023","https://assets.ctfassets.net/h7wmg0jhythh/2fLFeDK6jUhhYgrHlc1WNH/59c7096b296c83d4d6420a3bc3f28243/NBERSA_12.2023_-_EEFF_sin_pdu.pdf",".pdf","DOWNLOAD_OK","curl.exe","SCHANNEL_DEFAULT_SSL_NO_REVOKE","","200","application/pdf","https://assets.ctfassets.net/h7wmg0jhythh/2fLFeDK6jUhhYgrHlc1WNH/59c7096b296c83d4d6420a3bc3f28243/NBERSA_12.2023_-_EEFF_sin_pdu.pdf","015_P0_Nuevo_Banco_de_Entre_Ríos_S_A.pdf","583004","b462146af5e4145156338deea8ac297bdc8aaeac052ab85b691cd5b9b27b8e9e","True","2026-08-28T19:01:29.5316230Z",""
"16","P0","Nuevo Banco de Entre Ríos S.A.","30/09/2023","https://assets.ctfassets.net/h7wmg0jhythh/4298svWaPcM3FgQ8pspEtP/e19201d5d304fe5ff78ac1bbefcad978/NBERSA_09.2023_-_EEFF_.pdf",".pdf","DOWNLOAD_OK","curl.exe","SCHANNEL_DEFAULT_SSL_NO_REVOKE","","200","application/pdf","https://assets.ctfassets.net/h7wmg0jhythh/4298svWaPcM3FgQ8pspEtP/e19201d5d304fe5ff78ac1bbefcad978/NBERSA_09.2023_-_EEFF_.pdf","016_P0_Nuevo_Banco_de_Entre_Ríos_S_A.pdf","349229","f20be4cb8104e8224c6bfadf84a6fa6909988d744756f87ab9ff488ef2c9fb61","True","2026-08-28T19:01:29.8660932Z",""
"17","P0","Nuevo Banco de Santa Fe Sociedad Anonima","30/09/2023","https://assets.ctfassets.net/h7wmg0jhythh/3KykEMuhRA2DZjWCd12wv/10e5d5dd2278b7501d23c2fe0815962b/092023_-_NBSF_-_EEFF_Separados.pdf",".pdf","DOWNLOAD_OK","curl.exe","SCHANNEL_DEFAULT_SSL_NO_REVOKE","","200","application/pdf","https://assets.ctfassets.net/h7wmg0jhythh/3KykEMuhRA2DZjWCd12wv/10e5d5dd2278b7501d23c2fe0815962b/092023_-_NBSF_-_EEFF_Separados.pdf","017_P0_Nuevo_Banco_de_Santa_Fe_Sociedad_Anonima.pdf","1236239","7b0ec6c242c06702796830ce1a2ae172fedef8b12fb4f0134cb949a676d2602b","True","2026-08-28T19:01:30.3674395Z",""
"18","P0","Nuevo Banco de Santa Fe Sociedad Anonima","FY-2023","https://assets.ctfassets.net/h7wmg0jhythh/n0pbb6IBTuXKan3xDHFJI/0f0fbd42c71be085d2712976d1890ef9/122023_-_NBSF_-_EEFF_Separados.pdf",".pdf","DOWNLOAD_OK","curl.exe","SCHANNEL_DEFAULT_SSL_NO_REVOKE","","200","application/pdf","https://assets.ctfassets.net/h7wmg0jhythh/n0pbb6IBTuXKan3xDHFJI/0f0fbd42c71be085d2712976d1890ef9/122023_-_NBSF_-_EEFF_Separados.pdf","018_P0_Nuevo_Banco_de_Santa_Fe_Sociedad_Anonima.pdf","1387125","231c456998ac00b4e60093951ce76158cef2b4721314c0f71a208662fc38b80f","True","2026-08-28T19:01:30.8654522Z",""
"19","P0","Nuevo Banco del Chaco","FY2023 separated official publication","https://chaco.gov.ar/uploads/boletines/25-03-24-11076-660183ddcbb40676491772.pdf",".pdf","DOWNLOAD_OK","curl.exe","SCHANNEL_DEFAULT_SSL_NO_REVOKE","","200","application/pdf","https://chaco.gov.ar/uploads/boletines/25-03-24-11076-660183ddcbb40676491772.pdf","019_P0_Nuevo_Banco_del_Chaco.pdf","30034669","cdb1f7723693f0129d743dbcd9e92d372b0f14c3e08954a02287106fc5dae5a4","True","2026-08-28T19:01:32.8800030Z",""
"20","P1","Banco CMF S.A.","historical annual archive candidate","https://www.bancocmf.com.ar/wp-content/uploads/Historico-Balance-e-Informes-Anual-1.zip",".zip","DOWNLOAD_OK","curl.exe","SCHANNEL_DEFAULT_SSL_NO_REVOKE","","200","application/zip","https://www.bancocmf.com.ar/wp-content/uploads/Historico-Balance-e-Informes-Anual-1.zip","020_P1_Banco_CMF_S_A.zip","8552914","5cb285ab72d8d50c83cd1760ba9dbb88795d43161e1c7a0096a8e8b1a7ed0145","True","2026-08-28T19:01:35.3681246Z",""
"21","P1","Banco CMF S.A.","historical quarterly archive candidate","https://www.bancocmf.com.ar/wp-content/uploads/Historico-Trimestral-Balances-e-Informes-1.zip",".zip","DOWNLOAD_OK","curl.exe","SCHANNEL_DEFAULT_SSL_NO_REVOKE","","200","application/zip","https://www.bancocmf.com.ar/wp-content/uploads/Historico-Trimestral-Balances-e-Informes-1.zip","021_P1_Banco_CMF_S_A.zip","24444266","9b373153d40647c0813315d435ac68a72ba5e674b43656ffac6b3c8dd939d65f","True","2026-08-28T19:01:38.2864716Z",""
"22","P1","Banco Provincia del Neuquén S.A.","FY2024 comparator","https://apiapp.bpn.com.ar/Resources/Files/82d95330e8d6472b90d506e198bd6549.pdf",".pdf","DOWNLOAD_OK","curl.exe","SCHANNEL_DEFAULT_SSL_NO_REVOKE","","200","application/pdf","https://apiapp.bpn.com.ar/Resources/Files/82d95330e8d6472b90d506e198bd6549.pdf","022_P1_Banco_Provincia_del_Neuquén_S_A.pdf","3931099","1e239d382b59d015ac5e41f22692e9c98b7aa909964556be4627d57398d0853c","True","2026-08-28T19:01:41.2831229Z",""
"23","P1","bcra_ief_1s2024_ciclo","IEF · primer semestre 2024","https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/ief0124.pdf",".pdf","DOWNLOAD_OK","Invoke-WebRequest","WINDOWS_DEFAULT","","","","https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/ief0124.pdf","023_P1_bcra_ief_1s2024_ciclo.pdf","896512","e92721161bd571177a6236699a976197ce7f181b11f409bf4fa88390ac067e1a","True","2026-08-28T19:01:42.2897065Z",""
"24","P1","bcra_ief_2s2024_ciclo","IEF · segundo semestre 2024","https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/IEF0224.pdf",".pdf","DOWNLOAD_OK","Invoke-WebRequest","WINDOWS_DEFAULT","","","","https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/IEF0224.pdf","024_P1_bcra_ief_2s2024_ciclo.pdf","934551","5c6780311123ca5082b8d9ab6411474f6989e44d083cbec7367fc704b1c36aba","True","2026-08-28T19:01:43.0831810Z",""
"25","P1","bna_balance_condensado_sep2023_control","Balance Condensado · septiembre 2023","https://www.bna.com.ar/Downloads/Institucional_MemoriayBalances_BALANCE%20CONDENSADO%20SEPT%202023.pdf",".pdf","DOWNLOAD_OK","curl.exe","SCHANNEL_DEFAULT_SSL_NO_REVOKE","","200","application/pdf","https://www.bna.com.ar/Downloads/Institucional_MemoriayBalances_BALANCE%20CONDENSADO%20SEPT%202023.pdf","025_P1_bna_balance_condensado_sep2023_control.pdf","20060","3b037950f40b32ccbfea6fe696aa3e216e4ae664fa90868921f7529438c2010d","True","2026-08-28T19:01:43.6032251Z",""
"26","P1","bna_memoria_fy2023_aq","Memoria y Estados Financieros 2023 · Schedule Q individual/consolidado","https://www.bna.com.ar/Downloads/Institucional_MemoriayBalances_Memoria%202023%20Ingles.pdf",".pdf","DOWNLOAD_OK","curl.exe","SCHANNEL_DEFAULT_SSL_NO_REVOKE","","200","application/pdf","https://www.bna.com.ar/Downloads/Institucional_MemoriayBalances_Memoria%202023%20Ingles.pdf","026_P1_bna_memoria_fy2023_aq.pdf","4014890","e48df5a1b31b7a5ebb8fa4e2753addefd21cb5abebc03c3a18fa38cffd264d91","True","2026-08-28T19:01:45.9483496Z",""
"27","P1","ciudad_eeff_9m2023_consol_control","Estados financieros consolidados 30/09/2023","https://www.bancociudad.com.ar/cms/recursos/institucional/carpetarecurso/Balances%20Trimestrales/EstadosFinancieros/2023.09_-_EEFF_consolidados.pdf",".pdf","DOWNLOAD_OK","curl.exe","SCHANNEL_DEFAULT_SSL_NO_REVOKE","","200","application/pdf","https://www.bancociudad.com.ar/cms/recursos/institucional/carpetarecurso/Balances%20Trimestrales/EstadosFinancieros/2023.09_-_EEFF_consolidados.pdf","027_P1_ciudad_eeff_9m2023_consol_control.pdf","1020190","1b8445d43ce16aadd6f3205dfe0fb956e6961198c5f9c6bf2648bce6d589cb19","True","2026-08-28T19:01:49.0253295Z",""
"28","P1","icbc_eeff_9m2023_aq","Estados financieros 30/09/2023 · Anexo Q","https://www.icbc.com.ar/wcm/connect/4de3ed09-cb4e-4064-b6a5-0aa3f0bca5fd/Estados%2BFinancieros%2BICBC%2B202309_ESPA%C3%91OL%2BLEGALIZADO.pdf?CVID=oNG1sHj&MOD=AJPERES",".pdf","DOWNLOAD_OK","curl.exe","SCHANNEL_DEFAULT_SSL_NO_REVOKE","","200","application/pdf","https://www.icbc.com.ar/wcm/connect/4de3ed09-cb4e-4064-b6a5-0aa3f0bca5fd/Estados%2BFinancieros%2BICBC%2B202309_ESPA%C3%91OL%2BLEGALIZADO.pdf?CVID=oNG1sHj&MOD=AJPERES","028_P1_icbc_eeff_9m2023_aq.pdf","4775965","ccc422947b87a6c5f91ffc12bf1d4880c4d3e9ec83ea2575840a60a4a04dbe2e","True","2026-08-28T19:01:50.1916305Z",""
"29","P1","icbc_eeff_fy2023_aq","Estados financieros 31/12/2023 · Anexo Q","https://www.icbc.com.ar/wcm/connect/09254af5-2d9a-4742-bec0-bbd0018305d5/Estados%2BFinancieros%2BICBC%2B202312_ESPA%C3%91OL%2BLEGALIZADO.pdf?CVID=oUU1Wae&MOD=AJPERES",".pdf","DOWNLOAD_OK","curl.exe","SCHANNEL_DEFAULT_SSL_NO_REVOKE","","200","application/pdf","https://www.icbc.com.ar/wcm/connect/09254af5-2d9a-4742-bec0-bbd0018305d5/Estados%2BFinancieros%2BICBC%2B202312_ESPA%C3%91OL%2BLEGALIZADO.pdf?CVID=oUU1Wae&MOD=AJPERES","029_P1_icbc_eeff_fy2023_aq.pdf","7357993","236ea1fda3e545c98a081aca59b2f13357067fd39165861f2ddac9a31dd852b6","True","2026-08-28T19:01:51.6022981Z",""
"30","P1","macro_eeff_9m2023_aq","Estados financieros 30/09/2023 · bloque separado / Anexo Q","https://www.macro.com.ar/relaciones-inversores/documento/1580934703038/banco_macro_sa_eeff_30-09-2023.pdf",".pdf","DOWNLOAD_OK","curl.exe","SCHANNEL_DEFAULT_SSL_NO_REVOKE","","200","application/pdf","https://www.macro.com.ar/relaciones-inversores/documento/1580934703038/banco_macro_sa_eeff_30-09-2023.pdf","030_P1_macro_eeff_9m2023_aq.pdf","1193091","829395481a8d0a4da424fbc778d959981de203bd1af6e0f1dbd095387ce6d80e","True","2026-08-28T19:01:55.7316693Z",""
"31","P1","macro_eeff_fy2023_aq","Estados financieros 31/12/2023 · bloque separado / Anexo Q","https://www.macro.com.ar/relaciones-inversores/documento/1580935557769/eeff_bm_31-12-2023.pdf",".pdf","DOWNLOAD_OK","curl.exe","SCHANNEL_DEFAULT_SSL_NO_REVOKE","","200","application/pdf","https://www.macro.com.ar/relaciones-inversores/documento/1580935557769/eeff_bm_31-12-2023.pdf","031_P1_macro_eeff_fy2023_aq.pdf","1845158","3ac5e7a8a60645130a6d995a0b3ef20ec5834bcd97359c8c930d39a9689be36a","True","2026-08-28T19:02:01.7793386Z",""
"32","P1","santander_eeff_9m2023_sep_mirror","Estados separados intermedios 30/09/2023","https://cdn.financialreports.eu/financialreports/media/filings/68743/2023/RNS/68743_rns_2023-11-24_514c3f88-1bff-43e7-9afe-b8e793c5e3e1.pdf",".pdf","DOWNLOAD_OK","curl.exe","SCHANNEL_DEFAULT_SSL_NO_REVOKE","","200","application/pdf","https://cdn.financialreports.eu/financialreports/media/filings/68743/2023/RNS/68743_rns_2023-11-24_514c3f88-1bff-43e7-9afe-b8e793c5e3e1.pdf","032_P1_santander_eeff_9m2023_sep_mirror.pdf","1327535","dd043602ac6fe0685e3d683e2d26e39650c5411548a0cb062b3ad8ff542f958a","True","2026-08-28T19:02:04.3460792Z",""
"33","P1","santander_eeff_fy2023_aq_mirror","Estados separados FY 2023 · Anexo Q","https://cdn.financialreports.eu/financialreports/media/filings/68743/2024/RNS/68743_rns_2024-03-06_8a497326-fbc5-4ac4-bb14-21ece6df12e5.pdf",".pdf","DOWNLOAD_OK","curl.exe","SCHANNEL_DEFAULT_SSL_NO_REVOKE","","200","application/pdf","https://cdn.financialreports.eu/financialreports/media/filings/68743/2024/RNS/68743_rns_2024-03-06_8a497326-fbc5-4ac4-bb14-21ece6df12e5.pdf","033_P1_santander_eeff_fy2023_aq_mirror.pdf","2027764","3f324e4c932b6e33f8da9abba5e967ca8c9ffacc8d253637f9e8f3783d73faec","True","2026-08-28T19:02:06.9462531Z",""
"34","P1","supervielle_eeff_9m2023_sep","Estados financieros condensados 30/09/2023 · separados","https://content-us-7.content-cms.com/8ba19f21-9a97-4525-8886-f54d823a5cea/dxdam/02/025e5bb4-d630-480e-a03d-397a022080ff/EECC%20Banco%20Supervielle%2030.09.23.pdf",".pdf","DOWNLOAD_OK","curl.exe","SCHANNEL_DEFAULT_SSL_NO_REVOKE","","200","application/pdf","https://content-us-7.content-cms.com/8ba19f21-9a97-4525-8886-f54d823a5cea/dxdam/02/025e5bb4-d630-480e-a03d-397a022080ff/EECC%20Banco%20Supervielle%2030.09.23.pdf","034_P1_supervielle_eeff_9m2023_sep.pdf","2166044","6a3973b44fd75de3b57716f989a4a76b7c35a093ee07fe4269078d5298cdff0e","True","2026-08-28T19:02:08.2864621Z",""
"35","P1","supervielle_eeff_fy2023_aq","Estados financieros FY 2023 · Anexo Q separado","https://content-us-7.content-cms.com/8ba19f21-9a97-4525-8886-f54d823a5cea/dxdam/08/08afb7e5-b4c1-4396-925e-b66a2f5c13b1/EECC%20Banco%20Supervielle%2031.12.2023.pdf",".pdf","DOWNLOAD_OK","curl.exe","SCHANNEL_DEFAULT_SSL_NO_REVOKE","","200","application/pdf","https://content-us-7.content-cms.com/8ba19f21-9a97-4525-8886-f54d823a5cea/dxdam/08/08afb7e5-b4c1-4396-925e-b66a2f5c13b1/EECC%20Banco%20Supervielle%2031.12.2023.pdf","035_P1_supervielle_eeff_fy2023_aq.pdf","4178726","698c6afe9fcbe13f90f08575651d6b6e673845e14f20e4705028ecaae5db7d77","True","2026-08-28T19:02:09.9670111Z",""
"36","P1","valo_eeff_9m2023_aq_mirror","Estados separados 30/09/2023 · Anexo Q","https://cdn.financialreports.eu/financialreports/media/filings/68513/2023/RNS/68513_rns_2023-11-23_b356ffca-3ad3-4121-b2bc-c9ff8ad7aa0e.pdf",".pdf","DOWNLOAD_OK","curl.exe","SCHANNEL_DEFAULT_SSL_NO_REVOKE","","200","application/pdf","https://cdn.financialreports.eu/financialreports/media/filings/68513/2023/RNS/68513_rns_2023-11-23_b356ffca-3ad3-4121-b2bc-c9ff8ad7aa0e.pdf","036_P1_valo_eeff_9m2023_aq_mirror.pdf","833979","ab482f80e582595b217058504a7548d33e10aaf6b1d7d9e493e74af5f8322231","True","2026-08-28T19:02:12.1313578Z",""
"37","P1","valo_eeff_fy2023_aq","Estados financieros FY 2023 · bloque separado / Anexo Q","https://www.valo.ar/wp-content/uploads/BVSA-2023-Estados-Financieros-con-PDU-e-ICF-Consolidado-Legalizado.pdf",".pdf","DOWNLOAD_OK","curl.exe","SCHANNEL_DEFAULT_SSL_NO_REVOKE","","200","application/pdf","https://www.valo.ar/wp-content/uploads/BVSA-2023-Estados-Financieros-con-PDU-e-ICF-Consolidado-Legalizado.pdf","037_P1_valo_eeff_fy2023_aq.pdf","3459222","fbff4a1065165db438e70c37ef76c29704ea2e8a09fc367f4b06b5dfb18786c5","True","2026-08-28T19:02:12.6762013Z",""
"38","P2","bcra_boldat202505_tipo_titular","Boletín Estadístico mayo 2025 · tipo de titular/destino","https://www7.bcra.gob.ar/Pdfs/PublicacionesEstadisticas/BoletinEstadistico/boldat202505.pdf",".pdf","DOWNLOAD_FAILED","curl.exe + Invoke-WebRequest","SCHANNEL_DEFAULT_SSL_NO_REVOKE","","","","https://www7.bcra.gob.ar/Pdfs/PublicacionesEstadisticas/BoletinEstadistico/boldat202505.pdf","","0","","False","2026-08-28T19:02:21.1843064Z","curl: curl.exe : curl: (6) Could not resolve host: www7.bcra.gob.ar
En C:\Users\miyur\Downloads\SOURCE_BACKFILL_TOOL_V96_TLS_HOSTNAME_FIX\SOURCE_BACKFILL_TOOL_V96\Download-SourceBackfill.
ps1: 84 Carácter: 17
+         $meta = & $CurlCommand.Source @args 2> $stderr
+                 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : NotSpecified: (curl: (6) Could...ww7.bcra.gob.ar:String) [], RemoteException
    + FullyQualifiedErrorId : NativeCommandError
 
curl: (6) Could not resolve host: www7.bcra.gob.ar
curl: (6) Could not resolve host: www7.bcra.gob.ar
curl: (6) Could not resolve host: www7.bcra.gob.ar
curl: (6) Could not resolve host: www7.bcra.gob.ar | IWR: No se puede resolver el nombre remoto: 'www7.bcra.gob.ar'"
"39","P2","bcra_bolmetes_prestamos_titular","Notas metodológicas del Boletín Estadístico","https://web2.bcra.gob.ar/Pdfs/PublicacionesEstadisticas/bolmetes.pdf",".pdf","DOWNLOAD_FAILED","curl.exe + Invoke-WebRequest","SCHANNEL_DEFAULT_SSL_NO_REVOKE","","","","https://web2.bcra.gob.ar/Pdfs/PublicacionesEstadisticas/bolmetes.pdf","","0","","False","2026-08-28T19:02:21.5863243Z","curl: curl.exe : curl: (22) The requested URL returned error: 401
En C:\Users\miyur\Downloads\SOURCE_BACKFILL_TOOL_V96_TLS_HOSTNAME_FIX\SOURCE_BACKFILL_TOOL_V96\Download-SourceBackfill.
ps1: 84 Carácter: 17
+         $meta = & $CurlCommand.Source @args 2> $stderr
+                 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : NotSpecified: (curl: (22) The ...rned error: 401:String) [], RemoteException
    + FullyQualifiedErrorId : NativeCommandError | IWR: Error en el servidor remoto: (401) No autorizado."
