date,system_private_pct,companies_pct,households_pct,households_personal_cards_pct,historical_mean_pre_shock_pct,excess_vs_historical_mean_pp,cumulative_excess_pp_month,mirror_window,post_shock_window,universe,unit
2019-03-01,4.034171823844106,3.865992632591365,4.5054284891492555,5.0331853588466835,3.375627706031763,1.1298007831174925,-6.440168034683699,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2019-04-01,4.17136566294625,4.0119786298410824,4.643704112098171,5.220761332481058,3.375627706031763,1.2680764060664083,-5.1720916286172915,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2019-05-01,4.477570583422443,4.212180902356081,4.872724091964989,5.489969426228041,3.375627706031763,1.4970963859332262,-3.6749952426840653,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2019-06-01,4.535402823908885,4.296410972216531,4.922307345287892,5.533458883977622,3.375627706031763,1.5466796392561286,-2.1283156034279367,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2019-07-01,4.670532305272369,4.585874783336059,4.8231595686246616,5.410194621268737,3.375627706031763,1.4475318625928986,-0.6807837408350381,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2019-08-01,4.703217819920711,4.6829654069336195,4.82700309648606,5.377071886517121,3.375627706031763,1.4513753904542974,0.7705916496192593,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2019-09-01,4.796687295441851,5.037401567124938,4.594067395135245,5.078205449890631,3.375627706031763,1.2184396891034823,1.9890313387227416,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2019-10-01,4.875489724856449,5.353919854982708,4.409240305203581,4.831685832506091,3.375627706031763,1.0336125991718181,3.0226439378945598,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2019-11-01,5.043373885753027,5.717590319726293,4.413107275962689,4.850572321385848,3.375627706031763,1.0374795699309263,4.060123507825486,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2019-12-01,5.748493053904677,7.329122251896666,4.17087517421628,4.500099979837868,3.375627706031763,0.7952474681845172,4.855370976010002,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2020-01-01,6.025937316791853,7.948138408662947,4.2051981388263036,4.527507121104443,3.375627706031763,0.8295704327945406,5.6849414088045425,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2020-02-01,6.157559988009526,8.097676445756969,4.307221222345747,4.648755738840402,3.375627706031763,0.9315935163139843,6.616534925118527,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2020-03-01,5.289958302213992,7.481971591411421,3.03173531811056,3.068150230104447,3.375627706031763,-0.343892387921203,6.272642537197324,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2020-04-01,5.202048153214505,7.015962686842387,3.113332707437224,3.165684147296187,3.375627706031763,-0.26229499859453886,6.010347538602785,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2020-05-01,5.164379955150429,6.919516855837244,3.1096419021665875,3.1437669191245154,3.375627706031763,-0.26598580386517545,5.744361734737609,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2020-06-01,4.9761602975373,6.697092863237179,3.0404111489624195,3.037278617433969,3.375627706031763,-0.3352165570693435,5.4091451776682655,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2020-07-01,5.011365747672787,6.765387926658868,3.1084386397390595,3.0733466915744017,3.375627706031763,-0.26718906629270345,5.141956111375562,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2020-08-01,4.793643412119575,6.396431834639024,3.0239075251898897,2.972008438358663,3.375627706031763,-0.3517201808418733,4.790235930533688,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2020-09-01,4.520680052681874,6.178880524336905,2.7136229203062086,2.6770681040028057,3.375627706031763,-0.6620047857255544,4.128231144808134,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2020-10-01,4.243614131830173,5.894241912651275,2.427568254955136,2.394895636369964,3.375627706031763,-0.9480594510766269,3.180171693731507,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2020-11-01,4.125311308898674,5.921464218252905,2.206355073574123,2.1794068723400195,3.375627706031763,-1.16927263245764,2.010899061273867,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2020-12-01,3.8612577981252483,5.793132827996901,1.8970464873988007,1.845998976241894,3.375627706031763,-1.4785812186329623,0.5323178426409048,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2021-01-01,3.8472390529059637,5.72570484515407,1.8086221177421817,1.7605858894005666,3.375627706031763,-1.5670055882895813,-1.0346877456486765,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2021-02-01,3.7620253601814526,5.656552371077087,1.7022599235925684,1.704736343981041,3.375627706031763,-1.6733677824391946,-2.708055528087871,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2021-03-01,3.8704052955237684,5.693557593939215,1.9916861884676267,2.160729941854584,3.375627706031763,-1.3839415175641363,-4.091997045652008,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2021-04-01,4.163258631309383,5.707740276749424,2.5668657503135113,2.9286868739471266,3.375627706031763,-0.8087619557182517,-4.900759001370259,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2021-05-01,4.265936004694906,5.611705652970631,2.9432098845930983,3.4582872004869847,3.375627706031763,-0.4324178214386647,-5.333176822808924,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2021-06-01,4.862639882298859,5.706558484058412,4.119675724104883,4.901093061768209,3.375627706031763,0.7440480180731197,-4.589128804735804,yes,no,Saldo financiado a hogares por entidades financieras,% del saldo
2021-07-01,5.419013397802781,5.85677374210092,5.057665768331383,5.786776018057576,3.375627706031763,1.6820380622996196,-2.9070907424361843,yes,no,Saldo financiado a hogares por entidades financieras,% del saldo
2021-08-01,5.323612838449406,5.72769976093351,5.05465486839241,5.701939897481272,3.375627706031763,1.6790271623606468,-1.2280635800755375,yes,no,Saldo financiado a hogares por entidades financieras,% del saldo
2021-09-01,5.038459855036872,5.418970711079271,4.761181804979822,5.220538639869393,3.375627706031763,1.385554098948059,0.15749051887252152,yes,no,Saldo financiado a hogares por entidades financieras,% del saldo
2021-10-01,4.895053590266383,5.2524386835751935,4.657056618777949,5.03618029747941,3.375627706031763,1.2814289127461858,1.4389194316187073,yes,no,Saldo financiado a hogares por entidades financieras,% del saldo
2021-11-01,4.586367069156232,4.908865704526825,4.299468213482736,4.524931933793246,3.375627706031763,0.9238405074509726,2.36275993906968,yes,no,Saldo financiado a hogares por entidades financieras,% del saldo
2021-12-01,4.325365009460354,4.55808014993364,4.177217710117682,4.295574641721316,3.375627706031763,0.8015900040859187,3.1643499431555986,yes,no,Saldo financiado a hogares por entidades financieras,% del saldo
2022-01-01,4.336133574517458,4.691618783281438,4.069049835844999,4.134889766463635,3.375627706031763,0.6934221298132361,3.8577720729688347,yes,no,Saldo financiado a hogares por entidades financieras,% del saldo
2022-02-01,4.19516230435529,4.549762822990052,3.9172711865189385,3.972797060349218,3.375627706031763,0.5416434804871755,4.39941555345601,yes,no,Saldo financiado a hogares por entidades financieras,% del saldo
2022-03-01,3.897193882294462,4.13712594642253,3.7293710488231198,3.635103080570329,3.375627706031763,0.3537433427913568,4.753158896247367,yes,no,Saldo financiado a hogares por entidades financieras,% del saldo
2022-04-01,3.5641141131813208,3.6804672343259446,3.5199358254509447,3.4534873873053686,3.375627706031763,0.14430811941918176,4.897467015666549,yes,no,Saldo financiado a hogares por entidades financieras,% del saldo
2022-05-01,3.369235514441972,3.4772946621993657,3.332981359646424,3.20137326713194,3.375627706031763,-0.04264634638533904,4.85482066928121,yes,no,Saldo financiado a hogares por entidades financieras,% del saldo
2022-06-01,3.226892913372987,3.279835324862784,3.2290583527905556,3.0629831234597082,3.375627706031763,-0.14656935324120735,4.708251316040003,yes,no,Saldo financiado a hogares por entidades financieras,% del saldo
2022-07-01,3.126568561353816,3.0872502704366376,3.221108005749903,3.0749346609221693,3.375627706031763,-0.15451970028186013,4.553731615758142,yes,no,Saldo financiado a hogares por entidades financieras,% del saldo
2022-08-01,3.1383325317309314,3.209813476523877,3.1202578947151838,2.957638971062808,3.375627706031763,-0.2553698113165792,4.298361804441563,yes,no,Saldo financiado a hogares por entidades financieras,% del saldo
2022-09-01,3.105438053057924,3.234700808266614,3.016411153621276,2.820809586952839,3.375627706031763,-0.3592165524104871,3.939145252031076,yes,no,Saldo financiado a hogares por entidades financieras,% del saldo
2022-10-01,3.088535854237273,3.2195918724444494,3.01582756575188,2.8427472045205047,3.375627706031763,-0.35980014027988316,3.5793451117511927,yes,no,Saldo financiado a hogares por entidades financieras,% del saldo
2022-11-01,3.0342089663063456,3.253616014380064,2.8621368090415658,2.688463273006376,3.375627706031763,-0.5134908969901972,3.0658542147609955,yes,no,Saldo financiado a hogares por entidades financieras,% del saldo
2022-12-01,3.134835231247183,3.2823987081328463,3.0362601517414314,2.828326127450941,3.375627706031763,-0.3393675542903316,2.726486660470664,yes,no,Saldo financiado a hogares por entidades financieras,% del saldo
2023-01-01,3.208515820174,3.363054520665491,3.1247847463064553,2.911218687245913,3.375627706031763,-0.2508429597253077,2.4756437007453562,yes,no,Saldo financiado a hogares por entidades financieras,% del saldo
2023-02-01,3.1899722941308633,3.2945865148640188,3.14537710310306,2.953102937693481,3.375627706031763,-0.2302506029287028,2.2453930978166534,yes,no,Saldo financiado a hogares por entidades financieras,% del saldo
2023-03-01,3.188982791567984,3.165793063252083,3.2749905634025076,3.125569157088701,3.375627706031763,-0.10063714262925538,2.144755955187398,yes,no,Saldo financiado a hogares por entidades financieras,% del saldo
2023-04-01,3.0692124722431764,2.9511993930057807,3.262343355144109,3.098882256960317,3.375627706031763,-0.1132843508876542,2.031471604299744,yes,no,Saldo financiado a hogares por entidades financieras,% del saldo
2023-05-01,3.040014603896303,2.9514108177732457,3.1990837747193828,3.0251379182304525,3.375627706031763,-0.17654393131238022,1.8549276729873636,yes,no,Saldo financiado a hogares por entidades financieras,% del saldo
2023-06-01,3.0450176895900483,2.873308677127168,3.3125550941849187,3.115497657034153,3.375627706031763,-0.06307261184684432,1.7918550611405193,yes,no,Saldo financiado a hogares por entidades financieras,% del saldo
2023-07-01,3.060892320563981,2.8907704175025617,3.3199196616400575,3.086208069922316,3.375627706031763,-0.055708044391705513,1.7361470167488138,yes,no,Saldo financiado a hogares por entidades financieras,% del saldo
2023-08-01,3.151844595786317,3.2005281009340463,3.1406388407768207,2.856312132716839,3.375627706031763,-0.23498886525494234,1.5011581514938714,yes,no,Saldo financiado a hogares por entidades financieras,% del saldo
2023-09-01,3.021451738151455,3.007845196518956,3.083761541268544,2.832881996191788,3.375627706031763,-0.2918661647632188,1.2092919867306526,yes,no,Saldo financiado a hogares por entidades financieras,% del saldo
2023-10-01,2.815359194826282,2.7526046670061257,2.846938807800363,2.587663990840951,3.375627706031763,-0.5286888982314002,0.6806030884992524,yes,no,Saldo financiado a hogares por entidades financieras,% del saldo
2023-11-01,2.6547148777991856,2.653963855581701,2.6950246175325243,2.3929831938415216,3.375627706031763,-0.6806030884992387,1.3766765505351941e-14,yes,no,Saldo financiado a hogares por entidades financieras,% del saldo
2023-12-01,3.654432123886734,4.390444647547271,2.784692843264294,2.501596109103767,3.375627706031763,-0.5909348627674689,-0.5909348627674551,no,yes,Saldo financiado a hogares por entidades financieras,% del saldo
2024-01-01,3.51334117912533,4.221292712934021,2.6996760221946174,2.4964993642335744,3.375627706031763,-0.6759516838371455,-1.2668865466046006,no,yes,Saldo financiado a hogares por entidades financieras,% del saldo
2024-02-01,1.9141090266310625,1.375289605426445,2.605121098735076,2.424241332167692,3.375627706031763,-0.7705066072966869,-2.0373931539012875,no,yes,Saldo financiado a hogares por entidades financieras,% del saldo
2024-03-01,1.8637448309231957,1.2807844138985196,2.6524153176309193,2.585307376074394,3.375627706031763,-0.7232123884008437,-2.760605542302131,no,yes,Saldo financiado a hogares por entidades financieras,% del saldo
2024-04-01,1.8393846357237817,1.2361909110112888,2.5892186333058107,2.578291033622941,3.375627706031763,-0.7864090727259523,-3.5470146150280835,no,yes,Saldo financiado a hogares por entidades financieras,% del saldo
2024-05-01,1.8406614535192871,1.1152517134160673,2.7587009632315804,2.775321054751617,3.375627706031763,-0.6169267428001826,-4.163941357828266,no,yes,Saldo financiado a hogares por entidades financieras,% del saldo
2024-06-01,1.7714305992024184,1.0153147280917272,2.786364688776409,2.7531489421822366,3.375627706031763,-0.5892630172553539,-4.7532043750836195,no,yes,Saldo financiado a hogares por entidades financieras,% del saldo
2024-07-01,1.6781995927682318,0.9018094734005953,2.672201214095846,2.603716294716592,3.375627706031763,-0.7034264919359168,-5.456630867019536,no,yes,Saldo financiado a hogares por entidades financieras,% del saldo
2024-08-01,1.604873551552001,0.7793455912391829,2.6624173216648614,2.5888385273137837,3.375627706031763,-0.7132103843669015,-6.169841251386437,no,yes,Saldo financiado a hogares por entidades financieras,% del saldo
2024-09-01,1.572369964587228,0.732259231497386,2.63540936430396,2.5577460916755177,3.375627706031763,-0.740218341727803,-6.91005959311424,no,yes,Saldo financiado a hogares por entidades financieras,% del saldo
2024-10-01,1.4942636413571475,0.6890177775194596,2.489310113996647,2.399623937283624,3.375627706031763,-0.8863175920351161,-7.796377185149356,no,yes,Saldo financiado a hogares por entidades financieras,% del saldo
2024-11-01,1.5053275805893664,0.6743438860925576,2.5245236321711517,2.484277498046053,3.375627706031763,-0.8511040738606113,-8.647481259009968,no,yes,Saldo financiado a hogares por entidades financieras,% del saldo
2024-12-01,1.5429641150334403,0.7421968415816819,2.5534667508354887,2.5048439457936915,3.375627706031763,-0.8221609551962743,-9.469642214206242,no,yes,Saldo financiado a hogares por entidades financieras,% del saldo
2025-01-01,1.6303241560796127,0.7715082226337067,2.6641852829108985,2.643777684456054,3.375627706031763,-0.7114424231208645,-10.181084637327107,no,yes,Saldo financiado a hogares por entidades financieras,% del saldo
2025-02-01,1.7733252030798425,0.7963726396920529,2.9392389465918027,2.989087037371145,3.375627706031763,-0.43638875943996025,-10.617473396767068,no,yes,Saldo financiado a hogares por entidades financieras,% del saldo
2025-03-01,1.9658225377720555,0.8839348989585111,3.256401130827736,3.374940432808593,3.375627706031763,-0.11922657520402691,-10.736699971971095,no,yes,Saldo financiado a hogares por entidades financieras,% del saldo
2025-04-01,2.188176622176562,0.939226171838071,3.6649595098608496,3.884161569471679,3.375627706031763,0.28933180382908663,-10.44736816814201,no,yes,Saldo financiado a hogares por entidades financieras,% del saldo
2025-05-01,2.580609533758353,1.0027156936481034,4.458750663201229,4.843284941890631,3.375627706031763,1.0831229571694663,-9.364245210972543,no,yes,Saldo financiado a hogares por entidades financieras,% del saldo
2025-06-01,2.909454536695638,1.0868349058692903,5.128268028903158,5.635218643881189,3.375627706031763,1.7526403228713954,-7.611604888101148,no,yes,Saldo financiado a hogares por entidades financieras,% del saldo
2025-07-01,3.187142629642449,1.184326824857338,5.6486888742703,6.2305276932570015,3.375627706031763,2.2730611682385367,-5.338543719862612,no,yes,Saldo financiado a hogares por entidades financieras,% del saldo
2025-08-01,3.7218178957645556,1.4192695143373453,6.6005613079305885,7.4121701573277425,3.375627706031763,3.2249336018988255,-2.1136101179637863,no,yes,Saldo financiado a hogares por entidades financieras,% del saldo
2025-09-01,4.15609162999023,1.6617415269375897,7.277163079351115,8.215296015470356,3.375627706031763,3.901535373319352,1.7879252553555656,no,yes,Saldo financiado a hogares por entidades financieras,% del saldo
2025-10-01,4.547663297387359,1.9465904482348826,7.75652282249225,8.759807180484533,3.375627706031763,4.380895116460486,6.168820371816052,no,yes,Saldo financiado a hogares por entidades financieras,% del saldo
2025-11-01,5.225654231579735,2.28539861375662,8.822416332564705,10.057495398370074,3.375627706031763,5.446788626532943,11.615608998348995,no,yes,Saldo financiado a hogares por entidades financieras,% del saldo
2025-12-01,5.563675498550564,2.532223461507413,9.333065842263723,10.569203503171295,3.375627706031763,5.957438136231961,17.573047134580953,no,yes,Saldo financiado a hogares por entidades financieras,% del saldo
2026-01-01,6.358001178670447,2.845410905763786,10.606166918361483,12.073176836375405,3.375627706031763,7.23053921232972,24.803586346910674,no,yes,Saldo financiado a hogares por entidades financieras,% del saldo
2026-02-01,6.706449928481556,2.9187835253770675,11.22059965886106,12.687579781761919,3.375627706031763,7.844971952829297,32.648558299739975,no,yes,Saldo financiado a hogares por entidades financieras,% del saldo
2026-03-01,7.00923071646396,3.1834963705860857,11.635652895157937,13.087048919898207,3.375627706031763,8.260025189126175,40.90858348886615,no,yes,Saldo financiado a hogares por entidades financieras,% del saldo
2026-04-01,7.297328454421394,3.3455361961670675,12.090258471830438,13.65118883530495,3.375627706031763,8.714630765798676,49.62321425466482,no,yes,Saldo financiado a hogares por entidades financieras,% del saldo
2026-05-01,7.700652707133907,3.4800279094888404,12.795302382570279,14.519825353538533,3.375627706031763,9.419674676538516,59.042888931203336,no,yes,Saldo financiado a hogares por entidades financieras,% del saldo
