persona_id,persona,anio,estado_fuente,tipo_ddjj,rectificativa,dj_id,total_bienes_ars,deudas_ars,patrimonio_neto_ars,total_bienes_real_ars_2025,total_bienes_usd_a3500,ipc_indice,a3500_ars_por_usd,indice_nominal_base,indice_real_base,indice_usd_base,fuente_url,nota
pen-presti-carlos-alberto,Carlos Alberto Presti,2022,oficial_consolidado_oa,Anual,0,661174,8017111.51,0.00,8017111.51,71518647.92,45261.61,1134.5875,177.1283,267.24,29.39,28.33,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,"Identidad confirmada por cruce oficial; selección Anual > Baja > Inicial, luego rectificativa y dj_id. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026."
pen-presti-carlos-alberto,Carlos Alberto Presti,2023,oficial_consolidado_oa,Anual,0,751888,59607451.51,0.00,59607451.51,170754696.25,73727.50,3533.1922,808.4833,1986.92,70.18,46.14,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,"Identidad confirmada por cruce oficial; selección Anual > Baja > Inicial, luego rectificativa y dj_id. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026."
pen-presti-carlos-alberto,Carlos Alberto Presti,2024,no_localizada,,,,,,,,,7694.0075,1032.5000,,,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,No se localizó una DJPI consolidada para esta persona y año; no equivale a patrimonio cero. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026.
pen-presti-carlos-alberto,Carlos Alberto Presti,2025,no_localizada,,,,,,,,,10121.3715,1459.4167,,,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,No se localizó una DJPI consolidada para esta persona y año; no equivale a patrimonio cero. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026.
pen-santilli-diego-cesar,Diego César Santilli,2017,no_localizada,,,,,,,,,124.7956,18.7742,,,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,No se localizó una DJPI consolidada para esta persona y año; no equivale a patrimonio cero. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026.
pen-santilli-diego-cesar,Diego César Santilli,2018,no_localizada,,,,,,,,,184.2552,37.8083,,,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,No se localizó una DJPI consolidada para esta persona y año; no equivale a patrimonio cero. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026.
pen-santilli-diego-cesar,Diego César Santilli,2019,no_localizada,,,,,,,,,283.4442,59.8950,,,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,No se localizó una DJPI consolidada para esta persona y año; no equivale a patrimonio cero. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026.
pen-santilli-diego-cesar,Diego César Santilli,2020,oficial_consolidado_oa,Anual,0,539963,17960414.16,40000.00,17920414.16,471086345.97,213446.01,385.8826,84.1450,100.00,100.00,100.00,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,"Identidad confirmada por cruce oficial; selección Anual > Baja > Inicial, luego rectificativa y dj_id. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026."
pen-santilli-diego-cesar,Diego César Santilli,2021,oficial_consolidado_oa,Anual,0,584101,56969432.91,1290000.00,55679432.91,989958571.44,554447.04,582.4575,102.7500,317.19,210.14,259.76,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,"Identidad confirmada por cruce oficial; selección Anual > Baja > Inicial, luego rectificativa y dj_id. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026."
pen-santilli-diego-cesar,Diego César Santilli,2022,oficial_consolidado_oa,Anual,0,632094,109183552.96,8350000.00,100833552.96,973999185.78,616409.42,1134.5875,177.1283,607.91,206.76,288.79,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,"Identidad confirmada por cruce oficial; selección Anual > Baja > Inicial, luego rectificativa y dj_id. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026."
pen-santilli-diego-cesar,Diego César Santilli,2023,oficial_consolidado_oa,Anual,0,725653,314897257.49,11430000.00,303467257.49,902071539.55,389491.36,3533.1922,808.4833,1753.29,191.49,182.48,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,"Identidad confirmada por cruce oficial; selección Anual > Baja > Inicial, luego rectificativa y dj_id. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026."
pen-santilli-diego-cesar,Diego César Santilli,2024,oficial_consolidado_oa,Anual,0,785850,691124004.17,4610000.00,686514004.17,909165061.09,669369.50,7694.0075,1032.5000,3848.04,192.99,313.60,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,"Identidad confirmada por cruce oficial; selección Anual > Baja > Inicial, luego rectificativa y dj_id. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026."
pen-santilli-diego-cesar,Diego César Santilli,2025,no_localizada,,,,,,,,,10121.3715,1459.4167,,,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,No se localizó una DJPI consolidada para esta persona y año; no equivale a patrimonio cero. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026.
pen-sturzenegger-federico-adolfo,Federico Adolfo Sturzenegger,2017,oficial_consolidado_oa,Anual,0,343323,43017280.18,4345759.44,38671520.74,3488855966.25,2291297.64,124.7956,18.7742,100.00,100.00,100.00,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,"Identidad confirmada por cruce oficial; selección Anual > Baja > Inicial, luego rectificativa y dj_id. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026."
pen-sturzenegger-federico-adolfo,Federico Adolfo Sturzenegger,2018,oficial_consolidado_oa,Baja,0,346076,52314699.90,76108810.00,-23794110.10,2873712723.43,1383682.95,184.2552,37.8083,121.61,82.37,60.39,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,"Identidad confirmada por cruce oficial; selección Anual > Baja > Inicial, luego rectificativa y dj_id. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026."
pen-sturzenegger-federico-adolfo,Federico Adolfo Sturzenegger,2019,no_localizada,,,,,,,,,283.4442,59.8950,,,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,No se localizó una DJPI consolidada para esta persona y año; no equivale a patrimonio cero. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026.
pen-sturzenegger-federico-adolfo,Federico Adolfo Sturzenegger,2020,no_localizada,,,,,,,,,385.8826,84.1450,,,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,No se localizó una DJPI consolidada para esta persona y año; no equivale a patrimonio cero. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026.
pen-sturzenegger-federico-adolfo,Federico Adolfo Sturzenegger,2021,no_localizada,,,,,,,,,582.4575,102.7500,,,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,No se localizó una DJPI consolidada para esta persona y año; no equivale a patrimonio cero. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026.
pen-sturzenegger-federico-adolfo,Federico Adolfo Sturzenegger,2022,no_localizada,,,,,,,,,1134.5875,177.1283,,,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,No se localizó una DJPI consolidada para esta persona y año; no equivale a patrimonio cero. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026.
pen-sturzenegger-federico-adolfo,Federico Adolfo Sturzenegger,2023,no_localizada,,,,,,,,,3533.1922,808.4833,,,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,No se localizó una DJPI consolidada para esta persona y año; no equivale a patrimonio cero. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026.
pen-sturzenegger-federico-adolfo,Federico Adolfo Sturzenegger,2024,oficial_consolidado_oa,Anual,0,812847,2371733030.08,6864732.07,2364868298.01,3119985403.74,2297078.00,7694.0075,1032.5000,5513.44,89.43,100.25,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,"Identidad confirmada por cruce oficial; selección Anual > Baja > Inicial, luego rectificativa y dj_id. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026."
pen-sturzenegger-federico-adolfo,Federico Adolfo Sturzenegger,2025,no_localizada,,,,,,,,,10121.3715,1459.4167,,,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,No se localizó una DJPI consolidada para esta persona y año; no equivale a patrimonio cero. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026.
pen-mahiques-juan-bautista,Juan Bautista Mahiques,2017,oficial_consolidado_oa,Anual,0,314399,6187120.04,4737000.00,1450120.04,501797663.06,329554.39,124.7956,18.7742,100.00,100.00,100.00,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,"Identidad confirmada por cruce oficial; selección Anual > Baja > Inicial, luego rectificativa y dj_id. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026."
pen-mahiques-juan-bautista,Juan Bautista Mahiques,2018,oficial_consolidado_oa,Anual,0,397304,7205221.81,0.00,7205221.81,395791959.62,190572.49,184.2552,37.8083,116.46,78.87,57.83,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,"Identidad confirmada por cruce oficial; selección Anual > Baja > Inicial, luego rectificativa y dj_id. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026."
pen-mahiques-juan-bautista,Juan Bautista Mahiques,2019,oficial_consolidado_oa,Baja,0,419257,9684326.42,0.00,9684326.42,345812916.35,161688.40,283.4442,59.8950,156.52,68.91,49.06,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,"Identidad confirmada por cruce oficial; selección Anual > Baja > Inicial, luego rectificativa y dj_id. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026."
pen-mahiques-juan-bautista,Juan Bautista Mahiques,2020,no_localizada,,,,,,,,,385.8826,84.1450,,,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,No se localizó una DJPI consolidada para esta persona y año; no equivale a patrimonio cero. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026.
pen-mahiques-juan-bautista,Juan Bautista Mahiques,2021,no_localizada,,,,,,,,,582.4575,102.7500,,,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,No se localizó una DJPI consolidada para esta persona y año; no equivale a patrimonio cero. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026.
pen-mahiques-juan-bautista,Juan Bautista Mahiques,2022,no_localizada,,,,,,,,,1134.5875,177.1283,,,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,No se localizó una DJPI consolidada para esta persona y año; no equivale a patrimonio cero. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026.
pen-mahiques-juan-bautista,Juan Bautista Mahiques,2023,no_localizada,,,,,,,,,3533.1922,808.4833,,,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,No se localizó una DJPI consolidada para esta persona y año; no equivale a patrimonio cero. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026.
pen-mahiques-juan-bautista,Juan Bautista Mahiques,2024,no_localizada,,,,,,,,,7694.0075,1032.5000,,,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,No se localizó una DJPI consolidada para esta persona y año; no equivale a patrimonio cero. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026.
pen-mahiques-juan-bautista,Juan Bautista Mahiques,2025,no_localizada,,,,,,,,,10121.3715,1459.4167,,,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,No se localizó una DJPI consolidada para esta persona y año; no equivale a patrimonio cero. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026.
pen-lugones-mario-ivan,Mario Iván Lugones,2017,no_localizada,,,,,,,,,124.7956,18.7742,,,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,No se localizó una DJPI consolidada para esta persona y año; no equivale a patrimonio cero. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026.
pen-lugones-mario-ivan,Mario Iván Lugones,2018,no_localizada,,,,,,,,,184.2552,37.8083,,,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,No se localizó una DJPI consolidada para esta persona y año; no equivale a patrimonio cero. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026.
pen-lugones-mario-ivan,Mario Iván Lugones,2019,no_localizada,,,,,,,,,283.4442,59.8950,,,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,No se localizó una DJPI consolidada para esta persona y año; no equivale a patrimonio cero. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026.
pen-lugones-mario-ivan,Mario Iván Lugones,2020,no_localizada,,,,,,,,,385.8826,84.1450,,,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,No se localizó una DJPI consolidada para esta persona y año; no equivale a patrimonio cero. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026.
pen-lugones-mario-ivan,Mario Iván Lugones,2021,no_localizada,,,,,,,,,582.4575,102.7500,,,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,No se localizó una DJPI consolidada para esta persona y año; no equivale a patrimonio cero. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026.
pen-lugones-mario-ivan,Mario Iván Lugones,2022,no_localizada,,,,,,,,,1134.5875,177.1283,,,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,No se localizó una DJPI consolidada para esta persona y año; no equivale a patrimonio cero. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026.
pen-lugones-mario-ivan,Mario Iván Lugones,2023,oficial_consolidado_oa,Anual,0,752253,63168807.11,2351418.39,60817388.72,180956746.13,78132.48,3533.1922,808.4833,100.00,100.00,100.00,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,"Identidad confirmada por cruce oficial; selección Anual > Baja > Inicial, luego rectificativa y dj_id. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026."
pen-lugones-mario-ivan,Mario Iván Lugones,2024,oficial_consolidado_oa,Anual,0,807657,282086796.17,1019895.16,281066901.01,371081683.93,273207.55,7694.0075,1032.5000,446.56,205.07,349.67,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,"Identidad confirmada por cruce oficial; selección Anual > Baja > Inicial, luego rectificativa y dj_id. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026."
pen-lugones-mario-ivan,Mario Iván Lugones,2025,no_localizada,,,,,,,,,10121.3715,1459.4167,,,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,No se localizó una DJPI consolidada para esta persona y año; no equivale a patrimonio cero. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026.
pen-pettovello-sandra-viviana,Sandra Viviana Pettovello,2017,no_localizada,,,,,,,,,124.7956,18.7742,,,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,No se localizó una DJPI consolidada para esta persona y año; no equivale a patrimonio cero. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026.
pen-pettovello-sandra-viviana,Sandra Viviana Pettovello,2018,no_localizada,,,,,,,,,184.2552,37.8083,,,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,No se localizó una DJPI consolidada para esta persona y año; no equivale a patrimonio cero. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026.
pen-pettovello-sandra-viviana,Sandra Viviana Pettovello,2019,no_localizada,,,,,,,,,283.4442,59.8950,,,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,No se localizó una DJPI consolidada para esta persona y año; no equivale a patrimonio cero. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026.
pen-pettovello-sandra-viviana,Sandra Viviana Pettovello,2020,no_localizada,,,,,,,,,385.8826,84.1450,,,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,No se localizó una DJPI consolidada para esta persona y año; no equivale a patrimonio cero. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026.
pen-pettovello-sandra-viviana,Sandra Viviana Pettovello,2021,no_localizada,,,,,,,,,582.4575,102.7500,,,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,No se localizó una DJPI consolidada para esta persona y año; no equivale a patrimonio cero. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026.
pen-pettovello-sandra-viviana,Sandra Viviana Pettovello,2022,oficial_consolidado_oa,Anual,0,677040,18254349.04,0.00,18254349.04,162842485.15,103057.21,1134.5875,177.1283,100.00,100.00,100.00,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,"Identidad confirmada por cruce oficial; selección Anual > Baja > Inicial, luego rectificativa y dj_id. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026."
pen-pettovello-sandra-viviana,Sandra Viviana Pettovello,2023,oficial_consolidado_oa,Anual,1,753661,60159721.82,0.00,60159721.82,172336759.34,74410.59,3533.1922,808.4833,329.56,105.83,72.20,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,"Identidad confirmada por cruce oficial; selección Anual > Baja > Inicial, luego rectificativa y dj_id. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026."
pen-pettovello-sandra-viviana,Sandra Viviana Pettovello,2024,oficial_consolidado_oa,Anual,1,819791,130704785.27,0.00,130704785.27,171940524.95,126590.59,7694.0075,1032.5000,716.02,105.59,122.84,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,"Identidad confirmada por cruce oficial; selección Anual > Baja > Inicial, luego rectificativa y dj_id. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026."
pen-pettovello-sandra-viviana,Sandra Viviana Pettovello,2025,no_localizada,,,,,,,,,10121.3715,1459.4167,,,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,No se localizó una DJPI consolidada para esta persona y año; no equivale a patrimonio cero. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026.
pen-villarruel-victoria-eugenia,Victoria Eugenia Villarruel,2017,no_localizada,,,,,,,,,124.7956,18.7742,,,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,No se localizó una DJPI consolidada para esta persona y año; no equivale a patrimonio cero. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026.
pen-villarruel-victoria-eugenia,Victoria Eugenia Villarruel,2018,no_localizada,,,,,,,,,184.2552,37.8083,,,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,No se localizó una DJPI consolidada para esta persona y año; no equivale a patrimonio cero. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026.
pen-villarruel-victoria-eugenia,Victoria Eugenia Villarruel,2019,no_localizada,,,,,,,,,283.4442,59.8950,,,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,No se localizó una DJPI consolidada para esta persona y año; no equivale a patrimonio cero. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026.
pen-villarruel-victoria-eugenia,Victoria Eugenia Villarruel,2020,oficial_consolidado_oa,Anual,1,757052,2604227.81,413730.00,2190497.81,68306674.45,30949.29,385.8826,84.1450,100.00,100.00,100.00,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,"Identidad confirmada por cruce oficial; selección Anual > Baja > Inicial, luego rectificativa y dj_id. La autoridad actual fue cotejada con fuente oficial; la serie OA termina en 2024 y no infiere 2025–2026."
