id,tema,institucion,titulo,url_original,archivo_local,fecha_descarga,fecha_publicacion,codigo_serie,periodo_utilizado,tipo,sha256,nota
bcra_isb_jun2018_ciclo,ciclo_ajuste_bancos,BCRA,Informe sobre Bancos · junio 2018,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-junio-de-2018/,,2026-08-27,,,2018-H1,URL oficial referenciada,,"Bridge H1: margen, servicios, incobrabilidad y gastos."
bcra_isb_jul2018_ciclo,ciclo_ajuste_bancos,BCRA,Informe sobre Bancos · julio 2018,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-julio-de-2018/,,2026-08-27,,,2018-07,URL oficial referenciada,,Costo de fondeo y efectos de encajes.
bcra_isb_sep2018_ciclo,ciclo_ajuste_bancos,BCRA,Informe sobre Bancos · septiembre 2018,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-septiembre-de-2018/,,2026-08-27,,,2018-09,URL oficial referenciada,,"Títulos/forwards, margen e incobrabilidad."
bcra_isb_oct2018_ciclo,ciclo_ajuste_bancos,BCRA,Informe sobre Bancos · octubre 2018,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-octubre-de-2018/,,2026-08-27,,,2018-10,URL oficial referenciada,,Exposición patrimonial y cobertura ajustada.
bcra_isb_nov2018_ciclo,ciclo_ajuste_bancos,BCRA,Informe sobre Bancos · noviembre 2018,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-noviembre-de-2018/,,2026-08-27,,,2018-11,URL oficial referenciada,,"Drawdown mensual, previsiones y abnormal result acumulado."
bcra_isb_dic2018_ciclo,ciclo_ajuste_bancos,BCRA,Informe sobre Bancos · diciembre 2018,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-diciembre-de-2018-2/,,2026-08-27,,,2018-12,URL oficial referenciada,,"ROA anual, exposición patrimonial y buffers."
bcra_ief_1s2019_ciclo,ciclo_ajuste_bancos,BCRA,IEF · primer semestre 2019,https://www.bcra.gob.ar/publicaciones/informe-de-estabilidad-financiera-primer-semestre-2019/,,2026-08-27,,,2019-03,URL oficial referenciada,,Crédito irregular no cubierto <10% del exceso de capital regulatorio.
bcra_ief_2s2023_ciclo,ciclo_ajuste_bancos,BCRA,IEF · segundo semestre 2023,https://www.bcra.gob.ar/publicaciones/informe-de-estabilidad-financiera-segundo-semestre-de-2023/,,2026-08-27,,,2023-Q3/Q4,URL oficial referenciada,,Stress tests de capital y posición pre-shock.
bcra_isb_nov2023_ciclo,ciclo_ajuste_bancos,BCRA,Informe sobre Bancos · noviembre 2023,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-noviembre-2023/,,2026-08-27,,,2023-11,URL oficial referenciada,,"ROA 12m pre-shock, previsiones, liquidez y capital."
bcra_isb_dic2023_ciclo,ciclo_ajuste_bancos,BCRA,Informe sobre Bancos · diciembre 2023,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-diciembre-de-2023/,,2026-08-27,,,2023-12,URL oficial referenciada,,"Componentes de margen, gaps FX/CER y capital."
bcra_pases_esquema_20231218,politica_monetaria_bancos,BCRA,Nuevo esquema de tasa de política monetaria y gestión de liquidez,https://www.bcra.gob.ar/noticias/nueva-tasa-de-politica-monetaria-y-esquema-de-gestion-de-liquidez/,,2026-08-27,,,2023-12-18,URL oficial referenciada,,Sustitución de LELIQ por pases; mecanismo institucional de primas por pase.
bcra_isb_feb2024_ciclo,ciclo_ajuste_bancos,BCRA,Informe sobre Bancos · febrero 2024,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-febrero-de-2024/,,2026-08-27,,,2024-02,URL oficial referenciada,,Reconfiguración FX/CER y balance.
bcra_isb_mar2024_ciclo,ciclo_ajuste_bancos,BCRA,Informe sobre Bancos · marzo 2024,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-marzo-de-2024/,,2026-08-27,,,2024-Q1,URL oficial referenciada,,Q4-23 vs Q1-24 y normalización de rentabilidad.
bcra_ief_1s2024_ciclo,ciclo_ajuste_bancos,BCRA,IEF · primer semestre 2024,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/ief0124.pdf,,2026-08-27,,,2024-H1,PDF oficial referenciado,,"Mecanismos de pases, CER, FX y títulos."
bcra_isb_sep2024_ciclo,ciclo_ajuste_bancos,BCRA,Informe sobre Bancos · septiembre 2024,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-septiembre-de-2024/,,2026-08-27,,,2024-Q3,URL oficial referenciada,,Drawdown de margen real; pases/títulos/CER y offsets monetarios/fondeo.
bcra_ief_2s2024_ciclo,ciclo_ajuste_bancos,BCRA,IEF · segundo semestre 2024,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/IEF0224.pdf,,2026-08-27,,,2023-Q3/2024-Q3,PDF oficial referenciado,,Tabla homogénea para bridge Q4-23 vs Q3-23 y ROA trimestral.
refs_ciclo_ajuste_v51,metodologia_causal,Elaboración propia,Referencias del ciclo de ajuste y mecanismos bancarios V51,,/data/fuentes/ciclo_ajuste/REFERENCIAS_CICLO_AJUSTE_V51.md,2026-08-27,,,2013-2026,referencias metodológicas,ba1dac67676b6d05dbd4dd2e6627978f664d23fdb23090876690917cd7c7ee4f,Mapa de fuentes primarias y claims congelados V51.
refs_ahorro_stock_hogares_2026,metodologia_causal,Elaboración propia,"Referencias de ahorro, desahorro y stock financiero de hogares",,/data/fuentes/hogares/REFERENCIAS_AHORRO_STOCK_2018_2025.md,2026-08-27,,,2018-2025,referencias metodológicas,86cb320b152b6fa157a2308ec36f1fa00012d0a64604f90ff382ca9ca04968f4,"EPH + BCRA; distingue incidencia de uso de ahorros, stock agregado y recuperación por hogar."
