row_id,object_id,custodian,exact_record,period,minimum_fields,closure_rule,status
RO154_28,UAI_EMBEDDED_BODIES,UAI Economía/SIGEN,Embebidos/anexos del informe integral,2008-2009,índice; nombre; formato; tamaño; firma; ubicación,Inventario y disposición final.,DRAFT_NOT_SENT
RO155_01,DAIF_NOTE_0120,CGN / DAIF,"Nota 0120/09 DAIF con informe, anexos e índice",2009; cierre 2008,número; fecha; emisor; destino; asunto; cuerpo; anexos; firma; acuse,Cuerpo o búsqueda negativa fundada,DRAFT_NOT_SENT
RO155_02,SIGEN_NOTE_3672,SIGEN / GSEyP,Nota SIGEN 3672/09 GSEyP y distribución,2009,número; fecha; firma; instrucción; áreas; anexos; acuse,Cuerpo o búsqueda negativa fundada,DRAFT_NOT_SENT
RO155_03,SISIO_FINDINGS,SIGEN,Alta e historial SISIO del informe 0120/09,2009-2026,id; organismo; tema; hallazgos; estados; fechas; responsables; vínculos,Exportación o certificado de búsqueda,DRAFT_NOT_SENT
RO155_04,UAI_PLAN_2009,UAI Economía,"Plan anual, modificaciones y ejecución",2008-2010,proyecto; código; horas; producto; estado; informe,Plan e informe de ejecución,DRAFT_NOT_SENT
RO155_05,UAI_REPORT_BOOK_2009,UAI Economía,Libro/registro de informes del año 2009,2009,número interno; título; fecha; destinatario; contenedor,Inventario completo o búsqueda negativa,DRAFT_NOT_SENT
RO155_06,PARAMETERIZED_QUERY,CGN / DADP / SAF355,Consulta/listado usado en conciliación cierre 2008,2008-2009,parámetros; versión; corte; operador; campos; filas; hash,Salida reproducible o certificado negativo,DRAFT_NOT_SENT
RO155_07,DOCUMENT_DISPOSITION,Archivos Economía y SIGEN,"Transferencia, expurgo o disposición de piezas buscadas",2009-2026,fondo; serie; caja; soporte; fecha; acto; destino,Cadena de custodia o disposición formal,DRAFT_NOT_SENT
RO155_08,SIGEN_AIP_RECEIPT,SIGEN,Acuse de futura solicitud AIP,Futuro condicionado,fecha; canal; id; vencimiento; prórroga,Sólo tras autorización y envío,DRAFT_NOT_SENT
RO156_01,SISIO_LOAD_RECEIPT,SIGEN/UAI Economía,Constancia de carga por documento target,2009,id; documento; fecha; organismo; usuario; vínculo,Constancia y cuerpo enlazados,DRAFT_NOT_SENT
RO156_02,SISIO_ANNUAL_PLAN_CHRONOGRAM,UAI Economía/SIGEN,Cronograma de Emisión del plan anual,2009,plan; versión; fecha; aprobación; proyectos,Copia o certificado,DRAFT_NOT_SENT
RO156_03,SISIO_ACCOUNT_IMPACT_FLAG,SIGEN/UAI Economía,Campo de impacto en Cuenta,2008-2009,entrada; valor; fecha; fundamento; informe,Exportación con id,DRAFT_NOT_SENT
RO156_04,SISIO_OBSERVATION_HISTORY,SIGEN/UAI Economía,Historia de observaciones y estados,2009-2026,id; síntesis; estado; cambios; fechas,Exportación íntegra,DRAFT_NOT_SENT
RO156_05,SISIO_REGULARIZATION_INSTRUMENT,UAI Economía,Instrumento y verificación de cierre,2009-2026,observación; instrumento; fecha; prueba; firma,Cuerpo o vínculo,DRAFT_NOT_SENT
RO156_06,SISIO_ANNEX_II_REPORT,UAI Economía/SIGEN,Informe anual de pendientes,2009-2010,objeto; alcance; limitaciones; pruebas; opinión; firma,Cuerpo firmado,DRAFT_NOT_SENT
RO156_07,SISIO_ANNEX_III_REPORT,UAI Economía/SIGEN,Informe anual de regularizadas,2009-2010,objeto; alcance; pruebas; opinión; firma,Cuerpo firmado,DRAFT_NOT_SENT
RO156_08,UAI_WORKPAPER_INDEX,Ministerio de Economía/UAI,Índice de papeles Cuenta 2008,2008-2010,cédula; soporte; fecha; autor; informe; ubicación,Inventario y disposición,DRAFT_NOT_SENT
RO156_09,UAI_DEPOSIT_CERTIFICATE,Ministerio de Economía/UAI/Archivo,Certificación de depósito o expurgo,2008-2026,fondo; serie; caja; soporte; acto; destino,Cadena fundada,DRAFT_NOT_SENT
RO156_10,SIGEN_ACCESS_SEARCH,SIGEN,Búsqueda sobre registros y archivos UAI,2008-2010,consulta; sistema; custodio; resultado; derivación,Certificado reproducible,DRAFT_NOT_SENT
RO157_01,PLAN_SIGEN_2009_BODY,SIGEN,Plan SIGEN 2009 consolidado,2008-2009,acto; versión; UAI; proyectos; anexos,Cuerpo e índice,DRAFT_NOT_SENT
RO157_02,PLAN_SIGEN_2009_APPROVAL_ACT,SIGEN,Acto aprobatorio del 15/12/2008,2008-12-15,tipo; número; firma; anexos; notificación,Copia o búsqueda fundada,DRAFT_NOT_SENT
RO157_03,UAI_ECONOMY_PLAN_2009_SUBPLAN,UAI Economía/SIGEN,Subplan UAI Economía,2009,proyecto; código; horas; producto; versión,Plan y aprobación,DRAFT_NOT_SENT
RO157_04,SISIO_PLAN_2009_SNAPSHOT,SIGEN Sistemas,Snapshot SISIO de UAI Economía,2008-2009,corte; versión; ids; proyectos; estados,Exportación reproducible,DRAFT_NOT_SENT
RO157_05,PLANNING_SUPERVISION_REPORT_ECONOMY_2009,SIGEN,Informe Supervisión del Planeamiento,2009,número; fecha; UAI; observaciones; aprobación,Cuerpo testado,DRAFT_NOT_SENT
RO157_06,LINEAMIENTOS_PLANEAMIENTO_2009,SIGEN,Lineamientos generales y particulares,2008-2009,fecha; emisor; pautas; distribución,Cuerpos e índice,DRAFT_NOT_SENT
RO157_07,ARCHIVE_DIGITAL_INDEX_2008_2009,SIGEN Archivo,Índice Archivo Digital,2008-2009,id; imagen; fecha; metadatos; serie; logs,Entrada o cero certificado,DRAFT_NOT_SENT
RO157_08,ARCHIVE_REORDERING_REGISTER_2009,SIGEN Archivo,Registro de revisión y clasificación,2009-2010,fondo; serie; caja; ubicación; responsable,Inventario testado,DRAFT_NOT_SENT
RO157_09,ARCHIVE_DEPURATION_PROCESS_2010,SIGEN Archivo,"Plan, criterios y actas de depuración",2009-2011,serie; acto; fecha; destino; responsable,Disposición formal,DRAFT_NOT_SENT
RO157_10,SISIO_SISPE_ARCHIVE_CROSSWALK,SIGEN Sistemas/Archivo,Vínculo plan-proyecto-informe-documento,2008-2009,ids; sistemas; fechas; vínculos,Diccionario o certificación,DRAFT_NOT_SENT
RO158_01,UAI_ECONOMY_PLAN_2009_INITIAL_SUBMISSION,SIGEN/UAI Economía,Presentación inicial Plan UAI Economía,antes del 30/10/2008,asiento; fecha; versión; soporte; carátula,Copia e ingreso,DRAFT_NOT_SENT
RO158_02,UAI_ECONOMY_PLAN_2009_PLAN_FILE,Sindicatura jurisdiccional,Legajo plan auditoría UAI Economía,2008-2009,carátula; índice; documentos; pases; fechas,Inventario testado,DRAFT_NOT_SENT
RO158_03,UAI_ECONOMY_PLAN_2009_SUBGERENCIA_EVALUATION,SIGEN Subgerencia,Evaluación técnica y modificaciones,2008,versión; observaciones; fecha; firma; elevación,Cuerpo y anexos,DRAFT_NOT_SENT
RO158_04,UAI_ECONOMY_PLAN_2009_PRELIMINARY_APPROVAL,SIGEN Gerencia,Aprobación preliminar,2008,acto/nota; fecha; versión; firma,Copia testada,DRAFT_NOT_SENT
RO158_05,UAI_ECONOMY_PLAN_2009_MODIFICATIONS,SIGEN/UAI Economía,Plan con modificaciones requeridas,2008,cambios; versión; remisión; recepción,Comparación de versiones,DRAFT_NOT_SENT
RO158_06,UAI_ECONOMY_PLAN_2009_SUPERIOR_CONFORMITY,Economía,Conformidad de autoridad superior,antes del 15/12/2008,firmante; fecha; versión; reservas,Copia conformada,DRAFT_NOT_SENT
RO158_07,UAI_ECONOMY_PLAN_2009_PAPER_AND_MAGNETIC_SUBMISSION,SIGEN Mesa/Archivo,Entrega final papel y magnética,hasta el 15/12/2008,dos asientos; soportes; metadatos; hash,Recepciones separadas,DRAFT_NOT_SENT
RO158_08,UAI_ECONOMY_PLAN_2009_FINAL_APPROVAL_PROJECT,SIGEN Gerencia,Verificación y proyecto de aprobación final,2008,informe; proyecto; elevación; anexos,Cuerpos testados,DRAFT_NOT_SENT
RO158_09,UAI_ECONOMY_PLAN_2009_DEFINITIVE_VERSION,SIGEN Gerencia,Versión definitiva del plan,2008-2009,versión; soporte; índice; ubicación; acto,Copia o inventario,DRAFT_NOT_SENT
RO158_10,UAI_ECONOMY_PLAN_2009_REORGANIZATION_CROSSWALK,Economía/SIGEN,Crosswalk antes/después DNU 2025/2008,2008-2009,unidad; nombre; función; proyecto; id; responsable,Tabla certificada,DRAFT_NOT_SENT
RO158_11,PLANNING_SUPERVISION_2009_COUNT_INVENTORY,SIGEN,Inventario y regla de conteo 120/160,2009,informe; UAI; fecha; estado; universo; corte,CSV y metodología,DRAFT_NOT_SENT
RO158_12,PLANNING_SUPERVISION_ECONOMY_2009_DELIVERY_CHAIN,SIGEN/Economía,"Nota, informe adjunto y expediente receptor",2009-2010,números; fechas; fojas; acuses; custodios,Tres cuerpos vinculados,DRAFT_NOT_SENT
RO159_01,SIGEN_GSEYP_2009_IDENTITY_ACT,SIGEN Organización/Archivo,Acto que expanda GSEyP y ubique la unidad,2008-2009,acto; vigencia; dependencia; responsable; firma,Copia testada,DRAFT_NOT_SENT
RO159_02,SIGEN_SUPERVISION_STRUCTURE_SUCCESSION,SIGEN Organización/Archivo,Crosswalk GSEPFyE-GSEyP-GSEPyPF-GSEPYPF,2003-2013,token; nombre; unidad; antecesora; sucesora; fecha,Tabla certificada,DRAFT_NOT_SENT
RO159_03,SIGEN_UAI_2009_CENSUS,SIGEN Planificación,Inventario de UAI supervisadas,2009,UAI; jurisdicción; gerencia; alta; baja; período,CSV testado,DRAFT_NOT_SENT
RO159_04,SIGEN_PLANNING_COUNT_DICTIONARY_2009,SIGEN Planificación,Diccionario y regla de conteo 120/160,2009,unidad; universo; estado; corte; redondeo; exclusiones,Metodología certificada,DRAFT_NOT_SENT
RO159_05,SIGEN_PLANNING_REPORT_INVENTORY_2009,SIGEN Planificación,Inventario de Informes de Supervisión,2009,número; UAI; título; fecha; estado; anulación,CSV deduplicable,DRAFT_NOT_SENT
RO159_06,SIGEN_ECONOMY_SUPERVISION_REPORT_ROW,SIGEN/UAI Economía,Fila y cuerpo del informe Economía,2009,número; título; gerencia; nota; destinatario; estado,Fila y PDF vinculados,DRAFT_NOT_SENT
RO159_07,SIGEN_ECONOMY_NOTE_REPORT_RECIPIENT_LIFECYCLE,SIGEN/Economía,"Nota, informe, expediente, pases y respuesta",2009-2010,números; fechas; fojas; acuses; áreas; acto final,Cadena completa,DRAFT_NOT_SENT
RO159_08,SAF355_CLOSING_EXCEPTION_SCOPE_CERTIFICATE,CGN,Alcance normativo y sustitutos de la excepción,2008-2009,cuadros; base; listados; consultas; responsables,Certificación testada,DRAFT_NOT_SENT
RO159_09,SAF355_UAI_ANNEX_I_EXECUTION,UAI Economía/SAF355,Certificado Caja y Bancos o no aplicabilidad,2008-2009,cifras; fuentes; firma; remisión; acuse; papeles,Copia y anexos,DRAFT_NOT_SENT
RO159_10,SAF355_UAI_ANNEX_IV_EXECUTION,UAI Economía/SAF355,Certificado formularios fuera de fecha,2008-2009,C41; C42; C55; ids; importe; estado; fuentes,Listado y certificado,DRAFT_NOT_SENT
RO159_11,DUAL_CUSTODY_TESTED_NEGATIVE,SIGEN/Economía,Búsqueda negativa en emisor y receptor,2008-2010,repositorio; consulta; parámetros; fecha; resultado; disposición,Actas o certificados,DRAFT_NOT_SENT
RO159_12,SIGEN_GSEYP_EXACT_DATE_ORGANIC_ACT,SIGEN Organización,Acto vigente para GSEyP a fecha Nota 3672/09,2009,acto; vigencia; responsabilidad; dependencia; firmante,Copia testada,DRAFT_NOT_SENT
RO159_13,SIGEN_NOTE_3672_2009_FULL_BODY,SIGEN Mesa/Archivo,Nota 3672/09-GSEyP completa,2009,fecha; asunto; firma; destinatario; adjuntos; fojas; salida,Cuerpo e índice,DRAFT_NOT_SENT
RO159_14,SIGEN_PLAN_2009_ANNEX_G,SIGEN Planificación,Plan 2009 y glosario de áreas,2008-2009,acto; versión; anexo; sigla; expansión; fecha,Copia certificada,DRAFT_NOT_SENT
RO159_15,SIGEN_UAI_ENTITY_PROJECT_REPORT_CROSSWALK_2009,SIGEN Planificación,Crosswalk UAI-entidad-proyecto-producto-informe,2009,ids; estados; corte; fechas; anulaciones,CSV testado,DRAFT_NOT_SENT
RO159_16,ECONOMY_UAI_DECREE_1366_SCOPE_TABLE,UAI Economía,Aplicación concreta de competencia transitoria,2009-2010,entidad; inicio; fin; expediente; responsable; transferencia,Tabla certificada,DRAFT_NOT_SENT
RO159_17,TREASURY_OT_SDP_TARGET_CROSSWALK,Tesoro/Finanzas,"Cruce OT, SDP y registros target",2008-2009,programa; SAF; formulario; cuenta; instrumento; fecha,CSV testado,DRAFT_NOT_SENT
RO159_18,BNA_UAI_EXECUTION_LAYER_CROSSWALK,BNA/UAI BNA,Separar informe UAI de asiento bancario,2008-2009,informe; cuenta; asiento; fecha valor; extracto; reversa,Dos capas vinculadas,DRAFT_NOT_SENT
RO169_01,NOTE_3672_DUAL_IDENTIFIER,SIGEN + CGN/Economía Mesa/COMDOC,salida Nota 3672/09 y actuación/asiento receptor correlacionado,2009,fecha; remitente; destinatario; asunto; número de salida; número de ingreso; pases; contenedor; adjuntos; hash,Vínculo documental o certificación negativa fundada en ambos registros.,DRAFT_NOT_SENT
RO169_02,PLAN2009_PUBLICATION_CERT,SIGEN/Archivo General/Centro de Documentación,certificación de publicación y custodia del Plan SIGEN 2009 y 14 cuerpos,2008-2010,acto; fecha; versión; URL/ruta; baja/migración; soporte; ubicación; inventario; transferencia,"Copia íntegra o certificado de búsqueda, transferencia y disposición.",DRAFT_NOT_SENT
RO169_03,PLAN2009_APPROVAL_REGISTER,SIGEN Mesa/Despacho/Archivo,registro aprobatorio 15/12/2008 y comunicación a UAI Economía,2008-2009,tipo; número; expediente; firmante; versión; anexos; distribución; acuses; asiento,Acto y cadena o certificación negativa por cada sistema consultado.,DRAFT_NOT_SENT
RO170_01,CGN_INCOMING_3672,CGN · Mesa/archivo/DAIF,"asiento de ingreso de Nota SIGEN 3672/09 GSEyP, respuesta a Nota 0120/09 DAIF",2009,número de entrada; fecha; destinatario; remitente; asunto; pases; contenedor; adjuntos,"Copia o negativa fundada por sistema, período y campos consultados.",DRAFT_NOT_SENT
RO170_02,SIGEN_OUTGOING_3672,SIGEN · salida/GSEyP/archivo,Nota SIGEN 3672/09 GSEyP y asiento de salida,2009,fecha; firmante; destinatario formal; asunto; distribución; anexos; acuses; vínculo con Nota 0120/09,Cuerpo y metadatos o negativa fundada por repositorio y serie.,DRAFT_NOT_SENT
RO170_03,SISIO_0120_3672_CHAIN,SIGEN / UAI Economía / CGN,entradas SISIO vinculadas a hallazgos de Notas 0120/09 DAIF y 3672/09 GSEyP,2009 en adelante,id; hallazgo; alta; responsable; unidad; estado; cambios; evidencia; regularización; cierre,Exportación íntegra e historial; no aceptar resumen sin identificadores.,DRAFT_NOT_SENT
RO171_20,CGN_2009_MANDATORY_ENTRY_3672,CGN · Mesa de Entradas/Archivo/DAIF,asiento obligatorio de ingreso Nota SIGEN 3672/09 GSEyP,2009,número entrada; fecha/hora; remitente; destinatario; asunto; soporte; contenedor; adjuntos,"Copia o negativa que identifique registro, período, claves y resultado.",DRAFT_NOT_SENT
RO171_21,CGN_2009_INTERNAL_PASS_HISTORY_3672,CGN · sistema de seguimiento/Archivo,historial de pases internos vinculados a Nota 3672/09,2009-2010,áreas; fechas; motivos; usuarios; estados; expediente/carpeta; disposición final,Exportación íntegra o certificado de búsqueda por sistemas y series.,DRAFT_NOT_SENT
RO171_22,CGN_LEGACY_TO_COMDOC_MIGRATION,CGN / Economía · Archivo y COMDOC,tabla o regla de migración de notas 2009 a COMDOC/GDE,2009-2017,sistema origen; sistema destino; serie; rango; fecha; integridad; descarte/transferencia,No aceptar negativo basado sólo en COMDOC sin explicar legado.,DRAFT_NOT_SENT
RO172_20,SIGEN_MESA_OUTGOING_3672,"SIGEN · Mesa de Entradas, Salidas y Archivo/GSEyP",exportación del asiento de salida de Nota 3672/09 y cuerpo asociado,2009,sistema/producto; número; fecha/hora; emisor; firmante; destinatario; asunto/referencia; trámite previo; adjuntos; pases; acuse; soporte,"Cuerpo+metadatos o negativo fundado por sistema, serie, campos, variantes y período.",DRAFT_NOT_SENT
RO172_21,SIGEN_RES41_2007_DIGITAL_ARCHIVE,SIGEN · Archivo/Mesa/Normativa,"Resolución SGN 41/07, procedimiento, anexos e índice de documentos clasificados/digitalizados",2007-2010,acto; anexos; vigencia; clases; metadatos; soporte; índice; fecha digitalización; ubicación; acceso; transferencia/depuración,Acto e inventario o certificación de búsqueda y disposición documental.,DRAFT_NOT_SENT
RO172_22,CGN_NOTE_REFERENCE_AND_CONTAINER_3672,CGN · Mesa/DAIF/Archivo,"asiento 3672/09 con asunto/referencia, trámite anterior, soporte, contenedor e índice",2009,entrada; fecha/hora; remitente; destinatario; asunto/referencia; 0120/09; folios; CD/disquete; índice; constancia; pases; destino,Consultar libro/sistema legado/archivo/COMDOC y explicar cada negativo.,DRAFT_NOT_SENT
RO172_23,SIGEN_CGN_SISIO_IDENTIFIER_CROSSWALK,SIGEN + CGN + Economía/UAI,tabla de correlación salida/entrada/trámite previo/SISIO/COMDOC-migración,2009 en adelante,id; sistema; productor; receptor; fecha; asunto; relación; estado; contenedor; migración; evidencia,Una fila por identificador; no aceptar resumen sin claves y trazabilidad.,DRAFT_NOT_SENT
RO173_20,SIGEN_ARCHIVO_DIGITAL_NOT_3672,SIGEN · Secretaría General/Mesa/Archivo Digital,registro tipo NOT número 3672/09,2009,IdDocumento; tipo; número; fecha; expediente/oficio; referencia; emisor; palabras clave; área; acceso; páginas; anexos; nombre archivo; estado,"Exportación+archivo o negativo por campo, variante, tabla, período y backend.",DRAFT_NOT_SENT
RO173_21,SIGEN_SPD_3672,SIGEN · Mesa de Ayuda CGSI/Secretaría General,formulario SPD y resultados de digitalización de Nota 3672/09,2009,archivo CIDD; expte; tratamiento; folios; anexos; acceso; web; incidencias; resultados; firmas; fechas,Formulario completo o certificación de no digitalización/búsqueda.,DRAFT_NOT_SENT
RO173_22,SIGEN_PHYSICAL_BOX_3672,SIGEN · Archivo General,original físico y ubicación de Nota 3672/09,2009 en adelante,fondo; serie; caja; carpeta; folios; transferencia; préstamo; baja; disposición,Copia/ubicación o acto de transferencia/baja con inventario.,DRAFT_NOT_SENT
RO173_23,SIGEN_LEGACY_GDE_NOTES_CROSSWALK,SIGEN · Mesa/Gestión Documental/TI,migración de Archivo Digital y Mesa legado a GDE/archivo digital de Notas,2007-2022,sistema origen/destino; tabla/campo; ID; fecha; lote; integridad; excepciones; acceso; disposición,Crosswalk y logs o negativa técnica fundada.,DRAFT_NOT_SENT
