date,universe,category,ratio_pct,definition,unit_type,interpolated
2018-01-01,Bancos · hogares,Total hogares,2.985778166670023,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2018-01-01,Bancos · hogares,Personales + tarjetas (combinado),3.0163571279346733,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2018-02-01,Bancos · hogares,Total hogares,3.0301371424266055,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2018-02-01,Bancos · hogares,Personales + tarjetas (combinado),3.080616588040249,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2018-03-01,Bancos · hogares,Total hogares,3.0657177234311233,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2018-03-01,Bancos · hogares,Personales + tarjetas (combinado),3.1805431852713664,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2018-04-01,Bancos · hogares,Total hogares,3.1647728718013823,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2018-04-01,Bancos · hogares,Personales + tarjetas (combinado),3.3360413524868875,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2018-05-01,Bancos · hogares,Total hogares,3.3826657443249224,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2018-05-01,Bancos · hogares,Personales + tarjetas (combinado),3.6222930440175527,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2018-06-01,Bancos · hogares,Total hogares,3.360946327060378,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2018-06-01,Bancos · hogares,Personales + tarjetas (combinado),3.605673533725146,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2018-07-01,Bancos · hogares,Total hogares,3.4838012541900296,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2018-07-01,Bancos · hogares,Personales + tarjetas (combinado),3.747580616361923,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2018-08-01,Bancos · hogares,Total hogares,3.5404208747261716,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2018-08-01,Bancos · hogares,Personales + tarjetas (combinado),3.811794711709527,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2018-09-01,Bancos · hogares,Total hogares,3.656895548894118,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2018-09-01,Bancos · hogares,Personales + tarjetas (combinado),3.969433556509186,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2018-10-01,Bancos · hogares,Total hogares,3.775140404619422,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2018-10-01,Bancos · hogares,Personales + tarjetas (combinado),4.112738230783095,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2018-11-01,Bancos · hogares,Total hogares,3.9105759170094774,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2018-11-01,Bancos · hogares,Personales + tarjetas (combinado),4.30536678947218,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2018-12-01,Bancos · hogares,Total hogares,4.034129825217144,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2018-12-01,Bancos · hogares,Personales + tarjetas (combinado),4.471038728690776,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2019-01-01,Bancos · hogares,Total hogares,4.230076407526471,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2019-01-01,Bancos · hogares,Personales + tarjetas (combinado),4.666671684129216,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2019-02-01,Bancos · hogares,Total hogares,4.4407092987326555,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2019-02-01,Bancos · hogares,Personales + tarjetas (combinado),4.9488668842316255,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2019-03-01,Bancos · hogares,Total hogares,4.5054284891492555,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2019-03-01,Bancos · hogares,Personales + tarjetas (combinado),5.0331853588466835,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2019-04-01,Bancos · hogares,Total hogares,4.643704112098171,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2019-04-01,Bancos · hogares,Personales + tarjetas (combinado),5.220761332481058,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2019-05-01,Bancos · hogares,Total hogares,4.872724091964989,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2019-05-01,Bancos · hogares,Personales + tarjetas (combinado),5.489969426228041,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2019-06-01,Bancos · hogares,Total hogares,4.922307345287892,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2019-06-01,Bancos · hogares,Personales + tarjetas (combinado),5.533458883977622,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2019-07-01,Bancos · hogares,Total hogares,4.8231595686246616,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2019-07-01,Bancos · hogares,Personales + tarjetas (combinado),5.410194621268737,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2019-08-01,Bancos · hogares,Total hogares,4.82700309648606,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2019-08-01,Bancos · hogares,Personales + tarjetas (combinado),5.377071886517121,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2019-09-01,Bancos · hogares,Total hogares,4.594067395135245,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2019-09-01,Bancos · hogares,Personales + tarjetas (combinado),5.078205449890631,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2019-10-01,Bancos · hogares,Total hogares,4.409240305203581,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2019-10-01,Bancos · hogares,Personales + tarjetas (combinado),4.831685832506091,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2019-11-01,Bancos · hogares,Total hogares,4.413107275962689,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2019-11-01,Bancos · hogares,Personales + tarjetas (combinado),4.850572321385848,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2019-12-01,Bancos · hogares,Total hogares,4.17087517421628,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2019-12-01,Bancos · hogares,Personales + tarjetas (combinado),4.500099979837868,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2020-01-01,Bancos · hogares,Total hogares,4.2051981388263036,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2020-01-01,Bancos · hogares,Personales + tarjetas (combinado),4.527507121104443,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2020-02-01,Bancos · hogares,Total hogares,4.307221222345747,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2020-02-01,Bancos · hogares,Personales + tarjetas (combinado),4.648755738840402,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2020-03-01,Bancos · hogares,Total hogares,3.03173531811056,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2020-03-01,Bancos · hogares,Personales + tarjetas (combinado),3.068150230104447,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2020-04-01,Bancos · hogares,Total hogares,3.113332707437224,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2020-04-01,Bancos · hogares,Personales + tarjetas (combinado),3.165684147296187,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2020-05-01,Bancos · hogares,Total hogares,3.1096419021665875,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2020-05-01,Bancos · hogares,Personales + tarjetas (combinado),3.1437669191245154,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2020-06-01,Bancos · hogares,Total hogares,3.0404111489624195,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2020-06-01,Bancos · hogares,Personales + tarjetas (combinado),3.037278617433969,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2020-07-01,Bancos · hogares,Total hogares,3.1084386397390595,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2020-07-01,Bancos · hogares,Personales + tarjetas (combinado),3.0733466915744017,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2020-08-01,Bancos · hogares,Total hogares,3.0239075251898897,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2020-08-01,Bancos · hogares,Personales + tarjetas (combinado),2.972008438358663,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2020-09-01,Bancos · hogares,Total hogares,2.7136229203062086,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2020-09-01,Bancos · hogares,Personales + tarjetas (combinado),2.6770681040028057,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2020-10-01,Bancos · hogares,Total hogares,2.427568254955136,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2020-10-01,Bancos · hogares,Personales + tarjetas (combinado),2.394895636369964,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2020-11-01,Bancos · hogares,Total hogares,2.206355073574123,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2020-11-01,Bancos · hogares,Personales + tarjetas (combinado),2.1794068723400195,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2020-12-01,Bancos · hogares,Total hogares,1.8970464873988007,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2020-12-01,Bancos · hogares,Personales + tarjetas (combinado),1.845998976241894,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2021-01-01,Bancos · hogares,Total hogares,1.8086221177421817,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2021-01-01,Bancos · hogares,Personales + tarjetas (combinado),1.7605858894005666,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2021-02-01,Bancos · hogares,Total hogares,1.7022599235925684,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2021-02-01,Bancos · hogares,Personales + tarjetas (combinado),1.704736343981041,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2021-03-01,Bancos · hogares,Total hogares,1.9916861884676267,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2021-03-01,Bancos · hogares,Personales + tarjetas (combinado),2.160729941854584,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2021-04-01,Bancos · hogares,Total hogares,2.5668657503135113,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2021-04-01,Bancos · hogares,Personales + tarjetas (combinado),2.9286868739471266,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2021-05-01,Bancos · hogares,Total hogares,2.9432098845930983,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2021-05-01,Bancos · hogares,Personales + tarjetas (combinado),3.4582872004869847,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2021-06-01,Bancos · hogares,Total hogares,4.119675724104883,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2021-06-01,Bancos · hogares,Personales + tarjetas (combinado),4.901093061768209,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2021-07-01,Bancos · hogares,Total hogares,5.057665768331383,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2021-07-01,Bancos · hogares,Personales + tarjetas (combinado),5.786776018057576,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2021-08-01,Bancos · hogares,Total hogares,5.05465486839241,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2021-08-01,Bancos · hogares,Personales + tarjetas (combinado),5.701939897481272,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2021-09-01,Bancos · hogares,Total hogares,4.761181804979822,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2021-09-01,Bancos · hogares,Personales + tarjetas (combinado),5.220538639869393,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2021-10-01,Bancos · hogares,Total hogares,4.657056618777949,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2021-10-01,Bancos · hogares,Personales + tarjetas (combinado),5.03618029747941,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2021-11-01,Bancos · hogares,Total hogares,4.299468213482736,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2021-11-01,Bancos · hogares,Personales + tarjetas (combinado),4.524931933793246,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2021-12-01,Bancos · hogares,Total hogares,4.177217710117682,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2021-12-01,Bancos · hogares,Personales + tarjetas (combinado),4.295574641721316,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2022-01-01,Bancos · hogares,Total hogares,4.069049835844999,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2022-01-01,Bancos · hogares,Personales + tarjetas (combinado),4.134889766463635,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2022-02-01,Bancos · hogares,Total hogares,3.9172711865189385,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2022-02-01,Bancos · hogares,Personales + tarjetas (combinado),3.972797060349218,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2022-03-01,Bancos · hogares,Total hogares,3.7293710488231198,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2022-03-01,Bancos · hogares,Personales + tarjetas (combinado),3.635103080570329,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2022-04-01,Bancos · hogares,Total hogares,3.5199358254509447,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2022-04-01,Bancos · hogares,Personales + tarjetas (combinado),3.4534873873053686,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2022-05-01,Bancos · hogares,Total hogares,3.332981359646424,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2022-05-01,Bancos · hogares,Personales + tarjetas (combinado),3.20137326713194,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2022-06-01,Bancos · hogares,Total hogares,3.2290583527905556,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2022-06-01,Bancos · hogares,Personales + tarjetas (combinado),3.0629831234597082,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2022-07-01,Bancos · hogares,Total hogares,3.221108005749903,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2022-07-01,Bancos · hogares,Personales + tarjetas (combinado),3.0749346609221693,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2022-08-01,Bancos · hogares,Total hogares,3.1202578947151838,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2022-08-01,Bancos · hogares,Personales + tarjetas (combinado),2.957638971062808,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2022-09-01,Bancos · hogares,Total hogares,3.016411153621276,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2022-09-01,Bancos · hogares,Personales + tarjetas (combinado),2.820809586952839,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2022-10-01,Bancos · hogares,Total hogares,3.01582756575188,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2022-10-01,Bancos · hogares,Personales + tarjetas (combinado),2.8427472045205047,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2022-11-01,Bancos · hogares,Total hogares,2.8621368090415658,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2022-11-01,Bancos · hogares,Personales + tarjetas (combinado),2.688463273006376,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2022-12-01,Bancos · hogares,Total hogares,3.0362601517414314,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2022-12-01,Bancos · hogares,Personales + tarjetas (combinado),2.828326127450941,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2023-01-01,Bancos · hogares,Total hogares,3.1247847463064553,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2023-01-01,Bancos · hogares,Personales + tarjetas (combinado),2.911218687245913,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2023-02-01,Bancos · hogares,Total hogares,3.14537710310306,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2023-02-01,Bancos · hogares,Personales + tarjetas (combinado),2.953102937693481,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2023-03-01,Bancos · hogares,Total hogares,3.2749905634025076,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2023-03-01,Bancos · hogares,Personales + tarjetas (combinado),3.125569157088701,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2023-04-01,Bancos · hogares,Total hogares,3.262343355144109,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2023-04-01,Bancos · hogares,Personales + tarjetas (combinado),3.098882256960317,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2023-05-01,Bancos · hogares,Total hogares,3.1990837747193828,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2023-05-01,Bancos · hogares,Personales + tarjetas (combinado),3.0251379182304525,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2023-06-01,Bancos · hogares,Total hogares,3.3125550941849187,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2023-06-01,Bancos · hogares,Personales + tarjetas (combinado),3.115497657034153,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2023-07-01,Bancos · hogares,Total hogares,3.3199196616400575,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2023-07-01,Bancos · hogares,Personales + tarjetas (combinado),3.086208069922316,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2023-08-01,Bancos · hogares,Total hogares,3.1406388407768207,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2023-08-01,Bancos · hogares,Personales + tarjetas (combinado),2.856312132716839,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2023-09-01,Bancos · hogares,Total hogares,3.083761541268544,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2023-09-01,Bancos · hogares,Personales + tarjetas (combinado),2.832881996191788,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2023-10-01,Bancos · hogares,Total hogares,2.846938807800363,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2023-10-01,Bancos · hogares,Personales + tarjetas (combinado),2.587663990840951,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2023-11-01,Bancos · hogares,Total hogares,2.6950246175325243,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2023-11-01,Bancos · hogares,Personales + tarjetas (combinado),2.3929831938415216,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2023-12-01,Bancos · hogares,Total hogares,2.784692843264294,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2023-12-01,Bancos · hogares,Personales + tarjetas (combinado),2.501596109103767,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2024-01-01,Bancos · hogares,Total hogares,2.6996760221946174,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2024-01-01,Bancos · hogares,Personales + tarjetas (combinado),2.4964993642335744,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2024-02-01,Bancos · hogares,Total hogares,2.605121098735076,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2024-02-01,Bancos · hogares,Personales + tarjetas (combinado),2.424241332167692,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2024-03-01,Bancos · hogares,Total hogares,2.6524153176309193,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2024-03-01,Bancos · hogares,Personales + tarjetas (combinado),2.585307376074394,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2024-04-01,Bancos · hogares,Total hogares,2.5892186333058107,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2024-04-01,Bancos · hogares,Personales + tarjetas (combinado),2.578291033622941,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2024-05-01,Bancos · hogares,Total hogares,2.7587009632315804,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2024-05-01,Bancos · hogares,Personales + tarjetas (combinado),2.775321054751617,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2024-06-01,Bancos · hogares,Total hogares,2.786364688776409,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2024-06-01,Bancos · hogares,Personales + tarjetas (combinado),2.7531489421822366,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2024-07-01,Bancos · hogares,Total hogares,2.672201214095846,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2024-07-01,Bancos · hogares,Personales + tarjetas (combinado),2.603716294716592,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2024-08-01,Bancos · hogares,Total hogares,2.6624173216648614,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2024-08-01,Bancos · hogares,Personales + tarjetas (combinado),2.5888385273137837,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2024-09-01,Bancos · hogares,Total hogares,2.63540936430396,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2024-09-01,Bancos · hogares,Personales + tarjetas (combinado),2.5577460916755177,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2024-10-01,Bancos · hogares,Total hogares,2.489310113996647,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
2024-10-01,Bancos · hogares,Personales + tarjetas (combinado),2.399623937283624,Cartera irregular / financiaciones personales y tarjetas combinadas,porcentaje de saldo,no
2024-11-01,Bancos · hogares,Total hogares,2.5245236321711517,Cartera irregular / financiaciones a familias,porcentaje de saldo,no
