metodo_distribucion,umbral_billones,participacion,tope_patrimonio,lambda,recaudacion,recaudacion_maxima,brecha,factibilidad,aportantes_estimados,aporte_promedio,aporte_mediano,tasa_efectiva_minima,tasa_efectiva_mediana,tasa_efectiva_maxima,patrimonio_retenido_mediano
promedio_oficial,10,0.5,0.03,1000000.0,861534713333.5726,861534713333.5726,4118465286666.4272,no alcanza,1107.5,777909447.7052574,465260401.8542681,0.03,0.03,0.030000000000000002,0.97
promedio_oficial,10,0.5,0.05,1000000.0,1435891188889.288,1435891188889.288,3544108811110.712,no alcanza,1107.5,1296515746.1754293,775434003.090447,0.049999999999999996,0.05,0.05000000000000001,0.95
promedio_oficial,10,0.75,0.01,1000000.0,430767356666.7863,430767356666.7863,4549232643333.214,no alcanza,1661.25,259303149.23508582,155086800.61808938,0.01,0.01,0.01,0.99
promedio_oficial,10,0.75,0.02,1000000.0,861534713333.5726,861534713333.5726,4118465286666.4272,no alcanza,1661.25,518606298.47017163,310173601.23617876,0.02,0.02,0.02,0.98
promedio_oficial,10,0.75,0.03,1000000.0,1292302070000.359,1292302070000.359,3687697929999.641,no alcanza,1661.25,777909447.7052574,465260401.8542681,0.03,0.03,0.030000000000000002,0.97
promedio_oficial,10,0.75,0.05,1000000.0,2153836783333.9321,2153836783333.9321,2826163216666.068,no alcanza,1661.25,1296515746.1754293,775434003.090447,0.049999999999999996,0.05,0.05000000000000001,0.95
promedio_oficial,10,1.0,0.01,1000000.0,574356475555.7151,574356475555.7151,4405643524444.285,no alcanza,2215.0,259303149.23508582,155086800.61808938,0.01,0.01,0.01,0.99
promedio_oficial,10,1.0,0.02,1000000.0,1148712951111.4302,1148712951111.4302,3831287048888.57,no alcanza,2215.0,518606298.47017163,310173601.23617876,0.02,0.02,0.02,0.98
promedio_oficial,10,1.0,0.03,1000000.0,1723069426667.1453,1723069426667.1453,3256930573332.8545,no alcanza,2215.0,777909447.7052574,465260401.8542681,0.03,0.03,0.030000000000000002,0.97
promedio_oficial,10,1.0,0.05,1000000.0,2871782377778.576,2871782377778.576,2108217622221.4238,no alcanza,2215.0,1296515746.1754293,775434003.090447,0.049999999999999996,0.05,0.05000000000000001,0.95
curva_sin_cola,1,0.25,0.01,1000000.0,395675385687.8741,395675385687.8741,4584324614312.126,no alcanza,11241.638888888889,35197304.37871966,18134628.395746548,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_sin_cola,1,0.25,0.02,1000000.0,791350771375.7482,791350771375.7482,4188649228624.252,no alcanza,11241.638888888889,70394608.75743932,36269256.791493095,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_sin_cola,1,0.25,0.03,1000000.0,1187026157063.622,1187026157063.622,3792973842936.378,no alcanza,11241.638888888889,105591913.13615896,54403885.18723963,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_sin_cola,1,0.25,0.05,1000000.0,1978376928439.3704,1978376928439.3704,3001623071560.63,no alcanza,11241.638888888889,175986521.8935983,90673141.97873273,0.049999999999999996,0.05,0.05000000000000001,0.95
curva_sin_cola,1,0.5,0.01,1000000.0,791350771375.7482,791350771375.7482,4188649228624.252,no alcanza,22483.277777777777,35197304.37871966,18134628.395746548,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_sin_cola,1,0.5,0.02,1000000.0,1582701542751.4963,1582701542751.4963,3397298457248.504,no alcanza,22483.277777777777,70394608.75743932,36269256.791493095,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_sin_cola,1,0.5,0.03,1000000.0,2374052314127.244,2374052314127.244,2605947685872.756,no alcanza,22483.277777777777,105591913.13615896,54403885.18723963,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_sin_cola,1,0.5,0.05,1000000.0,3956753856878.7407,3956753856878.7407,1023246143121.2593,no alcanza,22483.277777777777,175986521.8935983,90673141.97873273,0.049999999999999996,0.05,0.05000000000000001,0.95
curva_sin_cola,1,0.75,0.01,1000000.0,1187026157063.6223,1187026157063.6223,3792973842936.378,no alcanza,33724.916666666664,35197304.378719665,18134628.395746548,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_sin_cola,1,0.75,0.02,1000000.0,2374052314127.2446,2374052314127.2446,2605947685872.7554,no alcanza,33724.916666666664,70394608.75743933,36269256.791493095,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_sin_cola,1,0.75,0.03,1000000.0,3561078471190.866,3561078471190.866,1418921528809.1338,no alcanza,33724.916666666664,105591913.13615897,54403885.18723963,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_sin_cola,1,0.75,0.05,0.06829992798676676,4980000000000.0,5935130785318.111,0,alcanza,33724.916666666664,147665301.86632535,55559453.36285971,0.000707160411628484,0.030637216352275027,0.05000000000000001,0.969362783647725
curva_sin_cola,1,1.0,0.01,1000000.0,1582701542751.4963,1582701542751.4963,3397298457248.504,no alcanza,44966.555555555555,35197304.37871966,18134628.395746548,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_sin_cola,1,1.0,0.02,1000000.0,3165403085502.9927,3165403085502.9927,1814596914497.0073,no alcanza,44966.555555555555,70394608.75743932,36269256.791493095,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_sin_cola,1,1.0,0.03,1000000.0,4748104628254.488,4748104628254.488,231895371745.51172,no alcanza,44966.555555555555,105591913.13615896,54403885.18723963,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_sin_cola,1,1.0,0.05,0.02774771712779436,4980000000000.0,7913507713757.481,0,alcanza,44966.555555555555,110748976.399744,22571736.76648988,0.00028729293930798304,0.01244676001840989,0.05000000000000001,0.9875532399815901
curva_sin_cola,2,0.25,0.01,1000000.0,308701182734.52094,308701182734.52094,4671298817265.4795,no alcanza,4986.75,61904282.89658012,33035745.756644025,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_sin_cola,2,0.25,0.02,1000000.0,617402365469.0419,617402365469.0419,4362597634530.958,no alcanza,4986.75,123808565.79316024,66071491.51328805,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_sin_cola,2,0.25,0.03,1000000.0,926103548203.5626,926103548203.5626,4053896451796.4375,no alcanza,4986.75,185712848.68974033,99107237.26993208,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_sin_cola,2,0.25,0.05,1000000.0,1543505913672.6047,1543505913672.6047,3436494086327.3955,no alcanza,4986.75,309521414.4829006,165178728.78322014,0.049999999999999996,0.05,0.05000000000000001,0.95
curva_sin_cola,2,0.5,0.01,1000000.0,617402365469.0419,617402365469.0419,4362597634530.958,no alcanza,9973.5,61904282.89658012,33035745.756644025,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_sin_cola,2,0.5,0.02,1000000.0,1234804730938.0837,1234804730938.0837,3745195269061.916,no alcanza,9973.5,123808565.79316024,66071491.51328805,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_sin_cola,2,0.5,0.03,1000000.0,1852207096407.1252,1852207096407.1252,3127792903592.875,no alcanza,9973.5,185712848.68974033,99107237.26993208,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_sin_cola,2,0.5,0.05,1000000.0,3087011827345.2095,3087011827345.2095,1892988172654.7905,no alcanza,9973.5,309521414.4829006,165178728.78322014,0.049999999999999996,0.05,0.05000000000000001,0.95
curva_sin_cola,2,0.75,0.01,1000000.0,926103548203.5627,926103548203.5627,4053896451796.4375,no alcanza,14960.25,61904282.89658012,33035745.756644025,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_sin_cola,2,0.75,0.02,1000000.0,1852207096407.1255,1852207096407.1255,3127792903592.8745,no alcanza,14960.25,123808565.79316024,66071491.51328805,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_sin_cola,2,0.75,0.03,1000000.0,2778310644610.688,2778310644610.688,2201689355389.312,no alcanza,14960.25,185712848.68974033,99107237.26993208,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_sin_cola,2,0.75,0.05,1000000.0,4630517741017.814,4630517741017.814,349482258982.18555,no alcanza,14960.25,309521414.4829007,165178728.78322014,0.049999999999999996,0.05,0.05000000000000001,0.95
curva_sin_cola,2,1.0,0.01,1000000.0,1234804730938.0837,1234804730938.0837,3745195269061.916,no alcanza,19947.0,61904282.89658012,33035745.756644025,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_sin_cola,2,1.0,0.02,1000000.0,2469609461876.1675,2469609461876.1675,2510390538123.8325,no alcanza,19947.0,123808565.79316024,66071491.51328805,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_sin_cola,2,1.0,0.03,1000000.0,3704414192814.2505,3704414192814.2505,1275585807185.7495,no alcanza,19947.0,185712848.68974033,99107237.26993208,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_sin_cola,2,1.0,0.05,0.04978368976022826,4980000000000.0,6174023654690.419,0,alcanza,19947.0,249661603.24860883,97345128.38129672,0.00014268918828068178,0.02946660538508323,0.05000000000000001,0.9705333946149167
curva_sin_cola,3,0.25,0.01,1000000.0,257069239710.26425,257069239710.26425,4722930760289.735,no alcanza,2866.4444444444443,89682268.29182023,49422945.444475345,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_sin_cola,3,0.25,0.02,1000000.0,514138479420.5285,514138479420.5285,4465861520579.472,no alcanza,2866.4444444444443,179364536.58364046,98845890.88895069,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_sin_cola,3,0.25,0.03,1000000.0,771207719130.7927,771207719130.7927,4208792280869.207,no alcanza,2866.4444444444443,269046804.8754607,148268836.33342603,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_sin_cola,3,0.25,0.05,1000000.0,1285346198551.3213,1285346198551.3213,3694653801448.6787,no alcanza,2866.4444444444443,448411341.4591012,247114727.22237673,0.049999999999999996,0.05,0.05000000000000001,0.95
curva_sin_cola,3,0.5,0.01,1000000.0,514138479420.5285,514138479420.5285,4465861520579.472,no alcanza,5732.888888888889,89682268.29182023,49422945.444475345,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_sin_cola,3,0.5,0.02,1000000.0,1028276958841.057,1028276958841.057,3951723041158.943,no alcanza,5732.888888888889,179364536.58364046,98845890.88895069,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_sin_cola,3,0.5,0.03,1000000.0,1542415438261.5854,1542415438261.5854,3437584561738.4146,no alcanza,5732.888888888889,269046804.8754607,148268836.33342603,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_sin_cola,3,0.5,0.05,1000000.0,2570692397102.6426,2570692397102.6426,2409307602897.3574,no alcanza,5732.888888888889,448411341.4591012,247114727.22237673,0.049999999999999996,0.05,0.05000000000000001,0.95
curva_sin_cola,3,0.75,0.01,1000000.0,771207719130.7927,771207719130.7927,4208792280869.207,no alcanza,8599.333333333332,89682268.29182024,49422945.444475345,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_sin_cola,3,0.75,0.02,1000000.0,1542415438261.5854,1542415438261.5854,3437584561738.4146,no alcanza,8599.333333333332,179364536.5836405,98845890.88895069,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_sin_cola,3,0.75,0.03,1000000.0,2313623157392.378,2313623157392.378,2666376842607.622,no alcanza,8599.333333333332,269046804.8754607,148268836.33342603,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_sin_cola,3,0.75,0.05,1000000.0,3856038595653.964,3856038595653.964,1123961404346.0361,no alcanza,8599.333333333332,448411341.4591012,247114727.22237673,0.049999999999999996,0.05,0.05000000000000001,0.95
curva_sin_cola,3,1.0,0.01,1000000.0,1028276958841.057,1028276958841.057,3951723041158.943,no alcanza,11465.777777777777,89682268.29182023,49422945.444475345,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_sin_cola,3,1.0,0.02,1000000.0,2056553917682.114,2056553917682.114,2923446082317.8857,no alcanza,11465.777777777777,179364536.58364046,98845890.88895069,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_sin_cola,3,1.0,0.03,1000000.0,3084830876523.171,3084830876523.171,1895169123476.829,no alcanza,11465.777777777777,269046804.8754607,148268836.33342603,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_sin_cola,3,1.0,0.05,0.25352414885004404,4980000000000.0,5141384794205.285,0,alcanza,11465.777777777777,434335995.0383751,247114727.22237673,0.0020153877923325676,0.05,0.05000000000000001,0.95
curva_sin_cola,5,0.25,0.01,1000000.0,202267166230.93808,202267166230.93808,4777732833769.062,no alcanza,1413.861111111111,143060138.3978815,83650478.22658192,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_sin_cola,5,0.25,0.02,1000000.0,404534332461.87616,404534332461.87616,4575465667538.124,no alcanza,1413.861111111111,286120276.795763,167300956.45316383,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_sin_cola,5,0.25,0.03,1000000.0,606801498692.8142,606801498692.8142,4373198501307.1855,no alcanza,1413.861111111111,429180415.1936445,250951434.6797457,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_sin_cola,5,0.25,0.05,1000000.0,1011335831154.6904,1011335831154.6904,3968664168845.3096,no alcanza,1413.861111111111,715300691.9894075,418252391.13290954,0.049999999999999996,0.05,0.05000000000000001,0.95
curva_sin_cola,5,0.5,0.01,1000000.0,404534332461.87616,404534332461.87616,4575465667538.124,no alcanza,2827.722222222222,143060138.3978815,83650478.22658192,0.009999999999999998,0.01,0.010000000000000002,0.99
curva_sin_cola,5,0.5,0.02,1000000.0,809068664923.7523,809068664923.7523,4170931335076.2476,no alcanza,2827.722222222222,286120276.795763,167300956.45316383,0.019999999999999997,0.02,0.020000000000000004,0.98
curva_sin_cola,5,0.5,0.03,1000000.0,1213602997385.6284,1213602997385.6284,3766397002614.3716,no alcanza,2827.722222222222,429180415.1936445,250951434.6797457,0.029999999999999995,0.03,0.030000000000000002,0.97
curva_sin_cola,5,0.5,0.05,1000000.0,2022671662309.3809,2022671662309.3809,2957328337690.619,no alcanza,2827.722222222222,715300691.9894075,418252391.13290954,0.049999999999999996,0.05,0.05000000000000001,0.95
curva_sin_cola,5,0.75,0.01,1000000.0,606801498692.8142,606801498692.8142,4373198501307.1855,no alcanza,4241.583333333333,143060138.3978815,83650478.22658192,0.009999999999999998,0.01,0.010000000000000002,0.99
