fila_oficial,tramo_original_millones_ars_2022,limite_inferior_ars_jun_2026,limite_superior_ars_jun_2026,personas_con_bienes,patrimonio_total_ars_jun_2026,patrimonio_promedio_ars_jun_2026,bienes_pais_ars_jun_2026,bienes_exterior_ars_jun_2026,fuente_primaria,metodo_estimacion
29,650–700,6775296480.0,7296473132.31,353,2482916842192.34,7033758759.75,815933319786.62,1666973098872.67,"ARCA Anuario 2023, cuadro 2.5.1.2.1.1, fiscal 2022",dato oficial agregado; IPC INDEC a jun-2026; curva calibrada / Pareto sólo cola abierta
30,700–750,7296473132.31,7817649784.61,293,2212353194913.39,7550693498.0,754893110268.36,1457449661111.99,"ARCA Anuario 2023, cuadro 2.5.1.2.1.1, fiscal 2022",dato oficial agregado; IPC INDEC a jun-2026; curva calibrada / Pareto sólo cola abierta
31,750–800,7817649784.61,8338826436.92,257,2074606205708.51,8072397687.58,702077068323.51,1372529137385.0,"ARCA Anuario 2023, cuadro 2.5.1.2.1.1, fiscal 2022",dato oficial agregado; IPC INDEC a jun-2026; curva calibrada / Pareto sólo cola abierta
32,800–850,8338826436.92,8860003089.23,221,1899490850533.17,8594981224.13,582050085297.08,1317440765236.09,"ARCA Anuario 2023, cuadro 2.5.1.2.1.1, fiscal 2022",dato oficial agregado; IPC INDEC a jun-2026; curva calibrada / Pareto sólo cola abierta
33,850–900,8860003089.23,9381179741.54,226,2063077778159.46,9128662735.22,661029195187.77,1402048582971.7,"ARCA Anuario 2023, cuadro 2.5.1.2.1.1, fiscal 2022",dato oficial agregado; IPC INDEC a jun-2026; curva calibrada / Pareto sólo cola abierta
34,900–950,9381179741.54,9902356393.84,171,1647356009679.82,9633660875.32,541544235879.74,1105801350267.04,"ARCA Anuario 2023, cuadro 2.5.1.2.1.1, fiscal 2022",dato oficial agregado; IPC INDEC a jun-2026; curva calibrada / Pareto sólo cola abierta
35,"950–1,000",9902356393.84,10423533046.15,175,1779786997031.17,10170211411.61,534602162871.0,1245184834160.17,"ARCA Anuario 2023, cuadro 2.5.1.2.1.1, fiscal 2022",dato oficial agregado; IPC INDEC a jun-2026; curva calibrada / Pareto sólo cola abierta
36,"1,000–1,200",10423533046.15,12508239655.38,504,5763567515472.72,11435649832.29,1748505974359.67,4015061541113.05,"ARCA Anuario 2023, cuadro 2.5.1.2.1.1, fiscal 2022",dato oficial agregado; IPC INDEC a jun-2026; curva calibrada / Pareto sólo cola abierta
37,"1,200–1,300",12508239655.38,13550592960.0,166,2156920846173.96,12993499073.34,623765064547.78,1533155781626.19,"ARCA Anuario 2023, cuadro 2.5.1.2.1.1, fiscal 2022",dato oficial agregado; IPC INDEC a jun-2026; curva calibrada / Pareto sólo cola abierta
38,"1,300–1,400",13550592960.0,14592946264.61,153,2148644560935.32,14043428502.85,609860071464.21,1538784489471.11,"ARCA Anuario 2023, cuadro 2.5.1.2.1.1, fiscal 2022",dato oficial agregado; IPC INDEC a jun-2026; curva calibrada / Pareto sólo cola abierta
39,"1,400–1,600",14592946264.61,16677652873.84,217,3365383573412.54,15508680061.81,927496393979.57,2437876755899.92,"ARCA Anuario 2023, cuadro 2.5.1.2.1.1, fiscal 2022",dato oficial agregado; IPC INDEC a jun-2026; curva calibrada / Pareto sólo cola abierta
40,"1,600–1,800",16677652873.84,18762359483.07,149,2624416303293.84,17613532236.87,707403493710.09,1917012809583.75,"ARCA Anuario 2023, cuadro 2.5.1.2.1.1, fiscal 2022",dato oficial agregado; IPC INDEC a jun-2026; curva calibrada / Pareto sólo cola abierta
41,"1,800–2,000",18762359483.07,20847066092.3,119,2346243476891.2,19716331738.58,538281670036.29,1807961806854.91,"ARCA Anuario 2023, cuadro 2.5.1.2.1.1, fiscal 2022",dato oficial agregado; IPC INDEC a jun-2026; curva calibrada / Pareto sólo cola abierta
42,"2,000–3,000",20847066092.3,31270599138.45,329,8369586282940.1,25439471984.62,1924924271165.78,6444662011774.32,"ARCA Anuario 2023, cuadro 2.5.1.2.1.1, fiscal 2022",dato oficial agregado; IPC INDEC a jun-2026; curva calibrada / Pareto sólo cola abierta
43,"3,000–4,000",31270599138.45,41694132184.6,130,4623326812021.2,35564052400.16,1153853837609.79,3469483397944.45,"ARCA Anuario 2023, cuadro 2.5.1.2.1.1, fiscal 2022",dato oficial agregado; IPC INDEC a jun-2026; curva calibrada / Pareto sólo cola abierta
44,"4,000–5,000",41694132184.6,52117665230.76,92,4253968918530.83,46238792592.73,718817262395.63,3535151656135.2,"ARCA Anuario 2023, cuadro 2.5.1.2.1.1, fiscal 2022",dato oficial agregado; IPC INDEC a jun-2026; curva calibrada / Pareto sólo cola abierta
45,"> 5,000",52117665230.76,,181,20003802268868.64,110518244579.38,4808459182453.89,15195343086414.75,"ARCA Anuario 2023, cuadro 2.5.1.2.1.1, fiscal 2022",dato oficial agregado; IPC INDEC a jun-2026; curva calibrada / Pareto sólo cola abierta
