ruta_relativa,url_origen,fecha_recuperacion,bytes,sha256
capital_publico/fbcf_gobierno_general_2024.pdf,https://www.indec.gob.ar/uploads/informesdeprensa/formacion_capital_fijo_12_258E2CD715D3.pdf,2026-08-31,1268548,5eed2854588bed0c17e1cded19bb691a7b2c85a0cc7f3790049427ff5ab0215f
cuentas_sectoriales/gobierno_general_2024.pdf,https://www.indec.gob.ar/uploads/informesdeprensa/cuentas_sectores_institucionales_12_25FAE281E126.pdf,2026-08-31,865362,80f92347a262e14a640f1b1a670d36f17ac2fb964c18b056a7ec940337485678
cuentas_sectoriales/indec_cuentas_sectoriales_2026-08-31.html,https://www.indec.gob.ar/indec/web/Nivel4-Tema-3-9-118,2026-08-31,37471,8707bd998401e5df8a858d368197ba5d440a793efaa328d5dde51909c6fe2102
cuentas_sectoriales/resto_del_mundo_2024.pdf,https://www.indec.gob.ar/uploads/informesdeprensa/cuentas_resto_del_mundo_12_25376CBDB29E.pdf,2026-08-31,1725392,1baeb93727fbd8a8c5c97f494ab29dcbfdd4359d31ba483c0217331cd5782dac
cuentas_sectoriales/sociedades_financieras_2024.pdf,https://www.indec.gob.ar/uploads/informesdeprensa/cuentas_sociedades_financieras_12_254091CDBBA3.pdf,2026-08-31,2108032,97b3b9a9a21e1d511e4afe0c5e4f331d13376461942e4e9051c2d919b31d9da9
deuda/base_sigade_2026-03-31.zip,https://www.argentina.gob.ar/sites/default/files/base_sigade_31-03-2026.zip,2026-08-31,1263883,df6ee65cda6f898ef64c85b70aad9756a2dc50a6f4ae624935fb88577d28c993
deuda/boletin_mensual_deuda_2026-07-31.xlsx,https://www.argentina.gob.ar/sites/default/files/boletin_mensual_31_07_2026_0.xlsx,2026-08-31,822523,06cbb95cf09919d44683be6b8eac6554a058a3cf4a7fab1a1100d67030e43629
deuda/datos_mensuales_2026-08-31.html,https://www.argentina.gob.ar/economia/finanzas/datos-mensuales,2026-08-31,31002,68f8ba5ba145c01cefd11adadf6bf11ea06b0974652832a5c161a4ba0670b3b4
deuda/datos_trimestrales_2026-08-31.html,https://www.argentina.gob.ar/economia/finanzas/datos-trimestrales-de-la-deuda,2026-08-31,51099,1bc2023fcc8e8c788ebf92adea67bff66a91550bea3aa2ce24490a30196a36ce
deuda/deuda_publica_2026-03-31.xlsx,https://www.argentina.gob.ar/sites/default/files/deuda_publica_31-03-2026.xlsx,2026-08-31,1568870,fad7687446da2e312d5f442e4d8e4fe53af87303a5fbdbe1030e8b241473aeee
deuda/presentacion_grafica_2026_q1.pdf,https://www.argentina.gob.ar/sites/default/files/presentacion_grafica_it_26_c.pdf,2026-08-31,925615,6afd40c4ffb0356b839335597e07ab900e131c469f70c4e8823d743d92be040e
indec_eph/dosier_estrategias_manutencion_2025.pdf,https://www.indec.gob.ar/ftp/cuadros/publicaciones/dosier_estrategias_manutencion_2025.pdf,2026-08-31,1836179,76d22a3aaca2cbbb4a1e2de81e578926d9791f9b7f322487edd79fbf00475ae6
indec_eph/EPH_nota_metodologica_1_trim_2019.pdf,https://www.indec.gob.ar/ftp/cuadros/menusuperior/eph/EPH_nota_metodologica_1_trim_2019.pdf,2026-08-31,73807,6488121c467d9729eb7c2c52d497f1cc21d42a050e2b4902bdb5095fbac422b3
indec_eph/EPH_registro_1T2026.pdf,https://www.indec.gob.ar/ftp/cuadros/menusuperior/eph/EPH_registro_1T2026.pdf,2026-08-31,863180,37e02ea24a5c5a199a587828391ea7ab87d2feaf7c1d3b305f7cb8ba54b0fa01
indec_eph/EPH_registro_2T2025.pdf,https://www.indec.gob.ar/ftp/cuadros/menusuperior/eph/EPH_registro_2T2025.pdf,2026-08-31,447179,05de54c4d0b1cdf5b21db50d9318b3b21783598525bc1b7189c1f873314ff700
indec_eph/EPH_usu_1_Trim_2025_txt.zip,https://www.indec.gob.ar/ftp/cuadros/menusuperior/eph/EPH_usu_1_Trim_2025_txt.zip,2026-08-31,3069537,1c0070ba5d4d6775bc7de444f9f81bf4b300e3d09fef5635a27a7049cec31f0c
indec_eph/EPH_usu_1_Trim_2026_txt.zip,https://www.indec.gob.ar/ftp/cuadros/menusuperior/eph/EPH_usu_1_Trim_2026_txt.zip,2026-08-31,3518544,d9d23945d4b1d3de362e154015fd9abacc76ed641aec6f41a805b809780c0343
indec_eph/EPH_usu_2_Trim_2025_txt.zip,https://www.indec.gob.ar/ftp/cuadros/menusuperior/eph/EPH_usu_2_Trim_2025_txt.zip,2026-08-31,3462812,c4f92368e2590daecd566368451a80a7935515b58059518a54152ea0897ed359
indec_eph/EPH_usu_3_Trim_2025_txt.zip,https://www.indec.gob.ar/ftp/cuadros/menusuperior/eph/EPH_usu_3_Trim_2025_txt.zip,2026-08-31,2940149,02e16a62a8330fddd67bbdfb334d6638ae1ad02b6b4040851e1e5250246fa848
indec_eph/EPH_usu_4_Trim_2025_txt.zip,https://www.indec.gob.ar/ftp/cuadros/menusuperior/eph/EPH_usu_4_Trim_2025_txt.zip,2026-08-31,2894565,7e523150c1da6bae28e35bfa9277d445208a6de73fc150c9f7d0d0b03c8a3473
indec_eph/EPHContinua_CHogar.pdf,https://www.indec.gob.ar/ftp/cuadros/menusuperior/eph/EPHContinua_CHogar.pdf,2026-08-31,1082287,b6f81bbd62bfec93efbf7c6ed4b6060fa6dddb6c435fcb02a3d7bd31b1e518c4
indec_eph/indec_bases_de_datos_2026-08-31.html,https://www.indec.gob.ar/indec/web/Institucional-Indec-BasesDeDatos,2026-08-31,37484,50f159e2975f904b6a018700a80e0e8b76e4b40a2edda7599ca833f78a97c034
indec_eph/indec_bases_de_datos_ajax_2026-08-31.html,https://www.indec.gob.ar/indec/web/Institucional-Indec-BasesDeDatos,2026-08-31,343800,661f2c652fd969d8129840b92835fa8555ee4f702d7845f24819f48392231102
indec_eph/indec_single-page.js,https://www.indec.gob.ar/indec/web/Institucional-Indec-BasesDeDatos,2026-08-31,15363,22f9be3eb20df7a20404fe55ef4e2669101e91f60007567b88cb21851412c2aa
rigi/resoluciones_html/norma-408210.html,https://www.argentina.gob.ar/normativa/nacional/norma-408210,2026-08-31,33957,0d76f4ecb673355943d35960d9e0e215abf77e2c788e8464be6d6977ad811c12
rigi/resoluciones_html/norma-410830.html,https://www.argentina.gob.ar/normativa/nacional/norma-410830,2026-08-31,34504,5b298adaf4d4e64f903224bc7c2b92357e921e1d527451a2f6809791750ad96d
rigi/resoluciones_html/norma-412353.html,https://www.argentina.gob.ar/normativa/nacional/norma-412353,2026-08-31,34110,42a631075147e948cc8276a682bbf8096269d27db1e61ff72ec9df44eccbcde4
rigi/resoluciones_html/norma-413550.html,https://www.argentina.gob.ar/normativa/nacional/norma-413550,2026-08-31,34875,f75e61be27162d38093627252d6cb44b5aff6634f232ddf88e35e0e7466f2a17
rigi/resoluciones_html/norma-415410.html,https://www.argentina.gob.ar/normativa/nacional/norma-415410,2026-08-31,34609,ac7576e883b29ae7976a714fb7d408160742fd1ff328765daec723becb0410f1
rigi/resoluciones_html/norma-416877.html,https://www.argentina.gob.ar/normativa/nacional/norma-416877,2026-08-31,34627,11bc441f3b6af8da4971f53a1239ec22426da9d1f75bc29c90005ae04d85f78c
rigi/resoluciones_html/norma-416924.html,https://www.argentina.gob.ar/normativa/nacional/norma-416924,2026-08-31,34483,6d26f8e8c9943528d8f4e8f4d0b4052ff318b7890c6557b5504916abda17cd42
rigi/resoluciones_html/norma-418673.html,https://www.argentina.gob.ar/normativa/nacional/norma-418673,2026-08-31,34276,a78f76e441b49adaf37c6c45bfc3c87e2c12f169b4b6087c4f8642929fa8240e
rigi/resoluciones_html/norma-420421.html,https://www.argentina.gob.ar/normativa/nacional/norma-420421,2026-08-31,34773,8c54226275cb583b0d2a597bf4beab7d252dd0cd8c3880af7c7bafadcf0ab114
rigi/resoluciones_html/norma-422390.html,https://www.argentina.gob.ar/normativa/nacional/norma-422390,2026-08-31,34695,10170afe8c63243588f40729edec1015d06f17cce98672528fda2c5e0a062223
rigi/resoluciones_html/norma-424457.html,https://www.argentina.gob.ar/normativa/nacional/norma-424457,2026-08-31,34814,2984433a0ec8e5fd2640e71690c5ae87b67ddc156efd5eed43cdb72f551f7f37
rigi/resoluciones_html/norma-424514.html,https://www.argentina.gob.ar/normativa/nacional/norma-424514,2026-08-31,34311,27940bb47abc3549ee56eee35416192392329a656693f5eefe54fff25b95688c
rigi/resoluciones_html/norma-425673.html,https://www.argentina.gob.ar/normativa/nacional/norma-425673,2026-08-31,34916,6b5385743dccf0ff7a78390600d63244896b65e3152e8876768b3a6eea8f61dd
rigi/resoluciones_html/norma-425734.html,https://www.argentina.gob.ar/normativa/nacional/norma-425734,2026-08-31,34458,bf8a21653e49330e017a5a37c74a40cbeb7c9c88cbab675af379dd90f01d3708
rigi/resoluciones_html/norma-426315.html,https://www.argentina.gob.ar/normativa/nacional/norma-426315,2026-08-31,33979,eeba61f5268b568ea0df97f00d9c36d3115ed91eee480e87dbab856f6f010b39
rigi/resoluciones_html/norma-426429.html,https://www.argentina.gob.ar/normativa/nacional/norma-426429,2026-08-31,34915,201243c401e37af1c0e28d5d1123f4b932f07569b2627700da546c67b1c90c15
rigi/resoluciones_html/norma-427059.html,https://www.argentina.gob.ar/normativa/nacional/norma-427059,2026-08-31,34960,0689a3435a4f38434421162db19617d207fdc4b5d42d4f53b717ba6e90afb65b
rigi/resoluciones_html/norma-427918.html,https://www.argentina.gob.ar/normativa/nacional/norma-427918,2026-08-31,34000,c7d7c6262ef9c17b1a0d82ffa6348c5228d46d81d7e52685a530e0d578f6c9af
rigi/resoluciones_html/norma-428274.html,https://www.argentina.gob.ar/normativa/nacional/norma-428274,2026-08-31,34560,29cc8d38e03347d53c21aba4824321d7d4ab2405a70f279fe50617aeaab187df
rigi/resoluciones_html/norma-428357.html,https://www.argentina.gob.ar/normativa/nacional/norma-428357,2026-08-31,34458,70e6e4a2d6ffffada08b184f41bd762295aa4553d0483d91ed75a477ea83888f
rigi/resoluciones_html/norma-429238.html,https://www.argentina.gob.ar/normativa/nacional/norma-429238,2026-08-31,35346,749fd82b4f30b06e2d70cc155b9709b7e7d5d1313d6222831052b99f546ae3e8
rigi/rigi_dataset_2026-08-31.csv,https://docs.google.com/spreadsheets/d/1eytHJrzUjIFOXI-P1Hx_wbmZiSqPxVle059Djdos6u8/gviz/tq?tqx=out:csv&sheet=dataset,2026-08-31,13959,d76f15fec17ceb806683c1284bb83c8c216dbe3179fc327376c8d16e7ae3ba4d
rigi/rigi_evaluacion_2026-08-31.csv,https://docs.google.com/spreadsheets/d/1eytHJrzUjIFOXI-P1Hx_wbmZiSqPxVle059Djdos6u8/gviz/tq?tqx=out:csv&sheet=evaluacion,2026-08-31,358,8ff6ef7481c9323255af2f2b0c10164c8acbe014a65ff4477c2dd37fca368a3f
rigi/rigi_portal_2026-08-31.html,https://www.argentina.gob.ar/economia/rigi,2026-08-31,76172,7350835d8a9f6a82782c03943de37ef451964c32268ac9cc7a1875b4742f9eec
sector_externo/indec_sector_externo_2026-08-31.html,https://www.indec.gob.ar/indec/web/Nivel4-Tema-3-35-45,2026-08-31,37471,d1309ec64f4d187f1530ec6ffb3155bd071f11e558451c68d129aa2565ecfc5c
