date,itcrm
1997-12-27,82.92119602
1997-12-28,82.92452328
1997-12-29,82.78346089
1997-12-30,82.67144578
1997-12-31,82.67476302
1998-01-01,82.66995300
1998-01-02,82.45104991
1998-01-03,82.44625291
1998-01-04,82.44145619
1998-01-05,82.15870817
1998-01-06,82.08645456
1998-01-07,82.07460179
1998-01-08,82.14344314
1998-01-09,82.12223820
1998-01-10,82.11746033
1998-01-11,82.11268274
1998-01-12,81.76039678
1998-01-13,81.74929148
1998-01-14,81.72652953
1998-01-15,81.64575663
1998-01-16,81.70773752
1998-01-17,81.70298377
1998-01-18,81.69823030
1998-01-19,81.60709896
1998-01-20,81.60235106
1998-01-21,81.59760344
1998-01-22,81.59285610
1998-01-23,81.58810903
1998-01-24,81.58336224
1998-01-25,81.57861572
1998-01-26,81.57386948
1998-01-27,82.15795081
1998-01-28,82.15317087
1998-01-29,82.14839120
1998-01-30,82.14361181
1998-01-31,82.13883270
1998-02-01,82.22920672
1998-02-02,81.80375745
1998-02-03,81.82030053
1998-02-04,82.01604029
1998-02-05,82.25571008
1998-02-06,82.17728460
1998-02-07,82.17845636
1998-02-08,82.17962812
1998-02-09,81.90864477
1998-02-10,81.94558031
1998-02-11,81.82133054
1998-02-12,81.94566913
1998-02-13,81.74477202
1998-02-14,81.74593760
1998-02-15,81.74710321
1998-02-16,81.80226923
1998-02-17,81.67664775
1998-02-18,81.77197074
1998-02-19,81.72210040
1998-02-20,81.72621863
1998-02-21,81.72738395
1998-02-22,81.72854928
1998-02-23,81.84058465
1998-02-24,81.80773445
1998-02-25,81.69008788
1998-02-26,81.68874889
1998-02-27,81.68309108
1998-02-28,81.68425578
1998-03-01,81.69342910
1998-03-02,80.60993114
1998-03-03,80.64204700
1998-03-04,80.51611571
1998-03-05,80.38821903
1998-03-06,80.34841825
1998-03-07,80.35746432
1998-03-08,80.36651141
1998-03-09,80.43488580
1998-03-10,81.48423490
1998-03-11,81.41188199
1998-03-12,81.53424206
1998-03-13,81.71084840
1998-03-14,81.72004786
1998-03-15,81.72924835
1998-03-16,81.65969211
1998-03-17,81.76667422
1998-03-18,81.60812070
1998-03-19,81.59476992
1998-03-20,81.53489388
1998-03-21,81.54407353
1998-03-22,81.55325421
1998-03-23,81.63355166
1998-03-24,81.60207726
1998-03-25,81.66377940
1998-03-26,81.73452549
1998-03-27,81.64793929
1998-03-28,81.65713167
1998-03-29,81.66632508
1998-03-30,81.43422066
1998-03-31,81.29259080
1998-04-01,81.28240353
1998-04-02,81.29835478
1998-04-03,81.29023746
1998-04-04,81.29807505
1998-04-05,81.30591339
1998-04-06,81.36414650
1998-04-07,81.40051297
1998-04-08,81.59334586
1998-04-09,81.60121267
1998-04-10,81.60908024
1998-04-11,81.61694857
1998-04-12,81.62481765
1998-04-13,81.67365890
1998-04-14,81.92068893
1998-04-15,81.99613781
1998-04-16,81.85570329
1998-04-17,81.85926555
1998-04-18,81.86715800
1998-04-19,81.87505121
1998-04-20,81.91940535
1998-04-21,82.08835463
1998-04-22,82.06549678
1998-04-23,81.98382292
1998-04-24,82.02000118
1998-04-25,82.02790913
1998-04-26,82.03581784
1998-04-27,82.10099472
1998-04-28,81.94431905
1998-04-29,81.97116600
1998-04-30,81.96318956
1998-05-01,81.97579484
1998-05-02,81.98848188
1998-05-03,82.00117089
1998-05-04,82.15086525
1998-05-05,82.29958974
1998-05-06,82.37820231
1998-05-07,82.38649246
1998-05-08,82.33006034
1998-05-09,82.34280221
1998-05-10,82.35554605
1998-05-11,82.27893458
1998-05-12,82.25954707
1998-05-13,82.22578739
1998-05-14,82.22218012
1998-05-15,82.18382105
1998-05-16,82.19654029
1998-05-17,82.20926149
1998-05-18,82.07804156
1998-05-19,82.09370572
1998-05-20,82.29729137
1998-05-21,82.46825779
1998-05-22,82.48089250
1998-05-23,82.49365771
1998-05-24,82.50642490
1998-05-25,82.51919406
1998-05-26,82.31115938
1998-05-27,82.21367662
1998-05-28,82.08534042
1998-05-29,82.02800199
1998-05-30,82.04069711
1998-05-31,82.05339420
1998-06-01,82.02456045
1998-06-02,82.02215240
1998-06-03,82.13763236
1998-06-04,82.24376936
1998-06-05,82.12326345
1998-06-06,82.12109365
1998-06-07,82.11892391
1998-06-08,82.11675422
1998-06-09,81.99132383
1998-06-10,81.51473842
1998-06-11,81.39022281
1998-06-12,81.37346095
1998-06-13,81.37131096
1998-06-14,81.36916103
1998-06-15,81.36701115
1998-06-16,81.63517202
1998-06-17,81.86250074
1998-06-18,81.84699739
1998-06-19,82.00726762
1998-06-20,82.00510089
1998-06-21,82.00293421
1998-06-22,81.78059754
1998-06-23,81.67680806
1998-06-24,81.63428683
1998-06-25,81.69336487
1998-06-26,81.49956964
1998-06-27,81.49741632
1998-06-28,81.49526306
1998-06-29,81.47138798
1998-06-30,81.65090090
1998-07-01,81.32541239
1998-07-02,81.20601056
1998-07-03,81.26970158
1998-07-04,81.24812269
1998-07-05,81.24340809
1998-07-06,81.23869377
1998-07-07,81.32039395
1998-07-08,81.21130708
1998-07-09,81.20659462
1998-07-10,81.15506774
1998-07-11,81.15035854
1998-07-12,81.14564962
1998-07-13,81.26603616
1998-07-14,81.31778539
1998-07-15,81.25142115
1998-07-16,81.39438407
1998-07-17,81.44835013
1998-07-18,81.44362392
1998-07-19,81.43889798
1998-07-20,81.55761575
1998-07-21,81.47310820
1998-07-22,81.41256349
1998-07-23,81.39140826
1998-07-24,81.56478076
1998-07-25,81.56004779
1998-07-26,81.55531509
1998-07-27,81.29967481
1998-07-28,81.38343534
1998-07-29,81.37590963
1998-07-30,81.33227708
1998-07-31,81.24800967
1998-08-01,81.24818179
1998-08-02,81.24835390
1998-08-03,81.15348557
1998-08-04,81.19171650
1998-08-05,81.34180422
1998-08-06,81.36326514
1998-08-07,81.27317836
1998-08-08,81.27335053
1998-08-09,81.27352270
1998-08-10,81.19711531
1998-08-11,80.99963227
1998-08-12,81.10160796
1998-08-13,80.99706150
1998-08-14,80.81595765
1998-08-15,80.81612885
1998-08-16,80.81630005
1998-08-17,80.81647125
1998-08-18,80.69803667
1998-08-19,80.67758295
1998-08-20,80.73488064
1998-08-21,80.66634432
1998-08-22,80.66651521
1998-08-23,80.66668609
1998-08-24,80.63320536
1998-08-25,80.57611823
1998-08-26,80.48036144
1998-08-27,80.52090114
1998-08-28,80.92323142
1998-08-29,80.92340284
1998-08-30,80.92357427
1998-08-31,81.03645582
1998-09-01,81.30512009
1998-09-02,81.25934828
1998-09-03,81.65041623
1998-09-04,81.55314412
1998-09-05,81.55504230
1998-09-06,81.55694052
1998-09-07,81.68006942
1998-09-08,81.64645386
1998-09-09,81.62604009
1998-09-10,82.11561223
1998-09-11,82.20993244
1998-09-12,82.21184591
1998-09-13,82.21375942
1998-09-14,81.99949029
1998-09-15,82.21363561
1998-09-16,82.00562455
1998-09-17,82.18279403
1998-09-18,82.06446437
1998-09-19,82.06637445
1998-09-20,82.06828458
1998-09-21,82.10171802
1998-09-22,82.02198138
1998-09-23,81.97013979
1998-09-24,82.14155489
1998-09-25,82.22026467
1998-09-26,82.22217838
1998-09-27,82.22409213
1998-09-28,82.04891863
1998-09-29,82.12261302
1998-09-30,82.12936208
1998-10-01,82.43511408
1998-10-02,82.63249763
1998-10-03,82.64600491
1998-10-04,82.65951440
1998-10-05,82.70200872
1998-10-06,82.73262424
1998-10-07,83.27462679
1998-10-08,83.43555098
1998-10-09,83.13713087
1998-10-10,83.15072064
1998-10-11,83.16431263
1998-10-12,83.17790684
1998-10-13,83.09379273
1998-10-14,83.03211063
1998-10-15,83.32972330
1998-10-16,83.43677701
1998-10-17,83.45041576
1998-10-18,83.46405674
1998-10-19,83.36564911
1998-10-20,83.14914806
1998-10-21,83.06689948
1998-10-22,83.18750508
1998-10-23,83.23755887
1998-10-24,83.25116506
1998-10-25,83.26477347
1998-10-26,83.12684646
1998-10-27,82.92013454
1998-10-28,82.97017786
1998-10-29,83.07366479
1998-10-30,83.02697700
1998-10-31,83.04054876
1998-11-01,83.04778699
1998-11-02,83.17750653
1998-11-03,83.03531921
1998-11-04,82.88699334
1998-11-05,83.03303688
1998-11-06,82.94275091
1998-11-07,82.94998062
1998-11-08,82.95721096
1998-11-09,82.62434972
1998-11-10,82.64511423
1998-11-11,82.75384177
1998-11-12,82.55840651
1998-11-13,82.61423380
1998-11-14,82.62143487
1998-11-15,82.62863657
1998-11-16,82.99910498
1998-11-17,82.94025690
1998-11-18,82.95196904
1998-11-19,82.82625479
1998-11-20,82.69518141
1998-11-21,82.70238953
1998-11-22,82.70959829
1998-11-23,82.30343457
1998-11-24,82.32130306
1998-11-25,82.31714615
1998-11-26,82.33772708
1998-11-27,82.24318440
1998-11-28,82.25035313
1998-11-29,82.25752249
1998-11-30,82.38345879
1998-12-01,82.58817907
1998-12-02,82.71494779
1998-12-03,82.74935522
1998-12-04,82.71382975
1998-12-05,82.72015554
1998-12-06,82.72648181
1998-12-07,82.73280857
1998-12-08,82.73913581
1998-12-09,82.77293628
1998-12-10,82.93492228
1998-12-11,83.04011834
1998-12-12,83.04646909
1998-12-13,83.05282031
1998-12-14,83.06996119
1998-12-15,82.93638625
1998-12-16,82.86093551
1998-12-17,82.87613937
1998-12-18,82.91117572
1998-12-19,82.91751660
1998-12-20,82.92385796
1998-12-21,82.79237156
1998-12-22,82.74807988
1998-12-23,82.79590566
1998-12-24,82.70740384
1998-12-25,82.71372913
1998-12-26,82.72005491
1998-12-27,82.72638118
1998-12-28,82.66917677
1998-12-29,82.80221083
1998-12-30,82.78543154
1998-12-31,82.79176281
1999-01-01,82.78751123
1999-01-02,82.78325987
1999-01-03,82.77900873
1999-01-04,83.04898116
1999-01-05,82.97904213
1999-01-06,82.67099315
1999-01-07,82.80960549
1999-01-08,82.56200248
1999-01-09,82.55776271
1999-01-10,82.55352315
1999-01-11,82.60853591
1999-01-12,82.49547677
1999-01-13,82.78535312
1999-01-14,82.76746358
1999-01-15,77.76446033
1999-01-16,77.76046692
1999-01-17,77.75647371
1999-01-18,77.74956165
1999-01-19,77.76977549
1999-01-20,75.45491634
1999-01-21,74.04679688
1999-01-22,74.03514263
1999-01-23,74.03134073
1999-01-24,74.02753903
1999-01-25,74.02373751
1999-01-26,74.01993620
1999-01-27,74.01613508
1999-01-28,71.32445454
1999-01-29,71.32079184
1999-01-30,71.31712933
1999-01-31,71.31346701
1999-02-01,70.68515799
1999-02-02,70.17915281
1999-02-03,71.86987754
1999-02-04,70.19761912
1999-02-05,70.18283827
1999-02-06,70.19886936
1999-02-07,70.21490412
1999-02-08,71.23719572
1999-02-09,70.69605281
1999-02-10,70.71220113
1999-02-11,70.72835314
1999-02-12,70.78494470
1999-02-13,70.80111333
1999-02-14,70.81728565
1999-02-15,70.83346166
1999-02-16,70.83412792
1999-02-17,70.44413378
1999-02-18,70.68494731
1999-02-19,70.05358502
1999-02-20,70.06958659
1999-02-21,70.08559181
1999-02-22,70.26125842
1999-02-23,70.11482614
1999-02-24,70.13084170
1999-02-25,70.14686091
1999-02-26,68.52589811
1999-02-27,68.54155072
1999-02-28,68.55720691
1999-03-01,68.90877837
1999-03-02,68.83472030
1999-03-03,67.45125994
1999-03-04,67.97125728
1999-03-05,69.27212777
1999-03-06,69.29944034
1999-03-07,69.32676368
1999-03-08,69.64774735
1999-03-09,69.68872511
1999-03-10,69.88941459
1999-03-11,71.11171553
1999-03-12,71.19166592
1999-03-13,71.21973532
1999-03-14,71.24781579
1999-03-15,70.85980728
1999-03-16,71.11558183
1999-03-17,71.34468348
1999-03-18,71.33934322
1999-03-19,71.36747085
1999-03-20,71.39560957
1999-03-21,71.42375939
1999-03-22,71.58408698
1999-03-23,71.52023152
1999-03-24,71.81644260
1999-03-25,72.09637986
1999-03-26,72.35650931
1999-03-27,72.38503798
1999-03-28,72.41357791
1999-03-29,72.48781255
1999-03-30,72.96652116
1999-03-31,73.35327254
1999-04-01,73.36754993
1999-04-02,73.38183010
1999-04-03,73.39611305
1999-04-04,73.41039878
1999-04-05,73.21664936
1999-04-06,73.41719132
1999-04-07,73.37737477
1999-04-08,73.74714755
1999-04-09,73.54183316
1999-04-10,73.55614725
1999-04-11,73.57046413
1999-04-12,73.69598170
1999-04-13,74.25672591
1999-04-14,74.35592933
1999-04-15,74.22209360
1999-04-16,74.04121719
1999-04-17,74.05562848
1999-04-18,74.07004257
1999-04-19,74.04168084
1999-04-20,73.39358728
1999-04-21,73.07498381
1999-04-22,73.08920703
1999-04-23,73.83400465
1999-04-24,73.84837561
1999-04-25,73.86274936
1999-04-26,73.50684647
1999-04-27,73.75464399
1999-04-28,73.76899951
1999-04-29,73.78335781
1999-04-30,74.14431091
1999-05-01,74.15944635
1999-05-02,74.17461969
1999-05-03,74.02215357
1999-05-04,73.84922650
1999-05-05,74.23729822
1999-05-06,74.45560690
1999-05-07,74.53342887
1999-05-08,74.54867873
1999-05-09,74.56393172
1999-05-10,74.57571175
1999-05-11,74.74708278
1999-05-12,74.60577996
1999-05-13,74.62104463
1999-05-14,74.63622644
1999-05-15,74.65149734
1999-05-16,74.66677136
1999-05-17,74.58714668
1999-05-18,74.69748581
1999-05-19,74.71276924
1999-05-20,74.13962004
1999-05-21,74.15478933
1999-05-22,74.16996172
1999-05-23,74.18513722
1999-05-24,74.20031582
1999-05-25,74.21549753
1999-05-26,74.23068235
1999-05-27,74.24587027
1999-05-28,74.84606978
1999-05-29,74.86138361
1999-05-30,74.87670058
1999-05-31,74.89376564
1999-06-01,73.14662045
1999-06-02,72.86375019
1999-06-03,74.89675508
1999-06-04,74.89840195
1999-06-05,74.90013858
1999-06-06,74.90187526
1999-06-07,74.90259188
1999-06-08,74.90432861
1999-06-09,74.90606538
1999-06-10,73.12340011
1999-06-11,72.78374041
1999-06-12,72.78542802
1999-06-13,72.78711566
1999-06-14,72.78880334
1999-06-15,72.53949483
1999-06-16,72.54117677
1999-06-17,72.72370933
1999-06-18,72.82063163
1999-06-19,72.82232009
1999-06-20,72.82400858
1999-06-21,72.82569712
1999-06-22,72.47657707
1999-06-23,72.26657071
1999-06-24,72.43551922
1999-06-25,72.40496137
1999-06-26,72.40664019
1999-06-27,72.40831905
1999-06-28,72.45493093
1999-06-29,72.58228035
1999-06-30,72.46303966
1999-07-01,72.42404427
1999-07-02,72.26971911
1999-07-03,72.27922480
1999-07-04,72.28873175
1999-07-05,72.27483740
1999-07-06,72.24650215
1999-07-07,72.10111708
1999-07-08,72.11060061
1999-07-09,72.12008538
1999-07-10,72.12957139
1999-07-11,72.13905866
1999-07-12,71.76890351
1999-07-13,71.83423155
1999-07-14,71.84367997
1999-07-15,71.85312963
1999-07-16,71.86258053
1999-07-17,71.87203268
1999-07-18,71.88148607
1999-07-19,72.19899403
1999-07-20,72.46956496
1999-07-21,72.47425800
1999-07-22,72.48051424
1999-07-23,72.36345223
1999-07-24,72.37297025
1999-07-25,72.38248953
1999-07-26,72.72872554
1999-07-27,72.62790257
1999-07-28,73.21721390
1999-07-29,73.21445912
1999-07-30,73.28943254
1999-07-31,73.29907236
1999-08-01,73.31631463
1999-08-02,72.99310522
1999-08-03,72.97597053
1999-08-04,73.12467493
1999-08-05,72.90905155
1999-08-06,72.71591677
1999-08-07,72.73302186
1999-08-08,72.75013098
1999-08-09,72.69731126
1999-08-10,72.47645745
1999-08-11,72.46980609
1999-08-12,72.57586003
1999-08-13,72.22523800
1999-08-14,72.24222767
1999-08-15,72.25922133
1999-08-16,72.27621900
1999-08-17,72.08730890
1999-08-18,72.08258057
1999-08-19,72.04175372
1999-08-20,71.97547495
1999-08-21,71.99240587
1999-08-22,72.00934077
1999-08-23,72.35320842
1999-08-24,72.41922346
1999-08-25,71.82112102
1999-08-26,71.79865064
1999-08-27,71.56090944
1999-08-28,71.57774284
1999-08-29,71.59458020
1999-08-30,71.61928876
1999-08-31,72.17681473
1999-09-01,72.18745149
1999-09-02,72.39287686
1999-09-03,72.39192648
1999-09-04,72.40259494
1999-09-05,72.41326497
1999-09-06,72.27836366
1999-09-07,72.26381911
1999-09-08,72.31084712
1999-09-09,72.69607587
1999-09-10,72.60130555
1999-09-11,72.61200487
1999-09-12,72.62270576
1999-09-13,72.52034789
1999-09-14,72.28998203
1999-09-15,72.44073199
1999-09-16,72.45718577
1999-09-17,72.42796436
1999-09-18,72.43863813
1999-09-19,72.44931347
1999-09-20,72.45406621
1999-09-21,72.69513243
1999-09-22,72.72637098
1999-09-23,72.73708873
1999-09-24,72.64340627
1999-09-25,72.65411179
1999-09-26,72.66481889
1999-09-27,72.67552756
1999-09-28,72.92559882
1999-09-29,73.07087450
1999-09-30,73.12065632
1999-10-01,73.32403176
1999-10-02,73.33447815
1999-10-03,73.34492603
1999-10-04,72.44861644
1999-10-05,72.40029874
1999-10-06,72.68195721
1999-10-07,72.49776837
1999-10-08,72.29322128
1999-10-09,72.30352080
1999-10-10,72.31382180
1999-10-11,72.32412427
1999-10-12,72.58206547
1999-10-13,72.58930019
1999-10-14,72.67707414
1999-10-15,72.68742836
1999-10-16,72.69778405
1999-10-17,72.70814121
1999-10-18,72.71849986
1999-10-19,72.85582007
1999-10-20,72.66358191
1999-10-21,72.36287839
1999-10-22,72.28883681
1999-10-23,72.29913572
1999-10-24,72.30943609
1999-10-25,72.26215777
1999-10-26,72.02907974
1999-10-27,71.95574800
1999-10-28,71.91566230
1999-10-29,71.92590804
1999-10-30,71.93615524
1999-10-31,71.94640390
1999-11-01,72.18300756
1999-11-02,72.26879693
1999-11-03,72.21460530
1999-11-04,72.25123170
1999-11-05,72.29176879
1999-11-06,72.30816556
1999-11-07,72.32456605
1999-11-08,72.29866865
1999-11-09,72.40354450
1999-11-10,72.45150752
1999-11-11,72.42605515
1999-11-12,72.24387334
1999-11-13,72.26025925
1999-11-14,72.27664887
1999-11-15,72.29744453
1999-11-16,72.27993720
1999-11-17,72.53140859
1999-11-18,72.47741731
1999-11-19,72.37900293
1999-11-20,72.39541948
1999-11-21,72.41183975
1999-11-22,72.48195018
1999-11-23,72.44228402
1999-11-24,72.17166086
1999-11-25,72.25055017
1999-11-26,72.18428166
1999-11-27,72.20065405
1999-11-28,72.21703015
1999-11-29,72.14052652
1999-11-30,72.07389256
1999-12-01,72.11046405
1999-12-02,72.01293450
1999-12-03,72.01872178
1999-12-04,72.02936764
1999-12-05,72.04001508
1999-12-06,72.52589904
1999-12-07,72.53363999
1999-12-08,72.54436196
1999-12-09,72.46066374
1999-12-10,72.38731316
1999-12-11,72.39801351
