"trace_id","request_id","institution","gap_id","requested_record","period_or_date","identifiers","minimum_usable_fields","confidentiality_fallback","status"
"TR121_049","REQ121_ECON","Ministerio de Economía / Tesoro","CL121_SETTLEMENT_2008","Archivo TSA y constancia Caja","2008-09/2008-10","TSA; VPN; 0306/40000","lote; emisor; receptor; fecha; aceptación/rechazo","sin datos nominativos","DRAFT_NOT_SENT"
"TR121_050","REQ121_ECON","Ministerio de Economía / Tesoro","CL121_STRIP_2009","Archivo TSA o sistema equivalente del strip","2009-06-17/2009-06-18","ARARGE03G415; 0306/40000","lote; fecha; nominal; aceptación; referencia","agregado por especie","DRAFT_NOT_SENT"
"TR121_051","REQ121_BCRA","BCRA / CRyL","CL121_SETTLEMENT_2008","Archivos CG1 y CG2","2008-09/2008-10","prematching; rechazadas; cuatro ISIN","cuentas; especie; modalidad; nominal; importe; fechas","disociar terceros","DRAFT_NOT_SENT"
"TR121_052","REQ121_BCRA","BCRA / CRyL","CL121_SETTLEMENT_2008","Archivo CG3 de operaciones liquidadas","2008-09/2008-10","CG3; cuatro T+3","cuentas; especie; nominal; importe; mercado; fechas","agregado por evento","DRAFT_NOT_SENT"
"TR121_053","REQ121_BCRA","BCRA / CRyL","CL121_SETTLEMENT_2008","Archivo CG4 de operaciones para liquidar","2008-09/2008-10","CG4; cuatro T+3","cuentas; especie; nominal; importe; fecha","sin contraparte","DRAFT_NOT_SENT"
"TR121_054","REQ121_BCRA","BCRA / CRyL","CL121_STRIP_2009","CG1-CG7 del strip","2009-06-17/2009-06-18","ARARGE03G415; 0306/40000","código archivo; cuenta; especie; nominal; importe; estado","agregado/testado","DRAFT_NOT_SENT"
"TR121_055","REQ121_BCRA","BCRA / CRyL","CL121_SETTLEMENT_2008","Formularios 4359 4359B o 4359C","2008-2009","DVP; FTC; FT","instrucción; operación; cuentas; fechas; nominal; importe","testar firmas y terceros","DRAFT_NOT_SENT"
"TR121_056","REQ121_BCRA","BCRA / CRyL","CL121_CUSTODY_HOLDINGS","Extractos CG7 o informes diarios/mensuales","2008-2013","cuenta; especie","fecha; fórmula; origen/destino; débitos; créditos; saldo","mayor agregación compatible","DRAFT_NOT_SENT"
"TR121_057","REQ121_BNA","Banco de la Nación Argentina","CL121_BNA_FIRST_STAGE","Constancia de derivación y búsqueda por mesa/sistema","2008-2026","primera etapa; 11-22/08/2008","área consultada; sistema; claves; resultado","sin datos de clientes","DRAFT_NOT_SENT"
"TR121_058","REQ121_AGN","Auditoría General de la Nación","CL121_AGN_REPLY","Registro de derivación interna y búsqueda técnica","2018-2026","UUID; nid; vid","área; repositorio; claves; fechas; resultado","testar identidad","DRAFT_NOT_SENT"
"TR121_059","REQ121_CNV","Comisión Nacional de Valores","CL121_CUSTODY_HOLDINGS","Registro de derivación a área supervisora/archivo","2014-2026","nota Caja 19/11/2014","área; sistema; expediente; búsqueda; resultado","metadatos/testado","DRAFT_NOT_SENT"
"TR121_060","REQ121_CAJA","Caja de Valores S.A.","CL121_CAJA_ROUTE","Acuse TSA o copia certificada 4359B","2008-2009","TSA; FTC; 0306/40000","lote o formulario; fecha; especie; nominal; aceptación/rechazo","certificación agregada","DRAFT_NOT_SENT"
"TR121_061","REQ121_BCRA","BCRA / CRyL","CL121_SETTLEMENT_2008","Archivo de entrada CGA","2008-09-01/2008-10-07","CGAEEEEE.NN; cuatro ISIN","lote; registro; fechas; cuentas; especie; VNR","testar terceros","DRAFT_NOT_SENT"
"TR121_062","REQ121_BCRA","BCRA / CRyL","CL121_SETTLEMENT_2008","Archivo de respuesta CGA","2008-09-01/2008-10-07","CGAEEEEE.INN; cuatro ISIN","fecha/hora; lote; registro; referencia; observación","testar terceros","DRAFT_NOT_SENT"
"TR121_063","REQ121_BCRA","BCRA / CRyL","CL121_SETTLEMENT_2008","Resultado de segunda etapa CGA","2008-09-01/2008-10-07","X-400; saldo; amortización; rechazo","lote; operación; resultado; causa; sello temporal","agregado por estado","DRAFT_NOT_SENT"
"TR121_064","REQ121_BCRA","BCRA / CRyL","CL121_STRIP_2009","CGA/CG3 o fórmula en papel del strip","2009-06-17/2009-06-18","ARARGE03G415; 0306/40000","modalidad; lote/fórmula; operación; estado","testar terceros","DRAFT_NOT_SENT"
"TR121_065","REQ121_ECON","Ministerio de Economía / Tesoro","CL121_SETTLEMENT_2008","Equivalencia de modalidad diferida con registro técnico","2008-2009","modalidad diferida; Caja; BCRA; CGA","sistema; modalidad; instrucción; lote/fórmula; expediente","metadatos o agregado","DRAFT_NOT_SENT"
"TR121_066","REQ121_CAJA","Caja de Valores S.A.","CL121_CAJA_ROUTE","Archivo o acuse CGA del lado Caja","2008-2009","CGA; 1001/04; 0306/40000","lote; fecha/hora; especie; VNR; estado","certificación agregada","DRAFT_NOT_SENT"
"TR121_067","REQ121_CAJA","Caja de Valores S.A.","CL121_CAJA_ROUTE","Confirmación T+3 remitida a Secretaría de Finanzas","2008-2009","modalidad diferida; cuatro rondas; strip","fecha; especie; VNR recibido; estado; identificador","sin datos de participantes","DRAFT_NOT_SENT"


