key_id,request_id,key_group,exact_key,search_purpose,source_or_basis,caveat
SK121_17,REQ121_BCRA,field,número de instrucción;número de operación;concertación;liquidación;nominal;importe,campos mínimos de búsqueda,e0_bcra_a3191_cryl_dvp_regime_2000,"No pedir sólo por texto libre."
SK121_18,REQ121_BNA,date,2008-08-11/2008-08-22,ventana de ejecución,E0_FISCAL_BUYBACK_PROGRAM_EVENTS_2005_2009_V121.csv,"No incluye segunda etapa."
SK121_19,REQ121_BNA,phrase,programa de recompra de deuda pública;primera etapa;USD 380 millones,búsqueda en mandato y mesa,comunicados oficiales V114,"Monto aproximado."
SK121_20,REQ121_BNA,security,BODEN 2012;BODEN 2013;BONAR V;PRE8;BODEN 2008;unidades PBI,universo narrativo,comunicado 22/08/2008,"Lista no prueba ejecución por especie."
SK121_21,REQ121_BNA,record,blotter;libro de órdenes;ticket;confirmación;liquidación;rendición,clases de mesa y mandato,REQUEST_BNA_FIRST_STAGE_BLOTTER_V121.md,"Usar también sinónimos internos."
SK121_22,REQ121_AGN,identifier,2074c3d9-a535-497e-a97d-d74340ff49fb,UUID exacto,E0_AGN_BODEN_REQUEST_PUBLIC_SCHEMA_V121.csv,"No es expediente."
SK121_23,REQ121_AGN,identifier,nid 18814;vid 18821,nodo y versión,E0_AGN_BODEN_REQUEST_PUBLIC_SCHEMA_V121.csv,"Metadatos de portal."
SK121_24,REQ121_AGN,date,2018-08-14;2018-09-11,ingreso y respuesta,E0_AGN_BODEN_REQUEST_PUBLIC_SCHEMA_V121.csv,"Fechas públicas exactas."
SK121_25,REQ121_AGN,phrase,BODEN 2006;BODEN 2012;BODEN 2013,tema público,E0_AGN_BODEN_REQUEST_PUBLIC_SCHEMA_V121.csv,"Buscar también sin acento y variantes."
SK121_26,REQ121_AGN,repository,Drupal;webform;adjuntos;correo saliente;backup,objetos fuera del nodo público,REQUEST_AGN_2018_REPLY_V121.md,"No presupone tecnología interna adicional."
SK121_27,REQ121_CNV,date,2014-11-19,nota Caja citada por AGN,E0_FISCAL_CUSTODIAN_INFORMATION_GAPS_V121.csv,"Nota sin número."
SK121_28,REQ121_CNV,identifier,Resolución AGN 41/2016;pedido AGN;Caja de Valores,actuación supervisora,E0_FISCAL_CUSTODIAN_INFORMATION_GAPS_V121.csv,"No identifica por sí solo expediente CNV."
SK121_29,REQ121_CNV,account,0306/40000,liquidaciones de recompra,llamados oficiales V115-V116,"Solicitar agregado/testado."
SK121_30,REQ121_CNV,security,cinco ISIN de las rondas y strip,acotar búsqueda,REQUEST_CNV_CUSTODY_RECORDS_V121.md,"No pedir padrón privado nominativo."
SK121_31,REQ121_CAJA,account,depositante 0306 / comitente 40000,cuenta objetivo,llamados oficiales V115-V116,"No equivale a beneficiario final."
SK121_32,REQ121_CAJA,date,cuatro entregas 2008;2009-06-17,recepción de títulos,llamados oficiales V115-V116,"Fechas previstas."
SK121_33,REQ121_CAJA,system,TSA;Red Privada Virtual;acuse de aceptación,buscar transmisión DADP-Caja,e0_argentina_rc_26_216_2008_tsa_sigade,"Comprobar uso para recompra."
SK121_34,REQ121_CAJA,form,4359B FTC;copia certificada;aceptación;rechazo,buscar constancia bilateral,e0_bcra_a3191_cryl_dvp_regime_2000,"Sólo si la modalidad fue FTC."
SK121_35,REQ121_CAJA,security,ARARGE034678;ARARGE035709;ARARGE03E147;ARARGE03E154;ARARGE03G415,acotar por especie,llamados oficiales V115-V116,"Una especie puede tener múltiples movimientos."
SK121_36,REQ121_BCRA,file_code,CGA;CGAEEEEE.NN;CGAEEEEE.INN,instrucción y acuse FT/FTC,e0_bcra_b9173_cryl_cga_x400_2008,"El acuse satisfactorio es condicional; pedir segunda etapa y CG3."
SK121_37,REQ121_BCRA,system,X-400;MCT;correo institucional CRyL,buscar mensajería vigente desde 2008-01-21,e0_bcra_b9173_cryl_cga_x400_2008,"No excluir contingencias en papel."
SK121_38,REQ121_BCRA,message,"Validación satisfactoria; operación CONDICIONAL a futura liquidación",distinguir primera etapa,e0_bcra_b9173_cryl_cga_x400_2008,"No equivale a liquidación."
SK121_39,REQ121_BCRA,field,"código entidad 1001; cuenta 04; número de lote; registro; fecha/hora",cruzar lado Caja y respuesta,e0_bcra_b9173_cryl_cga_x400_2008,"1001/04 no equivale a 0306/40000."
SK121_40,REQ121_BCRA,migration,IDEAR;Esquema Institucional de Mensajería y Transferencia de Archivos;CG1-CG7;CGA,localizar repositorio sucesor,e0_bcra_b10469_cryl_code_continuity_2012,"Continuidad de código no prueba preservación histórica."
SK121_41,REQ121_ECON,phrase,"modalidad diferida;confirmaciones Caja;pagos T+3",buscar instrucción equivalente de la recompra,e0_argentina_rc_212_24_2008_recompra,"Descriptor publicado; falta equivalencia técnica."
SK121_42,REQ121_CAJA,file_code,CGA;CGAEEEEE.NN;CGAEEEEE.INN,buscar archivo o acuse del lado Caja,e0_bcra_b9173_cryl_cga_x400_2008,"Sólo si se usó FT/FTC."
SK121_43,REQ121_CAJA,field,"entidad 1001; cuenta 04; subcuenta receptora; número de comitente",acotar mensaje CRyL/Caja,e0_bcra_b9173_cryl_cga_x400_2008,"Códigos de diseño; no beneficiario final."


