fecha,ventana,ipc,ipc_ref,periodo_referencia,banco_real,banco_promedio_historico,banco_brecha_pp,monto_personales_nominal,monto_personales_pesos_constantes,impacto_banco_nominal,impacto_banco_pesos_constantes,pf_real,pf_promedio_historico,pf_brecha_pp,monto_pf_nominal,monto_pf_pesos_constantes,impacto_pf_nominal,impacto_pf_pesos_constantes,pf_rendimiento_perdido_pesos_constantes,pf_rendimiento_adicional_pesos_constantes,fintech_real,fintech_promedio_historico,fintech_brecha_pp,saldo_fintech,exposicion_fintech,exposicion_fintech_pesos_constantes,nota
2024-10,post_shock,7313.954,12076.3937,2026-07,3.080161,1.069151,2.01101,1354893407000.0,2237124570986.6836,27247038862.818893,44988793813.38757,0.595437,-0.528703,1.12414,26204264776000.0,43267023289183.71,294572689183.0065,486382026444.481,0,486382026444.481,7.95365,6.986491,0.967159,,,,
2024-11,post_shock,7491.431,12076.3937,2026-07,3.366961,1.069151,2.29781,1309430480000.0,2110838102795.0437,30088221573.245567,48503044271.69481,0.52502,-0.528703,1.053723,26230781295000.0,42284743993105.7,276399842783.1229,445564181271.5216,0,445564181271.5216,7.96314,6.986491,0.976649,,,,
2024-12,post_shock,7694.0075,12076.3937,2026-07,3.061657,1.069151,1.992506,1319575672000.0,2071185312987.2915,26292621477.125256,41268486983.258095,-0.001229,-0.528703,0.527474,25506116863000.0,40034001655937.69,134538200203.50546,211169052453.73782,0,211169052453.73782,7.918164,6.986491,0.931673,,,,
2025-01,post_shock,7864.1257,12076.3937,2026-07,3.622677,1.069151,2.553526,1620345017000.0,2488251727096.0195,41375927661.655716,63538149211.53598,0.350041,-0.528703,0.878744,26497852400000.0,40690918481489.93,232848355976.04874,357569108942.9703,0,357569108942.9703,8.430322,6.986491,1.443831,,,,
2025-02,post_shock,8052.9927,12076.3937,2026-07,3.269517,1.069151,2.200366,1535508212000.0,2302672110667.015,33786797177.343052,50667209045.8549,-0.08136,-0.528703,0.447343,31190516370000.0,46773785774127.79,139528671548.90744,209239376320.63113,0,209239376320.63113,8.198609,6.986491,1.212118,,,,
2025-03,post_shock,8353.3158,12076.3937,2026-07,1.909632,1.069151,0.840481,1610179834000.0,2327837959051.5,13533251956.275341,19565030531.38207,-1.289979,-0.528703,-0.761276,32360291613000.0,46783293140359.43,-246351050679.19354,-356149862837.77203,356149862837.77203,0,6.81708,6.986491,-0.169411,,,,
2025-04,post_shock,8585.6078,12076.3937,2026-07,3.044714,1.069151,1.975563,1621004043000.0,2280081208992.534,32023952463.389088,45044435616.773865,-0.066624,-0.528703,0.462079,35611765691000.0,50091002623794.27,164554582017.52982,231460132337.12244,0,231460132337.12244,7.811304,6.986491,0.824813,,,,
2025-05,post_shock,8714.4871,12076.3937,2026-07,4.449514,1.069151,3.380363,1429665953000.0,1981207695850.9348,48327895689.67771,66972007456.53534,1.180833,-0.528703,1.709536,36041508860000.0,49945733528643.15,616142661236.0194,853840423087.1945,0,853840423087.1945,9.358689,6.986491,2.372198,,,,
2025-06,post_shock,8855.5681,12076.3937,2026-07,4.396002,1.069151,3.326851,1228763226000.0,1675672109760.872,40879118913.64239,55747110578.96577,1.014812,-0.528703,1.543515,36584620263000.0,49890675863131.305,564689195174.917,770070193358.7341,0,770070193358.7341,9.182257,6.986491,2.195766,,,,
2025-07,post_shock,9023.973,12076.3937,2026-07,3.84389,1.069151,2.774739,1396174031000.0,1868439463645.559,38740182212.075806,51844314295.12969,0.75985,-0.528703,1.288553,37833957784000.0,50631553244758.555,487510694967.4907,652414527989.8363,0,652414527989.8363,8.799152,6.986491,1.812661,,,,
2025-08,post_shock,9193.2441,12076.3937,2026-07,4.226303,1.069151,3.157152,1392514188000.0,1829229093038.4211,43963786410.987625,57751538789.424355,1.944079,-0.528703,2.472782,41648917338000.0,54710689445572.76,1029887037825.131,1352876220843.8557,0,1352876220843.8557,9.374432,6.986491,2.387941,,,,
2025-09,post_shock,9384.0922,12076.3937,2026-07,4.634421,1.069151,3.56527,1211270634000.0,1558784882082.958,43185065813.90606,55574886266.47771,1.848749,-0.528703,2.377452,46895924300000.0,60350392206525.52,1114928210326.8052,1434801761127.5076,0,1434801761127.5076,10.696676,6.986491,3.710185,,,,
2025-10,post_shock,9603.8623,12076.3937,2026-07,4.488727,1.069151,3.419576,1174875096000.0,1477348775358.982,40175744175.58328,50519060842.305664,1.430771,-0.528703,1.959474,49152183864000.0,61806500865433.195,963124389165.3297,1211082473103.8193,0,1211082473103.8193,10.512804,6.986491,3.526313,,,,
2025-11,post_shock,9841.3581,12076.3937,2026-07,3.883015,1.069151,2.813864,1017799027000.0,1248947719677.9307,28639478128.477917,35143687459.35976,0.15484,-0.528703,0.683543,40481190339000.0,49674728529429.34,276706446583.6157,339548256888.6264,0,339548256888.6264,10.478866,6.986491,3.492375,,,,
2025-12,post_shock,10121.3715,12076.3937,2026-07,2.945993,1.069151,1.876842,1157268458000.0,1380803927155.516,21720097874.807816,25915504943.051693,-0.669724,-0.528703,-0.141021,49038504009000.0,58510675245119.93,-69154463111.70255,-82512189444.78494,82512189444.78494,0,9.517396,6.986491,2.530905,,,,
2026-01,post_shock,10413.0309,12076.3937,2026-07,2.760499,1.069151,1.691348,1389006969000.0,1610884973911.649,23492938472.176537,27245667172.646183,-0.374658,-0.528703,0.154045,54596146176000.0,63317257199738.59,84102773241.2151,97537231059.47363,0,97537231059.47363,9.09522,6.986491,2.108729,,,,
2026-02,post_shock,10714.6255,12076.3937,2026-07,2.828426,1.069151,1.759275,1316441842000.0,1483754142143.857,23159829260.864857,26103312353.659397,-0.408062,-0.528703,0.120641,48860939177000.0,55070887736879.46,58946450804.468376,66438210755.23749,0,66438210755.23749,8.867079,6.986491,1.880588,3699559000000.0,69573471195.182,78415865232.86581,"Fintech es stock de cartera total del grupo y exposición, no flujo ni intereses cobrados"
2026-03,post_shock,11077.0608,12076.3937,2026-07,2.322966,1.069151,1.253815,1416557341000.0,1544354089718.561,17761005245.352013,19363339763.435806,-1.100731,-0.528703,-0.572028,55353144114000.0,60346907263838.6,-316635341408.75885,-345201052086.4962,345201052086.4962,0,,6.986491,,,,,
2026-04,post_shock,11363.0904,12076.3937,2026-07,2.997907,1.069151,1.928756,1359139094000.0,1444457292375.788,26214473773.048656,27860053451.802166,-0.702399,-0.528703,-0.173696,59701478270000.0,63449161335591.86,-103698926752.6246,-110208492729.42134,110208492729.42134,0,,6.986491,,,,,
2026-05,post_shock,11607.3937,12076.3937,2026-07,3.381492,1.069151,2.312341,1161093829000.0,1208008151015.3718,26848446050.161644,27933265047.68783,-0.391688,-0.528703,0.137015,56982141589000.0,59284521011629.64,78074227275.0068,81228838339.15793,0,81228838339.15793,,6.986491,,,,,
2026-06,post_shock,11826.4103,12076.3937,2026-07,3.601833,1.069151,2.532682,1138749779000.0,1162820357838.5906,28840908121.652607,29450539285.162838,-0.173192,-0.528703,0.355511,58104714877000.0,59332916318732.76,206568801759.01794,210935196132.9427,0,210935196132.9427,,6.986491,,,,,
2026-07,post_shock,12076.3937,12076.3937,2026-07,3.292465,1.069151,2.223314,1127394352000.0,1127394352000.0,25065513932.594315,25065513932.594315,-0.374889,-0.528703,0.153814,59461780402000.0,59461780402000.0,91460695236.70892,91460695236.70892,0,91460695236.70892,,6.986491,,,,,
