transaction_id,year,mechanism,phase,instrument,recipient_universe,amount_original,original_unit,normalized_ars_million,source_id,source_locator,bank_compensation_aggregation,realization_status,caveat
T78,2009,Debt_buyback,EARLY_COUPON_REPURCHASE,BODEN_2012_coupon_15,Mixed,N/D,N/D,N/D,e0_cgn_cuenta_inversion_2009_sdp,PDF_pp71_72,NO_AUTOMATIC_AGGREGATION,QUALITATIVE_EARLY_REPURCHASE,No amount or purpose split is published in the cited narrative.
T79,2010,All_BODEN_2012_purposes,DEBT_SERVICE_PRINCIPAL_REDUCTION,BODEN_2012,Mixed,2282310500,USD_nominal_updated,9074.466548,e0_cgn_cuenta_inversion_2010_sdp,PDF_p6,NO_AUTOMATIC_AGGREGATION,MIXED_PURPOSE_SERVICE_NOT_ALLOCATED,No purpose-level holder allocation.
T80,2011,All_BODEN_2012_purposes,DEBT_SERVICE_PRINCIPAL_REDUCTION,BODEN_2012,Mixed,2197668700,USD_nominal_updated,9458.7660848,e0_cgn_cuenta_inversion_2011_sdp,PDF_p6,NO_AUTOMATIC_AGGREGATION,MIXED_PURPOSE_SERVICE_NOT_ALLOCATED,No purpose-level holder allocation.
T81,2012,All_BODEN_2012_purposes,FINAL_MATURITY_PRINCIPAL_REDUCTION,BODEN_2012,Mixed,2197791900,USD_nominal_updated,10808.7405642,e0_cgn_cuenta_inversion_2012_sdp,PDF_p5,NO_AUTOMATIC_AGGREGATION,FINAL_SERIES_SERVICE_NOT_PURPOSE_ALLOCATED,Maturity does not identify holders or prove bank-specific compensation.
T82,2008,All_public_debt,AGGREGATE_HOLDER_DISTRIBUTION,Debt_by_creditor_type,All_public_debt,276157,ARS_million,276157,e0_agn_res_202_2009_act_41_2009_deuda,PDF_pp16_17,NO_AUTOMATIC_AGGREGATION,AGGREGATE_PRIVATE_HOLDER_CONTROL,Private sector is not banks and the table is not BODEN-specific.
T83,2009,FGS_public_holder_control,INVENTORY_DUPLICATION_CORRECTION,PF_BODEN_2012_USD_1st_series,Public_holder,60,USD_million_VNO,N/D,e0_agn_res_102_2011_act_366_2009_fgs,PDF_p37,NO_AUTOMATIC_AGGREGATION,PUBLIC_HOLDER_ACCOUNTING_EXCEPTION,Not Treasury issuance service or commercial-bank compensation.
T84,2008,All_BODEN_2012_purposes,YEAR_END_SERIES_STOCK,BODEN_2012,Mixed,8708.340475,USD_million_updated,30061.19131970,e0_cgn_cuenta_inversion_2008_sdp,PDF_p5,NO_AUTOMATIC_AGGREGATION,YEAR_END_SERIES_STOCK,Not a flow or purpose allocation.
T85,2009,All_BODEN_2012_purposes,YEAR_END_SERIES_STOCK,BODEN_2012,Mixed,6545.070,USD_million_updated,24871.266,e0_cgn_cuenta_inversion_2009_sdp,PDF_p60,NO_AUTOMATIC_AGGREGATION,YEAR_END_SERIES_STOCK,Not a flow or purpose allocation.
T86,2010,All_BODEN_2012_purposes,YEAR_END_SERIES_STOCK,BODEN_2012,Mixed,4395.461,USD_million_updated,17476.351,e0_cgn_cuenta_inversion_2010_sdp,PDF_p60,NO_AUTOMATIC_AGGREGATION,YEAR_END_SERIES_STOCK,Not a flow or purpose allocation.
T87,2011,All_BODEN_2012_purposes,YEAR_END_SERIES_STOCK,BODEN_2012,Mixed,2197.792,USD_million_updated,9459.296,e0_cgn_cuenta_inversion_2011_sdp,PDF_p50,NO_AUTOMATIC_AGGREGATION,YEAR_END_SERIES_STOCK,Not a flow or purpose allocation.
T88,2012,All_BODEN_2012_purposes,YEAR_END_SERIES_STOCK,BODEN_2012,Mixed,0,USD_million_updated,0,e0_cgn_cuenta_inversion_2012_sdp,PDF_pp41_42,NO_AUTOMATIC_AGGREGATION,SERIES_MATURED,Zero series stock does not close holder-purpose reconciliation.
