relative_path,archive_role,source_url,size_bytes,sha256,format_verification,note
/research/ciclo_ajuste/inputs/source_sync/v161/binaries/cnv_attachments/bma_fy2023/memoria.pdf,CNV_PUBLIC_ATTACHMENT,https://aif2.cnv.gov.ar/presentations/publicview/36d0f59a-8e3f-42cd-bf18-db44e023f18d,81653,105073ec0620bc8eabff062ace3289dd52659973f99cb9f83db70e5c6ea43277,PDF_MAGIC_OK,blob_guid=04e77e07-312e-4ce4-2f3f-ca86fd9472ff; property=ABMemoria; declared_hash_matches_served_bytes=false
/research/ciclo_ajuste/inputs/source_sync/v161/binaries/cnv_attachments/bma_fy2023/resena_informativa.pdf,CNV_PUBLIC_ATTACHMENT,https://aif2.cnv.gov.ar/presentations/publicview/36d0f59a-8e3f-42cd-bf18-db44e023f18d,81653,105073ec0620bc8eabff062ace3289dd52659973f99cb9f83db70e5c6ea43277,PDF_MAGIC_OK,blob_guid=ed25f341-77fc-4617-c97c-1049f3e09355; property=ABResenaInformativa; declared_hash_matches_served_bytes=false
/research/ciclo_ajuste/inputs/source_sync/v161/binaries/cnv_attachments/hsbc_9m2023/estado_contable.pdf,CNV_PUBLIC_ATTACHMENT,https://aif2.cnv.gov.ar/presentations/publicview/d483d33a-5c86-4fbb-ab9c-6528bf43f572,2061575,2390a75567203ae106e7658936080ce65f927588a2be70924d272ad8deb06b14,PDF_MAGIC_OK,blob_guid=4736dd30-d70a-4a83-be3a-f0ae2dd728e8; property=ABEstadoContable; declared_hash_matches_served_bytes=false
/research/ciclo_ajuste/inputs/source_sync/v161/binaries/cnv_attachments/hsbc_9m2023/informe_auditor_independiente.pdf,CNV_PUBLIC_ATTACHMENT,https://aif2.cnv.gov.ar/presentations/publicview/d483d33a-5c86-4fbb-ab9c-6528bf43f572,43696,b05f11be8b5183a04eef71172ca7aa82d896f9af9f7406bac2aa931be9bed27b,PDF_MAGIC_OK,blob_guid=f20c77d1-11f0-4b79-e29c-fd5a4b85a16e; property=ABInformeAuditorIndependiente; declared_hash_matches_served_bytes=false
/research/ciclo_ajuste/inputs/source_sync/v161/binaries/cnv_attachments/hsbc_9m2023/informe_comision_fiscalizadora_sindico.pdf,CNV_PUBLIC_ATTACHMENT,https://aif2.cnv.gov.ar/presentations/publicview/d483d33a-5c86-4fbb-ab9c-6528bf43f572,8289,b27851cba5a75e065d2196bccfd6ec2c635943a65e31b527fc694538b94c1625,PDF_MAGIC_OK,blob_guid=7f214453-e8c6-49bc-48a7-4bb1f762d8dd; property=ABInformeComisionFiscalizadoraSindico; declared_hash_matches_served_bytes=false
/research/ciclo_ajuste/inputs/source_sync/v161/binaries/cnv_attachments/hsbc_9m2023/memoria.pdf,CNV_PUBLIC_ATTACHMENT,https://aif2.cnv.gov.ar/presentations/publicview/d483d33a-5c86-4fbb-ab9c-6528bf43f572,80796,bc674f8df378b0e3199d9f3755cf4d4c8b1d0abe4fdb06fe7e047f79e74a1c40,PDF_MAGIC_OK,blob_guid=b38714ae-f7f4-48ab-4abb-0b1ff8277cd1; property=ABMemoria; declared_hash_matches_served_bytes=false
/research/ciclo_ajuste/inputs/source_sync/v161/binaries/cnv_attachments/hsbc_9m2023/resena_informativa.pdf,CNV_PUBLIC_ATTACHMENT,https://aif2.cnv.gov.ar/presentations/publicview/d483d33a-5c86-4fbb-ab9c-6528bf43f572,124144,75dcdb37a18f51ab98f0a927394d260d08c49675503348e231cda434a87c2ea1,PDF_MAGIC_OK,blob_guid=67b3a2d2-97eb-449e-5b25-f36ade4ca40d; property=ABResenaInformativa; declared_hash_matches_served_bytes=false
/research/ciclo_ajuste/inputs/source_sync/v161/binaries/cnv_attachments/hsbc_fy2023/estado_contable.pdf,CNV_PUBLIC_ATTACHMENT,https://aif2.cnv.gov.ar/presentations/publicview/39f37eb9-5637-4cb3-ab6b-715da7830bd1,2984014,d84c7d36e3d3ceaafe129e594a82b8dde98937b51528edebc3f3383a53d3f858,PDF_MAGIC_OK,blob_guid=6fc8431d-740a-49b3-470f-1a746cdbc35e; property=ABEstadoContable; declared_hash_matches_served_bytes=false
/research/ciclo_ajuste/inputs/source_sync/v161/binaries/cnv_attachments/hsbc_fy2023/informe_auditor_independiente.pdf,CNV_PUBLIC_ATTACHMENT,https://aif2.cnv.gov.ar/presentations/publicview/39f37eb9-5637-4cb3-ab6b-715da7830bd1,91859,176d95f16e60d0628fe752226d6b698afa76cc45db27e37e120d7dd8a7e08373,PDF_MAGIC_OK,blob_guid=10f1e6a4-b7ef-4d36-ad53-149a84dc323f; property=ABInformeAuditorIndependiente; declared_hash_matches_served_bytes=false
/research/ciclo_ajuste/inputs/source_sync/v161/binaries/cnv_attachments/hsbc_fy2023/informe_comision_fiscalizadora_sindico.pdf,CNV_PUBLIC_ATTACHMENT,https://aif2.cnv.gov.ar/presentations/publicview/39f37eb9-5637-4cb3-ab6b-715da7830bd1,13652,963fdc21d38e0ad66eff0798998f88ed158921a2109fd5d8e15ef3e85343762e,PDF_MAGIC_OK,blob_guid=6fee11f0-f28a-4b8e-b558-90dc352f757d; property=ABInformeComisionFiscalizadoraSindico; declared_hash_matches_served_bytes=false
/research/ciclo_ajuste/inputs/source_sync/v161/binaries/cnv_attachments/hsbc_fy2023/memoria.pdf,CNV_PUBLIC_ATTACHMENT,https://aif2.cnv.gov.ar/presentations/publicview/39f37eb9-5637-4cb3-ab6b-715da7830bd1,7911867,c336fdacc48a76f20eb9538960bd01c72af4d0d3beaf82950cbd3362dccc3e7b,PDF_MAGIC_OK,blob_guid=11bc4913-6326-48e8-fe61-a9b22be285b6; property=ABMemoria; declared_hash_matches_served_bytes=false
/research/ciclo_ajuste/inputs/source_sync/v161/binaries/cnv_attachments/hsbc_fy2023/resena_informativa.pdf,CNV_PUBLIC_ATTACHMENT,https://aif2.cnv.gov.ar/presentations/publicview/39f37eb9-5637-4cb3-ab6b-715da7830bd1,186014,b78641817d7b27743f9a1a7d42346a3a1d8246c4b70607e038f02660c6c9cde8,PDF_MAGIC_OK,blob_guid=4cbadba0-1d77-4a99-8855-4ce59f18389f; property=ABResenaInformativa; declared_hash_matches_served_bytes=false
/research/ciclo_ajuste/inputs/source_sync/v161/binaries/cnv_attachments/mariva_9m2023/estado_contable.pdf,CNV_PUBLIC_ATTACHMENT,https://aif2.cnv.gov.ar/presentations/publicview/c23edd68-9bf4-4b3d-a1d8-9cde4770d45c,5603801,74c0b06d571ffd76b47a4fdb721e7313c3d9c6e8ac7e03233d81555635e99d15,PDF_MAGIC_OK,blob_guid=2982ad14-3b6f-41fa-8a11-223b62af669c; property=ABEstadoContable; declared_hash_matches_served_bytes=false
/research/ciclo_ajuste/inputs/source_sync/v161/binaries/cnv_attachments/mariva_9m2023/informe_auditor_independiente.pdf,CNV_PUBLIC_ATTACHMENT,https://aif2.cnv.gov.ar/presentations/publicview/c23edd68-9bf4-4b3d-a1d8-9cde4770d45c,441181,afe682ce0b396363bdc907f0fa50f8a496888774173361ebfca574e9c1251cb6,PDF_MAGIC_OK,blob_guid=cd3ded4c-2dba-4c96-54be-84b4ed858025; property=ABInformeAuditorIndependiente; declared_hash_matches_served_bytes=false
/research/ciclo_ajuste/inputs/source_sync/v161/binaries/cnv_attachments/mariva_9m2023/informe_comision_fiscalizadora_sindico.docx,CNV_PUBLIC_ATTACHMENT,https://aif2.cnv.gov.ar/presentations/publicview/c23edd68-9bf4-4b3d-a1d8-9cde4770d45c,25096,7c7d10ce09f81e3e289aea59a845b8a0c3c39b68e0205b38cf53f683a631ada0,ZIP_MAGIC_OK,blob_guid=eb912eb3-0aac-4257-278d-47adb49e0c6f; property=ABInformeComisionFiscalizadoraSindico; declared_hash_matches_served_bytes=false
/research/ciclo_ajuste/inputs/source_sync/v161/binaries/cnv_attachments/mariva_9m2023/memoria.pdf,CNV_PUBLIC_ATTACHMENT,https://aif2.cnv.gov.ar/presentations/publicview/c23edd68-9bf4-4b3d-a1d8-9cde4770d45c,257901,b80fbc9d2dec43f4dc6331d946f07db4e7ce6c86c866b61a66c69691e5b94944,PDF_MAGIC_OK,blob_guid=911a7746-44ac-4649-5c10-57aff3450773; property=ABMemoria; declared_hash_matches_served_bytes=false
/research/ciclo_ajuste/inputs/source_sync/v161/binaries/cnv_attachments/mariva_9m2023/resena_informativa.pdf,CNV_PUBLIC_ATTACHMENT,https://aif2.cnv.gov.ar/presentations/publicview/c23edd68-9bf4-4b3d-a1d8-9cde4770d45c,1410425,b4ab7c8fed0629b0e8d50971b77390584383fb95a6c5a8ba9b6bc17eac2f4357,PDF_MAGIC_OK,blob_guid=019d8654-6193-419e-5323-88acaf58a1d7; property=ABResenaInformativa; declared_hash_matches_served_bytes=false
/research/ciclo_ajuste/inputs/source_sync/v161/binaries/cnv_attachments/mariva_fy2023/estado_contable.pdf,CNV_PUBLIC_ATTACHMENT,https://aif2.cnv.gov.ar/presentations/publicview/d28fcf1a-28dc-465b-8478-aad95e0d4539,1126574,ea34090bc12e23c3ba989628cdab6215fa7839326cdd79007638780f94b826c0,PDF_MAGIC_OK,blob_guid=3d851baf-38d8-4a82-9e2d-23557e68ecce; property=ABEstadoContable; declared_hash_matches_served_bytes=false
/research/ciclo_ajuste/inputs/source_sync/v161/binaries/cnv_attachments/mariva_fy2023/informe_auditor_independiente.pdf,CNV_PUBLIC_ATTACHMENT,https://aif2.cnv.gov.ar/presentations/publicview/d28fcf1a-28dc-465b-8478-aad95e0d4539,220804,e680bb8bca53fa3dcf503a7dc1abfe07f8fc68d5c7ccfffa1e39327c12390bb5,PDF_MAGIC_OK,blob_guid=a0093fb0-0a45-4282-1e4e-9ec41b1f5002; property=ABInformeAuditorIndependiente; declared_hash_matches_served_bytes=false
/research/ciclo_ajuste/inputs/source_sync/v161/binaries/cnv_attachments/mariva_fy2023/informe_comision_fiscalizadora_sindico.pdf,CNV_PUBLIC_ATTACHMENT,https://aif2.cnv.gov.ar/presentations/publicview/d28fcf1a-28dc-465b-8478-aad95e0d4539,430134,6e78ec806743867db9f7cbe86c54aac1b5c1f7b568cf7206aa5c8f2726832dbe,PDF_MAGIC_OK,blob_guid=762ee405-6f38-4fd4-6a13-d0e31e8635af; property=ABInformeComisionFiscalizadoraSindico; declared_hash_matches_served_bytes=false
/research/ciclo_ajuste/inputs/source_sync/v161/binaries/cnv_attachments/mariva_fy2023/memoria.pdf,CNV_PUBLIC_ATTACHMENT,https://aif2.cnv.gov.ar/presentations/publicview/d28fcf1a-28dc-465b-8478-aad95e0d4539,298293,580b8ac231e9916e2509f928418d90c263d95526f802f938b8e96b21d96e0a8f,PDF_MAGIC_OK,blob_guid=f33970f0-34e8-4597-7c1b-68106d09a04f; property=ABMemoria; declared_hash_matches_served_bytes=false
/research/ciclo_ajuste/inputs/source_sync/v161/binaries/cnv_attachments/mariva_fy2023/resena_informativa.pdf,CNV_PUBLIC_ATTACHMENT,https://aif2.cnv.gov.ar/presentations/publicview/d28fcf1a-28dc-465b-8478-aad95e0d4539,301601,31dd9f722d0a4ed11840705ec6fe2f88bc848e152653f4dcd5223480b9f54c50,PDF_MAGIC_OK,blob_guid=6479cee5-8038-4b02-88e1-a12a804b5ca7; property=ABResenaInformativa; declared_hash_matches_served_bytes=false
/research/ciclo_ajuste/inputs/source_sync/v161/binaries/cnv_bma_9m2023_publicview.html,CNV_PUBLICVIEW_HTML,https://aif2.cnv.gov.ar/presentations/publicview/9d3ded55-6d87-4ca2-9feb-920d961f3acd,150606,0d9e39078f0ed806d91de411f7a904451625f3b33e28ac7f1714ba5b93527088,HTML_SNAPSHOT,Full public-view response with embedded filing data and attachment metadata.
/research/ciclo_ajuste/inputs/source_sync/v161/binaries/cnv_bma_fy2023_publicview.html,CNV_PUBLICVIEW_HTML,https://aif2.cnv.gov.ar/presentations/publicview/36d0f59a-8e3f-42cd-bf18-db44e023f18d,151504,f156c863c58605b013401e7eb7bb37a604a98528bd139cdaa012aec2c5044c34,HTML_SNAPSHOT,Full public-view response with embedded filing data and attachment metadata.
/research/ciclo_ajuste/inputs/source_sync/v161/binaries/cnv_hsbc_9m2023_publicview.html,CNV_PUBLICVIEW_HTML,https://aif2.cnv.gov.ar/presentations/publicview/d483d33a-5c86-4fbb-ab9c-6528bf43f572,167604,0469bbfbc949b56fa5f3dff44b6fcd2270edaf10074132c680146805634fe565,HTML_SNAPSHOT,Full public-view response with embedded filing data and attachment metadata.
/research/ciclo_ajuste/inputs/source_sync/v161/binaries/cnv_hsbc_fy2023_publicview.html,CNV_PUBLICVIEW_HTML,https://aif2.cnv.gov.ar/presentations/publicview/39f37eb9-5637-4cb3-ab6b-715da7830bd1,148853,fdd8a60a82021cafa4f792c31437ec04d85c3700462d7cb7afbe9e1fe41616c7,HTML_SNAPSHOT,Full public-view response with embedded filing data and attachment metadata.
/research/ciclo_ajuste/inputs/source_sync/v161/binaries/cnv_mariva_9m2023_publicview.html,CNV_PUBLICVIEW_HTML,https://aif2.cnv.gov.ar/presentations/publicview/c23edd68-9bf4-4b3d-a1d8-9cde4770d45c,153810,9ed32387b55d31e122433e646aaf63e6a2c682731d15246fffc77fbae0e3fc2b,HTML_SNAPSHOT,Full public-view response with embedded filing data and attachment metadata.
/research/ciclo_ajuste/inputs/source_sync/v161/binaries/cnv_mariva_fy2023_publicview.html,CNV_PUBLICVIEW_HTML,https://aif2.cnv.gov.ar/presentations/publicview/d28fcf1a-28dc-465b-8478-aad95e0d4539,153834,543c838bf7f924db1fef30d0da87b1cc591ec0e47aa26ba03646f5daf599369b,HTML_SNAPSHOT,Full public-view response with embedded filing data and attachment metadata.
/research/ciclo_ajuste/inputs/source_sync/v161/binaries/cnv_santander_filings_2023_index.html,CNV_INDEX_SNAPSHOT,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30500008454,3009371,186a22941307b6823b733f8acf33be8c78f5eb6a24cc6b865a743c5e124021bb,HTML_SNAPSHOT,
/research/ciclo_ajuste/inputs/source_sync/v161/binaries/todosobrelamora_snapshot.html,SECONDARY_SITE_SNAPSHOT,https://todosobrelamora.vercel.app/,351141,16bba2ce0ed9a3866d9f105f6350310def32c801d89c87efda697b74b1b3c515,HTML_SNAPSHOT,
/research/ciclo_ajuste/inputs/source_sync/v161/fb.publicuploader.js,CNV_PUBLIC_DOWNLOAD_CONTRACT_SCRIPT,https://aif2.cnv.gov.ar/Engine/js/fbhtmlcontrols/fb.publicuploader.js,10737,0735ac1e65c54bcc76a2fa1250b0dccad323aad66632e6b037bcd6f97dcd4e44,TEXT_JAVASCRIPT,Archived to document GetPublicValetKey and DownloadBlob public retrieval flow.
/research/ciclo_ajuste/inputs/source_sync/v161/site.bo.min.js,CNV_PUBLIC_DOWNLOAD_CONTRACT_SCRIPT,https://aif2.cnv.gov.ar/js/site.bo.min.js?v=IGhBiXe1fb2NFEGNYLVaOYb957igFRpHbYLChEyNPOc,852362,2068418977b57dbd8d14418d60b55a3986fde7b8a0151a476d82c2844c8d3ce7,TEXT_JAVASCRIPT,Archived to document GetPublicValetKey and DownloadBlob public retrieval flow.
/research/ciclo_ajuste/inputs/issuer_retrieval/v93/binaries/008_Diseño Memoria y Balance General 2023 web.pdf,CANONICAL_UNICODE_PATH_COPY,https://www.bancodelapampa.com.ar/files/files/Dise%C3%B1o%20Memoria%20y%20Balance%20General%202023%20web.pdf,3894591,dd4917c72be07ffb3cfdc06481330233f2e5a62cce0c84dcaf67423ee8d4720d,PDF_MAGIC_OK,Byte-identical canonical-path copy; the earlier mojibake-named file was preserved and not deleted.
