episode_id,episode_name,t0,shock_type,variable,sector,frequency,pre_value,trough_value,trough_date,recovery_value,recovery_date,months_to_trough,months_to_recovery,benchmark_definition,source_id,source_quality,basis,method_break,status,interpretation,falsifier,notes
E0,Crisis de convertibilidad / default / salida / reordenamiento financiero,MULTIPLE_2001-12_TO_2002-06,OTHER,bank_results_and_recovery,BANKS,ANNUAL,N/D,RECORD_LOSSES,2002,SLIGHT_LATE_GAINS,2003,N/D,N/D,official qualitative result/recovery description,e0_bcra_bef_1s2004,PRIMARY,BCRA BEF 1S 2004 narrative,YES_SPECIAL_FINANCIAL_REORDERING,PARTIAL_RECOVERY,2002 records exceptional losses; 2003 shows a partial recovery and slight gains only late in the year.,YES_IMMEDIATE_NET_BANK_GAIN,Capital injections and debt swaps are part of recovery and must not be counted twice.
E0,Crisis de convertibilidad / default / salida / reordenamiento financiero,2002-05-31,DOMESTIC_POLICY_SHOCK,compensation_instruments,STATE_BCRA,EVENT,N/D,LEGAL_DESIGN,2002-06-01,N/D,N/D,0,N/D,mechanism-level authorization and instruments,E0_FISCAL_MECHANISM_LEDGER_V131.csv,PRIMARY,Decree 905/2002 plus CGN ONP and BCRA phase reconciliation,YES_SPECIAL_FINANCIAL_REORDERING,FISCAL_PHASE_LEDGER_PARTIAL,Authorization formula stocks accounting entries holdings and receivables are separated; final cash realization remains open.,YES_COMPENSATION_EQUALS_NET_GAIN,Legal recipient is not equivalent to ultimate beneficiary or net gain.
E0,Crisis de convertibilidad / default / salida / reordenamiento financiero,MULTIPLE_2001-12_TO_2002-06,OTHER,compensatory_debt_stock_updated,STATE_BCRA,ANNUAL_STOCK,N/D,22035.916m_ARS,2002-12,17348.345m_ARS,2003-12,N/D,N/D,official issued-and-placed stock by purpose; updated ARS value at each close,e0_cgn_cuenta_inversion_2002_tomo_i+e0_onp_boletin_fiscal_2003q4_cuadro37_boden,PRIMARY,CGN 2002 and ONP 2003Q4 purpose tables,YES_STOCK_VALUATION_AND_INSTRUMENT_COMPOSITION,STOCK_NOT_RECOVERY_CLOCK,Compensatory debt stock is separately observed at both closes.,YES_SINGLE_BAILOUT_TOTAL,The decline is not a payment flow and cannot be interpreted without issuance amortization redemption valuation and correction records.
E0,Crisis de convertibilidad / default / salida / reordenamiento financiero,MULTIPLE_2001-12_TO_2002-06,OTHER,coverage_debt_stock_updated,STATE_BCRA,ANNUAL_STOCK,N/D,8120.833m_ARS,2002-12,6879.649m_ARS,2003-12,N/D,N/D,official issued-and-placed stock by purpose; updated ARS value at each close,e0_cgn_cuenta_inversion_2002_tomo_i+e0_onp_boletin_fiscal_2003q4_cuadro37_boden,PRIMARY,CGN 2002 and ONP 2003Q4 purpose tables,YES_STOCK_VALUATION_AND_SUBSCRIPTION_MECHANICS,STOCK_NOT_RECOVERY_CLOCK,FX coverage debt stock is separated from peso compensation.,YES_COVERAGE_EQUALS_FREE_TRANSFER,Coverage may involve exchange subscription and BCRA financing; stock is not net benefit.
E0,Crisis de convertibilidad / default / salida / reordenamiento financiero,MULTIPLE_2001-12_TO_2002-06,OTHER,administration_central_compensation_accounting_entries,STATE_BCRA,ANNUAL_ACCOUNTING,N/D,16183.54426211m_ARS,2002,3923.73653360m_ARS,2003,N/D,N/D,compatibilization of budgetary and accounting records; not a cash series,e0_cgn_cuenta_inversion_2002_tomo_i+e0_cgn_cuenta_inversion_2003_tomo_i,PRIMARY,CGN transfers-granted reconciliation rows,YES_ACCOUNTING_RECOGNITION_AND_POSSIBLE_STOCK_OVERLAP,ACCOUNTING_RECOGNITION_NOT_CASH,Year-specific accounting entries are frozen separately from issuer stocks.,YES_SUM_AS_REALIZED_CASH,The 2003 value sums the generic line and two named notes only as a documentary control.
E0,Crisis de convertibilidad / default / salida / reordenamiento financiero,MULTIPLE_2001-12_TO_2002-06,OTHER,bank_compensation_receivable,STATE_BCRA,POINT_IN_TIME,N/D,N/D,N/D,14573m_ARS_equivalent,2003-12,N/D,N/D,financial-system compensation receivable inside public-sector exposure,e0_bcra_bef_1s2004,PRIMARY,BCRA BEF table IV.1,YES_RECEIVABLE_NOT_DELIVERY,FINAL_AMOUNT_PENDING_VALIDATION,The system recognized ARS 14.573bn equivalent as compensation receivable at end-2003.,YES_RECEIVABLE_EQUALS_PAYMENT,BCRA separately states that definitive compensation and assets to receive remained pending.
E0,Crisis de convertibilidad / default / salida / reordenamiento financiero,2001-05_BENCHMARK_NOT_CAUSAL_T0,OTHER,employment_rate,HOUSEHOLDS,PUNCTUAL_WAVE,35.8%,32.8%,2002-05,36.2%,2003-05,12,24,EPH punctual total agglomerates; May 2001 benchmark,E0_SOCIAL_CLOCKS_V108.csv,PRIMARY,INDEC EPH punctual historical workbook,YES_COVERAGE_CHANGES_2002_10_AND_2003_05,WITHIN_REGIME_RECOVERY,Employment recovered above the May 2001 benchmark by May 2003.,YES_SINGLE_WELFARE_CLOCK,October 2002 adds three agglomerates and May 2003 excludes Gran Santa Fe.
E0,Crisis de convertibilidad / default / salida / reordenamiento financiero,2001-05_BENCHMARK_NOT_CAUSAL_T0,OTHER,unemployment_rate,HOUSEHOLDS,PUNCTUAL_WAVE,16.4%,21.5%,2002-05,15.6%,2003-05,12,24,EPH punctual total agglomerates; lower is recovery,E0_SOCIAL_CLOCKS_V108.csv,PRIMARY,INDEC EPH punctual historical workbook,YES_COVERAGE_CHANGES_2002_10_AND_2003_05,WITHIN_REGIME_RECOVERY,Unemployment peaked in May 2002 and was below May 2001 by May 2003.,YES_SINGLE_WELFARE_CLOCK,Labor-market recovery does not imply poverty or income recovery.
E0,Crisis de convertibilidad / default / salida / reordenamiento financiero,2001-05_BENCHMARK_NOT_CAUSAL_T0,OTHER,poverty_persons,HOUSEHOLDS,PUNCTUAL_WAVE,35.9%,57.5%,2002-10,54.7%,2003-05,17,N/D,historical LP method; persons total agglomerates,E0_SOCIAL_CLOCKS_V108.csv,PRIMARY,INDEC poverty punctual historical workbook,YES_POVERTY_METHOD_AND_COVERAGE_BREAKS,NOT_RECOVERED_BY_END,Poverty remained 18.8 percentage points above May 2001 in May 2003.,YES_LABOR_RECOVERY_EQUALS_SOCIAL_RECOVERY,Do not compare level as method-identical with the 2016+ regime.
E0,Crisis de convertibilidad / default / salida / reordenamiento financiero,2001-05_BENCHMARK_NOT_CAUSAL_T0,OTHER,indigence_persons,HOUSEHOLDS,PUNCTUAL_WAVE,11.6%,27.5%,2002-10,26.3%,2003-05,17,N/D,historical LI method; persons total agglomerates,E0_SOCIAL_CLOCKS_V108.csv,PRIMARY,INDEC poverty punctual historical workbook,YES_POVERTY_METHOD_AND_COVERAGE_BREAKS,NOT_RECOVERED_BY_END,Indigence remained 14.7 percentage points above May 2001 in May 2003.,YES_LABOR_RECOVERY_EQUALS_SOCIAL_RECOVERY,Do not compare level as method-identical with the 2016+ regime.
E0,Crisis de convertibilidad / default / salida / reordenamiento financiero,2001-12_BENCHMARK_NOT_CAUSAL_T0,OTHER,real_RIPTE_stable_registered,HOUSEHOLDS,MONTHLY,100,70.730514,2003-04,100.476721,2006-12,16,60,RIPTE deflated by IPC-GBA; December 2001=100,E0_REAL_RIPTE_MONTHLY_V108.csv,PRIMARY_DERIVED,Official RIPTE numerator and official IPC-GBA denominator,YES_POPULATION_AND_GEOGRAPHIC_SCOPE,RECOVERED_2006_12,Real registered-stable wages first regain the December 2001 benchmark in December 2006.,YES_QUICK_INCOME_RECOVERY,This is not an all-worker or all-household income clock.
E0,Crisis de convertibilidad / default / salida / reordenamiento financiero,2001-11_SENSITIVITY_NOT_CAUSAL_T0,OTHER,real_RIPTE_stable_registered_sensitivity,HOUSEHOLDS,MONTHLY,100,70.355180,2003-04,99.943539,2006-12,17,N/D,RIPTE deflated by IPC-GBA; November 2001=100,E0_REAL_RIPTE_MONTHLY_V108.csv,PRIMARY_DERIVED,One-month benchmark sensitivity,YES_POPULATION_AND_GEOGRAPHIC_SCOPE,NOT_RECOVERED_BY_2006_12,A one-month baseline shift changes the end-2006 recovery verdict.,YES_BASELINE_INVARIANCE,Use the sensitivity as a falsifier against a knife-edge recovery claim.
E0,Crisis de convertibilidad / default / salida / reordenamiento financiero,2003-S1,OTHER,poverty_persons_continuous,HOUSEHOLDS,SEMIANNUAL,54.0%,54.0%,2003-S1,47.8%,2003-S2,0,N/D,EPH continuous historical-method vintage; separate regime,E0_SOCIAL_CLOCKS_V108.csv,PRIMARY,INDEC poverty continuous workbook,YES_EPH_PUNCTUAL_TO_CONTINUOUS,SEPARATE_REGIME_IMPROVEMENT,Poverty declines within the continuous 2003 block but is not spliced to May 2003.,YES_MECHANICAL_SPLICE,The overlap documents a method/fieldwork transition rather than an exact bridge.
E1,Crisis financiera global 2008–2009,2008,GLOBAL_FINANCIAL_SHOCK,immediate_household_drawdown,HOUSEHOLDS,EPISODE,N/D,NO_ROBUST_IMMEDIATE_DRAWDOWN,2008,N/D,N/D,N/D,N/D,same immediate household onset required by universal-cycle claim,MATRIZ_SIGNO_INCIDENCIA_2002_2026_V41.csv,SUPPORTED,Inherited V31/V41 episode control,NO,FALSIFIER,No robust immediate and deep household drawdown under the inherited specifications.,YES_UNIVERSAL_CYCLE,External-shock control; do not relabel as supporting evidence without a new treatment definition.
E2,Devaluación y aceleración 2014,2014-01,DOMESTIC_POLICY_SHOCK,real_income_drawdown,HOUSEHOLDS,MONTHLY,N/D,DETERIORATION,2014-01,PARTIAL_RECOVERY_CENSORED,N/D,0,N/D,pre-shock real-income level,EVIDENCE_LEDGER_CICLO_AJUSTE_V51.csv,SUPPORTED,Inherited multi-series synthesis,NO,PARTIAL_MATCH,Household real income falls rapidly; exact common recovery clock remains unresolved.,NO,Outcome must remain separated between registered and broad income.
E2,Devaluación y aceleración 2014,2014-01,DOMESTIC_POLICY_SHOCK,mora_first_sustained,RISK,MONTHLY,N/D,N/D,2014-02,N/D,N/D,1,N/D,first sustained family-mora increase after t0,LEAD_LAG_AUDIT_V45.csv,SUPPORTED,BCRA historical mora sequence,NO,PARTIAL_MATCH,"Household shock precedes sustained family-mora rise by about one month, but later links are not a clean linear chain.",NO,+0.3pp threshold occurs 2014-04; +0.5pp in 2014-07.
E2,Devaluación y aceleración 2014,2014-01,DOMESTIC_POLICY_SHOCK,abnormal_ROA_gap,BANKS,MULTI_WINDOW,pre-episode comparable benchmarks,N/D,N/D,+0.8 to +1.9 pp,2014,N/D,N/D,"Q2, YTD and rolling-12m benchmarks",EPISODE_ABNORMAL_VERDICTS_V49.csv,SUPPORTED,BCRA system profitability; multiple benchmarks,NO,MIXED,Positive abnormal direction is robust descriptively; pretrend exists and causal attribution is not established.,NO,"Annual component bridge is securities-led, not FX-led."
E2,Devaluación y aceleración 2014,2014-01,DOMESTIC_POLICY_SHOCK,net_irregular_private_credit_exposure_to_PN,BANKS,SEMIANNUAL,-3.5%,-2.9%,2014-06,-2.9%,2014-12,5,N/D,irregular private portfolio net of provisions / net worth,BANK_NET_EXPOSURE_TO_PN_V44.csv,EXACT,BCRA historical solidity tables,NO,PARTIAL_MATCH,Credit-risk exposure remains negative and far from buffer saturation despite stress.,YES_BANKS_NOT_ALWAYS_GAINING,"This measures solvency absorption, not profits or all risks."
E2,A5590 — topes a tasas,2014-06-10,DOMESTIC_POLICY_SHOCK,credit_rate_cap,STATE_BCRA,EVENT,N/D,HOUSEHOLD_PROTECTION,2014-06-10,N/D,N/D,0,N/D,declared regulatory incidence,MATRIZ_SIGNO_INCIDENCIA_2002_2026_V41.csv,PRIMARY,Official BCRA regulation/source pointer,NO,MIXED,The measure protects targeted borrowers and constrains bank pricing.,YES_UNIVERSAL_PRO_BANK_REGULATION,Regulatory sign is not universally pro-bank.
E3,Laboratorio regulatorio 2015–2016,N/D,OTHER,A5853_rate_cap_removal,STATE_BCRA,EVENT,HOUSEHOLD_CAP_PROTECTION,PROTECTION_REMOVED,2015-12-17,BANK_PRICING_FREEDOM,2015-12-17,0,0,declared regulatory incidence,MATRIZ_SIGNO_INCIDENCIA_2002_2026_V41.csv,PRIMARY,Official BCRA regulation/source pointer,NO,MIXED,Rate liberalization has the opposite sign from A5590/A5928.,NO,Control of policy-sign heterogeneity; not treated as a main shock episode.
E3,Laboratorio regulatorio 2015–2016,N/D,OTHER,A5928_debtor_insurance,STATE_BCRA,EVENT,USER_PAID_INSURANCE,BANK_COST_OR_SELF_INSURANCE,2016-09-01,LOWER_USER_CFT_COMPONENT,2016-09-01,0,0,mechanical incidence on insurance cost/risk,MAPA_HIPOTESIS_POST_FALSADORES_V41.csv,SUPPORTED,BCRA rule plus matched-product/disclosure work V34–V40,NO,MIXED,Cost/risk shifts away from the borrower; systemic net-profit effect remains N/D.,YES_UNIVERSAL_PRO_BANK_REGULATION,Strong positive falsification control against a one-sign institutional narrative.
E4,Crisis cambiaria / FMI / tasas 2018–2019,2018-05,MIXED,use_of_savings,HOUSEHOLDS,SEMIANNUAL,27.6%,30.2%,2018-2S,N/D,N/D,6,N/D,EPH maintenance-strategy incidence,MATRIZ_V22_AMORTIGUADORES_2018_2024.csv,EXACT,Observed EPH total-household percentages,NO,PARTIAL_MATCH,Dissaving rises through 2018 but remains below the 2024 peak.,NO,1S and 2S values are 27.6% and 30.2%.
E4,Crisis cambiaria / FMI / tasas 2018–2019,2018-05,MIXED,bank_finance_loans_strategy,HOUSEHOLDS,SEMIANNUAL,13.7%,13.2%,2018-2S,N/D,N/D,6,N/D,EPH maintenance-strategy incidence,MATRIZ_V22_AMORTIGUADORES_2018_2024.csv,EXACT,Observed EPH total-household percentages,NO,MIXED,Declared use of bank/financial loans does not rise between the two 2018 halves.,YES_SIMPLE_IMMEDIATE_CREDIT_BRIDGE,Extensive-margin strategy is not the same as credit stock or originations.
E4,Crisis cambiaria / FMI / tasas 2018–2019,2018-05,MIXED,mora_first_sustained,RISK,MONTHLY,N/D,N/D,2018-01,N/D,N/D,-4,N/D,first sustained mora movement relative to May t0,LEAD_LAG_AUDIT_V45.csv,SUPPORTED,BCRA mora sequence,YES_NIIF_2018,FAILS_ONSET,Mora trend starts about four months before the chosen household t0.,YES_CLEAN_SHOCK_TO_MORA_SEQUENCE,Later +0.3/+0.5pp thresholds do not repair the failed first link.
E4,Crisis cambiaria / FMI / tasas 2018–2019,2018-05,MIXED,abnormal_ROA_gap,BANKS,MULTI_WINDOW,pre-episode comparable benchmarks,N/D,N/D,+0.4 to +1.1 pp,2018,N/D,N/D,"H1, 10m, 11m and FY benchmarks",EPISODE_ABNORMAL_VERDICTS_V49.csv,SUPPORTED,BCRA system profitability; NIIF-sensitive vintages,YES_NIIF_2018,MIXED,Direction is robust but pretrend is strong and magnitude is accounting-sensitive.,NO,Not causal; May is FX-heavy while H1 is multicomponent.
E4,Crisis cambiaria / FMI / tasas 2018–2019,2018-05,MIXED,net_irregular_private_credit_exposure_to_PN,BANKS,MONTHLY,N/D,1.3%,2018-11,1.6%,2018-12,N/D,N/D,irregular private portfolio net of provisions / net worth,BANK_NET_EXPOSURE_TO_PN_V44.csv,EXACT,BCRA 2018 NIIF regime,YES_NIIF_2018,PARTIAL_MATCH,Residual credit-risk exposure remains low relative to net worth.,YES_BUFFER_SATURATION,End-2017 comparison is not clean because NIIF lifted net worth.
E5,Pandemia COVID-19,2020-03,HEALTH_EXCEPTION,special_regime,CROSS_SECTOR,EPISODE,N/D,N/D,N/D,N/D,N/D,N/D,N/D,forbearance and accounting regime must be modeled explicitly,MATRIZ_SIGNO_INCIDENCIA_2002_2026_V41.csv,SUPPORTED,Inherited methodological classification,YES_FORBEARANCE_ACCOUNTING_BREAK,SPECIAL_REGIME,"Health shock, exceptional transfers and classification changes prevent simple pooling.",YES_SIMPLE_CROSS_EPISODE_COMPARABILITY,Only comparable under an explicit special-regime analysis.
E6,Shock diciembre 2023 y recuperación / deuda / mora,2023-12,DOMESTIC_POLICY_SHOCK,use_of_savings,HOUSEHOLDS,SEMIANNUAL,35.3%,40.1%,2024-1S,38.9%,2024-2S,6,12,EPH maintenance-strategy incidence,MATRIZ_V21_AMORTIGUADORES_2023_2025.csv,EXACT,Observed EPH percentages,NO,PARTIAL_MATCH,Dissaving peaks in the initial trough and remains high during recovery.,NO,1S24 is the maximum in the inherited 2016–2025 comparison.
E6,Shock diciembre 2023 y recuperación / deuda / mora,2023-12,DOMESTIC_POLICY_SHOCK,bank_finance_loans_strategy,HOUSEHOLDS,SEMIANNUAL,12.3%,11.9%,2024-1S,14.2%,2025-1S,6,18,EPH maintenance-strategy incidence,MATRIZ_V21_AMORTIGUADORES_2023_2025.csv,EXACT,Observed EPH percentages,NO,PARTIAL_MATCH,Bank/financial-loan use does not lead the initial trough; it rises later.,YES_CREDIT_AS_INITIAL_MAIN_BUFFER,"Consistent with a late credit bridge, not causal proof."
E6,Shock diciembre 2023 y recuperación / deuda / mora,2023-12,DOMESTIC_POLICY_SHOCK,registered_real_wage_index,HOUSEHOLDS,MONTHLY,100,84.47,2024-01,91.78,2026-06,1,N/D,Nov-2023=100,MATRIZ_V21_AMORTIGUADORES_2023_2025.csv,SUPPORTED,Inherited registered-wage series,NO,PARTIAL_MATCH,Registered wages do not recover the benchmark by Jun-2026.,NO,Keep separate from broad total-wage series.
E6,Shock diciembre 2023 y recuperación / deuda / mora,2023-12,DOMESTIC_POLICY_SHOCK,broad_real_wage_index,HOUSEHOLDS,MONTHLY,100,83.25,2024-03,101.17,2025-05,3,17,Nov-2023=100,MATRIZ_V21_AMORTIGUADORES_2023_2025.csv,PARTIAL,Heterogeneous broad-wage sources,YES_HETEROGENEOUS_SOURCES,PARTIAL_MATCH,Broad wages recover while registered wages do not under the inherited bases.,NO,Methodological heterogeneity prevents collapsing both clocks.
E6,Shock diciembre 2023 y recuperación / deuda / mora,2023-12,DOMESTIC_POLICY_SHOCK,poverty_persons,HOUSEHOLDS,SEMIANNUAL,41.7%,52.9%,2024-1S,38.1%,2024-2S,6,12,INDEC persons below poverty line,MATRIZ_V21_AMORTIGUADORES_2023_2025.csv,EXACT,Observed official poverty rates,NO,PARTIAL_MATCH,Poverty worsens sharply and then recovers before registered wages.,YES_SINGLE_HOUSEHOLD_RECOVERY_CLOCK,Social recovery is multidimensional.
E6,Shock diciembre 2023 y recuperación / deuda / mora,2023-12,DOMESTIC_POLICY_SHOCK,debt_service_to_formal_wage_bill,CREDIT,QUARTERLY,9.4%,9.0%,2024-Q1,18.7%,2025-03,3,15,BCRA household debt service / formal wage bill,MATRIZ_PUENTE_CONSUMO_DEUDA_2023_2026.csv,EXACT,BCRA burden series,NO,PARTIAL_MATCH,Debt service roughly doubles during the recovery/credit-deepening phase.,NO,Financial residue is not a one-to-one measure of household loss.
E6,Shock diciembre 2023 y recuperación / deuda / mora,2023-12,DOMESTIC_POLICY_SHOCK,household_bank_irregularity,RISK,MONTHLY,N/D,EARLY_SMALL_SIGNAL,2024-03,12.8%,2026-06,3,30,first sustained and material-threshold sequence,LEAD_LAG_AUDIT_V45.csv,SUPPORTED,BCRA household irregularity,NO,PARTIAL_MATCH,Small deterioration appears after t0; material acceleration occurs around Feb-2025 and reaches 12.8% by Jun-2026.,NO,"Separate household, personal-bank and PNFC portfolios."
E6,Shock diciembre 2023 y recuperación / deuda / mora,2023-12,DOMESTIC_POLICY_SHOCK,provision_response,BANKS,MONTHLY,90.4% adjusted coverage,113.2% adjusted coverage,2023-12,N/D,N/D,0,N/D,adjusted provisions / irregular portfolio,LEAD_LAG_AUDIT_V45.csv,SUPPORTED,BCRA provisioning sequence,NO,FAILS_MORA_LINK,"Provisions respond immediately, well before material mora acceleration.",YES_MORA_ALWAYS_PRECEDES_PROVISIONS,Expected-loss accounting means observed mora is not the only clock.
E6,Shock diciembre 2023 y recuperación / deuda / mora,2023-12,DOMESTIC_POLICY_SHOCK,abnormal_ROA_gap,BANKS,QUARTERLY,Q3-2023 / Q4-2022 benchmarks,N/D,N/D,+8.7 to +9.0 pp,2023-Q4,N/D,N/D,Q4 annualized ROA gap,EPISODE_ABNORMAL_VERDICTS_V49.csv,SUPPORTED,BCRA homogeneous-currency quarterly accounting,NO,MIXED,Q4 is extraordinary in accounting terms but contains Oct-Nov and has a very strong pretrend.,YES_POST_DEC_CAUSAL_ATTRIBUTION,Do not relabel Q4 as a clean post-10-Dec treatment window.
E0,Crisis de convertibilidad / default / salida / reordenamiento financiero,2004-12_TO_2006-12,OTHER,fiscal_compensation_net_issuance,STATE_BCRA,ANNUAL,2004_ADMIN_NARRATIVE_NEAR_FINAL,2005_ARP77_CERCVS_PLUS_ARP2081_COMP_USD_MINUS35.8_COMP_PLUS_USD2001_COVERAGE,2005,2006_ARP11.9_CERCVS_PLUS_ARP21.3_COMP_USD_MINUS32.4_COMP_PLUS_USD1007_COVERAGE,2006,N/D,N/D,net original nominal issuance by purpose and currency; no cross-currency sum,E0_FISCAL_TRANSACTION_LEDGER_2004_2006_V131.csv,PRIMARY,CGN Anexo J 2005-2006,YES_NET_OF_PRIOR_PLACEMENT_ADJUSTMENTS,FISCAL_NET_ISSUANCE_IDENTIFIED,Later issues and corrections refute a hard 2004 closure date.,YES_ADMINISTRATIVE_FINALIZATION_EQUALS_TRANSACTIONAL_CLOSURE,Negative USD issuance is preserved as correction; coverage remains a subscription leg.
