trace_id,request_id,institution,gap_id,requested_record,period_or_date,identifiers,minimum_usable_fields,confidentiality_fallback,status
TR131_011,REQ131_BCRA,BCRA / CRyL,CL131_SETTLEMENT_2008,Operaciones fallidas reversadas o tardías,2008,R1-R4,fecha; especie; estado; motivo general,sin contraparte,DRAFT_NOT_SENT
TR131_012,REQ131_BCRA,BCRA / CRyL,CL131_STRIP_2009,Registro CRyL y pago strip,2009-06-17/2009-06-18,ARARGE03G415,fecha; nominal; efectivo; estado,agregado sin cuentas,DRAFT_NOT_SENT
TR131_013,REQ131_BCRA,BCRA / CRyL,CL131_CUSTODY_HOLDINGS,Agregados existentes de tenencias públicas,2008-2013,CRyL; especies de deuda pública,corte; especie; sector institucional; monto,mayor agregación compatible con secreto,DRAFT_NOT_SENT
TR131_014,REQ131_BCRA,BCRA / CRyL,CL131_CUSTODY_HOLDINGS,Comunicaciones con DMO AGN CNV Caja,2009-2014,pedido de tenencias/conciliaciones,fecha; remitente; destinatario; asunto; expediente,copia testada,DRAFT_NOT_SENT
TR131_015,REQ131_BCRA,BCRA / CRyL,CL131_CUSTODY_HOLDINGS,Tabla de conservación o expurgo,2008-2014,registros CRyL y pagos,regla; acto; fecha; destino,N/A,DRAFT_NOT_SENT
TR131_016,REQ131_BNA,Banco de la Nación Argentina,CL131_BNA_FIRST_STAGE,Mandato convenio o instrucción,2008-08-11,primera etapa,acto; fecha; alcance; anexos,copia testada,DRAFT_NOT_SENT
TR131_017,REQ131_BNA,Banco de la Nación Argentina,CL131_BNA_FIRST_STAGE,Blotter libro de órdenes tickets,2008-08-11/2008-08-22,BODEN; BONAR V; PRE8; GDP ARS,fecha; especie; nominal; precio; efectivo; estado,sin cuenta ni contraparte,DRAFT_NOT_SENT
TR131_018,REQ131_BNA,Banco de la Nación Argentina,CL131_BNA_FIRST_STAGE,Confirmaciones y liquidaciones,2008-08-11/2008-08-22,órdenes ejecutadas,fecha; mercado; estado; importe,agregado por especie y fecha,DRAFT_NOT_SENT
TR131_019,REQ131_BNA,Banco de la Nación Argentina,CL131_BNA_FIRST_STAGE,Órdenes canceladas parciales o fallidas,2008-08-11/2008-08-22,primera etapa,fecha; especie; estado; motivo general,sin contraparte,DRAFT_NOT_SENT
TR131_020,REQ131_BNA,Banco de la Nación Argentina,CL131_BNA_FIRST_STAGE,Rendición final al Tesoro,2008,aprox USD 380m,composición por especie; importes; conciliación,versión testada,DRAFT_NOT_SENT
TR131_021,REQ131_BNA,Banco de la Nación Argentina,CL131_BNA_FIRST_STAGE,Tabla de conservación o expurgo,2008,registros de mesa,regla; acto; fecha; destino,N/A,DRAFT_NOT_SENT
TR131_022,REQ131_AGN,Auditoría General de la Nación,CL131_AGN_REPLY,Respuesta individual y adjuntos,2018-09-11,UUID 2074c3d9-a535-497e-a97d-d74340ff49fb,contenido; adjuntos; fecha; identificadores,testar datos del solicitante,DRAFT_NOT_SENT
TR131_023,REQ131_AGN,Auditoría General de la Nación,CL131_AGN_REPLY,Expediente e índice,2018-08-14/2018-09-11,nid 18814; vid 18821,número; índice; metadatos de envío,testar identidad,DRAFT_NOT_SENT
TR131_024,REQ131_AGN,Auditoría General de la Nación,CL131_AGN_REPLY,Índice de informes identificados,2006-2011,BODEN 2006/2012/2013,número; título; actuación; fecha; URL,N/A,DRAFT_NOT_SENT
TR131_025,REQ131_AGN,Auditoría General de la Nación,CL131_AGN_REPLY,Metadatos de migración o baja,2018-2026,nodo y adjuntos,ubicación; transferencia; retención; acto,N/A,DRAFT_NOT_SENT
TR131_026,REQ131_CNV,Comisión Nacional de Valores,CL131_CUSTODY_HOLDINGS,Nota Caja y actuación AGN/CNV,2014-11-19,nota sin número citada por AGN,copia; ingreso; expediente; anexos,copia testada,DRAFT_NOT_SENT
TR131_027,REQ131_CNV,Comisión Nacional de Valores,CL131_CUSTODY_HOLDINGS,Pedido y respuesta a AGN,2014,Resolución AGN 41/2016,fecha; expediente; contenido; derivaciones,copia testada,DRAFT_NOT_SENT
TR131_028,REQ131_CNV,Comisión Nacional de Valores,CL131_CUSTODY_HOLDINGS,Requerimientos CNV a Caja y respuestas,2009-2014,tenencias sector público,corte; especie; sector; estado,agregado sin subcuentas,DRAFT_NOT_SENT
TR131_029,REQ131_CNV,Comisión Nacional de Valores,CL131_SETTLEMENT_2008,Reportes de liquidación Caja existentes,2008,0306/40000; cuatro T+3,fecha; especie; nominal; estado,agregado/testado,DRAFT_NOT_SENT
TR131_030,REQ131_CNV,Comisión Nacional de Valores,CL131_STRIP_2009,Reporte de liquidación strip existente,2009-06-17/2009-06-18,ARARGE03G415,fecha; nominal; efectivo; estado,agregado/testado,DRAFT_NOT_SENT
TR131_031,REQ131_CAJA,Caja de Valores S.A.,CL131_CAJA_ROUTE,Constancias de recepción 0306/40000,2008-2009,cinco eventos,fecha; especie; nominal; estado,certificación agregada,DRAFT_NOT_SENT
TR131_032,REQ131_CAJA,Caja de Valores S.A.,CL131_CAJA_ROUTE,Transferencias rechazadas parciales o tardías,2008-2009,0306/40000,fecha; especie; estado,agregado sin depositante,DRAFT_NOT_SENT
TR131_033,REQ131_CAJA,Caja de Valores S.A.,CL131_CAJA_ROUTE,Identificadores de informes a organismos,2008-2014,Tesoro; BCRA; MAE; CNV; AGN,fecha; destinatario; número; área,metadatos,DRAFT_NOT_SENT
TR131_034,REQ131_CAJA,Caja de Valores S.A.,CL131_CAJA_ROUTE,Retención destino o ruta competente,2008-2014,registros históricos,regla; destino; área; requisitos,N/A,DRAFT_NOT_SENT
TR131_035,REQ131_ECON,Ministerio de Economía / Tesoro,CL131_SETTLEMENT_2008,Identificadores heredados y traza de migración,2008-2009,COMDOC; papel; GDE/GEDO/RUDO,número original; área; origen; destino; repositorio,metadatos sin contenido exceptuado,DRAFT_NOT_SENT
TR131_036,REQ131_ECON,Ministerio de Economía / Tesoro,CL131_STRIP_2009,Inventario y acto concreto de disposición,2009-2026,serie expedientes de recompra,serie; regla; remito; acto; fecha; alcance,N/A,DRAFT_NOT_SENT
TR131_037,REQ131_BCRA,BCRA / CRyL,CL131_SETTLEMENT_2008,Sistemas operativos y referencias de migración,2008-2009,CRyL; mensajería; liquidación,sistema; transacción; expediente; origen; destino,metadatos disociados,DRAFT_NOT_SENT
TR131_038,REQ131_BCRA,BCRA / CRyL,CL131_CUSTODY_HOLDINGS,Custodia archivística y disposición concreta,2008-2026,registros CRyL,área; serie; regla; inventario; acto; fecha,N/A,DRAFT_NOT_SENT
TR131_039,REQ131_BNA,Banco de la Nación Argentina,CL131_BNA_FIRST_STAGE,Reproducciones autenticadas y registro de soporte,2008-2026,blotter; órdenes; tickets,soporte; acta apertura/cierre; asiento; copia,sin cuentas ni contrapartes,DRAFT_NOT_SENT
TR131_040,REQ131_BNA,Banco de la Nación Argentina,CL131_BNA_FIRST_STAGE,Sistema heredado migración y disposición,2008-2026,registros anteriores a GDE,sistema; área; origen; destino; acto; fecha,N/A,DRAFT_NOT_SENT
TR131_041,REQ131_AGN,Auditoría General de la Nación,CL131_AGN_REPLY,Búsqueda multirrepositorio de respuesta y adjuntos,2018-2026,UUID; nid 18814; vid 18821,base; clave; adjunto; correo; backup; migración,testar identidad,DRAFT_NOT_SENT
TR131_042,REQ131_AGN,Auditoría General de la Nación,CL131_AGN_REPLY,Regla de serie y acto concreto de disposición,2018-2026,respuesta individual AIP,serie; regla; acto; fecha; alcance,N/A,DRAFT_NOT_SENT
TR131_043,REQ131_CNV,Comisión Nacional de Valores,CL131_CUSTODY_HOLDINGS,Identificador original y referencia de migración,2014-2026,nota Caja 19/11/2014; actuación AGN,sistema; número; índice; origen; destino,metadatos/testado,DRAFT_NOT_SENT
TR131_044,REQ131_CNV,Comisión Nacional de Valores,CL131_CUSTODY_HOLDINGS,Regla histórica y disposición concreta,2008-2026,series de supervisión y custodia,serie; regla histórica; inventario; acto; fecha,N/A,DRAFT_NOT_SENT
TR131_045,REQ131_CAJA,Caja de Valores S.A.,CL131_CAJA_ROUTE,Sistema soporte migración o reproducción,2008-2026,0306/40000; cinco eventos,sistema; libro; soporte; área; origen; destino,certificación agregada,DRAFT_NOT_SENT
TR131_046,REQ131_CAJA,Caja de Valores S.A.,CL131_CAJA_ROUTE,Regla histórica y disposición concreta,2008-2026,registros de depósito colectivo,serie; regla; inventario; acto; fecha; destino,N/A,DRAFT_NOT_SENT
TR131_047,REQ131_ECON,Ministerio de Economía / Tesoro,CL131_SETTLEMENT_2008,Asientos COMDOC III o sistema heredado equivalente,2008-2009,fechas; cuenta; ISIN,número; fecha; asunto; área; cruce,metadatos sin contenido exceptuado,DRAFT_NOT_SENT
TR131_048,REQ131_ECON,Ministerio de Economía / Tesoro,CL131_SETTLEMENT_2008,Código y asiento SIGADE,2008-2009,cuatro rondas; strip,código; fecha; especie; nominal; importe; estado,agregado por evento,DRAFT_NOT_SENT
TR131_049,REQ131_ECON,Ministerio de Economía / Tesoro,CL131_SETTLEMENT_2008,Archivo TSA y constancia Caja,2008-09/2008-10,TSA; VPN; 0306/40000,lote; emisor; receptor; fecha; aceptación/rechazo,sin datos nominativos,DRAFT_NOT_SENT
TR131_050,REQ131_ECON,Ministerio de Economía / Tesoro,CL131_STRIP_2009,Archivo TSA o sistema equivalente del strip,2009-06-17/2009-06-18,ARARGE03G415; 0306/40000,lote; fecha; nominal; aceptación; referencia,agregado por especie,DRAFT_NOT_SENT
TR131_051,REQ131_BCRA,BCRA / CRyL,CL131_SETTLEMENT_2008,Archivos CG1 y CG2,2008-09/2008-10,prematching; rechazadas; cuatro ISIN,cuentas; especie; modalidad; nominal; importe; fechas,disociar terceros,DRAFT_NOT_SENT
TR131_052,REQ131_BCRA,BCRA / CRyL,CL131_SETTLEMENT_2008,Archivo CG3 de operaciones liquidadas,2008-09/2008-10,CG3; cuatro T+3,cuentas; especie; nominal; importe; mercado; fechas,agregado por evento,DRAFT_NOT_SENT
TR131_053,REQ131_BCRA,BCRA / CRyL,CL131_SETTLEMENT_2008,Archivo CG4 de operaciones para liquidar,2008-09/2008-10,CG4; cuatro T+3,cuentas; especie; nominal; importe; fecha,sin contraparte,DRAFT_NOT_SENT
TR131_054,REQ131_BCRA,BCRA / CRyL,CL131_STRIP_2009,CG1-CG7 del strip,2009-06-17/2009-06-18,ARARGE03G415; 0306/40000,código archivo; cuenta; especie; nominal; importe; estado,agregado/testado,DRAFT_NOT_SENT
TR131_055,REQ131_BCRA,BCRA / CRyL,CL131_SETTLEMENT_2008,Formularios 4359 4359B o 4359C,2008-2009,DVP; FTC; FT,instrucción; operación; cuentas; fechas; nominal; importe,testar firmas y terceros,DRAFT_NOT_SENT
TR131_056,REQ131_BCRA,BCRA / CRyL,CL131_CUSTODY_HOLDINGS,Extractos CG7 o informes diarios/mensuales,2008-2013,cuenta; especie,fecha; fórmula; origen/destino; débitos; créditos; saldo,mayor agregación compatible,DRAFT_NOT_SENT
TR131_057,REQ131_BNA,Banco de la Nación Argentina,CL131_BNA_FIRST_STAGE,Constancia de derivación y búsqueda por mesa/sistema,2008-2026,primera etapa; 11-22/08/2008,área consultada; sistema; claves; resultado,sin datos de clientes,DRAFT_NOT_SENT
TR131_058,REQ131_AGN,Auditoría General de la Nación,CL131_AGN_REPLY,Registro de derivación interna y búsqueda técnica,2018-2026,UUID; nid; vid,área; repositorio; claves; fechas; resultado,testar identidad,DRAFT_NOT_SENT
TR131_059,REQ131_CNV,Comisión Nacional de Valores,CL131_CUSTODY_HOLDINGS,Registro de derivación a área supervisora/archivo,2014-2026,nota Caja 19/11/2014,área; sistema; expediente; búsqueda; resultado,metadatos/testado,DRAFT_NOT_SENT
TR131_060,REQ131_CAJA,Caja de Valores S.A.,CL131_CAJA_ROUTE,Acuse TSA o copia certificada 4359B,2008-2009,TSA; FTC; 0306/40000,lote o formulario; fecha; especie; nominal; aceptación/rechazo,certificación agregada,DRAFT_NOT_SENT
TR131_061,REQ131_BCRA,BCRA / CRyL,CL131_SETTLEMENT_2008,Archivo de entrada CGA,2008-09-01/2008-10-07,CGAEEEEE.NN; cuatro ISIN,lote; registro; fechas; cuentas; especie; VNR,testar terceros,DRAFT_NOT_SENT
TR131_062,REQ131_BCRA,BCRA / CRyL,CL131_SETTLEMENT_2008,Archivo de respuesta CGA,2008-09-01/2008-10-07,CGAEEEEE.INN; cuatro ISIN,fecha/hora; lote; registro; referencia; observación,testar terceros,DRAFT_NOT_SENT
TR131_063,REQ131_BCRA,BCRA / CRyL,CL131_SETTLEMENT_2008,Resultado de segunda etapa CGA,2008-09-01/2008-10-07,X-400; saldo; amortización; rechazo,lote; operación; resultado; causa; sello temporal,agregado por estado,DRAFT_NOT_SENT
TR131_064,REQ131_BCRA,BCRA / CRyL,CL131_STRIP_2009,CGA/CG3 o fórmula en papel del strip,2009-06-17/2009-06-18,ARARGE03G415; 0306/40000,modalidad; lote/fórmula; operación; estado,testar terceros,DRAFT_NOT_SENT
TR131_065,REQ131_ECON,Ministerio de Economía / Tesoro,CL131_SETTLEMENT_2008,Equivalencia de modalidad diferida con registro técnico,2008-2009,modalidad diferida; Caja; BCRA; CGA,sistema; modalidad; instrucción; lote/fórmula; expediente,metadatos o agregado,DRAFT_NOT_SENT
TR131_066,REQ131_CAJA,Caja de Valores S.A.,CL131_CAJA_ROUTE,Archivo o acuse CGA del lado Caja,2008-2009,CGA; 1001/04; 0306/40000,lote; fecha/hora; especie; VNR; estado,certificación agregada,DRAFT_NOT_SENT
TR131_067,REQ131_CAJA,Caja de Valores S.A.,CL131_CAJA_ROUTE,Confirmación T+3 remitida a Secretaría de Finanzas,2008-2009,modalidad diferida; cuatro rondas; strip,fecha; especie; VNR recibido; estado; identificador,sin datos de participantes,DRAFT_NOT_SENT
TR131_068,REQ131_ECON,Ministerio de Economía / Tesoro,CL131_SECURITY_CODE,Tabla o registro interno que corrobore los cinco códigos públicos,2008-2009,cinco ISIN; 5426; 5427; 45698; 45701; 5326,ISIN; código; denominación; vigencia; sistema,certificación por especie,DRAFT_NOT_SENT
TR131_069,REQ131_CAJA,Caja de Valores S.A.,CL131_SECURITY_CODE,Tabla histórica ISIN-Código Caja y vigencia de las cinco especies,2008-2009,cinco ISIN; 5426; 5427; 45698; 45701; 5326,ISIN; Código Caja; subespecie; alta/baja; vigencia,confirmación institucional sin tenedores,DRAFT_NOT_SENT
TR131_070,REQ131_CAJA,Caja de Valores S.A.,CL131_DEFERRED_MODALITY,Revisión efectiva en 2008 del formulario o procedimiento de entrega/recepción diferida,2008-2009,SLIQ/SCG; edición marzo 2000; F-33914.01; F-33915.01; modalidad diferida,código documental; revisión; vigencia; campos; matching; reemplazo,"registro maestro, control de cambios o tabla de equivalencias",DRAFT_NOT_SENT
TR131_071,REQ131_CAJA,Caja de Valores S.A.,CL131_CAJA_ROUTE,Instrucciones diferidas emparejadas y estado de ejecución,fechas T+2 2008-2009,0306/40000; cinco ISIN; códigos 5426/5427/45698/45701/5326,fecha ejecución; límite matching; emisor/receptor; código; cantidad; estado,agregado por fecha/especie/estado,DRAFT_NOT_SENT
TR131_072,REQ131_BCRA,BCRA / CRyL,CL131_SECURITY_CODE,"Diccionario histórico entre ISIN, código de custodia/Caja y código CRyL",2008-2009,cinco ISIN; 5426; 5427; 45698; 45701; 5326,identificador; tipo; especie; vigencia; sistema,tabla testada sin cuentas,DRAFT_NOT_SENT
TR131_073,REQ131_BCRA,BCRA / CRyL,CL131_DEFERRED_MODALITY,"Equivalencia histórica entre modalidad diferida, TSA/CGA y fórmula CRyL",2008-2009,diferida; TSA; CGA; FT; FTC; DVP,canal; modalidad; formulario/archivo; estado; vigencia,manual o diccionario de códigos,DRAFT_NOT_SENT
TR131_074,REQ131_CAJA,Caja de Valores S.A.,CL131_DEFERRED_MODALITY,Registro maestro y control de cambios del manual Sistema de Transferencias Electrónicas SLIQ/SCG,"2000-2009, con corte en cada fecha T/T+2/T+3 de 2008",edición marzo 2000; SCG; SLIQ; MU-32002 como esquema paralelo,código documental; revisión; fecha de aprobación; vigencia desde/hasta; cambio; reemplazo,certificación de la revisión efectiva por fecha sin contenido reservado,DRAFT_NOT_SENT
TR131_075,REQ131_ECON,Ministerio de Economía / Secretaría de Finanzas,CL131_CAJA_ROUTE,Informes T+3 de Caja prometidos por las comunicaciones preservadas,02/09/2008; 09/09/2008; 16/09/2008; 18/06/2009,Comunicados 4857; 4861; 4873; 5152,ronda; oferta; especie; cantidad; transferencias efectuadas; transferencias pendientes; fecha; constancia de transmisión/recepción,certificación agregada por ronda y especie,DRAFT_NOT_SENT
TR131_076,REQ131_CAJA,Caja de Valores S.A.,CL131_CAJA_ROUTE,Detalle ONCP por oferta adjudicada e instrucciones de recepción ingresadas por Caja,28/08/2008-18/06/2009,Comunicados 4857; 4861; 4873; 5152; Cuenta 306/40000; Subcuenta emisora 3,oferta; emisor; receptor; especie/código; cantidad; modalidad; matching; estado; fecha y hora,extracto testado o certificación por ronda/especie/estado,DRAFT_NOT_SENT
TR131_077,REQ131_CAJA,Caja de Valores S.A.,CL131_DEFERRED_MODALITY,Comunicación e instrucciones equivalentes para la licitación del 02/10/2008,recepción esperada 03/10/2008-06/10/2008; informe 07/10/2008,licitación 02/10/2008; Cuenta 306/40000; Subcuenta 3; modalidad diferida,número/fecha de comunicación; ventana; cuenta; modalidad; matching; fecha y contenido de informe,certificación de inexistencia o búsqueda documentada en archivo/correspondencia,DRAFT_NOT_SENT
TR131_078,REQ131_ECON,Ministerio de Economía / Secretaría de Finanzas,CL131_DEBT_ACCOUNTING,Detalle y conciliación de las filas de recompras de A.5.1/A.5.4 de Deuda Pública 2008,2008Q3-2008Q4; referencia 2006,Discount en Pesos; ARARGE03E121; VNO 2748.50m; efectivo 1415.50m; baja 4723.53619m ARS,fecha; operación; especie/ISIN; VNO; precio/efectivo; asiento; expediente; estado; vínculo Caja/BCRA,,DRAFT_NOT_SENT
TR131_079,REQ131_CAJA,Caja de Valores S.A.,CL131_DEBT_ACCOUNTING,Movimientos o bajas agregadas del Discount en Pesos vinculables a la recompra por exceso de crecimiento referencia 2006,30/09/2008-31/12/2008,ARARGE03E121; VNO ARS 2748.50m; baja contable ARS 4723.53619m,fecha; especie/código; nominal; cuenta origen/destino testada; estado; asiento o evento,"certificación agregada por especie, fecha y estado",DRAFT_NOT_SENT
TR131_080,REQ131_BCRA,Banco Central / CRyL,CL131_DEBT_ACCOUNTING,"Orden, débito o conciliación del valor efectivo de la recompra Discount en Pesos referencia 2006",2008Q4 o fecha de registración efectiva,ARARGE03E121; efectivo ARS 1415.50m; VNO ARS 2748.50m,fecha; monto; moneda; ordenante; sistema; estado; referencia contable/expediente,"certificación de existencia, fecha, monto agregado y estado sin datos de terceros",DRAFT_NOT_SENT
TR131_081,REQ131_ECON,Ministerio de Economía / Secretaría de Finanzas,CL131_DEBT_ACCOUNTING,Papeles de trabajo que vinculan el tramo de exceso de crecimiento referencia 2006 con la baja Q4 del Discount en Pesos,referencia 2006; reconocimiento 2008Q4,ARARGE03E121; 2748.50m VNO; 1415.50m efectivo; 4723.53619m actualizado,criterio de valuación; fecha; operación; VNO; efectivo; asiento; expediente; conciliación,papel de trabajo agregado por especie con metadatos,DRAFT_NOT_SENT
TR131_082,REQ131_ECON,Ministerio de Economía / ONCP / Dirección de Administración de la Deuda,CL131_DEBT_ACCOUNTING,Ledger o papel de trabajo de recompra y baja por especie para la referencia 2006,cálculo 2007-11-01; ejecución 2008,ARARGE03E147 VNO ARS43824.10m efectivo ARS1858.10m;ARARGE03E154 VNO USD260.90m efectivo ARS28.00m;ARARGE03E121 VNO ARS2748.50m efectivo ARS1415.50m,fecha; modalidad; especie; VNO; precio/efectivo; expediente; orden; asiento de baja/cancelación; estado,certificación agregada por especie y fecha con datos de terceros testados,DRAFT_NOT_SENT
TR131_083,REQ131_BCRA,BCRA / CRyL,CL131_DEBT_ACCOUNTING,Asientos de movimiento y cancelación de las tres especies del tramo referencia 2006,2008-01-01/2008-12-31,ARARGE03E147;ARARGE03E154;ARARGE03E121; cantidades VNO exactas,fecha; ISIN/especie; nominal; cuenta o participante testado; tipo de movimiento; estado; referencia de asiento/orden,"certificación agregada por fecha, ISIN, nominal y estado",DRAFT_NOT_SENT
TR131_084,REQ131_CAJA,Caja de Valores S.A. / enlace CRyL,CL131_DEBT_ACCOUNTING,Movimientos por la cuenta de Caja en CRyL o puente documental hacia el registro final,2008-01-01/2008-12-31,códigos 45698 y 45701; ARARGE03E147;ARARGE03E154;ARARGE03E121,fecha; código/ISIN; nominal; origen/destino testado; tipo de evento; estado; referencia correlativa CRyL,"certificación de existencia o inexistencia por especie, fecha y nominal",DRAFT_NOT_SENT
TR131_085,REQ131_ECON,Ministerio de Economía / ONCP,CL131_DEBT_ACCOUNTING,Documento que vincule cálculo de Excess GDP referencia 2006 con modalidad y compras ejecutadas en 2008,2007-11-01/2008-12-31,cinco por ciento de Excess GDP; referencia 2006; total efectivo ARS3301.60m; expediente o actuación,cálculo; fecha; norma; modalidad; instrumentos; adjudicación/compra; cancelación; expediente,índice y metadatos de expediente más cuadro agregado por especie,DRAFT_NOT_SENT
TR131_086,REQ131_ECON,Ministerio de Economía / ONCP,CL131_DEBT_ACCOUNTING,Asignación operación por operación entre compras directas y licitaciones del tramo referencia 2006,2008-01-01/2008-12-31,ARARGE03E147;ARARGE03E154;ARARGE03E121;MA129,fecha; modalidad; ISIN; VNO; precio; efectivo; expediente; orden,cuadro agregado por fecha/modalidad/ISIN con vendedores testados,DRAFT_NOT_SENT
TR131_087,REQ131_BNA,Banco de la Nación Argentina,CL131_BNA_TRADE_BLOTTER,Blotter de intervenciones directas elegibles imputadas al Excess GDP,2008-08-11/2008-12-31,ARARGE03E147;ARS1769.09431490m residual central;VNO ARS42778.75795m residual central,fecha; especie; nominal; precio; efectivo; contraparte testada; orden Tesoro,totales diarios por especie con banda de redondeo,DRAFT_NOT_SENT
TR131_088,REQ131_CAJA,Caja de Valores S.A.,CL131_DEBT_ACCOUNTING,Transferencias de las seis adjudicaciones GDP y enlace a cancelación,2008-09-01/2008-10-07,six tender IDs;depositante 0306;comitente 40000;two ISIN,fecha; ISIN; nominal; cuenta testada; estado; referencia CRyL,certificación agregada por fecha/ISIN/nominal,DRAFT_NOT_SENT
TR131_089,REQ131_ECON,Ministerio de Economía / ONCP / DADP,CL131_DEBT_ACCOUNTING,Listado de preadjudicación por participante de las diez filas GDP y documentación conservada en el expediente,2008-08-28/2008-10-07,S01:0342455/2008;ten award IDs;four participants;two ISIN,fecha;participante;ISIN;VNO;precio;efectivo;orden;expediente;estado,cuadro por participante/fecha/ISIN con terceros subyacentes testados,DRAFT_NOT_SENT
TR131_090,REQ131_CAJA,Caja de Valores S.A.,CL131_DEBT_ACCOUNTING,Transferencias T+2 e informe T+3 de las diez filas GDP por participante,2008-09-02;2008-09-09;2008-09-16;2008-10-07,Citibank;HSBC Bank;Standard Bank;MERVAL;ARARGE03E147;ARARGE03E154;0306/40000,fecha;depositante origen testado;participante;ISIN;nominal;estado;lote;informe T+3,certificación agregada por fecha/participante/ISIN/nominal,DRAFT_NOT_SENT
TR131_091,REQ131_BCRA,BCRA / Cuentas Corrientes / CRyL,CL131_DEBT_ACCOUNTING,"Débitos y créditos asociados a la recompra, usando cuentas contemporáneas candidatas",2008-09-02/2008-10-07,016;150;015;80016;80150;80015;MERVAL routing open;two ISIN,fecha;orden;cuenta debitada;cuenta acreditada testada;moneda;importe;estado;referencia CRyL,"certificación de existencia/inexistencia por fecha, cuenta, moneda e importe",DRAFT_NOT_SENT
TR131_092,REQ131_CNV,CNV / Caja / mercados,CL131_CUSTODIAN_HOLDINGS,Identificación del agente y cuenta de liquidación detrás de la etiqueta MERVAL en el resultado del 02/10/2008,2008-10-02/2008-10-07,MERVAL;ARARGE03E147;VNO5000000;effectiveARS415000,agente;cuenta depositante;cuenta BCRA o entidad pagadora;orden;fecha;estado,certificación del tipo de participante y entidad de cobro con datos personales testados,DRAFT_NOT_SENT
TR131_093,REQ131_AGN,Auditoría General de la Nación,CL131_AGN_REPLY,"Equivalencia documental, expediente, informe final y papeles de trabajo del proyecto 48 0237/09",2009,48 0237/09;Resolución 202/2009;Actuación 41/2009;Nota 203/09 GCDP,código proyecto;actuación;resolución;índice;fuentes;papeles de trabajo;respuesta auditado,índice y cuadros agregados con terceros testados,DRAFT_NOT_SENT
TR131_094,REQ131_ECON,Ministerio de Economía / ONCP / DADP,CL131_DEBT_ACCOUNTING,"Índice y cuerpo del expediente productor, incluido listado ONCP de preadjudicación",2008-08-27/2008-10-07,S01:0342455/2008;ten awards;ARARGE03E147;ARARGE03E154,foja;fecha;tipo;participante;ISIN;VNO;precio;efectivo;estado,índice completo y cuadro por participante con titulares testados,DRAFT_NOT_SENT
TR131_095,REQ131_ECON,Ministerio de Economía / DADP / CGN,CL131_DEBT_ACCOUNTING,Submayor y comprobantes de servicios/comisiones por claves SIGADE/SIDIF 2008,2008,83006000;83008000;83095000;83020000;83106000;71597-152677-2876,fecha;proveedor;concepto;expediente;SIDIF;SIGADE;importe;orden;programa,totales mensuales por clave y vínculo de expediente,DRAFT_NOT_SENT
