ledger_id,window,mechanism,phase,as_of_date,payer,recipient,universe,instrument,amount_original,original_unit,normalized_ars_million,valuation_basis,source_id,source_locator,realization_status,additivity,status_interpretation,caveat
F11,2003,FX_negative_position_coverage,DEBT_STOCK_ISSUED_AND_PLACED,2003-12-31,Tesoro_Nacional,Financial_entities,System,BODEN_and_pagare_2012_coverage,6879649,ARS_thousand_updated,6879.649,UPDATED_VALUE_AT_2003_12_31,e0_onp_boletin_fiscal_2003q4_cuadro37_boden,Single_page_table,ISSUED_AND_PLACED_STOCK,ADD_WITHIN_ONP_2003_PURPOSES_ONLY,"Official end-2003 coverage-purpose debt stock.",Do not infer a realized gain from the face or updated value.
F12,2003,Depositor_bond_exchange,DEBT_STOCK_ISSUED_AND_PLACED,2003-12-31,Tesoro_Nacional,Depositors,Depositors_exercising_bond_options,BODEN_for_ahorristas,17664377,ARS_thousand_updated,17664.377,UPDATED_VALUE_AT_2003_12_31,e0_onp_boletin_fiscal_2003q4_cuadro37_boden,Single_page_table,ISSUED_AND_PLACED_STOCK,ADD_WITHIN_ONP_2003_PURPOSES_ONLY,"Official end-2003 depositor-purpose debt stock.",This is not bank compensation.
F13,2003,Quasi_currency_redemption,DEBT_STOCK_ISSUED_AND_PLACED,2003-12-31,Tesoro_Nacional,Provincial_quasi_currency_holders,Program_participants,BODEN_2011_and_2013_pesos,7086660,ARS_thousand_updated,7086.660,UPDATED_VALUE_AT_2003_12_31,e0_onp_boletin_fiscal_2003q4_cuadro37_boden,Single_page_table,ISSUED_AND_PLACED_STOCK,ADD_WITHIN_ONP_2003_PURPOSES_ONLY,"Official end-2003 quasi-currency redemption debt stock.",This proves that broad BODEN totals mix programs unrelated to bank compensation.
F14,2003,Public_wage_pension_13pct_restitution,DEBT_STOCK_ISSUED_AND_PLACED,2003-12-31,Tesoro_Nacional,Eligible_public_workers_and_pensioners,Eligible_holders,BODEN_2008_pesos,2546266,ARS_thousand_updated,2546.266,UPDATED_VALUE_AT_2003_12_31,e0_onp_boletin_fiscal_2003q4_cuadro37_boden,Single_page_table,ISSUED_AND_PLACED_STOCK,ADD_WITHIN_ONP_2003_PURPOSES_ONLY,"Official end-2003 13-percent-restitution debt stock.",This is unrelated to bank compensation.
F15,2003,All_BODEN_purposes,DEBT_STOCK_CONTROL_TOTAL,2003-12-31,Tesoro_Nacional,Mixed,Mixed,BODEN_and_pagares,51525296,ARS_thousand_updated,51525.296,UPDATED_VALUE_AT_2003_12_31,e0_onp_boletin_fiscal_2003q4_cuadro37_boden,Single_page_table,CONTROL_TOTAL,CONTROL_NOT_ADDITIVE,"Control total across all published 2003 purpose buckets; components differ by ARS 0.001m from rounding.",Never label total BODEN as bank compensation.
F16,2003,ASymmetric_pesification,ACCOUNTING_TRANSFER_RECONCILIATION,2003-12-31,Administracion_Central,Financial_entities,System,Compensation_entry,1663238080,ARS,1663.238080,ACCOUNTING_RECONCILIATION_ENTRY,e0_cgn_cuenta_inversion_2003_tomo_i,PDF_p136_printed_124,ACCOUNTING_RECOGNITION_NOT_CASH,NON_ADDITIVE,"The 2003 Account records compensation to banks under transfers granted.",The table reconciles budgetary and accounting treatment; it does not prove cash payment or new 2003 issuance.
F17,2003,ASymmetric_pesification,ACCOUNTING_TRANSFER_RECONCILIATION,2003-12-31,Administracion_Central,Banco_Galicia,Named_entity,Pagare_compensatorio_Decree_905,1171006541.60,ARS,1171.00654160,ACCOUNTING_RECONCILIATION_ENTRY,e0_cgn_cuenta_inversion_2003_tomo_i,PDF_p136_printed_124,ACCOUNTING_RECOGNITION_NOT_CASH,NON_ADDITIVE,"Named compensatory note recorded in the 2003 accounting reconciliation.",May be part of instrument stock already reported elsewhere; do not sum without identifier-level bridge.
F18,2003,ASymmetric_pesification,ACCOUNTING_TRANSFER_RECONCILIATION,2003-12-31,Administracion_Central,Citibank_NA,Named_entity,Pagare_compensatorio_Decree_905,1089491912,ARS,1089.491912,ACCOUNTING_RECONCILIATION_ENTRY,e0_cgn_cuenta_inversion_2003_tomo_i,PDF_p136_printed_124,ACCOUNTING_RECOGNITION_NOT_CASH,NON_ADDITIVE,"Named compensatory note recorded in the 2003 accounting reconciliation.",The same vintage also records a valuation adjustment; do not treat the note as cash or incremental profit.
F19,2003,Public_sector_exposure,BENEFICIARY_HOLDING_STOCK,2003-12-31,Public_sector,Financial_system,System,BODEN_mixed_origin,12034,ARS_million_equivalent,12034,PESO_EQUIVALENT_AT_2003_12_31,e0_bcra_bef_1s2004,PDF_p43_printed_40,BANK_ASSET_HOLDING_STOCK,NON_ADDITIVE,"BCRA reports system BODEN holdings inside public-sector exposure.",The holding line mixes BODEN origins and is not equal to issuer compensation stock.
F20,2003,ASymmetric_pesification,BENEFICIARY_RECEIVABLE_STOCK,2003-12-31,Tesoro_Nacional,Financial_system,System,Compensaciones_a_recibir,14573,ARS_million_equivalent,14573,PESO_EQUIVALENT_AT_2003_12_31,e0_bcra_bef_1s2004,PDF_p43_printed_40,RECOGNIZED_RECEIVABLE_NOT_RECEIVED,NON_ADDITIVE,"BCRA reports compensation receivables as public-sector exposure.",A receivable is not a delivered bond or a cash payment.
F21,2003,Depositor_bond_exchange,BCRA_FINANCING_STOCK,2003-12-31,BCRA,Financial_entities,System,Advances_for_BODEN_subscription,2568104,ARS_thousand,2568.104,CARRYING_VALUE,e0_bcra_informe_congreso_2003,PDF_p82,BCRA_CREDIT_NOT_FISCAL_TRANSFER,NON_ADDITIVE,"BCRA advances financed bank subscriptions of BODEN delivered to depositors.",This is central-bank credit backed by assets and not Treasury compensation.
F22,2003,Depositor_bond_exchange,BCRA_LIABILITY_STOCK,2003-12-31,BCRA,Tesoro_Nacional,System,Obligations_for_BODEN_subscription,1972561,ARS_thousand,1972.561,CARRYING_VALUE,e0_bcra_informe_congreso_2003,PDF_p86,BCRA_OWES_TREASURY,NON_ADDITIVE,"BCRA liability to the National Government linked to BODEN subscriptions.",This is not a payment by the Treasury to banks.
F23,2003,FX_negative_position_coverage,BCRA_FINANCING_DECISION,2003-12-31,BCRA,Financial_entities,Eligible_entities,BCRA_advance_for_coverage_subscription,0,QUALITATIVE_ZERO,0,NOT_APPLICABLE,e0_bcra_informe_congreso_2003,PDF_p83,NO_ADVANCES_GRANTED_AS_OF_CLOSE,NON_ADDITIVE,"The report states that no BCRA coverage-subscription advances had been granted by closing.",Zero applies only to this BCRA facility at that vintage; it is not zero compensation.
F24,2003,ASymmetric_pesification,FINAL_VALIDATION_STATUS,2003-12-31,BCRA_and_Tesoro,Financial_entities,System,Definitive_compensation_assets,N/D,N/D,N/D,NOT_APPLICABLE,e0_bcra_informe_congreso_2003,PDF_pp82_83,FINAL_AMOUNT_PENDING_VALIDATION,NON_ADDITIVE,"At closing the definitive compensation amount and assets to be received were still pending.",This blocks a final realized fiscal total through 2003.
F25,2003,Amparo_exchange_loss,ACCOUNTING_RELIEF,2003-12-31,No_fiscal_payer,Financial_entities,System,Loss_deferral_60_installments,N/D,N/D,N/D,ACCOUNTING_AMORTIZATION,e0_bcra_bef_1s2004,PDF_p24_printed_21,NOT_A_COMPENSATION,NON_ADDITIVE,"BCRA explicitly says the 60-installment deferral did not grant any compensation.",Accounting smoothing must not enter the fiscal-transfer ledger.
